"Year","State","Race","Ethnicity","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2020","Arizona","HI Native / Pacific Islander","Non-Hispanic","--","4,448","--","--","--"
"2020","Arizona","HI Native / Pacific Islander","Hispanic","0**","3,138","0.00**","0.00**","--"
"2020","Arizona","More than One Race","Non-Hispanic","--","92,341","--","--","--"
"2020","Arizona","More than One Race","Hispanic","--","39,143","--","--","--"
"2020","Arkansas","White","Non-Hispanic","72","643,259","11.19","13.16","3,262"
"2020","Arkansas","White","Hispanic","--","108,642","--","--","--"
"2020","Arkansas","Black","Non-Hispanic","94","183,143","51.33","57.59","4,285"
"2020","Arkansas","Black","Hispanic","0**","4,771","0.00**","0.00**","--"
"2020","Arkansas","American Indian / Alaska Native","Non-Hispanic","0**","7,683","0.00**","0.00**","--"
"2020","Arkansas","American Indian / Alaska Native","Hispanic","0**","4,284","0.00**","0.00**","--"
"2020","Arkansas","Asian","Non-Hispanic","--","18,177","--","--","--"
"2020","Arkansas","Asian","Hispanic","0**","1,168","0.00**","0.00**","--"
"2020","Arkansas","HI Native / Pacific Islander","Non-Hispanic","0**","5,759","0.00**","0.00**","--"
"2020","Arkansas","HI Native / Pacific Islander","Hispanic","0**","639","0.00**","0.00**","--"
"2020","Arkansas","More than One Race","Non-Hispanic","--","36,828","--","--","--"
"2020","Arkansas","More than One Race","Hispanic","0**","4,344","0.00**","0.00**","--"
"2020","California","White","Non-Hispanic","119","3,366,047","3.54","3.68","5,338"
"2020","California","White","Hispanic","376","5,875,395","6.40","7.20","16,777"
"2020","California","Black","Non-Hispanic","183","683,002","26.79","29.33","8,117"
"2020","California","Black","Hispanic","--","162,062","--","--","--"
"2020","California","American Indian / Alaska Native","Non-Hispanic","--","49,654","--","--","--"
"2020","California","American Indian / Alaska Native","Hispanic","--","206,295","--","--","--"
"2020","California","Asian","Non-Hispanic","26","1,654,992","1.57","1.78","1,158"
"2020","California","Asian","Hispanic","--","116,786","--","--","--"
"2020","California","HI Native / Pacific Islander","Non-Hispanic","--","46,849","--","--","--"
"2020","California","HI Native / Pacific Islander","Hispanic","0**","25,379","0.00**","0.00**","--"
"2020","California","More than One Race","Non-Hispanic","34","634,525","5.36","9.04","1,529"
"2020","California","More than One Race","Hispanic","21","275,062","7.64","12.33","939"
"2020","Colorado","White","Non-Hispanic","97","1,055,444","9.19","10.49","4,337"
"2020","Colorado","White","Hispanic","59","491,433","12.01","11.49","2,665"
"2020","Colorado","White","Unknown","--","--","--","--","--"
"2020","Colorado","Black","Non-Hispanic","31","82,068","37.77","37.74","1,419"
"2020","Colorado","Black","Hispanic","--","17,529","--","--","--"
"2020","Colorado","American Indian / Alaska Native","Non-Hispanic","--","11,939","--","--","--"
"2020","Colorado","American Indian / Alaska Native","Hispanic","0**","28,156","0.00**","0.00**","--"
"2020","Colorado","Asian","Non-Hispanic","--","61,691","--","--","--"
"2020","Colorado","Asian","Hispanic","0**","5,423","0.00**","0.00**","--"
"2020","Colorado","HI Native / Pacific Islander","Non-Hispanic","0**","3,310","0.00**","0.00**","--"
"2020","Colorado","HI Native / Pacific Islander","Hispanic","0**","1,742","0.00**","0.00**","--"
"2020","Colorado","More than One Race","Non-Hispanic","--","81,103","--","--","--"
"2020","Colorado","More than One Race","Hispanic","--","28,167","--","--","--"
"2020","Connecticut","White","Non-Hispanic","--","616,163","--","--","--"
"2020","Connecticut","White","Hispanic","10**","211,481","4.73**","4.02**","442"
"2020","Connecticut","Black","Non-Hispanic","30","130,963","22.91","24.15","1,334"
"2020","Connecticut","Black","Hispanic","--","35,128","--","--","--"
"2020","Connecticut","American Indian / Alaska Native","Non-Hispanic","0**","2,978","0.00**","0.00**","--"
"2020","Connecticut","American Indian / Alaska Native","Hispanic","0**","7,007","0.00**","0.00**","--"
"2020","Connecticut","Asian","Non-Hispanic","0**","59,566","0.00**","0.00**","--"
"2020","Connecticut","Asian","Hispanic","0**","2,209","0.00**","0.00**","--"
"2020","Connecticut","HI Native / Pacific Islander","Non-Hispanic","0**","479","0.00**","0.00**","--"
"2020","Connecticut","HI Native / Pacific Islander","Hispanic","0**","1,009","0.00**","0.00**","--"
"2020","Connecticut","More than One Race","Non-Hispanic","0**","41,259","0.00**","0.00**","--"
"2020","Connecticut","More than One Race","Hispanic","0**","15,059","0.00**","0.00**","--"
"2020","Delaware","White","Non-Hispanic","--","147,277","--","--","--"
"2020","Delaware","White","Hispanic","0**","35,987","0.00**","0.00**","--"
"2020","Delaware","Black","Non-Hispanic","34","78,622","43.25","51.12","1,512"
"2020","Delaware","Black","Hispanic","0**","6,501","0.00**","0.00**","--"
"2020","Delaware","American Indian / Alaska Native","Non-Hispanic","0**","732","0.00**","0.00**","--"
"2020","Delaware","American Indian / Alaska Native","Hispanic","0**","1,851","0.00**","0.00**","--"
"2020","Delaware","Asian","Non-Hispanic","0**","12,672","0.00**","0.00**","--"
"2020","Delaware","Asian","Hispanic","0**","425","0.00**","0.00**","--"
"2020","Delaware","HI Native / Pacific Islander","Non-Hispanic","0**","112","0.00**","0.00**","--"
"2020","Delaware","HI Native / Pacific Islander","Hispanic","0**","449","0.00**","0.00**","--"
"2020","Delaware","More than One Race","Non-Hispanic","--","15,960","--","--","--"
"2020","Delaware","More than One Race","Hispanic","0**","2,579","0.00**","0.00**","--"
"2020","District of Columbia","White","Non-Hispanic","0**","64,697","0.00**","0.00**","--"
"2020","District of Columbia","White","Hispanic","--","21,271","--","--","--"
"2020","District of Columbia","White","Unknown","--","--","--","--","--"
"2020","District of Columbia","Black","Non-Hispanic","66","98,753","66.83","74.72","2,943"
"2020","District of Columbia","Black","Hispanic","0**","5,050","0.00**","0.00**","--"
"2020","District of Columbia","American Indian / Alaska Native","Non-Hispanic","0**","332","0.00**","0.00**","--"
"2020","District of Columbia","American Indian / Alaska Native","Hispanic","0**","1,182","0.00**","0.00**","--"
"2020","District of Columbia","Asian","Non-Hispanic","0**","7,912","0.00**","0.00**","--"
"2020","District of Columbia","Asian","Hispanic","0**","612","0.00**","0.00**","--"
"2020","District of Columbia","HI Native / Pacific Islander","Non-Hispanic","0**","101","0.00**","0.00**","--"
"2020","District of Columbia","HI Native / Pacific Islander","Hispanic","0**","421","0.00**","0.00**","--"
"2020","District of Columbia","More than One Race","Non-Hispanic","0**","7,966","0.00**","0.00**","--"
"2020","District of Columbia","More than One Race","Hispanic","0**","1,926","0.00**","0.00**","--"
"2020","Florida","White","Non-Hispanic","192","2,650,914","7.24","8.58","8,550"
"2020","Florida","White","Hispanic","105","1,714,910","6.12","6.13","4,741"
"2020","Florida","Black","Non-Hispanic","346","1,244,459","27.80","30.46","15,482"
"2020","Florida","Black","Hispanic","--","133,867","--","--","--"
"2020","Florida","American Indian / Alaska Native","Non-Hispanic","0**","13,849","0.00**","0.00**","--"
"2020","Florida","American Indian / Alaska Native","Hispanic","0**","23,538","0.00**","0.00**","--"
"2020","Florida","Asian","Non-Hispanic","--","178,284","--","--","--"
"2020","Florida","Asian","Hispanic","--","12,361","--","--","--"
"2020","Florida","HI Native / Pacific Islander","Non-Hispanic","0**","4,309","0.00**","0.00**","--"
"2020","Florida","HI Native / Pacific Islander","Hispanic","--","4,723","--","--","--"
"2020","Florida","More than One Race","Non-Hispanic","--","218,769","--","--","--"
"2020","Florida","More than One Race","Hispanic","--","63,117","--","--","--"
"2020","Georgia","White","Non-Hispanic","123","1,617,741","7.60","7.79","5,594"
"2020","Georgia","White","Hispanic","18**","419,871","4.29**","5.77**","820"
"2020","Georgia","Black","Non-Hispanic","354","1,258,722","28.12","31.11","15,912"
"2020","Georgia","Black","Hispanic","--","53,040","--","--","--"
"2020","Georgia","American Indian / Alaska Native","Non-Hispanic","--","7,173","--","--","--"
"2020","Georgia","American Indian / Alaska Native","Hispanic","0**","16,260","0.00**","0.00**","--"
"2020","Georgia","Asian","Non-Hispanic","--","156,108","--","--","--"
"2020","Georgia","Asian","Hispanic","0**","6,045","0.00**","0.00**","--"
"2020","Georgia","HI Native / Pacific Islander","Non-Hispanic","--","3,227","--","--","--"
"2020","Georgia","HI Native / Pacific Islander","Hispanic","0**","3,757","0.00**","0.00**","--"
"2020","Georgia","More than One Race","Non-Hispanic","--","131,293","--","--","--"
"2020","Georgia","More than One Race","Hispanic","0**","21,223","0.00**","0.00**","--"
"2020","Hawaii","White","Non-Hispanic","--","70,934","--","--","--"
"2020","Hawaii","White","Hispanic","0**","21,301","0.00**","0.00**","--"
"2020","Hawaii","Black","Non-Hispanic","0**","10,052","0.00**","0.00**","--"
"2020","Hawaii","Black","Hispanic","0**","1,571","0.00**","0.00**","--"
"2020","Hawaii","American Indian / Alaska Native","Non-Hispanic","0**","877","0.00**","0.00**","--"
"2020","Hawaii","American Indian / Alaska Native","Hispanic","0**","843","0.00**","0.00**","--"
"2020","Hawaii","Asian","Non-Hispanic","0**","103,261","0.00**","0.00**","--"
"2020","Hawaii","Asian","Hispanic","0**","8,047","0.00**","0.00**","--"
"2020","Hawaii","HI Native / Pacific Islander","Non-Hispanic","0**","50,659","0.00**","0.00**","--"
"2020","Hawaii","HI Native / Pacific Islander","Hispanic","0**","6,826","0.00**","0.00**","--"
"2020","Hawaii","More than One Race","Non-Hispanic","--","131,145","--","--","--"
"2020","Hawaii","More than One Race","Hispanic","--","42,850","--","--","--"
"2020","Idaho","White","Non-Hispanic","45","488,697","9.21","11.28","2,030"
"2020","Idaho","White","Hispanic","13**","105,476","12.33**","10.81**","601"
"2020","Idaho","Black","Non-Hispanic","0**","6,266","0.00**","0.00**","--"
"2020","Idaho","Black","Hispanic","0**","1,646","0.00**","0.00**","--"
"2020","Idaho","American Indian / Alaska Native","Non-Hispanic","--","6,722","--","--","--"
"2020","Idaho","American Indian / Alaska Native","Hispanic","0**","6,903","0.00**","0.00**","--"
"2020","Idaho","Asian","Non-Hispanic","0**","8,885","0.00**","0.00**","--"
"2020","Idaho","Asian","Hispanic","0**","1,112","0.00**","0.00**","--"
"2020","Idaho","HI Native / Pacific Islander","Non-Hispanic","0**","1,306","0.00**","0.00**","--"
"2020","Idaho","HI Native / Pacific Islander","Hispanic","0**","403","0.00**","0.00**","--"
"2020","Idaho","More than One Race","Non-Hispanic","--","21,943","--","--","--"
"2020","Idaho","More than One Race","Hispanic","0**","5,499","0.00**","0.00**","--"
"2020","Illinois","White","Non-Hispanic","67","2,143,657","3.13","3.74","2,979"
"2020","Illinois","White","Hispanic","88","907,475","9.70","10.10","3,978"
"2020","Illinois","White","Unknown","--","--","--","--","--"
"2020","Illinois","Black","Non-Hispanic","366","645,467","56.70","67.81","16,245"
"2020","Illinois","Black","Hispanic","0**","38,246","0.00**","0.00**","--"
"2020","Illinois","American Indian / Alaska Native","Non-Hispanic","0**","6,032","0.00**","0.00**","--"
"2020","Illinois","American Indian / Alaska Native","Hispanic","0**","23,819","0.00**","0.00**","--"
"2020","Illinois","Asian","Non-Hispanic","--","235,794","--","--","--"
"2020","Illinois","Asian","Hispanic","0**","8,864","0.00**","0.00**","--"
"2020","Illinois","HI Native / Pacific Islander","Non-Hispanic","0**","1,229","0.00**","0.00**","--"
"2020","Illinois","HI Native / Pacific Islander","Hispanic","0**","1,874","0.00**","0.00**","--"
"2020","Illinois","More than One Race","Non-Hispanic","--","138,001","--","--","--"
"2020","Illinois","More than One Race","Hispanic","--","30,104","--","--","--"
"2020","Indiana","White","Non-Hispanic","148","1,649,481","8.97","10.18","6,708"
"2020","Indiana","White","Hispanic","22","220,708","9.97","14.41","992"
"2020","Indiana","Black","Non-Hispanic","177","262,364","67.46","75.64","7,995"
"2020","Indiana","Black","Hispanic","--","15,505","--","--","--"
"2020","Indiana","American Indian / Alaska Native","Non-Hispanic","0**","4,254","0.00**","0.00**","--"
"2020","Indiana","American Indian / Alaska Native","Hispanic","0**","6,573","0.00**","0.00**","--"
"2020","Indiana","Asian","Non-Hispanic","--","72,838","--","--","--"
"2020","Indiana","Asian","Hispanic","0**","2,109","0.00**","0.00**","--"
"2020","Indiana","HI Native / Pacific Islander","Non-Hispanic","--","1,042","--","--","--"
"2020","Indiana","HI Native / Pacific Islander","Hispanic","0**","1,044","0.00**","0.00**","--"
"2020","Indiana","More than One Race","Non-Hispanic","--","91,396","--","--","--"
"2020","Indiana","More than One Race","Hispanic","0**","11,052","0.00**","0.00**","--"
"2020","Iowa","White","Non-Hispanic","41","843,452","4.86","5.45","1,811"
"2020","Iowa","White","Hispanic","--","95,557","--","--","--"
"2020","Iowa","Black","Non-Hispanic","27","60,114","44.92","56.43","1,236"
"2020","Iowa","Black","Hispanic","0**","3,772","0.00**","0.00**","--"
"2020","Iowa","American Indian / Alaska Native","Non-Hispanic","--","3,743","--","--","--"
"2020","Iowa","American Indian / Alaska Native","Hispanic","0**","4,934","0.00**","0.00**","--"
"2020","Iowa","Asian","Non-Hispanic","--","35,825","--","--","--"
"2020","Iowa","Asian","Hispanic","0**","1,127","0.00**","0.00**","--"
"2020","Iowa","HI Native / Pacific Islander","Non-Hispanic","0**","2,223","0.00**","0.00**","--"
"2020","Iowa","HI Native / Pacific Islander","Hispanic","0**","403","0.00**","0.00**","--"
"2020","Iowa","More than One Race","Non-Hispanic","--","40,479","--","--","--"
"2020","Iowa","More than One Race","Hispanic","0**","5,015","0.00**","0.00**","--"
"2020","Kansas","White","Non-Hispanic","70","692,411","10.11","11.03","3,158"
"2020","Kansas","White","Hispanic","37","164,259","22.53","27.00","1,704"
"2020","Kansas","White","Unknown","--","--","--","--","--"
"2020","Kansas","Black","Non-Hispanic","26","66,144","39.31","36.32","1,172"
"2020","Kansas","Black","Hispanic","--","7,352","--","--","--"
"2020","Kansas","Black","Unknown","--","--","--","--","--"
"2020","Kansas","American Indian / Alaska Native","Non-Hispanic","--","8,170","--","--","--"
"2020","Kansas","American Indian / Alaska Native","Hispanic","0**","6,597","0.00**","0.00**","--"
"2020","Kansas","Asian","Non-Hispanic","0**","33,783","0.00**","0.00**","--"
"2020","Kansas","Asian","Hispanic","0**","1,532","0.00**","0.00**","--"
"2020","Kansas","HI Native / Pacific Islander","Non-Hispanic","0**","1,311","0.00**","0.00**","--"
"2020","Kansas","HI Native / Pacific Islander","Hispanic","0**","475","0.00**","0.00**","--"
"2020","Kansas","More than One Race","Non-Hispanic","--","51,776","--","--","--"
"2020","Kansas","More than One Race","Hispanic","0**","9,088","0.00**","0.00**","--"
"2020","Kentucky","White","Non-Hispanic","112","1,165,149","9.61","11.05","5,107"
"2020","Kentucky","White","Hispanic","--","77,219","--","--","--"
"2020","Kentucky","Black","Non-Hispanic","93","144,461","64.38","61.48","4,236"
"2020","Kentucky","Black","Hispanic","--","6,344","--","--","--"
"2020","Kentucky","American Indian / Alaska Native","Non-Hispanic","0**","2,214","0.00**","0.00**","--"
"2020","Kentucky","American Indian / Alaska Native","Hispanic","0**","2,433","0.00**","0.00**","--"
"2020","Kentucky","Asian","Non-Hispanic","0**","27,634","0.00**","0.00**","--"
"2020","Kentucky","Asian","Hispanic","0**","1,168","0.00**","0.00**","--"
"2020","Kentucky","HI Native / Pacific Islander","Non-Hispanic","0**","1,471","0.00**","0.00**","--"
"2020","Kentucky","HI Native / Pacific Islander","Hispanic","0**","745","0.00**","0.00**","--"
"2020","Kentucky","More than One Race","Non-Hispanic","--","58,828","--","--","--"
"2020","Kentucky","More than One Race","Hispanic","--","4,525","--","--","--"
"2020","Louisiana","White","Non-Hispanic","54","798,069","6.77","7.34","2,477"
"2020","Louisiana","White","Hispanic","--","84,587","--","--","--"
"2020","Louisiana","Black","Non-Hispanic","319","578,583","55.14","62.72","14,312"
"2020","Louisiana","Black","Hispanic","0**","13,759","0.00**","0.00**","--"
"2020","Louisiana","American Indian / Alaska Native","Non-Hispanic","--","10,077","--","--","--"
"2020","Louisiana","American Indian / Alaska Native","Hispanic","--","3,682","--","--","--"
"2020","Louisiana","Asian","Non-Hispanic","--","28,199","--","--","--"
"2020","Louisiana","Asian","Hispanic","0**","1,850","0.00**","0.00**","--"
"2020","Louisiana","HI Native / Pacific Islander","Non-Hispanic","0**","608","0.00**","0.00**","--"
"2020","Louisiana","HI Native / Pacific Islander","Hispanic","0**","529","0.00**","0.00**","--"
"2020","Louisiana","More than One Race","Non-Hispanic","0**","45,146","0.00**","0.00**","--"
"2020","Louisiana","More than One Race","Hispanic","0**","5,990","0.00**","0.00**","--"
"2020","Maine","White","Non-Hispanic","18**","330,484","5.45**","6.19**","800"
"2020","Maine","White","Hispanic","0**","9,470","0.00**","0.00**","--"
"2020","Maine","Black","Non-Hispanic","--","11,273","--","--","--"
"2020","Maine","Black","Hispanic","0**","567","0.00**","0.00**","--"
"2020","Maine","American Indian / Alaska Native","Non-Hispanic","0**","2,870","0.00**","0.00**","--"
"2020","Maine","American Indian / Alaska Native","Hispanic","0**","411","0.00**","0.00**","--"
"2020","Maine","Asian","Non-Hispanic","0**","6,143","0.00**","0.00**","--"
"2020","Maine","Asian","Hispanic","0**","150","0.00**","0.00**","--"
"2020","Maine","HI Native / Pacific Islander","Non-Hispanic","0**","169","0.00**","0.00**","--"
"2020","Maine","HI Native / Pacific Islander","Hispanic","0**","43","0.00**","0.00**","--"
"2020","Maine","More than One Race","Non-Hispanic","0**","13,110","0.00**","0.00**","--"
"2020","Maine","More than One Race","Hispanic","0**","1,042","0.00**","0.00**","--"
"2020","Maryland","White","Non-Hispanic","28","833,327","3.36","4.50","1,266"
"2020","Maryland","White","Hispanic","10**","231,639","4.32**","4.23**","456"
"2020","Maryland","Black","Non-Hispanic","189","615,161","30.72","33.15","8,341"
"2020","Maryland","Black","Hispanic","--","36,274","--","--","--"
"2020","Maryland","American Indian / Alaska Native","Non-Hispanic","--","4,272","--","--","--"
"2020","Maryland","American Indian / Alaska Native","Hispanic","0**","11,650","0.00**","0.00**","--"
"2020","Maryland","Asian","Non-Hispanic","--","126,277","--","--","--"
"2020","Maryland","Asian","Hispanic","0**","5,023","0.00**","0.00**","--"
"2020","Maryland","HI Native / Pacific Islander","Non-Hispanic","0**","869","0.00**","0.00**","--"
"2020","Maryland","HI Native / Pacific Islander","Hispanic","0**","2,449","0.00**","0.00**","--"
"2020","Maryland","More than One Race","Non-Hispanic","--","98,202","--","--","--"
"2020","Maryland","More than One Race","Hispanic","0**","16,574","0.00**","0.00**","--"
"2020","Massachusetts","White","Non-Hispanic","18**","1,336,860","1.35**","1.54**","784"
"2020","Massachusetts","White","Hispanic","18**","289,622","6.22**","6.10**","788"
"2020","Massachusetts","Black","Non-Hispanic","30","187,997","15.96","16.96","1,319"
"2020","Massachusetts","Black","Hispanic","--","60,390","--","--","--"
"2020","Massachusetts","American Indian / Alaska Native","Non-Hispanic","--","4,049","--","--","--"
"2020","Massachusetts","American Indian / Alaska Native","Hispanic","0**","9,627","0.00**","0.00**","--"
"2020","Massachusetts","Asian","Non-Hispanic","--","173,732","--","--","--"
"2020","Massachusetts","Asian","Hispanic","0**","4,037","0.00**","0.00**","--"
"2020","Massachusetts","HI Native / Pacific Islander","Non-Hispanic","0**","1,058","0.00**","0.00**","--"
"2020","Massachusetts","HI Native / Pacific Islander","Hispanic","0**","1,874","0.00**","0.00**","--"
"2020","Massachusetts","More than One Race","Non-Hispanic","--","81,494","--","--","--"
"2020","Massachusetts","More than One Race","Hispanic","0**","26,074","0.00**","0.00**","--"
"2020","Michigan","White","Non-Hispanic","105","2,173,084","4.83","5.52","4,655"
"2020","Michigan","White","Hispanic","18**","221,108","8.14**","10.25**","789"
"2020","Michigan","White","Unknown","--","--","--","--","--"
"2020","Michigan","Black","Non-Hispanic","207","509,879","40.60","50.61","9,226"
"2020","Michigan","Black","Hispanic","--","19,798","--","--","--"
"2020","Michigan","American Indian / Alaska Native","Non-Hispanic","--","19,075","--","--","--"
"2020","Michigan","American Indian / Alaska Native","Hispanic","--","8,291","--","--","--"
"2020","Michigan","Asian","Non-Hispanic","--","121,342","--","--","--"
"2020","Michigan","Asian","Hispanic","0**","2,319","0.00**","0.00**","--"
"2020","Michigan","HI Native / Pacific Islander","Non-Hispanic","0**","995","0.00**","0.00**","--"
"2020","Michigan","HI Native / Pacific Islander","Hispanic","0**","812","0.00**","0.00**","--"
"2020","Michigan","More than One Race","Non-Hispanic","--","148,126","--","--","--"
"2020","Michigan","More than One Race","Hispanic","--","18,706","--","--","--"
"2020","Minnesota","White","Non-Hispanic","41","1,302,786","3.15","3.79","1,837"
"2020","Minnesota","White","Hispanic","--","134,314","--","--","--"
"2020","Minnesota","White","Unknown","--","--","--","--","--"
"2020","Minnesota","Black","Non-Hispanic","42","186,378","22.54","30.01","1,930"
"2020","Minnesota","Black","Hispanic","0**","7,434","0.00**","0.00**","--"
"2020","Minnesota","American Indian / Alaska Native","Non-Hispanic","--","25,964","--","--","--"
"2020","Minnesota","American Indian / Alaska Native","Hispanic","--","11,493","--","--","--"
"2020","Minnesota","Asian","Non-Hispanic","--","122,087","--","--","--"
"2020","Minnesota","Asian","Hispanic","0**","2,403","0.00**","0.00**","--"
"2020","Minnesota","HI Native / Pacific Islander","Non-Hispanic","0**","1,380","0.00**","0.00**","--"
"2020","Minnesota","HI Native / Pacific Islander","Hispanic","0**","827","0.00**","0.00**","--"
"2020","Minnesota","More than One Race","Non-Hispanic","--","91,349","--","--","--"
"2020","Minnesota","More than One Race","Hispanic","--","11,262","--","--","--"
"2020","Mississippi","White","Non-Hispanic","49","501,695","9.77","10.63","2,249"
"2020","Mississippi","White","Hispanic","--","36,704","--","--","--"
"2020","Mississippi","Black","Non-Hispanic","169","424,548","39.81","43.11","7,594"
"2020","Mississippi","Black","Hispanic","--","6,062","--","--","--"
"2020","Mississippi","American Indian / Alaska Native","Non-Hispanic","0**","5,755","0.00**","0.00**","--"
"2020","Mississippi","American Indian / Alaska Native","Hispanic","0**","1,959","0.00**","0.00**","--"
"2020","Mississippi","Asian","Non-Hispanic","0**","11,035","0.00**","0.00**","--"
"2020","Mississippi","Asian","Hispanic","0**","538","0.00**","0.00**","--"
"2020","Mississippi","HI Native / Pacific Islander","Non-Hispanic","0**","368","0.00**","0.00**","--"
"2020","Mississippi","HI Native / Pacific Islander","Hispanic","0**","329","0.00**","0.00**","--"
"2020","Mississippi","More than One Race","Non-Hispanic","--","23,884","--","--","--"
"2020","Mississippi","More than One Race","Hispanic","0**","2,374","0.00**","0.00**","--"
"2020","Missouri","White","Non-Hispanic","141","1,468,969","9.60","11.82","6,306"
"2020","Missouri","White","Hispanic","13**","112,428","11.56**","16.96**","577"
"2020","Missouri","Black","Non-Hispanic","208","271,327","76.66","95.37","9,388"
"2020","Missouri","Black","Hispanic","--","8,693","--","--","--"
"2020","Missouri","American Indian / Alaska Native","Non-Hispanic","0**","7,908","0.00**","0.00**","--"
"2020","Missouri","American Indian / Alaska Native","Hispanic","0**","5,377","0.00**","0.00**","--"
"2020","Missouri","Asian","Non-Hispanic","--","48,008","--","--","--"
"2020","Missouri","Asian","Hispanic","0**","1,720","0.00**","0.00**","--"
"2020","Missouri","HI Native / Pacific Islander","Non-Hispanic","0**","3,879","0.00**","0.00**","--"
"2020","Missouri","HI Native / Pacific Islander","Hispanic","0**","892","0.00**","0.00**","--"
"2020","Missouri","More than One Race","Non-Hispanic","--","87,288","--","--","--"
"2020","Missouri","More than One Race","Hispanic","0**","9,153","0.00**","0.00**","--"
"2020","Montana","White","Non-Hispanic","39","271,804","14.35","18.89","1,702"
"2020","Montana","White","Hispanic","--","15,268","--","--","--"
"2020","Montana","Black","Non-Hispanic","0**","2,555","0.00**","0.00**","--"
"2020","Montana","Black","Hispanic","0**","387","0.00**","0.00**","--"
"2020","Montana","American Indian / Alaska Native","Non-Hispanic","--","30,124","--","--","--"
"2020","Montana","American Indian / Alaska Native","Hispanic","0**","4,135","0.00**","0.00**","--"
"2020","Montana","Asian","Non-Hispanic","--","3,619","--","--","--"
"2020","Montana","Asian","Hispanic","0**","259","0.00**","0.00**","--"
"2020","Montana","HI Native / Pacific Islander","Non-Hispanic","0**","259","0.00**","0.00**","--"
"2020","Montana","HI Native / Pacific Islander","Hispanic","0**","62","0.00**","0.00**","--"
"2020","Montana","More than One Race","Non-Hispanic","--","15,245","--","--","--"
"2020","Montana","More than One Race","Hispanic","0**","2,282","0.00**","0.00**","--"
"2020","Nebraska","White","Non-Hispanic","22","483,327","4.55","4.44","1,017"
"2020","Nebraska","White","Hispanic","--","101,892","--","--","--"
"2020","Nebraska","Black","Non-Hispanic","12**","41,782","28.72**","47.96**","530"
"2020","Nebraska","Black","Hispanic","0**","4,002","0.00**","0.00**","--"
"2020","Nebraska","American Indian / Alaska Native","Non-Hispanic","--","7,363","--","--","--"
"2020","Nebraska","American Indian / Alaska Native","Hispanic","0**","10,042","0.00**","0.00**","--"
"2020","Nebraska","Asian","Non-Hispanic","0**","20,974","0.00**","0.00**","--"
"2020","Nebraska","Asian","Hispanic","0**","1,031","0.00**","0.00**","--"
"2020","Nebraska","HI Native / Pacific Islander","Non-Hispanic","0**","546","0.00**","0.00**","--"
"2020","Nebraska","HI Native / Pacific Islander","Hispanic","0**","656","0.00**","0.00**","--"
"2020","Nebraska","More than One Race","Non-Hispanic","--","26,465","--","--","--"
"2020","Nebraska","More than One Race","Hispanic","0**","4,928","0.00**","0.00**","--"
"2020","Nevada","White","Non-Hispanic","37","336,610","10.99","13.24","1,683"
"2020","Nevada","White","Hispanic","27","348,608","7.75","6.66","1,233"
"2020","Nevada","Black","Non-Hispanic","27","105,291","25.64","31.15","1,218"
"2020","Nevada","Black","Hispanic","--","16,241","--","--","--"
"2020","Nevada","American Indian / Alaska Native","Non-Hispanic","--","7,768","--","--","--"
"2020","Nevada","American Indian / Alaska Native","Hispanic","--","12,206","--","--","--"
"2020","Nevada","Asian","Non-Hispanic","--","61,850","--","--","--"
"2020","Nevada","Asian","Hispanic","0**","7,176","0.00**","0.00**","--"
"2020","Nevada","HI Native / Pacific Islander","Non-Hispanic","--","7,536","--","--","--"
"2020","Nevada","HI Native / Pacific Islander","Hispanic","0**","2,639","0.00**","0.00**","--"
"2020","Nevada","More than One Race","Non-Hispanic","--","65,457","--","--","--"
"2020","Nevada","More than One Race","Hispanic","0**","20,994","0.00**","0.00**","--"
"2020","New Hampshire","White","Non-Hispanic","19**","336,135","5.65**","6.80**","824"
"2020","New Hampshire","White","Hispanic","--","21,356","--","--","--"
"2020","New Hampshire","Black","Non-Hispanic","0**","8,028","0.00**","0.00**","--"
"2020","New Hampshire","Black","Hispanic","0**","2,328","0.00**","0.00**","--"
"2020","New Hampshire","American Indian / Alaska Native","Non-Hispanic","0**","766","0.00**","0.00**","--"
"2020","New Hampshire","American Indian / Alaska Native","Hispanic","0**","577","0.00**","0.00**","--"
"2020","New Hampshire","Asian","Non-Hispanic","0**","14,306","0.00**","0.00**","--"
"2020","New Hampshire","Asian","Hispanic","0**","281","0.00**","0.00**","--"
"2020","New Hampshire","HI Native / Pacific Islander","Non-Hispanic","0**","118","0.00**","0.00**","--"
"2020","New Hampshire","HI Native / Pacific Islander","Hispanic","0**","168","0.00**","0.00**","--"
"2020","New Hampshire","More than One Race","Non-Hispanic","--","12,716","--","--","--"
"2020","New Hampshire","More than One Race","Hispanic","0**","1,525","0.00**","0.00**","--"
"2020","New Jersey","White","Non-Hispanic","21","1,359,645","1.55","1.91","922"
"2020","New Jersey","White","Hispanic","16**","625,754","2.56**","2.83**","723"
"2020","New Jersey","Black","Non-Hispanic","70","405,269","17.27","22.05","3,036"
"2020","New Jersey","Black","Hispanic","--","95,036","--","--","--"
"2020","New Jersey","American Indian / Alaska Native","Non-Hispanic","0**","5,217","0.00**","0.00**","--"
"2020","New Jersey","American Indian / Alaska Native","Hispanic","0**","19,897","0.00**","0.00**","--"
"2020","New Jersey","Asian","Non-Hispanic","--","288,125","--","--","--"
