"Intent","Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Legal Intervention","2017","Virginia","13**","8,471,011","0.15**","0.17**","407"
"Legal Intervention","2017","Washington","31","7,427,951","0.42","0.43","908"
"Legal Intervention","2017","West Virginia","--","1,818,683","--","--","--"
"Legal Intervention","2017","Wisconsin","16**","5,793,147","0.28**","0.30**","442"
"Legal Intervention","2017","Wyoming","--","579,994","--","--","--"
"Legal Intervention","2016","Alabama","12**","4,866,824","0.25**","0.30**","340"
"Legal Intervention","2016","Alaska","--","742,575","--","--","--"
"Legal Intervention","2016","Arizona","13**","6,944,767","0.19**","0.20**","427"
"Legal Intervention","2016","Arkansas","--","2,991,815","--","--","--"
"Legal Intervention","2016","California","74","39,149,186","0.19","0.19","2,210"
"Legal Intervention","2016","Colorado","19**","5,543,844","0.34**","0.34**","553"
"Legal Intervention","2016","Connecticut","--","3,579,830","--","--","--"
"Legal Intervention","2016","District of Columbia","--","687,576","--","--","--"
"Legal Intervention","2016","Florida","14**","20,627,237","0.07**","0.07**","437"
"Legal Intervention","2016","Georgia","14**","10,308,442","0.14**","0.13**","412"
"Legal Intervention","2016","Hawaii","--","1,428,885","--","--","--"
"Legal Intervention","2016","Idaho","--","1,684,036","--","--","--"
"Legal Intervention","2016","Illinois","16**","12,821,709","0.13**","0.14**","551"
"Legal Intervention","2016","Indiana","11**","6,637,898","0.17**","0.17**","262"
"Legal Intervention","2016","Iowa","--","3,133,210","--","--","--"
"Legal Intervention","2016","Kansas","--","2,912,977","--","--","--"
"Legal Intervention","2016","Kentucky","15**","4,440,306","0.34**","0.37**","446"
"Legal Intervention","2016","Louisiana","--","4,681,346","--","--","--"
"Legal Intervention","2016","Maine","--","1,332,348","--","--","--"
"Legal Intervention","2016","Maryland","17**","6,007,014","0.28**","0.31**","530"
"Legal Intervention","2016","Massachusetts","11**","6,827,280","0.16**","0.17**","282"
"Legal Intervention","2016","Michigan","--","9,954,117","--","--","--"
"Legal Intervention","2016","Minnesota","10**","5,525,360","0.18**","0.18**","273"
"Legal Intervention","2016","Mississippi","--","2,990,595","--","--","--"
"Legal Intervention","2016","Missouri","--","6,091,384","--","--","--"
"Legal Intervention","2016","Montana","--","1,042,137","--","--","--"
"Legal Intervention","2016","Nebraska","--","1,906,483","--","--","--"
"Legal Intervention","2016","Nevada","--","2,919,555","--","--","--"
"Legal Intervention","2016","New Hampshire","--","1,343,694","--","--","--"
"Legal Intervention","2016","New Jersey","--","8,873,584","--","--","--"
"Legal Intervention","2016","New Mexico","16**","2,092,555","0.77**","0.83**","486"
"Legal Intervention","2016","New York","13**","19,636,391","0.07**","0.07**","330"
"Legal Intervention","2016","North Carolina","24","10,161,802","0.24","0.24","618"
"Legal Intervention","2016","Ohio","15**","11,640,060","0.13**","0.13**","333"
"Legal Intervention","2016","Oregon","11**","4,093,271","0.27**","0.29**","297"
"Legal Intervention","2016","Pennsylvania","15**","12,788,468","0.12**","0.13**","412"
"Legal Intervention","2016","Rhode Island","--","1,057,816","--","--","--"
"Legal Intervention","2016","South Carolina","--","4,963,031","--","--","--"
"Legal Intervention","2016","South Dakota","--","863,693","--","--","--"
"Legal Intervention","2016","Tennessee","--","6,651,277","--","--","--"
"Legal Intervention","2016","Texas","35","27,914,064","0.13","0.13","975"
"Legal Intervention","2016","Utah","--","3,044,241","--","--","--"
"Legal Intervention","2016","Vermont","--","624,366","--","--","--"
"Legal Intervention","2016","Virginia","11**","8,417,651","0.13**","0.12**","304"
"Legal Intervention","2016","Washington","19**","7,299,961","0.26**","0.26**","463"
"Legal Intervention","2016","West Virginia","11**","1,832,435","0.60**","0.52**","202"
"Legal Intervention","2016","Wisconsin","--","5,775,170","--","--","--"
"Legal Intervention","2015","Alabama","--","4,854,803","--","--","--"
"Legal Intervention","2015","Alaska","--","738,430","--","--","--"
"Legal Intervention","2015","Arizona","14**","6,832,810","0.21**","0.22**","411"
"Legal Intervention","2015","Arkansas","--","2,979,732","--","--","--"
"Legal Intervention","2015","California","103","38,904,296","0.27","0.26","2,998"
"Legal Intervention","2015","Colorado","12**","5,454,328","0.22**","0.23**","337"
"Legal Intervention","2015","Connecticut","--","3,588,561","--","--","--"
"Legal Intervention","2015","Delaware","--","942,065","--","--","--"
"Legal Intervention","2015","District of Columbia","--","677,014","--","--","--"
"Legal Intervention","2015","Florida","16**","20,219,111","0.08**","0.09**","486"
"Legal Intervention","2015","Georgia","16**","10,183,353","0.16**","0.16**","447"
"Legal Intervention","2015","Hawaii","--","1,422,999","--","--","--"
"Legal Intervention","2015","Idaho","--","1,652,495","--","--","--"
"Legal Intervention","2015","Illinois","11**","12,859,585","0.09**","0.09**","416"
"Legal Intervention","2015","Indiana","12**","6,611,442","0.18**","0.19**","373"
"Legal Intervention","2015","Iowa","--","3,122,541","--","--","--"
"Legal Intervention","2015","Kansas","--","2,910,717","--","--","--"
"Legal Intervention","2015","Kentucky","10**","4,429,126","0.23**","0.19**","124"
"Legal Intervention","2015","Louisiana","--","4,666,998","--","--","--"
"Legal Intervention","2015","Maine","--","1,329,098","--","--","--"
"Legal Intervention","2015","Maryland","12**","5,988,528","0.20**","0.20**","356"
"Legal Intervention","2015","Massachusetts","--","6,797,484","--","--","--"
"Legal Intervention","2015","Michigan","10**","9,934,483","0.10**","0.11**","309"
"Legal Intervention","2015","Minnesota","--","5,484,002","--","--","--"
"Legal Intervention","2015","Mississippi","--","2,990,231","--","--","--"
"Legal Intervention","2015","Missouri","--","6,075,411","--","--","--"
"Legal Intervention","2015","Montana","--","1,031,495","--","--","--"
"Legal Intervention","2015","Nebraska","--","1,892,059","--","--","--"
"Legal Intervention","2015","Nevada","12**","2,868,531","0.42**","0.43**","352"
"Legal Intervention","2015","New Hampshire","--","1,337,480","--","--","--"
"Legal Intervention","2015","New Jersey","11**","8,870,312","0.12**","0.13**","286"
"Legal Intervention","2015","New Mexico","18**","2,090,071","0.86**","0.93**","497"
"Legal Intervention","2015","New York","10**","19,657,321","0.05**","0.05**","223"
"Legal Intervention","2015","North Carolina","17**","10,037,218","0.17**","0.17**","391"
"Legal Intervention","2015","Ohio","18**","11,622,315","0.16**","0.16**","500"
"Legal Intervention","2015","Oklahoma","--","3,910,518","--","--","--"
"Legal Intervention","2015","Oregon","11**","4,018,542","0.27**","0.28**","217"
"Legal Intervention","2015","Pennsylvania","10**","12,789,838","0.08**","0.09**","347"
"Legal Intervention","2015","South Carolina","--","4,896,006","--","--","--"
"Legal Intervention","2015","South Dakota","--","854,663","--","--","--"
"Legal Intervention","2015","Tennessee","--","6,595,354","--","--","--"
"Legal Intervention","2015","Texas","24","27,468,531","0.09","0.09","669"
"Legal Intervention","2015","Utah","--","2,983,626","--","--","--"
"Legal Intervention","2015","Virginia","12**","8,367,303","0.14**","0.14**","328"
"Legal Intervention","2015","Washington","13**","7,167,287","0.18**","0.19**","310"
"Legal Intervention","2015","West Virginia","--","1,843,332","--","--","--"
"Legal Intervention","2015","Wisconsin","--","5,762,927","--","--","--"
"Legal Intervention","2015","Wyoming","--","586,389","--","--","--"
"Legal Intervention","2014","Alabama","--","4,843,737","--","--","--"
"Legal Intervention","2014","Arizona","12**","6,732,873","0.18**","0.19**","361"
"Legal Intervention","2014","California","89","38,586,706","0.23","0.23","2,740"
"Legal Intervention","2014","Colorado","10**","5,352,637","0.19**","0.18**","304"
"Legal Intervention","2014","Delaware","--","933,131","--","--","--"
"Legal Intervention","2014","District of Columbia","--","663,603","--","--","--"
"Legal Intervention","2014","Florida","23","19,853,880","0.12","0.12","660"
"Legal Intervention","2014","Georgia","10**","10,071,204","0.10**","0.09**","278"
"Legal Intervention","2014","Hawaii","--","1,415,335","--","--","--"
"Legal Intervention","2014","Idaho","--","1,632,248","--","--","--"
"Legal Intervention","2014","Illinois","10**","12,885,092","0.08**","0.08**","357"
"Legal Intervention","2014","Indiana","--","6,596,019","--","--","--"
"Legal Intervention","2014","Iowa","--","3,110,643","--","--","--"
"Legal Intervention","2014","Kansas","10**","2,901,861","0.35**","0.34**","278"
"Legal Intervention","2014","Kentucky","--","4,416,992","--","--","--"
"Legal Intervention","2014","Louisiana","--","4,645,938","--","--","--"
"Legal Intervention","2014","Maine","--","1,331,217","--","--","--"
"Legal Intervention","2014","Maryland","17**","5,960,064","0.29**","0.31**","495"
"Legal Intervention","2014","Massachusetts","--","6,764,864","--","--","--"
"Legal Intervention","2014","Michigan","--","9,932,033","--","--","--"
"Legal Intervention","2014","Minnesota","--","5,452,665","--","--","--"
"Legal Intervention","2014","Mississippi","--","2,991,892","--","--","--"
"Legal Intervention","2014","Missouri","10**","6,059,130","0.17**","0.16**","223"
"Legal Intervention","2014","Montana","--","1,022,657","--","--","--"
"Legal Intervention","2014","Nebraska","--","1,879,955","--","--","--"
"Legal Intervention","2014","Nevada","--","2,818,935","--","--","--"
"Legal Intervention","2014","New Hampshire","--","1,334,257","--","--","--"
"Legal Intervention","2014","New Jersey","--","8,867,277","--","--","--"
"Legal Intervention","2014","New Mexico","14**","2,090,236","0.67**","0.72**","471"
"Legal Intervention","2014","New York","13**","19,653,431","0.07**","0.07**","400"
"Legal Intervention","2014","North Carolina","10**","9,937,295","0.10**","0.10**","329"
"Legal Intervention","2014","North Dakota","--","738,736","--","--","--"
"Legal Intervention","2014","Ohio","17**","11,606,573","0.15**","0.17**","516"
"Legal Intervention","2014","Oregon","16**","3,965,447","0.40**","0.41**","424"
"Legal Intervention","2014","Pennsylvania","11**","12,792,392","0.09**","0.09**","282"
"Legal Intervention","2014","Rhode Island","0**","1,056,511","0.00**","0.00**","--"
"Legal Intervention","2014","South Carolina","--","4,826,858","--","--","--"
"Legal Intervention","2014","South Dakota","--","849,670","--","--","--"
"Legal Intervention","2014","Tennessee","--","6,544,617","--","--","--"
"Legal Intervention","2014","Texas","24","26,963,092","0.09","0.09","609"
"Legal Intervention","2014","Utah","14**","2,938,327","0.48**","0.49**","464"
"Legal Intervention","2014","Virginia","12**","8,315,430","0.14**","0.14**","291"
"Legal Intervention","2014","Washington","22","7,057,531","0.31","0.33","690"
"Legal Intervention","2014","West Virginia","--","1,850,569","--","--","--"
"Legal Intervention","2014","Wisconsin","--","5,753,199","--","--","--"
"Legal Intervention","2014","Wyoming","--","583,159","--","--","--"
"Legal Intervention","2013","Alabama","--","4,831,586","--","--","--"
"Legal Intervention","2013","Arizona","13**","6,634,690","0.20**","0.21**","436"
"Legal Intervention","2013","Arkansas","--","2,960,459","--","--","--"
"Legal Intervention","2013","California","97","38,253,768","0.25","0.26","2,953"
"Legal Intervention","2013","Colorado","--","5,270,774","--","--","--"
"Legal Intervention","2013","Connecticut","--","3,595,792","--","--","--"
"Legal Intervention","2013","Delaware","--","924,062","--","--","--"
"Legal Intervention","2013","District of Columbia","--","651,559","--","--","--"
"Legal Intervention","2013","Florida","27","19,551,678","0.14","0.14","677"
"Legal Intervention","2013","Georgia","14**","9,975,592","0.14**","0.14**","287"
"Legal Intervention","2013","Hawaii","--","1,408,822","--","--","--"
"Legal Intervention","2013","Idaho","--","1,612,053","--","--","--"
"Legal Intervention","2013","Illinois","16**","12,895,778","0.12**","0.13**","398"
"Legal Intervention","2013","Indiana","15**","6,570,575","0.23**","0.23**","505"
"Legal Intervention","2013","Iowa","--","3,093,935","--","--","--"
"Legal Intervention","2013","Kansas","--","2,894,306","--","--","--"
"Legal Intervention","2013","Kentucky","--","4,406,906","--","--","--"
"Legal Intervention","2013","Louisiana","--","4,626,040","--","--","--"
"Legal Intervention","2013","Maine","--","1,328,543","--","--","--"
"Legal Intervention","2013","Maryland","14**","5,925,197","0.24**","0.25**","385"
"Legal Intervention","2013","Massachusetts","13**","6,715,158","0.19**","0.20**","449"
"Legal Intervention","2013","Michigan","--","9,914,802","--","--","--"
"Legal Intervention","2013","Minnesota","--","5,414,722","--","--","--"
"Legal Intervention","2013","Mississippi","--","2,989,839","--","--","--"
"Legal Intervention","2013","Missouri","--","6,042,989","--","--","--"
"Legal Intervention","2013","Montana","--","1,014,158","--","--","--"
"Legal Intervention","2013","Nebraska","--","1,865,813","--","--","--"
"Legal Intervention","2013","Nevada","--","2,776,956","--","--","--"
"Legal Intervention","2013","New Hampshire","--","1,327,272","--","--","--"
"Legal Intervention","2013","New Jersey","--","8,857,821","--","--","--"
"Legal Intervention","2013","New Mexico","14**","2,092,833","0.67**","0.75**","362"
"Legal Intervention","2013","New York","13**","19,626,488","0.07**","0.07**","358"
"Legal Intervention","2013","North Carolina","--","9,846,717","--","--","--"
"Legal Intervention","2013","Ohio","13**","11,579,692","0.11**","0.13**","407"
"Legal Intervention","2013","Oklahoma","--","3,853,891","--","--","--"
"Legal Intervention","2013","Oregon","--","3,924,110","--","--","--"
"Legal Intervention","2013","Pennsylvania","17**","12,779,538","0.13**","0.14**","555"
"Legal Intervention","2013","Rhode Island","--","1,055,560","--","--","--"
"Legal Intervention","2013","South Carolina","10**","4,766,469","0.21**","0.23**","319"
"Legal Intervention","2013","South Dakota","--","842,751","--","--","--"
"Legal Intervention","2013","Tennessee","--","6,496,943","--","--","--"
"Legal Intervention","2013","Texas","28","26,479,646","0.11","0.11","738"
"Legal Intervention","2013","Utah","--","2,898,773","--","--","--"
"Legal Intervention","2013","Vermont","--","626,603","--","--","--"
"Legal Intervention","2013","Virginia","--","8,255,861","--","--","--"
"Legal Intervention","2013","Washington","19**","6,966,252","0.27**","0.27**","581"
"Legal Intervention","2013","West Virginia","--","1,854,768","--","--","--"
"Legal Intervention","2013","Wisconsin","--","5,738,012","--","--","--"
"Legal Intervention","2012","Alabama","--","4,816,632","--","--","--"
"Legal Intervention","2012","Alaska","--","730,810","--","--","--"
"Legal Intervention","2012","Arizona","13**","6,556,344","0.20**","0.21**","419"
"Legal Intervention","2012","Arkansas","--","2,952,876","--","--","--"
"Legal Intervention","2012","California","112","37,944,551","0.30","0.29","3,430"
"Legal Intervention","2012","Colorado","--","5,193,660","--","--","--"
"Legal Intervention","2012","Delaware","--","915,518","--","--","--"
"Legal Intervention","2012","District of Columbia","--","635,737","--","--","--"
"Legal Intervention","2012","Florida","24","19,302,016","0.12","0.13","676"
"Legal Intervention","2012","Georgia","13**","9,903,580","0.13**","0.13**","411"
"Legal Intervention","2012","Hawaii","--","1,395,199","--","--","--"
"Legal Intervention","2012","Idaho","--","1,595,910","--","--","--"
"Legal Intervention","2012","Illinois","14**","12,883,029","0.11**","0.11**","431"
"Legal Intervention","2012","Indiana","13**","6,538,989","0.20**","0.19**","332"
"Legal Intervention","2012","Iowa","--","3,076,844","--","--","--"
"Legal Intervention","2012","Kansas","--","2,886,024","--","--","--"
"Legal Intervention","2012","Kentucky","--","4,387,865","--","--","--"
"Legal Intervention","2012","Louisiana","--","4,602,067","--","--","--"
"Legal Intervention","2012","Maine","--","1,328,094","--","--","--"
"Legal Intervention","2012","Maryland","18**","5,888,375","0.31**","0.31**","487"
"Legal Intervention","2012","Massachusetts","--","6,664,269","--","--","--"
"Legal Intervention","2012","Michigan","--","9,898,289","--","--","--"
"Legal Intervention","2012","Minnesota","--","5,377,500","--","--","--"
"Legal Intervention","2012","Mississippi","--","2,984,599","--","--","--"
"Legal Intervention","2012","Missouri","--","6,026,027","--","--","--"
"Legal Intervention","2012","Montana","--","1,004,168","--","--","--"
"Legal Intervention","2012","Nevada","--","2,744,670","--","--","--"
"Legal Intervention","2012","New Hampshire","--","1,324,677","--","--","--"
"Legal Intervention","2012","New Jersey","--","8,845,671","--","--","--"
"Legal Intervention","2012","New Mexico","--","2,087,715","--","--","--"
"Legal Intervention","2012","New York","19**","19,574,362","0.10**","0.09**","640"
"Legal Intervention","2012","North Carolina","--","9,751,810","--","--","--"
"Legal Intervention","2012","North Dakota","--","702,227","--","--","--"
"Legal Intervention","2012","Ohio","16**","11,550,971","0.14**","0.14**","479"
"Legal Intervention","2012","Oklahoma","--","3,819,320","--","--","--"
"Legal Intervention","2012","Oregon","12**","3,900,102","0.31**","0.31**","384"
"Legal Intervention","2012","Pennsylvania","18**","12,769,123","0.14**","0.14**","582"
"Legal Intervention","2012","Rhode Island","--","1,054,893","--","--","--"
"Legal Intervention","2012","South Carolina","--","4,719,027","--","--","--"
"Legal Intervention","2012","Tennessee","--","6,455,752","--","--","--"
"Legal Intervention","2012","Texas","28","26,084,120","0.11","0.11","719"
"Legal Intervention","2012","Utah","--","2,854,146","--","--","--"
"Legal Intervention","2012","Vermont","--","626,361","--","--","--"
"Legal Intervention","2012","Virginia","12**","8,187,456","0.15**","0.15**","352"
"Legal Intervention","2012","Washington","16**","6,898,599","0.23**","0.22**","465"
"Legal Intervention","2012","West Virginia","--","1,857,446","--","--","--"
"Legal Intervention","2012","Wisconsin","--","5,720,825","--","--","--"
"Legal Intervention","2011","Alabama","--","4,799,642","--","--","--"
"Legal Intervention","2011","Alaska","--","722,349","--","--","--"
"Legal Intervention","2011","Arizona","12**","6,473,416","0.19**","0.19**","360"
"Legal Intervention","2011","Arkansas","--","2,941,038","--","--","--"
"Legal Intervention","2011","California","83","37,636,311","0.22","0.22","2,393"
"Legal Intervention","2011","Colorado","12**","5,121,900","0.23**","0.21**","430"
"Legal Intervention","2011","District of Columbia","--","620,290","--","--","--"
"Legal Intervention","2011","Florida","23","19,055,607","0.12","0.12","630"
"Legal Intervention","2011","Georgia","14**","9,803,630","0.14**","0.15**","430"
"Legal Intervention","2011","Hawaii","--","1,379,562","--","--","--"
"Legal Intervention","2011","Idaho","--","1,584,272","--","--","--"
"Legal Intervention","2011","Illinois","17**","12,867,783","0.13**","0.13**","516"
"Legal Intervention","2011","Indiana","10**","6,517,250","0.15**","0.17**","262"
"Legal Intervention","2011","Iowa","--","3,066,772","--","--","--"
"Legal Intervention","2011","Kansas","--","2,869,677","--","--","--"
"Legal Intervention","2011","Kentucky","--","4,370,817","--","--","--"
"Legal Intervention","2011","Louisiana","--","4,576,244","--","--","--"
"Legal Intervention","2011","Maine","--","1,328,473","--","--","--"
"Legal Intervention","2011","Maryland","20**","5,840,241","0.34**","0.36**","637"
"Legal Intervention","2011","Massachusetts","--","6,614,218","--","--","--"
"Legal Intervention","2011","Michigan","10**","9,883,053","0.10**","0.12**","271"
"Legal Intervention","2011","Minnesota","--","5,346,620","--","--","--"
"Legal Intervention","2011","Mississippi","--","2,979,147","--","--","--"
"Legal Intervention","2011","Missouri","--","6,011,182","--","--","--"
"Legal Intervention","2011","Nevada","12**","2,713,114","0.44**","0.46**","331"
"Legal Intervention","2011","New Hampshire","--","1,320,444","--","--","--"
"Legal Intervention","2011","New Jersey","--","8,828,552","--","--","--"
"Legal Intervention","2011","New Mexico","--","2,080,707","--","--","--"
"Legal Intervention","2011","New York","14**","19,499,921","0.07**","0.07**","424"
"Legal Intervention","2011","North Carolina","--","9,658,913","--","--","--"
"Legal Intervention","2011","Ohio","20**","11,545,735","0.17**","0.17**","502"
"Legal Intervention","2011","Oklahoma","--","3,788,824","--","--","--"
"Legal Intervention","2011","Oregon","--","3,872,672","--","--","--"
"Legal Intervention","2011","Pennsylvania","12**","12,747,052","0.09**","0.10**","429"
"Legal Intervention","2011","Rhode Island","0**","1,053,829","0.00**","0.00**","--"
"Legal Intervention","2011","South Carolina","--","4,672,655","--","--","--"
"Legal Intervention","2011","South Dakota","--","823,740","--","--","--"
"Legal Intervention","2011","Tennessee","--","6,400,298","--","--","--"
"Legal Intervention","2011","Texas","25","25,645,504","0.10","0.10","717"
"Legal Intervention","2011","Utah","10**","2,814,797","0.36**","0.38**","293"
"Legal Intervention","2011","Vermont","0**","627,197","0.00**","0.00**","--"
"Legal Intervention","2011","Virginia","15**","8,102,437","0.19**","0.19**","422"
"Legal Intervention","2011","Washington","26","6,827,479","0.38","0.38","737"
"Legal Intervention","2011","West Virginia","--","1,856,606","--","--","--"
"Legal Intervention","2011","Wisconsin","--","5,705,840","--","--","--"
"Legal Intervention","2010","Alabama","--","4,780,118","--","--","--"
"Legal Intervention","2010","Alaska","--","710,246","--","--","--"
"Legal Intervention","2010","Arizona","12**","6,392,292","0.19**","0.19**","242"
"Legal Intervention","2010","Arkansas","--","2,916,029","--","--","--"
"Legal Intervention","2010","California","64","37,254,522","0.17","0.17","1,915"
"Legal Intervention","2010","Colorado","17**","5,029,319","0.34**","0.34**","449"
"Legal Intervention","2010","Florida","17**","18,804,589","0.09**","0.09**","456"
"Legal Intervention","2010","Georgia","--","9,688,737","--","--","--"
"Legal Intervention","2010","Illinois","10**","12,831,572","0.08**","0.08**","322"
"Legal Intervention","2010","Indiana","--","6,484,050","--","--","--"
"Legal Intervention","2010","Kansas","--","2,853,120","--","--","--"
"Legal Intervention","2010","Kentucky","--","4,339,330","--","--","--"
"Legal Intervention","2010","Louisiana","--","4,533,500","--","--","--"
"Legal Intervention","2010","Maine","--","1,328,354","--","--","--"
"Legal Intervention","2010","Maryland","--","5,773,787","--","--","--"
"Legal Intervention","2010","Massachusetts","--","6,547,788","--","--","--"
"Legal Intervention","2010","Michigan","11**","9,884,112","0.11**","0.12**","339"
"Legal Intervention","2010","Minnesota","10**","5,303,933","0.19**","0.20**","280"
"Legal Intervention","2010","Mississippi","--","2,968,129","--","--","--"
"Legal Intervention","2010","Missouri","--","5,988,941","--","--","--"
"Legal Intervention","2010","Montana","--","989,400","--","--","--"
"Legal Intervention","2010","Nevada","10**","2,700,683","0.37**","0.38**","304"
"Legal Intervention","2010","New Hampshire","--","1,316,457","--","--","--"
"Legal Intervention","2010","New Jersey","--","8,791,959","--","--","--"
"Legal Intervention","2010","New Mexico","14**","2,059,199","0.68**","0.80**","401"
"Legal Intervention","2010","New York","--","19,378,117","--","--","--"
"Legal Intervention","2010","North Carolina","--","9,535,762","--","--","--"
"Legal Intervention","2010","Ohio","10**","11,536,763","0.09**","0.09**","328"
"Legal Intervention","2010","Oklahoma","--","3,751,582","--","--","--"
"Legal Intervention","2010","Oregon","13**","3,831,083","0.34**","0.32**","351"
"Legal Intervention","2010","Pennsylvania","--","12,702,891","--","--","--"
"Legal Intervention","2010","South Carolina","--","4,625,358","--","--","--"
"Legal Intervention","2010","South Dakota","--","814,198","--","--","--"
"Legal Intervention","2010","Tennessee","--","6,346,281","--","--","--"
"Legal Intervention","2010","Texas","21","25,146,072","0.08","0.08","616"
"Legal Intervention","2010","Utah","--","2,763,891","--","--","--"
"Legal Intervention","2010","Virginia","11**","8,001,046","0.14**","0.13**","291"
"Legal Intervention","2010","Washington","15**","6,724,540","0.22**","0.22**","333"
"Legal Intervention","2010","West Virginia","--","1,853,008","--","--","--"
"Legal Intervention","2010","Wisconsin","--","5,687,285","--","--","--"
"Legal Intervention","2009","Alabama","--","4,757,938","--","--","--"
"Legal Intervention","2009","Alaska","--","698,895","--","--","--"
"Legal Intervention","2009","Arizona","--","6,343,154","--","--","--"
"Legal Intervention","2009","Arkansas","--","2,896,843","--","--","--"
"Legal Intervention","2009","California","67","36,961,229","0.18","0.18","2,114"
"Legal Intervention","2009","Colorado","--","4,972,195","--","--","--"
"Legal Intervention","2009","Delaware","--","891,730","--","--","--"
"Legal Intervention","2009","District of Columbia","--","592,228","--","--","--"
"Legal Intervention","2009","Florida","18**","18,652,644","0.10**","0.10**","531"
"Legal Intervention","2009","Georgia","10**","9,620,846","0.10**","0.10**","220"
"Legal Intervention","2009","Hawaii","--","1,346,717","--","--","--"
"Legal Intervention","2009","Idaho","--","1,554,439","--","--","--"
"Legal Intervention","2009","Illinois","10**","12,796,778","0.08**","0.07**","299"
"Legal Intervention","2009","Indiana","--","6,459,325","--","--","--"
"Legal Intervention","2009","Iowa","--","3,032,870","--","--","--"
"Legal Intervention","2009","Kansas","--","2,832,704","--","--","--"
"Legal Intervention","2009","Kentucky","--","4,317,074","--","--","--"
"Legal Intervention","2009","Louisiana","--","4,491,648","--","--","--"
"Legal Intervention","2009","Maine","--","1,329,590","--","--","--"
"Legal Intervention","2009","Maryland","14**","5,730,388","0.24**","0.25**","329"
"Legal Intervention","2009","Massachusetts","--","6,517,613","--","--","--"
"Legal Intervention","2009","Michigan","--","9,901,591","--","--","--"
"Legal Intervention","2009","Minnesota","--","5,281,203","--","--","--"
"Legal Intervention","2009","Mississippi","--","2,958,774","--","--","--"
"Legal Intervention","2009","Missouri","--","5,961,088","--","--","--"
"Legal Intervention","2009","Montana","--","983,982","--","--","--"
"Legal Intervention","2009","Nebraska","--","1,812,683","--","--","--"
"Legal Intervention","2009","Nevada","--","2,684,665","--","--","--"
"Legal Intervention","2009","New Jersey","--","8,755,602","--","--","--"
"Legal Intervention","2009","New Mexico","--","2,036,802","--","--","--"
"Legal Intervention","2009","New York","17**","19,307,066","0.09**","0.09**","531"
"Legal Intervention","2009","North Carolina","--","9,449,566","--","--","--"
"Legal Intervention","2009","North Dakota","--","664,968","--","--","--"
"Legal Intervention","2009","Ohio","10**","11,528,896","0.09**","0.09**","312"
"Legal Intervention","2009","Oklahoma","--","3,717,572","--","--","--"
"Legal Intervention","2009","Oregon","--","3,808,600","--","--","--"
"Legal Intervention","2009","Pennsylvania","15**","12,666,858","0.12**","0.12**","413"
"Legal Intervention","2009","South Carolina","--","4,589,872","--","--","--"
"Legal Intervention","2009","Tennessee","--","6,306,019","--","--","--"
"Legal Intervention","2009","Texas","26","24,801,761","0.11","0.11","707"
"Legal Intervention","2009","Utah","--","2,723,421","--","--","--"
"Legal Intervention","2009","Virginia","16**","7,925,937","0.20**","0.19**","417"
"Legal Intervention","2009","Washington","22","6,667,426","0.33","0.33","530"
"Legal Intervention","2009","Wisconsin","--","5,669,264","--","--","--"
"Legal Intervention","2008","Alabama","--","4,718,206","--","--","--"
"Legal Intervention","2008","Alaska","--","687,280","--","--","--"
"Legal Intervention","2008","Arizona","--","6,280,362","--","--","--"
"Legal Intervention","2008","California","70","36,604,337","0.19","0.19","2,160"
"Legal Intervention","2008","Colorado","--","4,889,730","--","--","--"
"Legal Intervention","2008","Connecticut","--","3,545,579","--","--","--"
"Legal Intervention","2008","District of Columbia","--","580,236","--","--","--"
"Legal Intervention","2008","Florida","18**","18,527,305","0.10**","0.10**","566"
"Legal Intervention","2008","Georgia","10**","9,504,843","0.11**","0.11**","301"
"Legal Intervention","2008","Hawaii","--","1,332,213","--","--","--"
"Legal Intervention","2008","Idaho","--","1,534,320","--","--","--"
"Legal Intervention","2008","Illinois","11**","12,747,038","0.09**","0.09**","390"
"Legal Intervention","2008","Indiana","--","6,424,806","--","--","--"
"Legal Intervention","2008","Iowa","--","3,016,734","--","--","--"
"Legal Intervention","2008","Kansas","--","2,808,076","--","--","--"
"Legal Intervention","2008","Maine","--","1,330,509","--","--","--"
"Legal Intervention","2008","Maryland","20**","5,684,965","0.35**","0.34**","560"
"Legal Intervention","2008","Massachusetts","--","6,468,967","--","--","--"
"Legal Intervention","2008","Michigan","--","9,946,889","--","--","--"
"Legal Intervention","2008","Minnesota","--","5,247,018","--","--","--"
"Legal Intervention","2008","Mississippi","--","2,947,806","--","--","--"
"Legal Intervention","2008","Missouri","--","5,923,916","--","--","--"
"Legal Intervention","2008","Montana","--","976,415","--","--","--"
"Legal Intervention","2008","Nebraska","--","1,796,378","--","--","--"
"Legal Intervention","2008","Nevada","--","2,653,630","--","--","--"
"Legal Intervention","2008","New Jersey","--","8,711,090","--","--","--"
"Legal Intervention","2008","New Mexico","--","2,010,662","--","--","--"
"Legal Intervention","2008","New York","--","19,212,436","--","--","--"
"Legal Intervention","2008","North Carolina","--","9,309,449","--","--","--"
"Legal Intervention","2008","North Dakota","--","657,569","--","--","--"
"Legal Intervention","2008","Ohio","--","11,515,391","--","--","--"
"Legal Intervention","2008","Oklahoma","--","3,668,976","--","--","--"
"Legal Intervention","2008","Oregon","--","3,768,748","--","--","--"
"Legal Intervention","2008","Pennsylvania","13**","12,612,285","0.10**","0.11**","414"
