"Year","State","Age Group","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2021","Utah","10 to 14","0**","2,421","0.00**","--","--"
"2021","Utah","15 to 19","--","2,412","--","--","--"
"2021","Utah","20 to 24","--","2,760","--","--","--"
"2021","Utah","25 to 29","0**","3,107","0.00**","--","--"
"2021","Utah","30 to 34","0**","3,035","0.00**","--","--"
"2021","Utah","35 to 39","--","2,257","--","--","--"
"2021","Utah","40 to 44","0**","2,019","0.00**","--","--"
"2021","Utah","45 to 49","0**","1,634","0.00**","--","--"
"2021","Utah","50 to 54","0**","1,408","0.00**","--","--"
"2021","Utah","55 to 59","0**","1,133","0.00**","--","--"
"2021","Utah","60 to 64","0**","1,046","0.00**","--","--"
"2021","Utah","65 to 69","0**","636","0.00**","--","--"
"2021","Utah","70 to 74","0**","347","0.00**","--","--"
"2021","Utah","75 to 79","0**","147","0.00**","--","--"
"2021","Utah","80 to 84","0**","92","0.00**","--","--"
"2021","Utah","85+","0**","66","0.00**","--","--"
"2021","Vermont","0 to 4","0**","298","0.00**","--","--"
"2021","Vermont","5 to 9","0**","331","0.00**","--","--"
"2021","Vermont","10 to 14","0**","364","0.00**","--","--"
"2021","Vermont","15 to 19","0**","510","0.00**","--","--"
"2021","Vermont","20 to 24","0**","643","0.00**","--","--"
"2021","Vermont","25 to 29","0**","494","0.00**","--","--"
"2021","Vermont","30 to 34","0**","466","0.00**","--","--"
"2021","Vermont","35 to 39","0**","427","0.00**","--","--"
"2021","Vermont","40 to 44","0**","416","0.00**","--","--"
"2021","Vermont","45 to 49","0**","309","0.00**","--","--"
"2021","Vermont","50 to 54","0**","305","0.00**","--","--"
"2021","Vermont","55 to 59","0**","279","0.00**","--","--"
"2021","Vermont","60 to 64","0**","216","0.00**","--","--"
"2021","Vermont","65 to 69","0**","191","0.00**","--","--"
"2021","Vermont","70 to 74","0**","83","0.00**","--","--"
"2021","Vermont","75 to 79","0**","38","0.00**","--","--"
"2021","Vermont","80 to 84","0**","25","0.00**","--","--"
"2021","Vermont","85+","0**","29","0.00**","--","--"
"2021","Virginia","0 to 4","0**","54,794","0.00**","--","--"
"2021","Virginia","5 to 9","--","55,913","--","--","--"
"2021","Virginia","10 to 14","--","58,548","--","--","--"
"2021","Virginia","15 to 19","55","59,268","92.80","--","2,606"
"2021","Virginia","20 to 24","69","62,474","110.45","--","2,963"
"2021","Virginia","25 to 29","42","66,248","63.40","--","1,595"
"2021","Virginia","30 to 34","46","64,951","70.82","--","1,528"
"2021","Virginia","35 to 39","42","59,067","71.11","--","1,160"
"2021","Virginia","40 to 44","21","54,515","38.52","--","487"
"2021","Virginia","45 to 49","18**","48,704","36.96**","--","325"
"2021","Virginia","50 to 54","10**","51,243","19.52**","--","137"
"2021","Virginia","55 to 59","11**","54,393","20.22**","--","97"
"2021","Virginia","60 to 64","--","49,707","--","--","--"
"2021","Virginia","65 to 69","--","38,376","--","--","--"
"2021","Virginia","70 to 74","--","27,377","--","--","--"
"2021","Virginia","75 to 79","0**","15,263","0.00**","--","--"
"2021","Virginia","80 to 84","0**","8,815","0.00**","--","--"
"2021","Virginia","85+","0**","6,251","0.00**","--","--"
"2021","Washington","0 to 4","0**","11,726","0.00**","--","--"
"2021","Washington","5 to 9","0**","12,324","0.00**","--","--"
"2021","Washington","10 to 14","--","12,443","--","--","--"
"2021","Washington","15 to 19","--","11,416","--","--","--"
"2021","Washington","20 to 24","12**","14,456","83.01**","--","512"
"2021","Washington","25 to 29","12**","17,502","68.56**","--","449"
"2021","Washington","30 to 34","10**","18,661","53.59**","--","330"
"2021","Washington","35 to 39","--","17,183","--","--","--"
"2021","Washington","40 to 44","--","14,768","--","--","--"
"2021","Washington","45 to 49","--","12,263","--","--","--"
"2021","Washington","50 to 54","--","11,761","--","--","--"
"2021","Washington","55 to 59","--","10,691","--","--","--"
"2021","Washington","60 to 64","--","9,475","--","--","--"
"2021","Washington","65 to 69","--","6,749","--","--","--"
"2021","Washington","70 to 74","0**","4,061","0.00**","--","--"
"2021","Washington","75 to 79","0**","2,154","0.00**","--","--"
"2021","Washington","80 to 84","0**","1,191","0.00**","--","--"
"2021","Washington","85+","0**","770","0.00**","--","--"
"2021","West Virginia","0 to 4","0**","1,893","0.00**","--","--"
"2021","West Virginia","5 to 9","0**","1,957","0.00**","--","--"
"2021","West Virginia","10 to 14","0**","1,962","0.00**","--","--"
"2021","West Virginia","15 to 19","--","2,640","--","--","--"
"2021","West Virginia","20 to 24","--","3,248","--","--","--"
"2021","West Virginia","25 to 29","--","3,061","--","--","--"
"2021","West Virginia","30 to 34","--","3,166","--","--","--"
"2021","West Virginia","35 to 39","0**","2,798","0.00**","--","--"
"2021","West Virginia","40 to 44","--","2,487","--","--","--"
"2021","West Virginia","45 to 49","--","2,156","--","--","--"
"2021","West Virginia","50 to 54","--","2,120","--","--","--"
"2021","West Virginia","55 to 59","--","2,130","--","--","--"
"2021","West Virginia","60 to 64","0**","2,190","0.00**","--","--"
"2021","West Virginia","65 to 69","0**","1,846","0.00**","--","--"
"2021","West Virginia","70 to 74","0**","1,325","0.00**","--","--"
"2021","West Virginia","75 to 79","0**","684","0.00**","--","--"
"2021","West Virginia","80 to 84","0**","329","0.00**","--","--"
"2021","West Virginia","85+","0**","224","0.00**","--","--"
"2021","Wisconsin","0 to 4","--","16,697","--","--","--"
"2021","Wisconsin","5 to 9","0**","17,316","0.00**","--","--"
"2021","Wisconsin","10 to 14","--","17,788","--","--","--"
"2021","Wisconsin","15 to 19","35","17,193","203.57","--","1,659"
"2021","Wisconsin","20 to 24","38","17,024","223.21","--","1,643"
"2021","Wisconsin","25 to 29","31","17,792","174.24","--","1,165"
"2021","Wisconsin","30 to 34","27","15,739","171.55","--","896"
"2021","Wisconsin","35 to 39","20**","13,059","153.15**","--","565"
"2021","Wisconsin","40 to 44","14**","11,943","117.22**","--","323"
"2021","Wisconsin","45 to 49","--","10,462","--","--","--"
"2021","Wisconsin","50 to 54","--","10,616","--","--","--"
"2021","Wisconsin","55 to 59","--","9,337","--","--","--"
"2021","Wisconsin","60 to 64","--","8,295","--","--","--"
"2021","Wisconsin","65 to 69","--","6,043","--","--","--"
"2021","Wisconsin","70 to 74","0**","4,189","0.00**","--","--"
"2021","Wisconsin","75 to 79","--","2,095","--","--","--"
"2021","Wisconsin","80 to 84","0**","1,283","0.00**","--","--"
"2021","Wisconsin","85+","0**","927","0.00**","--","--"
"2021","Wyoming","0 to 4","0**","218","0.00**","--","--"
"2021","Wyoming","5 to 9","0**","289","0.00**","--","--"
"2021","Wyoming","10 to 14","0**","262","0.00**","--","--"
"2021","Wyoming","15 to 19","0**","281","0.00**","--","--"
"2021","Wyoming","20 to 24","0**","491","0.00**","--","--"
"2021","Wyoming","25 to 29","0**","367","0.00**","--","--"
"2021","Wyoming","30 to 34","--","371","--","--","--"
"2021","Wyoming","35 to 39","0**","333","0.00**","--","--"
"2021","Wyoming","40 to 44","0**","278","0.00**","--","--"
"2021","Wyoming","45 to 49","0**","253","0.00**","--","--"
"2021","Wyoming","50 to 54","0**","183","0.00**","--","--"
"2021","Wyoming","55 to 59","0**","212","0.00**","--","--"
"2021","Wyoming","60 to 64","0**","229","0.00**","--","--"
"2021","Wyoming","65 to 69","0**","181","0.00**","--","--"
"2021","Wyoming","70 to 74","0**","128","0.00**","--","--"
"2021","Wyoming","75 to 79","0**","32","0.00**","--","--"
"2021","Wyoming","80 to 84","0**","22","0.00**","--","--"
"2021","Wyoming","85+","0**","19","0.00**","--","--"
"2020","Alabama","0 to 4","0**","45,309","0.00**","--","--"
"2020","Alabama","5 to 9","--","45,163","--","--","--"
"2020","Alabama","10 to 14","--","49,400","--","--","--"
"2020","Alabama","15 to 19","50","48,439","103.22","--","2,344"
"2020","Alabama","20 to 24","81","48,653","166.49","--","3,483"
"2020","Alabama","25 to 29","83","50,107","165.65","--","3,181"
"2020","Alabama","30 to 34","49","45,150","108.53","--","1,629"
"2020","Alabama","35 to 39","44","39,881","110.33","--","1,239"
"2020","Alabama","40 to 44","29","37,945","76.43","--","680"
"2020","Alabama","45 to 49","17**","36,404","46.70**","--","304"
"2020","Alabama","50 to 54","11**","35,712","30.80**","--","153"
"2020","Alabama","55 to 59","--","38,813","--","--","--"
"2020","Alabama","60 to 64","--","36,957","--","--","--"
"2020","Alabama","65 to 69","--","29,665","--","--","--"
"2020","Alabama","70 to 74","--","20,518","--","--","--"
"2020","Alabama","75 to 79","0**","11,131","0.00**","--","--"
"2020","Alabama","80 to 84","0**","6,368","0.00**","--","--"
"2020","Alabama","85+","0**","4,375","0.00**","--","--"
"2020","Alaska","0 to 4","0**","937","0.00**","--","--"
"2020","Alaska","5 to 9","0**","866","0.00**","--","--"
"2020","Alaska","10 to 14","0**","838","0.00**","--","--"
"2020","Alaska","15 to 19","--","929","--","--","--"
"2020","Alaska","20 to 24","0**","1,704","0.00**","--","--"
"2020","Alaska","25 to 29","0**","1,709","0.00**","--","--"
"2020","Alaska","30 to 34","0**","1,444","0.00**","--","--"
"2020","Alaska","35 to 39","0**","1,290","0.00**","--","--"
"2020","Alaska","40 to 44","0**","1,003","0.00**","--","--"
"2020","Alaska","45 to 49","--","928","--","--","--"
"2020","Alaska","50 to 54","0**","860","0.00**","--","--"
"2020","Alaska","55 to 59","0**","813","0.00**","--","--"
"2020","Alaska","60 to 64","0**","728","0.00**","--","--"
"2020","Alaska","65 to 69","--","535","--","--","--"
"2020","Alaska","70 to 74","0**","281","0.00**","--","--"
"2020","Alaska","75 to 79","0**","135","0.00**","--","--"
"2020","Alaska","80 to 84","0**","80","0.00**","--","--"
"2020","Alaska","85+","0**","51","0.00**","--","--"
"2020","Arizona","0 to 4","0**","13,472","0.00**","--","--"
"2020","Arizona","5 to 9","0**","14,570","0.00**","--","--"
"2020","Arizona","10 to 14","--","15,864","--","--","--"
"2020","Arizona","15 to 19","13**","14,791","87.89**","--","621"
"2020","Arizona","20 to 24","13**","16,028","81.11**","--","553"
"2020","Arizona","25 to 29","10**","18,141","55.12**","--","378"
"2020","Arizona","30 to 34","13**","17,508","74.25**","--","434"
"2020","Arizona","35 to 39","13**","15,323","84.84**","--","372"
"2020","Arizona","40 to 44","--","13,429","--","--","--"
"2020","Arizona","45 to 49","--","12,037","--","--","--"
"2020","Arizona","50 to 54","--","10,990","--","--","--"
"2020","Arizona","55 to 59","--","10,561","--","--","--"
"2020","Arizona","60 to 64","--","9,034","--","--","--"
"2020","Arizona","65 to 69","--","6,489","--","--","--"
"2020","Arizona","70 to 74","0**","4,517","0.00**","--","--"
"2020","Arizona","75 to 79","0**","2,513","0.00**","--","--"
"2020","Arizona","80 to 84","0**","1,490","0.00**","--","--"
"2020","Arizona","85+","0**","953","0.00**","--","--"
"2020","Arkansas","0 to 4","0**","17,781","0.00**","--","--"
"2020","Arkansas","5 to 9","--","17,781","--","--","--"
"2020","Arkansas","10 to 14","--","18,923","--","--","--"
"2020","Arkansas","15 to 19","25","18,301","136.61","--","1,186"
"2020","Arkansas","20 to 24","32","18,643","171.65","--","1,372"
"2020","Arkansas","25 to 29","19**","17,951","105.84**","--","723"
"2020","Arkansas","30 to 34","16**","15,987","100.08**","--","530"
"2020","Arkansas","35 to 39","18**","14,712","122.35**","--","496"
"2020","Arkansas","40 to 44","13**","13,396","97.04**","--","311"
"2020","Arkansas","45 to 49","--","12,219","--","--","--"
"2020","Arkansas","50 to 54","--","11,974","--","--","--"
"2020","Arkansas","55 to 59","--","12,973","--","--","--"
"2020","Arkansas","60 to 64","--","12,286","--","--","--"
"2020","Arkansas","65 to 69","--","10,039","--","--","--"
"2020","Arkansas","70 to 74","0**","6,516","0.00**","--","--"
"2020","Arkansas","75 to 79","--","3,552","--","--","--"
"2020","Arkansas","80 to 84","0**","1,963","0.00**","--","--"
"2020","Arkansas","85+","0**","1,492","0.00**","--","--"
"2020","California","0 to 4","--","71,904","--","--","--"
"2020","California","5 to 9","--","75,825","--","--","--"
"2020","California","10 to 14","--","86,466","--","--","--"
"2020","California","15 to 19","53","85,441","62.03","--","2,516"
"2020","California","20 to 24","67","93,205","71.89","--","2,861"
"2020","California","25 to 29","104","115,576","89.98","--","3,955"
"2020","California","30 to 34","71","112,348","63.20","--","2,356"
"2020","California","35 to 39","65","95,426","68.12","--","1,812"
"2020","California","40 to 44","56","84,553","66.23","--","1,269"
"2020","California","45 to 49","23","78,846","29.17","--","402"
"2020","California","50 to 54","28","82,756","33.83","--","365"
"2020","California","55 to 59","17**","85,018","20.00**","--","140"
"2020","California","60 to 64","--","74,954","--","--","--"
"2020","California","65 to 69","--","53,369","--","--","--"
"2020","California","70 to 74","0**","37,087","0.00**","--","--"
"2020","California","75 to 79","--","22,380","--","--","--"
"2020","California","80 to 84","0**","14,661","0.00**","--","--"
"2020","California","85+","--","11,234","--","--","--"
"2020","Colorado","0 to 4","0**","9,190","0.00**","--","--"
"2020","Colorado","5 to 9","0**","9,500","0.00**","--","--"
"2020","Colorado","10 to 14","--","10,013","--","--","--"
"2020","Colorado","15 to 19","12**","9,689","123.85**","--","564"
"2020","Colorado","20 to 24","--","11,045","--","--","--"
"2020","Colorado","25 to 29","13**","14,146","91.90**","--","495"
"2020","Colorado","30 to 34","--","13,616","--","--","--"
"2020","Colorado","35 to 39","--","11,897","--","--","--"
"2020","Colorado","40 to 44","--","10,188","--","--","--"
"2020","Colorado","45 to 49","--","9,714","--","--","--"
"2020","Colorado","50 to 54","--","8,342","--","--","--"
"2020","Colorado","55 to 59","0**","7,972","0.00**","--","--"
"2020","Colorado","60 to 64","0**","6,953","0.00**","--","--"
"2020","Colorado","65 to 69","0**","4,788","0.00**","--","--"
"2020","Colorado","70 to 74","0**","3,097","0.00**","--","--"
"2020","Colorado","75 to 79","0**","1,664","0.00**","--","--"
"2020","Colorado","80 to 84","0**","1,036","0.00**","--","--"
"2020","Colorado","85+","0**","731","0.00**","--","--"
"2020","Connecticut","0 to 4","0**","14,137","0.00**","--","--"
"2020","Connecticut","5 to 9","--","14,748","--","--","--"
"2020","Connecticut","10 to 14","--","17,014","--","--","--"
"2020","Connecticut","15 to 19","--","17,285","--","--","--"
"2020","Connecticut","20 to 24","17**","17,698","96.06**","--","731"
"2020","Connecticut","25 to 29","12**","18,804","63.82**","--","451"
"2020","Connecticut","30 to 34","--","16,948","--","--","--"
"2020","Connecticut","35 to 39","--","15,186","--","--","--"
"2020","Connecticut","40 to 44","--","14,288","--","--","--"
"2020","Connecticut","45 to 49","--","13,360","--","--","--"
"2020","Connecticut","50 to 54","--","13,599","--","--","--"
"2020","Connecticut","55 to 59","--","12,905","--","--","--"
"2020","Connecticut","60 to 64","0**","10,861","0.00**","--","--"
"2020","Connecticut","65 to 69","--","7,385","--","--","--"
"2020","Connecticut","70 to 74","0**","5,115","0.00**","--","--"
"2020","Connecticut","75 to 79","0**","3,319","0.00**","--","--"
"2020","Connecticut","80 to 84","0**","1,958","0.00**","--","--"
"2020","Connecticut","85+","0**","1,436","0.00**","--","--"
"2020","Delaware","0 to 4","0**","7,534","0.00**","--","--"
"2020","Delaware","5 to 9","0**","7,997","0.00**","--","--"
"2020","Delaware","10 to 14","--","8,746","--","--","--"
"2020","Delaware","15 to 19","--","8,606","--","--","--"
"2020","Delaware","20 to 24","14**","8,415","166.37**","--","599"
"2020","Delaware","25 to 29","16**","8,699","183.93**","--","609"
"2020","Delaware","30 to 34","14**","7,551","185.41**","--","460"
"2020","Delaware","35 to 39","--","7,000","--","--","--"
"2020","Delaware","40 to 44","--","6,461","--","--","--"
"2020","Delaware","45 to 49","--","6,511","--","--","--"
"2020","Delaware","50 to 54","0**","6,948","0.00**","--","--"
"2020","Delaware","55 to 59","0**","7,166","0.00**","--","--"
"2020","Delaware","60 to 64","0**","6,378","0.00**","--","--"
"2020","Delaware","65 to 69","0**","4,696","0.00**","--","--"
"2020","Delaware","70 to 74","0**","3,476","0.00**","--","--"
"2020","Delaware","75 to 79","--","2,080","--","--","--"
"2020","Delaware","80 to 84","0**","1,153","0.00**","--","--"
"2020","Delaware","85+","0**","826","0.00**","--","--"
"2020","District of Columbia","0 to 4","--","10,231","--","--","--"
"2020","District of Columbia","5 to 9","0**","10,891","0.00**","--","--"
"2020","District of Columbia","10 to 14","--","9,449","--","--","--"
"2020","District of Columbia","15 to 19","16**","8,721","183.47**","--","756"
"2020","District of Columbia","20 to 24","27","9,424","286.50","--","1,169"
"2020","District of Columbia","25 to 29","26","12,587","206.56","--","992"
"2020","District of Columbia","30 to 34","23","12,197","188.57","--","773"
"2020","District of Columbia","35 to 39","13**","9,541","136.25**","--","360"
"2020","District of Columbia","40 to 44","10**","8,461","118.19**","--","226"
"2020","District of Columbia","45 to 49","--","7,797","--","--","--"
"2020","District of Columbia","50 to 54","--","8,084","--","--","--"
"2020","District of Columbia","55 to 59","--","9,262","--","--","--"
"2020","District of Columbia","60 to 64","--","8,584","--","--","--"
"2020","District of Columbia","65 to 69","0**","6,730","0.00**","--","--"
"2020","District of Columbia","70 to 74","0**","4,752","0.00**","--","--"
"2020","District of Columbia","75 to 79","0**","2,827","0.00**","--","--"
"2020","District of Columbia","80 to 84","0**","1,877","0.00**","--","--"
"2020","District of Columbia","85+","0**","1,802","0.00**","--","--"
"2020","Florida","0 to 4","--","128,715","--","--","--"
"2020","Florida","5 to 9","--","136,048","--","--","--"
"2020","Florida","10 to 14","--","139,591","--","--","--"
"2020","Florida","15 to 19","90","132,683","67.83","--","4,246"
"2020","Florida","20 to 24","146","133,955","108.99","--","6,314"
"2020","Florida","25 to 29","142","146,371","97.01","--","5,386"
"2020","Florida","30 to 34","97","138,431","70.07","--","3,185"
"2020","Florida","35 to 39","64","125,401","51.04","--","1,800"
"2020","Florida","40 to 44","50","113,192","44.17","--","1,165"
"2020","Florida","45 to 49","25","106,943","23.38","--","452"
"2020","Florida","50 to 54","21","103,513","20.29","--","266"
"2020","Florida","55 to 59","--","102,726","--","--","--"
"2020","Florida","60 to 64","--","91,392","--","--","--"
"2020","Florida","65 to 69","--","70,258","--","--","--"
"2020","Florida","70 to 74","--","50,040","--","--","--"
"2020","Florida","75 to 79","--","30,463","--","--","--"
"2020","Florida","80 to 84","0**","18,291","0.00**","--","--"
"2020","Florida","85+","0**","13,092","0.00**","--","--"
"2020","Georgia","0 to 4","0**","115,720","0.00**","--","--"
"2020","Georgia","5 to 9","--","122,822","--","--","--"
"2020","Georgia","10 to 14","--","135,718","--","--","--"
"2020","Georgia","15 to 19","89","131,117","67.88","--","4,221"
"2020","Georgia","20 to 24","133","126,593","105.06","--","5,738"
"2020","Georgia","25 to 29","116","135,296","85.74","--","4,389"
"2020","Georgia","30 to 34","92","123,505","74.49","--","3,083"
"2020","Georgia","35 to 39","59","112,198","52.59","--","1,652"
"2020","Georgia","40 to 44","43","105,681","40.69","--","996"
"2020","Georgia","45 to 49","31","103,775","29.87","--","563"
"2020","Georgia","50 to 54","16**","101,827","15.71**","--","206"
"2020","Georgia","55 to 59","14**","100,337","13.95**","--","112"
"2020","Georgia","60 to 64","--","85,372","--","--","--"
"2020","Georgia","65 to 69","--","63,185","--","--","--"
"2020","Georgia","70 to 74","--","43,971","--","--","--"
"2020","Georgia","75 to 79","--","24,224","--","--","--"
"2020","Georgia","80 to 84","--","12,958","--","--","--"
"2020","Georgia","85+","--","8,164","--","--","--"
"2020","Hawaii","0 to 4","0**","1,041","0.00**","--","--"
"2020","Hawaii","5 to 9","0**","923","0.00**","--","--"
"2020","Hawaii","10 to 14","0**","795","0.00**","--","--"
"2020","Hawaii","15 to 19","0**","818","0.00**","--","--"
"2020","Hawaii","20 to 24","0**","2,403","0.00**","--","--"
"2020","Hawaii","25 to 29","0**","2,673","0.00**","--","--"
"2020","Hawaii","30 to 34","0**","2,092","0.00**","--","--"
"2020","Hawaii","35 to 39","0**","1,916","0.00**","--","--"
"2020","Hawaii","40 to 44","0**","1,424","0.00**","--","--"
"2020","Hawaii","45 to 49","0**","1,142","0.00**","--","--"
"2020","Hawaii","50 to 54","0**","1,036","0.00**","--","--"
"2020","Hawaii","55 to 59","0**","907","0.00**","--","--"
"2020","Hawaii","60 to 64","0**","740","0.00**","--","--"
"2020","Hawaii","65 to 69","0**","536","0.00**","--","--"
"2020","Hawaii","70 to 74","0**","379","0.00**","--","--"
"2020","Hawaii","75 to 79","0**","165","0.00**","--","--"
"2020","Hawaii","80 to 84","0**","100","0.00**","--","--"
"2020","Hawaii","85+","0**","92","0.00**","--","--"
"2020","Idaho","0 to 4","0**","712","0.00**","--","--"
"2020","Idaho","5 to 9","0**","691","0.00**","--","--"
"2020","Idaho","10 to 14","0**","715","0.00**","--","--"
"2020","Idaho","15 to 19","0**","806","0.00**","--","--"
"2020","Idaho","20 to 24","0**","968","0.00**","--","--"
"2020","Idaho","25 to 29","0**","1,124","0.00**","--","--"
"2020","Idaho","30 to 34","0**","923","0.00**","--","--"
"2020","Idaho","35 to 39","0**","761","0.00**","--","--"
"2020","Idaho","40 to 44","0**","569","0.00**","--","--"
"2020","Idaho","45 to 49","0**","555","0.00**","--","--"
"2020","Idaho","50 to 54","0**","484","0.00**","--","--"
"2020","Idaho","55 to 59","0**","443","0.00**","--","--"
"2020","Idaho","60 to 64","0**","392","0.00**","--","--"
"2020","Idaho","65 to 69","0**","248","0.00**","--","--"
"2020","Idaho","70 to 74","0**","143","0.00**","--","--"
"2020","Idaho","75 to 79","0**","55","0.00**","--","--"
"2020","Idaho","80 to 84","0**","36","0.00**","--","--"
"2020","Idaho","85+","0**","19","0.00**","--","--"
"2020","Illinois","0 to 4","--","63,341","--","--","--"
"2020","Illinois","5 to 9","--","64,541","--","--","--"
"2020","Illinois","10 to 14","--","67,942","--","--","--"
"2020","Illinois","15 to 19","93","67,185","138.42","--","4,414"
"2020","Illinois","20 to 24","168","68,428","245.51","--","7,191"
"2020","Illinois","25 to 29","205","76,551","267.80","--","7,801"
"2020","Illinois","30 to 34","150","66,293","226.27","--","4,994"
"2020","Illinois","35 to 39","84","57,346","146.48","--","2,354"
"2020","Illinois","40 to 44","59","53,876","109.51","--","1,355"
"2020","Illinois","45 to 49","29","52,338","55.41","--","521"
"2020","Illinois","50 to 54","13**","52,160","24.92**","--","165"
"2020","Illinois","55 to 59","15**","53,935","27.81**","--","128"
"2020","Illinois","60 to 64","--","49,354","--","--","--"
"2020","Illinois","65 to 69","--","36,463","--","--","--"
"2020","Illinois","70 to 74","0**","25,935","0.00**","--","--"
"2020","Illinois","75 to 79","--","16,367","--","--","--"
"2020","Illinois","80 to 84","0**","10,006","0.00**","--","--"
"2020","Illinois","85+","--","7,771","--","--","--"
"2020","Indiana","0 to 4","0**","26,627","0.00**","--","--"
"2020","Indiana","5 to 9","--","27,121","--","--","--"
"2020","Indiana","10 to 14","--","28,254","--","--","--"
"2020","Indiana","15 to 19","54","27,174","198.72","--","2,548"
"2020","Indiana","20 to 24","61","26,887","226.88","--","2,645"
"2020","Indiana","25 to 29","48","28,464","168.63","--","1,821"
"2020","Indiana","30 to 34","36","25,300","142.29","--","1,202"
"2020","Indiana","35 to 39","26","22,159","117.33","--","727"
"2020","Indiana","40 to 44","10**","20,810","48.05**","--","235"
"2020","Indiana","45 to 49","--","19,318","--","--","--"
"2020","Indiana","50 to 54","--","17,928","--","--","--"
"2020","Indiana","55 to 59","--","17,777","--","--","--"
"2020","Indiana","60 to 64","--","16,141","--","--","--"
"2020","Indiana","65 to 69","0**","11,845","0.00**","--","--"
"2020","Indiana","70 to 74","--","7,823","--","--","--"
"2020","Indiana","75 to 79","--","4,554","--","--","--"
"2020","Indiana","80 to 84","0**","2,724","0.00**","--","--"
"2020","Indiana","85+","--","1,973","--","--","--"
"2020","Iowa","0 to 4","0**","6,616","0.00**","--","--"
"2020","Iowa","5 to 9","0**","6,291","0.00**","--","--"
"2020","Iowa","10 to 14","--","6,197","--","--","--"
"2020","Iowa","15 to 19","11**","6,216","176.96**","--","528"
"2020","Iowa","20 to 24","--","6,712","--","--","--"
"2020","Iowa","25 to 29","10**","6,657","150.22**","--","382"
"2020","Iowa","30 to 34","--","6,300","--","--","--"
"2020","Iowa","35 to 39","--","5,661","--","--","--"
"2020","Iowa","40 to 44","--","4,797","--","--","--"
"2020","Iowa","45 to 49","--","3,912","--","--","--"
"2020","Iowa","50 to 54","0**","3,407","0.00**","--","--"
"2020","Iowa","55 to 59","0**","2,962","0.00**","--","--"
"2020","Iowa","60 to 64","0**","2,340","0.00**","--","--"
"2020","Iowa","65 to 69","0**","1,510","0.00**","--","--"
"2020","Iowa","70 to 74","0**","913","0.00**","--","--"
"2020","Iowa","75 to 79","0**","494","0.00**","--","--"
"2020","Iowa","80 to 84","0**","296","0.00**","--","--"
"2020","Iowa","85+","0**","200","0.00**","--","--"
"2020","Kansas","0 to 4","0**","6,794","0.00**","--","--"
"2020","Kansas","5 to 9","0**","6,854","0.00**","--","--"
"2020","Kansas","10 to 14","0**","7,145","0.00**","--","--"
"2020","Kansas","15 to 19","10**","7,424","134.70**","--","467"
"2020","Kansas","20 to 24","12**","8,636","138.95**","--","522"
"2020","Kansas","25 to 29","--","8,537","--","--","--"
"2020","Kansas","30 to 34","10**","7,422","134.74**","--","327"
"2020","Kansas","35 to 39","--","6,823","--","--","--"
"2020","Kansas","40 to 44","--","6,008","--","--","--"
"2020","Kansas","45 to 49","--","5,396","--","--","--"
"2020","Kansas","50 to 54","--","4,922","--","--","--"
"2020","Kansas","55 to 59","--","5,205","--","--","--"
"2020","Kansas","60 to 64","0**","4,958","0.00**","--","--"
"2020","Kansas","65 to 69","--","3,440","--","--","--"
"2020","Kansas","70 to 74","0**","2,187","0.00**","--","--"
"2020","Kansas","75 to 79","0**","1,283","0.00**","--","--"
"2020","Kansas","80 to 84","0**","779","0.00**","--","--"
"2020","Kansas","85+","0**","587","0.00**","--","--"
"2020","Kentucky","0 to 4","0**","13,275","0.00**","--","--"
"2020","Kentucky","5 to 9","0**","13,583","0.00**","--","--"
"2020","Kentucky","10 to 14","--","14,760","--","--","--"
"2020","Kentucky","15 to 19","30","15,763","190.32","--","1,433"
"2020","Kentucky","20 to 24","33","17,290","190.86","--","1,416"
"2020","Kentucky","25 to 29","22","17,033","129.16","--","830"
"2020","Kentucky","30 to 34","22","14,569","151.01","--","726"
"2020","Kentucky","35 to 39","--","12,698","--","--","--"
"2020","Kentucky","40 to 44","--","12,153","--","--","--"
"2020","Kentucky","45 to 49","--","11,050","--","--","--"
"2020","Kentucky","50 to 54","--","10,696","--","--","--"
"2020","Kentucky","55 to 59","--","11,265","--","--","--"
"2020","Kentucky","60 to 64","--","10,485","--","--","--"
"2020","Kentucky","65 to 69","--","7,695","--","--","--"
"2020","Kentucky","70 to 74","--","5,123","--","--","--"
"2020","Kentucky","75 to 79","0**","2,628","0.00**","--","--"
"2020","Kentucky","80 to 84","0**","1,594","0.00**","--","--"
"2020","Kentucky","85+","0**","1,165","0.00**","--","--"
"2020","Louisiana","0 to 4","--","55,612","--","--","--"
"2020","Louisiana","5 to 9","--","57,127","--","--","--"
"2020","Louisiana","10 to 14","--","60,285","--","--","--"
"2020","Louisiana","15 to 19","85","57,738","147.22","--","4,012"
"2020","Louisiana","20 to 24","139","56,640","245.41","--","5,984"
"2020","Louisiana","25 to 29","104","58,559","177.60","--","3,958"
"2020","Louisiana","30 to 34","62","53,734","115.38","--","2,041"
"2020","Louisiana","35 to 39","57","49,043","116.23","--","1,624"
"2020","Louisiana","40 to 44","38","43,258","87.85","--","874"
"2020","Louisiana","45 to 49","25","38,294","65.28","--","453"
"2020","Louisiana","50 to 54","22","38,711","56.83","--","286"
"2020","Louisiana","55 to 59","14**","42,145","33.22**","--","119"
"2020","Louisiana","60 to 64","--","40,231","--","--","--"
