"Year","State","Race","Ethnicity","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2022","Kansas","HI Native / Pacific Islander","Hispanic","0**","157","0.00**","--","--"
"2022","Kansas","More than One Race","Non-Hispanic","--","13,931","--","--","--"
"2022","Kansas","More than One Race","Hispanic","--","2,585","--","--","--"
"2022","Kentucky","White","Non-Hispanic","73","362,347","20.15","--","3,177"
"2022","Kentucky","White","Hispanic","--","24,718","--","--","--"
"2022","Kentucky","Black","Non-Hispanic","64","47,652","134.31","--","2,781"
"2022","Kentucky","Black","Hispanic","--","1,677","--","--","--"
"2022","Kentucky","American Indian / Alaska Native","Non-Hispanic","--","934","--","--","--"
"2022","Kentucky","American Indian / Alaska Native","Hispanic","0**","689","0.00**","--","--"
"2022","Kentucky","Asian","Non-Hispanic","0**","8,498","0.00**","--","--"
"2022","Kentucky","Asian","Hispanic","0**","217","0.00**","--","--"
"2022","Kentucky","HI Native / Pacific Islander","Non-Hispanic","0**","588","0.00**","--","--"
"2022","Kentucky","HI Native / Pacific Islander","Hispanic","0**","188","0.00**","--","--"
"2022","Kentucky","More than One Race","Non-Hispanic","--","14,504","--","--","--"
"2022","Kentucky","More than One Race","Hispanic","0**","1,194","0.00**","--","--"
"2022","Louisiana","White","Non-Hispanic","52","240,066","21.66","--","2,258"
"2022","Louisiana","White","Hispanic","--","29,662","--","--","--"
"2022","Louisiana","Black","Non-Hispanic","241","174,129","138.40","--","10,432"
"2022","Louisiana","Black","Hispanic","--","3,130","--","--","--"
"2022","Louisiana","American Indian / Alaska Native","Non-Hispanic","0**","3,296","0.00**","--","--"
"2022","Louisiana","American Indian / Alaska Native","Hispanic","0**","839","0.00**","--","--"
"2022","Louisiana","Asian","Non-Hispanic","--","9,772","--","--","--"
"2022","Louisiana","Asian","Hispanic","0**","276","0.00**","--","--"
"2022","Louisiana","HI Native / Pacific Islander","Non-Hispanic","0**","195","0.00**","--","--"
"2022","Louisiana","HI Native / Pacific Islander","Hispanic","0**","103","0.00**","--","--"
"2022","Louisiana","More than One Race","Non-Hispanic","--","10,478","--","--","--"
"2022","Louisiana","More than One Race","Hispanic","0**","1,641","0.00**","--","--"
"2022","Maine","White","Non-Hispanic","12**","110,659","10.84**","--","514"
"2022","Maine","White","Hispanic","0**","3,499","0.00**","--","--"
"2022","Maine","White","Unknown","--","--","--","--","--"
"2022","Maine","Black","Non-Hispanic","--","3,819","--","--","--"
"2022","Maine","Black","Hispanic","--","215","--","--","--"
"2022","Maine","American Indian / Alaska Native","Non-Hispanic","0**","884","0.00**","--","--"
"2022","Maine","American Indian / Alaska Native","Hispanic","0**","112","0.00**","--","--"
"2022","Maine","Asian","Non-Hispanic","0**","2,614","0.00**","--","--"
"2022","Maine","Asian","Hispanic","0**","50","0.00**","--","--"
"2022","Maine","HI Native / Pacific Islander","Non-Hispanic","0**","46","0.00**","--","--"
"2022","Maine","HI Native / Pacific Islander","Hispanic","0**","15","0.00**","--","--"
"2022","Maine","More than One Race","Non-Hispanic","--","3,695","--","--","--"
"2022","Maine","More than One Race","Hispanic","0**","319","0.00**","--","--"
"2022","Maryland","White","Non-Hispanic","22","256,554","8.58","--","963"
"2022","Maryland","White","Hispanic","--","68,099","--","--","--"
"2022","Maryland","Black","Non-Hispanic","151","186,051","81.16","--","6,544"
"2022","Maryland","Black","Hispanic","--","9,511","--","--","--"
"2022","Maryland","American Indian / Alaska Native","Non-Hispanic","--","1,361","--","--","--"
"2022","Maryland","American Indian / Alaska Native","Hispanic","0**","3,150","0.00**","--","--"
"2022","Maryland","Asian","Non-Hispanic","--","37,442","--","--","--"
"2022","Maryland","Asian","Hispanic","0**","934","0.00**","--","--"
"2022","Maryland","HI Native / Pacific Islander","Non-Hispanic","0**","240","0.00**","--","--"
"2022","Maryland","HI Native / Pacific Islander","Hispanic","0**","355","0.00**","--","--"
"2022","Maryland","More than One Race","Non-Hispanic","--","23,798","--","--","--"
"2022","Maryland","More than One Race","Hispanic","--","4,119","--","--","--"
"2022","Massachusetts","White","Non-Hispanic","20**","492,580","4.06**","--","849"
"2022","Massachusetts","White","Hispanic","--","94,771","--","--","--"
"2022","Massachusetts","Black","Non-Hispanic","17**","62,250","27.31**","--","731"
"2022","Massachusetts","Black","Hispanic","--","16,603","--","--","--"
"2022","Massachusetts","American Indian / Alaska Native","Non-Hispanic","0**","1,366","0.00**","--","--"
"2022","Massachusetts","American Indian / Alaska Native","Hispanic","0**","3,211","0.00**","--","--"
"2022","Massachusetts","Asian","Non-Hispanic","--","67,773","--","--","--"
"2022","Massachusetts","Asian","Hispanic","0**","1,292","0.00**","--","--"
"2022","Massachusetts","HI Native / Pacific Islander","Non-Hispanic","0**","363","0.00**","--","--"
"2022","Massachusetts","HI Native / Pacific Islander","Hispanic","0**","598","0.00**","--","--"
"2022","Massachusetts","More than One Race","Non-Hispanic","--","23,678","--","--","--"
"2022","Massachusetts","More than One Race","Hispanic","0**","7,786","0.00**","--","--"
"2022","Michigan","White","Non-Hispanic","91","715,275","12.72","--","3,906"
"2022","Michigan","White","Hispanic","17**","72,990","23.29**","--","740"
"2022","Michigan","Black","Non-Hispanic","134","154,230","86.88","--","5,828"
"2022","Michigan","Black","Hispanic","--","5,495","--","--","--"
"2022","Michigan","American Indian / Alaska Native","Non-Hispanic","--","6,537","--","--","--"
"2022","Michigan","American Indian / Alaska Native","Hispanic","--","2,545","--","--","--"
"2022","Michigan","Asian","Non-Hispanic","--","46,127","--","--","--"
"2022","Michigan","Asian","Hispanic","0**","693","0.00**","--","--"
"2022","Michigan","HI Native / Pacific Islander","Non-Hispanic","0**","383","0.00**","--","--"
"2022","Michigan","HI Native / Pacific Islander","Hispanic","0**","258","0.00**","--","--"
"2022","Michigan","More than One Race","Non-Hispanic","--","40,576","--","--","--"
"2022","Michigan","More than One Race","Hispanic","0**","4,975","0.00**","--","--"
"2022","Minnesota","White","Non-Hispanic","36","398,142","9.04","--","1,545"
"2022","Minnesota","White","Hispanic","--","43,117","--","--","--"
"2022","Minnesota","Black","Non-Hispanic","33","50,064","65.92","--","1,432"
"2022","Minnesota","Black","Hispanic","--","2,068","--","--","--"
"2022","Minnesota","American Indian / Alaska Native","Non-Hispanic","--","7,442","--","--","--"
"2022","Minnesota","American Indian / Alaska Native","Hispanic","--","2,431","--","--","--"
"2022","Minnesota","Asian","Non-Hispanic","0**","36,204","0.00**","--","--"
"2022","Minnesota","Asian","Hispanic","0**","478","0.00**","--","--"
"2022","Minnesota","HI Native / Pacific Islander","Non-Hispanic","0**","321","0.00**","--","--"
"2022","Minnesota","HI Native / Pacific Islander","Hispanic","0**","217","0.00**","--","--"
"2022","Minnesota","More than One Race","Non-Hispanic","--","22,669","--","--","--"
"2022","Minnesota","More than One Race","Hispanic","0**","2,875","0.00**","--","--"
"2022","Mississippi","White","Non-Hispanic","36","161,494","22.29","--","1,564"
"2022","Mississippi","White","Hispanic","0**","11,291","0.00**","--","--"
"2022","Mississippi","Black","Non-Hispanic","138","131,741","104.75","--","6,029"
"2022","Mississippi","Black","Hispanic","--","1,314","--","--","--"
"2022","Mississippi","American Indian / Alaska Native","Non-Hispanic","0**","1,867","0.00**","--","--"
"2022","Mississippi","American Indian / Alaska Native","Hispanic","0**","476","0.00**","--","--"
"2022","Mississippi","Asian","Non-Hispanic","0**","4,109","0.00**","--","--"
"2022","Mississippi","Asian","Hispanic","0**","86","0.00**","--","--"
"2022","Mississippi","HI Native / Pacific Islander","Non-Hispanic","0**","153","0.00**","--","--"
"2022","Mississippi","HI Native / Pacific Islander","Hispanic","0**","75","0.00**","--","--"
"2022","Mississippi","More than One Race","Non-Hispanic","--","5,753","--","--","--"
"2022","Mississippi","More than One Race","Hispanic","0**","657","0.00**","--","--"
"2022","Missouri","White","Non-Hispanic","111","467,362","23.75","--","4,765"
"2022","Missouri","White","Hispanic","12**","38,613","31.08**","--","532"
"2022","Missouri","White","Unknown","--","--","--","--","--"
"2022","Missouri","Black","Non-Hispanic","168","82,337","204.04","--","7,380"
"2022","Missouri","Black","Hispanic","0**","2,344","0.00**","--","--"
"2022","Missouri","American Indian / Alaska Native","Non-Hispanic","--","2,866","--","--","--"
"2022","Missouri","American Indian / Alaska Native","Hispanic","0**","1,350","0.00**","--","--"
"2022","Missouri","Asian","Non-Hispanic","--","19,137","--","--","--"
"2022","Missouri","Asian","Hispanic","0**","387","0.00**","--","--"
"2022","Missouri","HI Native / Pacific Islander","Non-Hispanic","0**","1,329","0.00**","--","--"
"2022","Missouri","HI Native / Pacific Islander","Hispanic","0**","273","0.00**","--","--"
"2022","Missouri","More than One Race","Non-Hispanic","--","21,743","--","--","--"
"2022","Missouri","More than One Race","Hispanic","0**","2,591","0.00**","--","--"
"2022","Montana","White","Non-Hispanic","23","92,982","24.74","--","1,020"
"2022","Montana","White","Hispanic","--","5,322","--","--","--"
"2022","Montana","Black","Non-Hispanic","--","1,133","--","--","--"
"2022","Montana","Black","Hispanic","--","122","--","--","--"
"2022","Montana","American Indian / Alaska Native","Non-Hispanic","--","8,168","--","--","--"
"2022","Montana","American Indian / Alaska Native","Hispanic","0**","715","0.00**","--","--"
"2022","Montana","Asian","Non-Hispanic","0**","1,726","0.00**","--","--"
"2022","Montana","Asian","Hispanic","0**","92","0.00**","--","--"
"2022","Montana","HI Native / Pacific Islander","Non-Hispanic","0**","106","0.00**","--","--"
"2022","Montana","HI Native / Pacific Islander","Hispanic","0**","23","0.00**","--","--"
"2022","Montana","More than One Race","Non-Hispanic","--","4,468","--","--","--"
"2022","Montana","More than One Race","Hispanic","0**","764","0.00**","--","--"
"2022","Nebraska","White","Non-Hispanic","33","153,780","21.46","--","1,440"
"2022","Nebraska","White","Hispanic","--","30,686","--","--","--"
"2022","Nebraska","Black","Non-Hispanic","--","12,066","--","--","--"
"2022","Nebraska","Black","Hispanic","0**","869","0.00**","--","--"
"2022","Nebraska","American Indian / Alaska Native","Non-Hispanic","0**","2,154","0.00**","--","--"
"2022","Nebraska","American Indian / Alaska Native","Hispanic","0**","1,855","0.00**","--","--"
"2022","Nebraska","Asian","Non-Hispanic","0**","6,721","0.00**","--","--"
"2022","Nebraska","Asian","Hispanic","0**","224","0.00**","--","--"
"2022","Nebraska","HI Native / Pacific Islander","Non-Hispanic","0**","226","0.00**","--","--"
"2022","Nebraska","HI Native / Pacific Islander","Hispanic","0**","150","0.00**","--","--"
"2022","Nebraska","More than One Race","Non-Hispanic","--","6,881","--","--","--"
"2022","Nebraska","More than One Race","Hispanic","0**","1,210","0.00**","--","--"
"2022","Nevada","White","Non-Hispanic","26","100,877","25.77","--","1,137"
"2022","Nevada","White","Hispanic","23","105,455","21.81","--","994"
"2022","Nevada","Black","Non-Hispanic","19**","30,947","61.40**","--","832"
"2022","Nevada","Black","Hispanic","--","4,279","--","--","--"
"2022","Nevada","American Indian / Alaska Native","Non-Hispanic","--","2,480","--","--","--"
"2022","Nevada","American Indian / Alaska Native","Hispanic","0**","3,344","0.00**","--","--"
"2022","Nevada","Asian","Non-Hispanic","--","21,454","--","--","--"
"2022","Nevada","Asian","Hispanic","0**","1,838","0.00**","--","--"
"2022","Nevada","HI Native / Pacific Islander","Non-Hispanic","0**","2,175","0.00**","--","--"
"2022","Nevada","HI Native / Pacific Islander","Hispanic","0**","665","0.00**","--","--"
"2022","Nevada","More than One Race","Non-Hispanic","--","16,175","--","--","--"
"2022","Nevada","More than One Race","Hispanic","0**","5,098","0.00**","--","--"
"2022","New Hampshire","White","Non-Hispanic","13**","116,159","11.19**","--","549"
"2022","New Hampshire","White","Hispanic","--","7,333","--","--","--"
"2022","New Hampshire","Black","Non-Hispanic","0**","3,064","0.00**","--","--"
"2022","New Hampshire","Black","Hispanic","0**","700","0.00**","--","--"
"2022","New Hampshire","American Indian / Alaska Native","Non-Hispanic","0**","341","0.00**","--","--"
"2022","New Hampshire","American Indian / Alaska Native","Hispanic","0**","163","0.00**","--","--"
"2022","New Hampshire","Asian","Non-Hispanic","0**","5,138","0.00**","--","--"
"2022","New Hampshire","Asian","Hispanic","0**","60","0.00**","--","--"
"2022","New Hampshire","HI Native / Pacific Islander","Non-Hispanic","0**","47","0.00**","--","--"
"2022","New Hampshire","HI Native / Pacific Islander","Hispanic","0**","35","0.00**","--","--"
"2022","New Hampshire","More than One Race","Non-Hispanic","0**","3,929","0.00**","--","--"
"2022","New Hampshire","More than One Race","Hispanic","--","512","--","--","--"
"2022","New Jersey","White","Non-Hispanic","18**","417,972","4.31**","--","775"
"2022","New Jersey","White","Hispanic","13**","188,268","6.91**","--","573"
"2022","New Jersey","Black","Non-Hispanic","56","125,964","44.46","--","2,398"
"2022","New Jersey","Black","Hispanic","--","25,528","--","--","--"
"2022","New Jersey","American Indian / Alaska Native","Non-Hispanic","0**","1,458","0.00**","--","--"
"2022","New Jersey","American Indian / Alaska Native","Hispanic","0**","5,513","0.00**","--","--"
"2022","New Jersey","Asian","Non-Hispanic","--","81,396","--","--","--"
"2022","New Jersey","Asian","Hispanic","0**","2,221","0.00**","--","--"
"2022","New Jersey","HI Native / Pacific Islander","Non-Hispanic","0**","303","0.00**","--","--"
"2022","New Jersey","HI Native / Pacific Islander","Hispanic","0**","721","0.00**","--","--"
"2022","New Jersey","More than One Race","Non-Hispanic","--","21,861","--","--","--"
"2022","New Jersey","More than One Race","Hispanic","0**","8,696","0.00**","--","--"
"2022","New Mexico","White","Non-Hispanic","20**","59,031","33.88**","--","872"
"2022","New Mexico","White","Hispanic","46","117,058","39.30","--","1,990"
"2022","New Mexico","Black","Non-Hispanic","--","5,429","--","--","--"
"2022","New Mexico","Black","Hispanic","--","2,437","--","--","--"
"2022","New Mexico","American Indian / Alaska Native","Non-Hispanic","--","22,260","--","--","--"
"2022","New Mexico","American Indian / Alaska Native","Hispanic","--","5,293","--","--","--"
"2022","New Mexico","Asian","Non-Hispanic","--","3,652","--","--","--"
"2022","New Mexico","Asian","Hispanic","0**","734","0.00**","--","--"
"2022","New Mexico","HI Native / Pacific Islander","Non-Hispanic","0**","183","0.00**","--","--"
"2022","New Mexico","HI Native / Pacific Islander","Hispanic","0**","246","0.00**","--","--"
"2022","New Mexico","More than One Race","Non-Hispanic","--","5,221","--","--","--"
"2022","New Mexico","More than One Race","Hispanic","--","3,363","--","--","--"
"2022","New York","White","Non-Hispanic","39","1,018,412","3.83","--","1,692"
"2022","New York","White","Hispanic","26","324,475","8.01","--","1,154"
"2022","New York","White","Unknown","--","--","--","--","--"
"2022","New York","Black","Non-Hispanic","100","297,696","33.59","--","4,320"
"2022","New York","Black","Hispanic","--","74,250","--","--","--"
"2022","New York","Black","Unknown","--","--","--","--","--"
"2022","New York","American Indian / Alaska Native","Non-Hispanic","--","6,870","--","--","--"
"2022","New York","American Indian / Alaska Native","Hispanic","0**","16,791","0.00**","--","--"
"2022","New York","Asian","Non-Hispanic","--","183,856","--","--","--"
"2022","New York","Asian","Hispanic","0**","5,039","0.00**","--","--"
"2022","New York","HI Native / Pacific Islander","Non-Hispanic","0**","1,047","0.00**","--","--"
"2022","New York","HI Native / Pacific Islander","Hispanic","0**","2,035","0.00**","--","--"
"2022","New York","More than One Race","Non-Hispanic","--","54,975","--","--","--"
"2022","New York","More than One Race","Hispanic","0**","21,468","0.00**","--","--"
"2022","North Carolina","White","Non-Hispanic","85","627,186","13.55","--","3,664"
"2022","North Carolina","White","Hispanic","33","138,618","23.81","--","1,462"
"2022","North Carolina","Black","Non-Hispanic","224","262,160","85.44","--","9,756"
"2022","North Carolina","Black","Hispanic","--","13,625","--","--","--"
"2022","North Carolina","American Indian / Alaska Native","Non-Hispanic","12**","12,070","99.42**","--","530"
"2022","North Carolina","American Indian / Alaska Native","Hispanic","0**","7,516","0.00**","--","--"
"2022","North Carolina","Asian","Non-Hispanic","--","37,868","--","--","--"
"2022","North Carolina","Asian","Hispanic","0**","1,317","0.00**","--","--"
"2022","North Carolina","HI Native / Pacific Islander","Non-Hispanic","0**","935","0.00**","--","--"
"2022","North Carolina","HI Native / Pacific Islander","Hispanic","0**","813","0.00**","--","--"
"2022","North Carolina","More than One Race","Non-Hispanic","--","37,003","--","--","--"
"2022","North Carolina","More than One Race","Hispanic","0**","6,364","0.00**","--","--"
"2022","North Dakota","White","Non-Hispanic","17**","78,369","21.69**","--","712"
"2022","North Dakota","White","Hispanic","0**","4,409","0.00**","--","--"
"2022","North Dakota","Black","Non-Hispanic","0**","3,617","0.00**","--","--"
"2022","North Dakota","Black","Hispanic","0**","205","0.00**","--","--"
"2022","North Dakota","American Indian / Alaska Native","Non-Hispanic","--","5,226","--","--","--"
"2022","North Dakota","American Indian / Alaska Native","Hispanic","0**","381","0.00**","--","--"
"2022","North Dakota","Asian","Non-Hispanic","0**","2,134","0.00**","--","--"
"2022","North Dakota","Asian","Hispanic","0**","43","0.00**","--","--"
"2022","North Dakota","HI Native / Pacific Islander","Non-Hispanic","0**","81","0.00**","--","--"
"2022","North Dakota","HI Native / Pacific Islander","Hispanic","0**","24","0.00**","--","--"
"2022","North Dakota","More than One Race","Non-Hispanic","0**","2,939","0.00**","--","--"
"2022","North Dakota","More than One Race","Hispanic","0**","299","0.00**","--","--"
"2022","Ohio","White","Non-Hispanic","127","857,849","14.80","--","5,491"
"2022","Ohio","White","Hispanic","13**","60,997","21.31**","--","567"
"2022","Ohio","Black","Non-Hispanic","215","169,624","126.75","--","9,388"
"2022","Ohio","Black","Hispanic","--","7,073","--","--","--"
"2022","Ohio","American Indian / Alaska Native","Non-Hispanic","0**","1,985","0.00**","--","--"
"2022","Ohio","American Indian / Alaska Native","Hispanic","0**","1,645","0.00**","--","--"
"2022","Ohio","Asian","Non-Hispanic","--","36,675","--","--","--"
"2022","Ohio","Asian","Hispanic","0**","680","0.00**","--","--"
"2022","Ohio","HI Native / Pacific Islander","Non-Hispanic","0**","726","0.00**","--","--"
"2022","Ohio","HI Native / Pacific Islander","Hispanic","0**","302","0.00**","--","--"
"2022","Ohio","More than One Race","Non-Hispanic","--","44,941","--","--","--"
"2022","Ohio","More than One Race","Hispanic","--","4,585","--","--","--"
"2022","Oklahoma","White","Non-Hispanic","56","244,931","22.86","--","2,431"
"2022","Oklahoma","White","Hispanic","--","58,250","--","--","--"
"2022","Oklahoma","Black","Non-Hispanic","22","39,066","56.32","--","966"
"2022","Oklahoma","Black","Hispanic","--","2,654","--","--","--"
"2022","Oklahoma","American Indian / Alaska Native","Non-Hispanic","11**","42,727","25.75**","--","474"
"2022","Oklahoma","American Indian / Alaska Native","Hispanic","--","5,653","--","--","--"
"2022","Oklahoma","Asian","Non-Hispanic","0**","13,402","0.00**","--","--"
"2022","Oklahoma","Asian","Hispanic","0**","534","0.00**","--","--"
"2022","Oklahoma","HI Native / Pacific Islander","Non-Hispanic","0**","912","0.00**","--","--"
"2022","Oklahoma","HI Native / Pacific Islander","Hispanic","0**","237","0.00**","--","--"
"2022","Oklahoma","More than One Race","Non-Hispanic","--","34,665","--","--","--"
"2022","Oklahoma","More than One Race","Hispanic","0**","4,569","0.00**","--","--"
"2022","Oregon","White","Non-Hispanic","50","261,049","19.15","--","2,165"
"2022","Oregon","White","Hispanic","--","76,241","--","--","--"
"2022","Oregon","Black","Non-Hispanic","19**","9,859","192.72**","--","819"
"2022","Oregon","Black","Hispanic","0**","1,775","0.00**","--","--"
"2022","Oregon","American Indian / Alaska Native","Non-Hispanic","--","5,067","--","--","--"
"2022","Oregon","American Indian / Alaska Native","Hispanic","--","4,306","--","--","--"
"2022","Oregon","Asian","Non-Hispanic","0**","23,327","0.00**","--","--"
"2022","Oregon","Asian","Hispanic","0**","846","0.00**","--","--"
"2022","Oregon","HI Native / Pacific Islander","Non-Hispanic","--","2,249","--","--","--"
"2022","Oregon","HI Native / Pacific Islander","Hispanic","0**","299","0.00**","--","--"
"2022","Oregon","More than One Race","Non-Hispanic","--","23,159","--","--","--"
"2022","Oregon","More than One Race","Hispanic","0**","4,851","0.00**","--","--"
"2022","Pennsylvania","White","Non-Hispanic","88","900,869","9.77","--","3,763"
"2022","Pennsylvania","White","Hispanic","30","111,399","26.93","--","1,314"
"2022","Pennsylvania","Black","Non-Hispanic","196","167,089","117.30","--","8,548"
"2022","Pennsylvania","Black","Hispanic","11**","22,259","49.42**","--","489"
"2022","Pennsylvania","American Indian / Alaska Native","Non-Hispanic","--","1,964","--","--","--"
"2022","Pennsylvania","American Indian / Alaska Native","Hispanic","0**","4,583","0.00**","--","--"
"2022","Pennsylvania","Asian","Non-Hispanic","--","61,378","--","--","--"
"2022","Pennsylvania","Asian","Hispanic","--","1,352","--","--","--"
"2022","Pennsylvania","HI Native / Pacific Islander","Non-Hispanic","0**","460","0.00**","--","--"
"2022","Pennsylvania","HI Native / Pacific Islander","Hispanic","0**","762","0.00**","--","--"
"2022","Pennsylvania","More than One Race","Non-Hispanic","--","38,768","--","--","--"
"2022","Pennsylvania","More than One Race","Hispanic","0**","8,518","0.00**","--","--"
"2022","Rhode Island","White","Non-Hispanic","0**","77,484","0.00**","--","--"
"2022","Rhode Island","White","Hispanic","--","19,360","--","--","--"
"2022","Rhode Island","Black","Non-Hispanic","--","9,102","--","--","--"
"2022","Rhode Island","Black","Hispanic","0**","3,723","0.00**","--","--"
"2022","Rhode Island","American Indian / Alaska Native","Non-Hispanic","0**","551","0.00**","--","--"
"2022","Rhode Island","American Indian / Alaska Native","Hispanic","0**","849","0.00**","--","--"
"2022","Rhode Island","Asian","Non-Hispanic","0**","5,496","0.00**","--","--"
"2022","Rhode Island","Asian","Hispanic","0**","229","0.00**","--","--"
"2022","Rhode Island","HI Native / Pacific Islander","Non-Hispanic","0**","71","0.00**","--","--"
"2022","Rhode Island","HI Native / Pacific Islander","Hispanic","0**","209","0.00**","--","--"
"2022","Rhode Island","More than One Race","Non-Hispanic","0**","4,374","0.00**","--","--"
"2022","Rhode Island","More than One Race","Hispanic","0**","1,292","0.00**","--","--"
"2022","South Carolina","White","Non-Hispanic","58","310,150","18.70","--","2,503"
"2022","South Carolina","White","Hispanic","--","41,624","--","--","--"
"2022","South Carolina","Black","Non-Hispanic","133","154,024","86.35","--","5,809"
"2022","South Carolina","Black","Hispanic","--","4,405","--","--","--"
"2022","South Carolina","American Indian / Alaska Native","Non-Hispanic","0**","2,029","0.00**","--","--"
"2022","South Carolina","American Indian / Alaska Native","Hispanic","0**","1,405","0.00**","--","--"
"2022","South Carolina","Asian","Non-Hispanic","--","11,672","--","--","--"
"2022","South Carolina","Asian","Hispanic","0**","365","0.00**","--","--"
"2022","South Carolina","HI Native / Pacific Islander","Non-Hispanic","0**","448","0.00**","--","--"
"2022","South Carolina","HI Native / Pacific Islander","Hispanic","0**","263","0.00**","--","--"
"2022","South Carolina","More than One Race","Non-Hispanic","--","15,594","--","--","--"
"2022","South Carolina","More than One Race","Hispanic","0**","2,059","0.00**","--","--"
"2022","South Dakota","White","Non-Hispanic","14**","71,464","19.59**","--","605"
"2022","South Dakota","White","Hispanic","0**","4,556","0.00**","--","--"
"2022","South Dakota","Black","Non-Hispanic","0**","2,734","0.00**","--","--"
"2022","South Dakota","Black","Hispanic","0**","147","0.00**","--","--"
"2022","South Dakota","American Indian / Alaska Native","Non-Hispanic","12**","9,318","128.78**","--","522"
"2022","South Dakota","American Indian / Alaska Native","Hispanic","0**","662","0.00**","--","--"
"2022","South Dakota","Asian","Non-Hispanic","0**","2,620","0.00**","--","--"
"2022","South Dakota","Asian","Hispanic","0**","34","0.00**","--","--"
"2022","South Dakota","HI Native / Pacific Islander","Non-Hispanic","0**","75","0.00**","--","--"
"2022","South Dakota","HI Native / Pacific Islander","Hispanic","0**","35","0.00**","--","--"
"2022","South Dakota","More than One Race","Non-Hispanic","0**","3,310","0.00**","--","--"
"2022","South Dakota","More than One Race","Hispanic","0**","414","0.00**","--","--"
"2022","Tennessee","White","Non-Hispanic","90","481,685","18.68","--","3,906"
"2022","Tennessee","White","Hispanic","16**","58,280","27.45**","--","703"
"2022","Tennessee","Black","Non-Hispanic","161","133,421","120.67","--","7,023"
"2022","Tennessee","Black","Hispanic","0**","3,556","0.00**","--","--"
"2022","Tennessee","American Indian / Alaska Native","Non-Hispanic","--","2,029","--","--","--"
"2022","Tennessee","American Indian / Alaska Native","Hispanic","0**","1,943","0.00**","--","--"
"2022","Tennessee","Asian","Non-Hispanic","--","14,792","--","--","--"
"2022","Tennessee","Asian","Hispanic","0**","467","0.00**","--","--"
"2022","Tennessee","HI Native / Pacific Islander","Non-Hispanic","0**","467","0.00**","--","--"
"2022","Tennessee","HI Native / Pacific Islander","Hispanic","0**","372","0.00**","--","--"
"2022","Tennessee","More than One Race","Non-Hispanic","--","20,461","--","--","--"
"2022","Tennessee","More than One Race","Hispanic","0**","2,742","0.00**","--","--"
"2022","Texas","White","Non-Hispanic","225","1,099,054","20.47","--","9,737"
"2022","Texas","White","Hispanic","344","1,460,604","23.55","--","15,089"
"2022","Texas","Black","Non-Hispanic","312","432,749","72.10","--","13,620"
"2022","Texas","Black","Hispanic","--","36,381","--","--","--"
"2022","Texas","American Indian / Alaska Native","Non-Hispanic","--","10,161","--","--","--"
"2022","Texas","American Indian / Alaska Native","Hispanic","0**","29,605","0.00**","--","--"
"2022","Texas","Asian","Non-Hispanic","10**","153,163","6.53**","--","440"
"2022","Texas","Asian","Hispanic","--","7,685","--","--","--"
"2022","Texas","HI Native / Pacific Islander","Non-Hispanic","--","3,224","--","--","--"
"2022","Texas","HI Native / Pacific Islander","Hispanic","--","2,329","--","--","--"
"2022","Texas","More than One Race","Non-Hispanic","--","68,833","--","--","--"
"2022","Texas","More than One Race","Hispanic","--","25,591","--","--","--"
"2022","Utah","White","Non-Hispanic","51","327,762","15.56","--","2,213"
"2022","Utah","White","Hispanic","14**","68,690","20.38**","--","602"
"2022","Utah","Black","Non-Hispanic","--","6,156","--","--","--"
"2022","Utah","Black","Hispanic","0**","1,666","0.00**","--","--"
"2022","Utah","American Indian / Alaska Native","Non-Hispanic","--","3,952","--","--","--"
"2022","Utah","American Indian / Alaska Native","Hispanic","--","2,846","--","--","--"
"2022","Utah","Asian","Non-Hispanic","0**","12,036","0.00**","--","--"
"2022","Utah","Asian","Hispanic","0**","797","0.00**","--","--"
"2022","Utah","HI Native / Pacific Islander","Non-Hispanic","--","4,889","--","--","--"
"2022","Utah","HI Native / Pacific Islander","Hispanic","0**","393","0.00**","--","--"
"2022","Utah","More than One Race","Non-Hispanic","--","14,093","--","--","--"
"2022","Utah","More than One Race","Hispanic","--","3,117","--","--","--"
"2022","Vermont","White","Non-Hispanic","--","61,923","--","--","--"
"2022","Vermont","White","Hispanic","--","2,222","--","--","--"
"2022","Vermont","Black","Non-Hispanic","--","1,586","--","--","--"
"2022","Vermont","Black","Hispanic","0**","162","0.00**","--","--"
"2022","Vermont","American Indian / Alaska Native","Non-Hispanic","--","164","--","--","--"
"2022","Vermont","American Indian / Alaska Native","Hispanic","0**","82","0.00**","--","--"
"2022","Vermont","Asian","Non-Hispanic","0**","2,478","0.00**","--","--"
"2022","Vermont","Asian","Hispanic","0**","29","0.00**","--","--"
"2022","Vermont","HI Native / Pacific Islander","Non-Hispanic","0**","32","0.00**","--","--"
"2022","Vermont","HI Native / Pacific Islander","Hispanic","0**","9","0.00**","--","--"
"2022","Vermont","More than One Race","Non-Hispanic","0**","2,079","0.00**","--","--"
"2022","Vermont","More than One Race","Hispanic","0**","269","0.00**","--","--"
"2022","Virginia","White","Non-Hispanic","69","498,802","13.83","--","2,968"
"2022","Virginia","White","Hispanic","15**","101,462","14.78**","--","648"
"2022","Virginia","Black","Non-Hispanic","166","184,054","90.19","--","7,219"
"2022","Virginia","Black","Hispanic","--","9,808","--","--","--"
"2022","Virginia","American Indian / Alaska Native","Non-Hispanic","--","2,443","--","--","--"
