"Year","State","Age Group","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2022","Massachusetts","80 to 84","0**","2,228","0.00**","--","--"
"2022","Massachusetts","85+","0**","1,903","0.00**","--","--"
"2022","Michigan","0 to 4","0**","47,042","0.00**","--","--"
"2022","Michigan","5 to 9","--","49,498","--","--","--"
"2022","Michigan","10 to 14","--","49,871","--","--","--"
"2022","Michigan","15 to 19","41","48,322","84.85","--","1,940"
"2022","Michigan","20 to 24","65","49,234","132.02","--","2,796"
"2022","Michigan","25 to 29","69","52,502","131.42","--","2,594"
"2022","Michigan","30 to 34","65","55,166","117.83","--","2,148"
"2022","Michigan","35 to 39","38","40,072","94.83","--","1,086"
"2022","Michigan","40 to 44","37","37,790","97.91","--","855"
"2022","Michigan","45 to 49","27","36,581","73.81","--","486"
"2022","Michigan","50 to 54","25","40,659","61.49","--","336"
"2022","Michigan","55 to 59","13**","37,591","34.58**","--","109"
"2022","Michigan","60 to 64","--","35,405","--","--","--"
"2022","Michigan","65 to 69","--","29,683","--","--","--"
"2022","Michigan","70 to 74","--","21,592","--","--","--"
"2022","Michigan","75 to 79","--","13,518","--","--","--"
"2022","Michigan","80 to 84","0**","7,282","0.00**","--","--"
"2022","Michigan","85+","0**","5,739","0.00**","--","--"
"2022","Minnesota","0 to 4","0**","19,437","0.00**","--","--"
"2022","Minnesota","5 to 9","0**","21,567","0.00**","--","--"
"2022","Minnesota","10 to 14","--","20,494","--","--","--"
"2022","Minnesota","15 to 19","11**","18,428","59.69**","--","532"
"2022","Minnesota","20 to 24","17**","15,922","106.77**","--","733"
"2022","Minnesota","25 to 29","12**","16,216","74.00**","--","449"
"2022","Minnesota","30 to 34","13**","18,655","69.69**","--","423"
"2022","Minnesota","35 to 39","--","18,075","--","--","--"
"2022","Minnesota","40 to 44","--","15,376","--","--","--"
"2022","Minnesota","45 to 49","--","12,226","--","--","--"
"2022","Minnesota","50 to 54","--","11,014","--","--","--"
"2022","Minnesota","55 to 59","--","9,382","--","--","--"
"2022","Minnesota","60 to 64","--","7,693","--","--","--"
"2022","Minnesota","65 to 69","0**","5,174","0.00**","--","--"
"2022","Minnesota","70 to 74","0**","3,005","0.00**","--","--"
"2022","Minnesota","75 to 79","0**","1,709","0.00**","--","--"
"2022","Minnesota","80 to 84","0**","841","0.00**","--","--"
"2022","Minnesota","85+","0**","696","0.00**","--","--"
"2022","Mississippi","0 to 4","--","36,969","--","--","--"
"2022","Mississippi","5 to 9","--","36,886","--","--","--"
"2022","Mississippi","10 to 14","--","41,666","--","--","--"
"2022","Mississippi","15 to 19","56","43,859","127.68","--","2,659"
"2022","Mississippi","20 to 24","66","40,609","162.53","--","2,848"
"2022","Mississippi","25 to 29","62","37,656","164.65","--","2,335"
"2022","Mississippi","30 to 34","33","37,088","88.98","--","1,091"
"2022","Mississippi","35 to 39","42","32,290","130.07","--","1,179"
"2022","Mississippi","40 to 44","41","32,751","125.19","--","939"
"2022","Mississippi","45 to 49","15**","28,732","52.21**","--","264"
"2022","Mississippi","50 to 54","--","28,968","--","--","--"
"2022","Mississippi","55 to 59","10**","29,579","33.81**","--","82"
"2022","Mississippi","60 to 64","--","28,990","--","--","--"
"2022","Mississippi","65 to 69","--","24,906","--","--","--"
"2022","Mississippi","70 to 74","--","17,738","--","--","--"
"2022","Mississippi","75 to 79","--","9,609","--","--","--"
"2022","Mississippi","80 to 84","0**","4,859","0.00**","--","--"
"2022","Mississippi","85+","0**","3,236","0.00**","--","--"
"2022","Missouri","0 to 4","--","25,107","--","--","--"
"2022","Missouri","5 to 9","0**","25,934","0.00**","--","--"
"2022","Missouri","10 to 14","--","26,691","--","--","--"
"2022","Missouri","15 to 19","67","26,743","250.53","--","3,149"
"2022","Missouri","20 to 24","72","26,077","276.11","--","3,096"
"2022","Missouri","25 to 29","40","26,990","148.20","--","1,516"
"2022","Missouri","30 to 34","56","27,230","205.66","--","1,862"
"2022","Missouri","35 to 39","40","21,994","181.87","--","1,122"
"2022","Missouri","40 to 44","26","20,419","127.33","--","604"
"2022","Missouri","45 to 49","17**","17,826","95.37**","--","310"
"2022","Missouri","50 to 54","16**","18,960","84.39**","--","208"
"2022","Missouri","55 to 59","15**","18,756","79.97**","--","121"
"2022","Missouri","60 to 64","--","18,585","--","--","--"
"2022","Missouri","65 to 69","--","14,581","--","--","--"
"2022","Missouri","70 to 74","0**","9,743","0.00**","--","--"
"2022","Missouri","75 to 79","--","5,991","--","--","--"
"2022","Missouri","80 to 84","0**","3,380","0.00**","--","--"
"2022","Missouri","85+","0**","2,444","0.00**","--","--"
"2022","Montana","0 to 4","0**","223","0.00**","--","--"
"2022","Montana","5 to 9","0**","216","0.00**","--","--"
"2022","Montana","10 to 14","0**","181","0.00**","--","--"
"2022","Montana","15 to 19","--","262","--","--","--"
"2022","Montana","20 to 24","0**","462","0.00**","--","--"
"2022","Montana","25 to 29","--","451","--","--","--"
"2022","Montana","30 to 34","0**","430","0.00**","--","--"
"2022","Montana","35 to 39","0**","329","0.00**","--","--"
"2022","Montana","40 to 44","--","296","--","--","--"
"2022","Montana","45 to 49","0**","208","0.00**","--","--"
"2022","Montana","50 to 54","0**","171","0.00**","--","--"
"2022","Montana","55 to 59","0**","157","0.00**","--","--"
"2022","Montana","60 to 64","0**","133","0.00**","--","--"
"2022","Montana","65 to 69","0**","89","0.00**","--","--"
"2022","Montana","70 to 74","0**","51","0.00**","--","--"
"2022","Montana","75 to 79","0**","25","0.00**","--","--"
"2022","Montana","80 to 84","0**","16","0.00**","--","--"
"2022","Montana","85+","0**","8","0.00**","--","--"
"2022","Nebraska","0 to 4","0**","4,034","0.00**","--","--"
"2022","Nebraska","5 to 9","0**","4,125","0.00**","--","--"
"2022","Nebraska","10 to 14","0**","4,247","0.00**","--","--"
"2022","Nebraska","15 to 19","--","4,092","--","--","--"
"2022","Nebraska","20 to 24","--","4,125","--","--","--"
"2022","Nebraska","25 to 29","--","4,266","--","--","--"
"2022","Nebraska","30 to 34","--","4,372","--","--","--"
"2022","Nebraska","35 to 39","--","3,732","--","--","--"
"2022","Nebraska","40 to 44","0**","3,751","0.00**","--","--"
"2022","Nebraska","45 to 49","--","2,829","--","--","--"
"2022","Nebraska","50 to 54","0**","2,735","0.00**","--","--"
"2022","Nebraska","55 to 59","--","2,498","--","--","--"
"2022","Nebraska","60 to 64","0**","2,367","0.00**","--","--"
"2022","Nebraska","65 to 69","0**","1,555","0.00**","--","--"
"2022","Nebraska","70 to 74","0**","1,081","0.00**","--","--"
"2022","Nebraska","75 to 79","0**","585","0.00**","--","--"
"2022","Nebraska","80 to 84","0**","364","0.00**","--","--"
"2022","Nebraska","85+","0**","240","0.00**","--","--"
"2022","Nevada","0 to 4","0**","11,018","0.00**","--","--"
"2022","Nevada","5 to 9","0**","11,447","0.00**","--","--"
"2022","Nevada","10 to 14","0**","11,464","0.00**","--","--"
"2022","Nevada","15 to 19","--","10,290","--","--","--"
"2022","Nevada","20 to 24","--","10,180","--","--","--"
"2022","Nevada","25 to 29","--","12,840","--","--","--"
"2022","Nevada","30 to 34","16**","14,595","109.63**","--","526"
"2022","Nevada","35 to 39","--","11,459","--","--","--"
"2022","Nevada","40 to 44","--","10,405","--","--","--"
"2022","Nevada","45 to 49","--","8,763","--","--","--"
"2022","Nevada","50 to 54","--","9,062","--","--","--"
"2022","Nevada","55 to 59","--","8,731","--","--","--"
"2022","Nevada","60 to 64","--","7,932","--","--","--"
"2022","Nevada","65 to 69","0**","6,278","0.00**","--","--"
"2022","Nevada","70 to 74","0**","4,572","0.00**","--","--"
"2022","Nevada","75 to 79","0**","2,842","0.00**","--","--"
"2022","Nevada","80 to 84","0**","1,556","0.00**","--","--"
"2022","Nevada","85+","0**","1,034","0.00**","--","--"
"2022","New Hampshire","0 to 4","0**","714","0.00**","--","--"
"2022","New Hampshire","5 to 9","--","756","--","--","--"
"2022","New Hampshire","10 to 14","0**","832","0.00**","--","--"
"2022","New Hampshire","15 to 19","0**","938","0.00**","--","--"
"2022","New Hampshire","20 to 24","0**","1,040","0.00**","--","--"
"2022","New Hampshire","25 to 29","0**","1,021","0.00**","--","--"
"2022","New Hampshire","30 to 34","0**","1,187","0.00**","--","--"
"2022","New Hampshire","35 to 39","0**","1,002","0.00**","--","--"
"2022","New Hampshire","40 to 44","0**","897","0.00**","--","--"
"2022","New Hampshire","45 to 49","0**","1,023","0.00**","--","--"
"2022","New Hampshire","50 to 54","0**","887","0.00**","--","--"
"2022","New Hampshire","55 to 59","0**","785","0.00**","--","--"
"2022","New Hampshire","60 to 64","0**","572","0.00**","--","--"
"2022","New Hampshire","65 to 69","0**","389","0.00**","--","--"
"2022","New Hampshire","70 to 74","0**","233","0.00**","--","--"
"2022","New Hampshire","75 to 79","0**","133","0.00**","--","--"
"2022","New Hampshire","80 to 84","0**","70","0.00**","--","--"
"2022","New Hampshire","85+","0**","41","0.00**","--","--"
"2022","New Jersey","0 to 4","--","35,629","--","--","--"
"2022","New Jersey","5 to 9","0**","37,289","0.00**","--","--"
"2022","New Jersey","10 to 14","--","40,165","--","--","--"
"2022","New Jersey","15 to 19","16**","39,392","40.62**","--","757"
"2022","New Jersey","20 to 24","27","39,549","68.27","--","1,142"
"2022","New Jersey","25 to 29","31","43,990","70.47","--","1,185"
"2022","New Jersey","30 to 34","27","47,101","57.32","--","890"
"2022","New Jersey","35 to 39","18**","40,282","44.69**","--","504"
"2022","New Jersey","40 to 44","10**","38,202","26.18**","--","227"
"2022","New Jersey","45 to 49","11**","35,496","30.99**","--","201"
"2022","New Jersey","50 to 54","--","38,148","--","--","--"
"2022","New Jersey","55 to 59","--","37,778","--","--","--"
"2022","New Jersey","60 to 64","--","34,308","--","--","--"
"2022","New Jersey","65 to 69","--","24,439","--","--","--"
"2022","New Jersey","70 to 74","0**","16,665","0.00**","--","--"
"2022","New Jersey","75 to 79","0**","10,985","0.00**","--","--"
"2022","New Jersey","80 to 84","0**","6,438","0.00**","--","--"
"2022","New Jersey","85+","0**","4,747","0.00**","--","--"
"2022","New Mexico","0 to 4","0**","1,023","0.00**","--","--"
"2022","New Mexico","5 to 9","0**","1,264","0.00**","--","--"
"2022","New Mexico","10 to 14","0**","1,362","0.00**","--","--"
"2022","New Mexico","15 to 19","0**","1,504","0.00**","--","--"
"2022","New Mexico","20 to 24","0**","2,018","0.00**","--","--"
"2022","New Mexico","25 to 29","0**","2,111","0.00**","--","--"
"2022","New Mexico","30 to 34","0**","2,206","0.00**","--","--"
"2022","New Mexico","35 to 39","--","1,970","--","--","--"
"2022","New Mexico","40 to 44","--","1,640","--","--","--"
"2022","New Mexico","45 to 49","0**","1,513","0.00**","--","--"
"2022","New Mexico","50 to 54","0**","1,387","0.00**","--","--"
"2022","New Mexico","55 to 59","0**","1,496","0.00**","--","--"
"2022","New Mexico","60 to 64","0**","1,536","0.00**","--","--"
"2022","New Mexico","65 to 69","0**","1,333","0.00**","--","--"
"2022","New Mexico","70 to 74","0**","933","0.00**","--","--"
"2022","New Mexico","75 to 79","0**","504","0.00**","--","--"
"2022","New Mexico","80 to 84","0**","270","0.00**","--","--"
"2022","New Mexico","85+","0**","214","0.00**","--","--"
"2022","New York","0 to 4","0**","80,233","0.00**","--","--"
"2022","New York","5 to 9","0**","79,255","0.00**","--","--"
"2022","New York","10 to 14","--","86,453","--","--","--"
"2022","New York","15 to 19","33","87,774","37.60","--","1,562"
"2022","New York","20 to 24","56","92,802","60.34","--","2,387"
"2022","New York","25 to 29","50","104,192","47.99","--","1,892"
"2022","New York","30 to 34","51","113,715","44.85","--","1,681"
"2022","New York","35 to 39","38","93,264","40.75","--","1,076"
"2022","New York","40 to 44","29","85,274","34.01","--","665"
"2022","New York","45 to 49","20**","78,575","25.45**","--","373"
"2022","New York","50 to 54","--","84,915","--","--","--"
"2022","New York","55 to 59","--","89,797","--","--","--"
"2022","New York","60 to 64","--","84,257","--","--","--"
"2022","New York","65 to 69","--","63,751","--","--","--"
"2022","New York","70 to 74","--","44,837","--","--","--"
"2022","New York","75 to 79","0**","28,878","0.00**","--","--"
"2022","New York","80 to 84","0**","17,400","0.00**","--","--"
"2022","New York","85+","0**","13,919","0.00**","--","--"
"2022","North Carolina","0 to 4","--","67,693","--","--","--"
"2022","North Carolina","5 to 9","0**","69,451","0.00**","--","--"
"2022","North Carolina","10 to 14","--","76,115","--","--","--"
"2022","North Carolina","15 to 19","84","80,642","104.16","--","3,977"
"2022","North Carolina","20 to 24","94","81,197","115.77","--","4,067"
"2022","North Carolina","25 to 29","78","81,533","95.67","--","2,975"
"2022","North Carolina","30 to 34","80","83,306","96.03","--","2,632"
"2022","North Carolina","35 to 39","42","68,911","60.95","--","1,186"
"2022","North Carolina","40 to 44","24","65,641","36.56","--","562"
"2022","North Carolina","45 to 49","18**","61,189","29.42**","--","323"
"2022","North Carolina","50 to 54","12**","65,581","18.30**","--","165"
"2022","North Carolina","55 to 59","12**","65,433","18.34**","--","99"
"2022","North Carolina","60 to 64","--","62,008","--","--","--"
"2022","North Carolina","65 to 69","--","51,113","--","--","--"
"2022","North Carolina","70 to 74","0**","37,722","0.00**","--","--"
"2022","North Carolina","75 to 79","--","21,853","--","--","--"
"2022","North Carolina","80 to 84","0**","11,261","0.00**","--","--"
"2022","North Carolina","85+","--","7,396","--","--","--"
"2022","North Dakota","0 to 4","0**","1,504","0.00**","--","--"
"2022","North Dakota","5 to 9","0**","1,317","0.00**","--","--"
"2022","North Dakota","10 to 14","0**","1,068","0.00**","--","--"
"2022","North Dakota","15 to 19","0**","919","0.00**","--","--"
"2022","North Dakota","20 to 24","0**","1,363","0.00**","--","--"
"2022","North Dakota","25 to 29","--","1,361","--","--","--"
"2022","North Dakota","30 to 34","0**","1,713","0.00**","--","--"
"2022","North Dakota","35 to 39","0**","1,581","0.00**","--","--"
"2022","North Dakota","40 to 44","0**","1,190","0.00**","--","--"
"2022","North Dakota","45 to 49","0**","794","0.00**","--","--"
"2022","North Dakota","50 to 54","0**","596","0.00**","--","--"
"2022","North Dakota","55 to 59","0**","533","0.00**","--","--"
"2022","North Dakota","60 to 64","0**","438","0.00**","--","--"
"2022","North Dakota","65 to 69","0**","217","0.00**","--","--"
"2022","North Dakota","70 to 74","0**","131","0.00**","--","--"
"2022","North Dakota","75 to 79","0**","54","0.00**","--","--"
"2022","North Dakota","80 to 84","0**","16","0.00**","--","--"
"2022","North Dakota","85+","0**","15","0.00**","--","--"
"2022","Ohio","0 to 4","--","53,284","--","--","--"
"2022","Ohio","5 to 9","--","57,013","--","--","--"
"2022","Ohio","10 to 14","--","57,656","--","--","--"
"2022","Ohio","15 to 19","72","55,717","129.22","--","3,418"
"2022","Ohio","20 to 24","89","54,074","164.59","--","3,830"
"2022","Ohio","25 to 29","82","57,603","142.35","--","3,121"
"2022","Ohio","30 to 34","63","58,760","107.22","--","2,084"
"2022","Ohio","35 to 39","42","47,087","89.20","--","1,174"
"2022","Ohio","40 to 44","44","43,999","100.00","--","1,040"
"2022","Ohio","45 to 49","21","39,231","53.53","--","379"
"2022","Ohio","50 to 54","12**","42,517","28.22**","--","161"
"2022","Ohio","55 to 59","--","40,003","--","--","--"
"2022","Ohio","60 to 64","--","40,239","--","--","--"
"2022","Ohio","65 to 69","--","32,104","--","--","--"
"2022","Ohio","70 to 74","--","22,587","--","--","--"
"2022","Ohio","75 to 79","--","13,039","--","--","--"
"2022","Ohio","80 to 84","0**","7,629","0.00**","--","--"
"2022","Ohio","85+","0**","6,112","0.00**","--","--"
"2022","Oklahoma","0 to 4","0**","10,504","0.00**","--","--"
"2022","Oklahoma","5 to 9","--","10,302","--","--","--"
"2022","Oklahoma","10 to 14","0**","10,807","0.00**","--","--"
"2022","Oklahoma","15 to 19","10**","11,921","83.89**","--","478"
"2022","Oklahoma","20 to 24","10**","13,187","75.83**","--","432"
"2022","Oklahoma","25 to 29","10**","12,847","77.84**","--","376"
"2022","Oklahoma","30 to 34","--","12,892","--","--","--"
"2022","Oklahoma","35 to 39","--","10,965","--","--","--"
"2022","Oklahoma","40 to 44","--","9,981","--","--","--"
"2022","Oklahoma","45 to 49","--","8,268","--","--","--"
"2022","Oklahoma","50 to 54","--","8,235","--","--","--"
"2022","Oklahoma","55 to 59","--","8,076","--","--","--"
"2022","Oklahoma","60 to 64","0**","7,895","0.00**","--","--"
"2022","Oklahoma","65 to 69","0**","6,408","0.00**","--","--"
"2022","Oklahoma","70 to 74","0**","4,381","0.00**","--","--"
"2022","Oklahoma","75 to 79","0**","2,453","0.00**","--","--"
"2022","Oklahoma","80 to 84","0**","1,335","0.00**","--","--"
"2022","Oklahoma","85+","0**","824","0.00**","--","--"
"2022","Oregon","0 to 4","0**","2,645","0.00**","--","--"
"2022","Oregon","5 to 9","0**","3,033","0.00**","--","--"
"2022","Oregon","10 to 14","0**","2,828","0.00**","--","--"
"2022","Oregon","15 to 19","--","2,935","--","--","--"
"2022","Oregon","20 to 24","--","3,479","--","--","--"
"2022","Oregon","25 to 29","--","4,183","--","--","--"
"2022","Oregon","30 to 34","--","4,844","--","--","--"
"2022","Oregon","35 to 39","--","4,254","--","--","--"
"2022","Oregon","40 to 44","--","3,789","--","--","--"
"2022","Oregon","45 to 49","--","3,061","--","--","--"
"2022","Oregon","50 to 54","--","2,864","--","--","--"
"2022","Oregon","55 to 59","--","2,655","--","--","--"
"2022","Oregon","60 to 64","--","2,361","--","--","--"
"2022","Oregon","65 to 69","0**","1,888","0.00**","--","--"
"2022","Oregon","70 to 74","0**","1,257","0.00**","--","--"
"2022","Oregon","75 to 79","0**","631","0.00**","--","--"
"2022","Oregon","80 to 84","0**","356","0.00**","--","--"
"2022","Oregon","85+","0**","237","0.00**","--","--"
"2022","Pennsylvania","0 to 4","--","43,164","--","--","--"
"2022","Pennsylvania","5 to 9","--","47,681","--","--","--"
"2022","Pennsylvania","10 to 14","--","50,737","--","--","--"
"2022","Pennsylvania","15 to 19","76","52,150","145.73","--","3,601"
"2022","Pennsylvania","20 to 24","94","52,838","177.90","--","4,056"
"2022","Pennsylvania","25 to 29","98","56,056","174.83","--","3,736"
"2022","Pennsylvania","30 to 34","104","59,257","175.51","--","3,449"
"2022","Pennsylvania","35 to 39","68","46,689","145.65","--","1,928"
"2022","Pennsylvania","40 to 44","32","41,721","76.70","--","743"
"2022","Pennsylvania","45 to 49","20**","37,062","53.96**","--","359"
"2022","Pennsylvania","50 to 54","14**","40,176","34.85**","--","175"
"2022","Pennsylvania","55 to 59","13**","39,541","32.88**","--","101"
"2022","Pennsylvania","60 to 64","--","36,621","--","--","--"
"2022","Pennsylvania","65 to 69","--","28,909","--","--","--"
"2022","Pennsylvania","70 to 74","--","19,949","--","--","--"
"2022","Pennsylvania","75 to 79","--","12,038","--","--","--"
"2022","Pennsylvania","80 to 84","0**","6,862","0.00**","--","--"
"2022","Pennsylvania","85+","0**","5,207","0.00**","--","--"
"2022","Rhode Island","0 to 4","0**","1,793","0.00**","--","--"
"2022","Rhode Island","5 to 9","0**","2,054","0.00**","--","--"
"2022","Rhode Island","10 to 14","0**","2,220","0.00**","--","--"
"2022","Rhode Island","15 to 19","--","2,626","--","--","--"
"2022","Rhode Island","20 to 24","--","2,840","--","--","--"
"2022","Rhode Island","25 to 29","--","2,933","--","--","--"
"2022","Rhode Island","30 to 34","0**","3,236","0.00**","--","--"
"2022","Rhode Island","35 to 39","--","2,789","--","--","--"
"2022","Rhode Island","40 to 44","0**","2,660","0.00**","--","--"
"2022","Rhode Island","45 to 49","0**","2,038","0.00**","--","--"
"2022","Rhode Island","50 to 54","0**","2,246","0.00**","--","--"
"2022","Rhode Island","55 to 59","0**","2,062","0.00**","--","--"
"2022","Rhode Island","60 to 64","0**","1,963","0.00**","--","--"
"2022","Rhode Island","65 to 69","0**","1,486","0.00**","--","--"
"2022","Rhode Island","70 to 74","0**","883","0.00**","--","--"
"2022","Rhode Island","75 to 79","0**","522","0.00**","--","--"
"2022","Rhode Island","80 to 84","0**","278","0.00**","--","--"
"2022","Rhode Island","85+","0**","280","0.00**","--","--"
"2022","South Carolina","0 to 4","0**","40,882","0.00**","--","--"
"2022","South Carolina","5 to 9","--","43,112","--","--","--"
"2022","South Carolina","10 to 14","--","48,172","--","--","--"
"2022","South Carolina","15 to 19","66","49,453","133.46","--","3,163"
"2022","South Carolina","20 to 24","61","47,954","127.21","--","2,637"
"2022","South Carolina","25 to 29","53","45,554","116.35","--","2,013"
"2022","South Carolina","30 to 34","51","47,581","107.19","--","1,678"
"2022","South Carolina","35 to 39","26","39,633","65.60","--","736"
"2022","South Carolina","40 to 44","18**","38,210","47.11**","--","414"
"2022","South Carolina","45 to 49","15**","34,382","43.63**","--","274"
"2022","South Carolina","50 to 54","--","36,356","--","--","--"
"2022","South Carolina","55 to 59","--","38,581","--","--","--"
"2022","South Carolina","60 to 64","--","37,733","--","--","--"
"2022","South Carolina","65 to 69","--","32,134","--","--","--"
"2022","South Carolina","70 to 74","0**","24,244","0.00**","--","--"
"2022","South Carolina","75 to 79","0**","14,486","0.00**","--","--"
"2022","South Carolina","80 to 84","--","7,254","--","--","--"
"2022","South Carolina","85+","0**","4,718","0.00**","--","--"
"2022","South Dakota","0 to 4","0**","1,119","0.00**","--","--"
"2022","South Dakota","5 to 9","0**","1,194","0.00**","--","--"
"2022","South Dakota","10 to 14","0**","1,189","0.00**","--","--"
"2022","South Dakota","15 to 19","0**","851","0.00**","--","--"
"2022","South Dakota","20 to 24","0**","1,061","0.00**","--","--"
"2022","South Dakota","25 to 29","0**","1,094","0.00**","--","--"
"2022","South Dakota","30 to 34","0**","1,339","0.00**","--","--"
"2022","South Dakota","35 to 39","--","1,444","--","--","--"
"2022","South Dakota","40 to 44","0**","1,083","0.00**","--","--"
"2022","South Dakota","45 to 49","0**","711","0.00**","--","--"
"2022","South Dakota","50 to 54","0**","552","0.00**","--","--"
"2022","South Dakota","55 to 59","0**","438","0.00**","--","--"
"2022","South Dakota","60 to 64","0**","366","0.00**","--","--"
"2022","South Dakota","65 to 69","0**","231","0.00**","--","--"
"2022","South Dakota","70 to 74","0**","171","0.00**","--","--"
"2022","South Dakota","75 to 79","0**","48","0.00**","--","--"
"2022","South Dakota","80 to 84","0**","22","0.00**","--","--"
"2022","South Dakota","85+","0**","15","0.00**","--","--"
"2022","Tennessee","0 to 4","--","38,179","--","--","--"
"2022","Tennessee","5 to 9","0**","39,193","0.00**","--","--"
"2022","Tennessee","10 to 14","--","41,641","--","--","--"
"2022","Tennessee","15 to 19","66","40,834","161.63","--","3,135"
"2022","Tennessee","20 to 24","71","42,015","168.99","--","3,043"
"2022","Tennessee","25 to 29","57","44,423","128.31","--","2,176"
"2022","Tennessee","30 to 34","56","44,665","125.38","--","1,857"
"2022","Tennessee","35 to 39","26","35,619","73.00","--","727"
"2022","Tennessee","40 to 44","31","33,639","92.16","--","710"
"2022","Tennessee","45 to 49","16**","30,251","52.89**","--","286"
"2022","Tennessee","50 to 54","11**","31,811","34.58**","--","149"
"2022","Tennessee","55 to 59","--","30,812","--","--","--"
"2022","Tennessee","60 to 64","--","29,659","--","--","--"
"2022","Tennessee","65 to 69","--","24,164","--","--","--"
"2022","Tennessee","70 to 74","--","16,587","--","--","--"
"2022","Tennessee","75 to 79","--","9,024","--","--","--"
"2022","Tennessee","80 to 84","0**","4,444","0.00**","--","--"
"2022","Tennessee","85+","0**","3,004","0.00**","--","--"
"2022","Texas","0 to 4","--","129,063","--","--","--"
"2022","Texas","5 to 9","--","133,148","--","--","--"
"2022","Texas","10 to 14","--","137,204","--","--","--"
"2022","Texas","15 to 19","105","138,024","76.07","--","4,983"
"2022","Texas","20 to 24","123","137,542","89.43","--","5,292"
"2022","Texas","25 to 29","117","151,378","77.29","--","4,439"
"2022","Texas","30 to 34","79","156,312","50.54","--","2,621"
"2022","Texas","35 to 39","68","138,300","49.17","--","1,920"
"2022","Texas","40 to 44","54","129,902","41.57","--","1,240"
"2022","Texas","45 to 49","32","112,438","28.46","--","577"
"2022","Texas","50 to 54","25","109,999","22.73","--","339"
"2022","Texas","55 to 59","17**","101,154","16.81**","--","137"
"2022","Texas","60 to 64","12**","92,318","13.00**","--","46"
"2022","Texas","65 to 69","--","70,511","--","--","--"
"2022","Texas","70 to 74","--","46,817","--","--","--"
"2022","Texas","75 to 79","0**","26,003","0.00**","--","--"
"2022","Texas","80 to 84","--","13,437","--","--","--"
"2022","Texas","85+","0**","9,344","0.00**","--","--"
"2022","Utah","0 to 4","0**","1,599","0.00**","--","--"
"2022","Utah","5 to 9","0**","1,471","0.00**","--","--"
"2022","Utah","10 to 14","0**","1,686","0.00**","--","--"
"2022","Utah","15 to 19","--","1,910","--","--","--"
"2022","Utah","20 to 24","0**","2,275","0.00**","--","--"
"2022","Utah","25 to 29","--","2,646","--","--","--"
"2022","Utah","30 to 34","--","2,755","--","--","--"
"2022","Utah","35 to 39","0**","1,872","0.00**","--","--"
"2022","Utah","40 to 44","0**","1,732","0.00**","--","--"
"2022","Utah","45 to 49","0**","1,336","0.00**","--","--"
"2022","Utah","50 to 54","0**","1,243","0.00**","--","--"
"2022","Utah","55 to 59","0**","1,007","0.00**","--","--"
"2022","Utah","60 to 64","0**","952","0.00**","--","--"
"2022","Utah","65 to 69","0**","616","0.00**","--","--"
"2022","Utah","70 to 74","0**","346","0.00**","--","--"
"2022","Utah","75 to 79","0**","153","0.00**","--","--"
"2022","Utah","80 to 84","0**","76","0.00**","--","--"
"2022","Utah","85+","0**","57","0.00**","--","--"
"2022","Vermont","0 to 4","0**","313","0.00**","--","--"
"2022","Vermont","5 to 9","0**","314","0.00**","--","--"
"2022","Vermont","10 to 14","0**","353","0.00**","--","--"
"2022","Vermont","15 to 19","0**","445","0.00**","--","--"
"2022","Vermont","20 to 24","--","567","--","--","--"
"2022","Vermont","25 to 29","0**","456","0.00**","--","--"
"2022","Vermont","30 to 34","0**","512","0.00**","--","--"
"2022","Vermont","35 to 39","--","417","--","--","--"
"2022","Vermont","40 to 44","--","385","--","--","--"
"2022","Vermont","45 to 49","0**","325","0.00**","--","--"
"2022","Vermont","50 to 54","0**","326","0.00**","--","--"
"2022","Vermont","55 to 59","0**","257","0.00**","--","--"
"2022","Vermont","60 to 64","0**","227","0.00**","--","--"
"2022","Vermont","65 to 69","0**","192","0.00**","--","--"
"2022","Vermont","70 to 74","0**","91","0.00**","--","--"
"2022","Vermont","75 to 79","0**","42","0.00**","--","--"
"2022","Vermont","80 to 84","0**","19","0.00**","--","--"
"2022","Vermont","85+","0**","25","0.00**","--","--"
"2022","Virginia","0 to 4","--","50,051","--","--","--"
"2022","Virginia","5 to 9","0**","51,885","0.00**","--","--"
"2022","Virginia","10 to 14","--","54,379","--","--","--"
"2022","Virginia","15 to 19","54","56,222","96.05","--","2,567"
"2022","Virginia","20 to 24","78","58,204","134.01","--","3,375"
"2022","Virginia","25 to 29","59","61,709","95.61","--","2,253"
"2022","Virginia","30 to 34","65","63,804","101.87","--","2,155"
"2022","Virginia","35 to 39","35","56,412","62.04","--","977"
"2022","Virginia","40 to 44","28","53,048","52.78","--","636"
"2022","Virginia","45 to 49","14**","46,137","30.34**","--","262"
"2022","Virginia","50 to 54","--","49,047","--","--","--"
"2022","Virginia","55 to 59","10**","51,577","19.39**","--","77"
"2022","Virginia","60 to 64","--","48,989","--","--","--"
"2022","Virginia","65 to 69","--","39,125","--","--","--"
"2022","Virginia","70 to 74","--","27,791","--","--","--"
"2022","Virginia","75 to 79","0**","16,437","0.00**","--","--"
"2022","Virginia","80 to 84","0**","9,073","0.00**","--","--"
"2022","Virginia","85+","0**","6,136","0.00**","--","--"
"2022","Washington","0 to 4","--","9,824","--","--","--"
"2022","Washington","5 to 9","0**","10,710","0.00**","--","--"
