Data Year,Measure,UnitTypeDescription,MeasureDefinition,StateCode,Value,LowerCI,UpperCI,Rank,Number,Source,MissingReason,CaseShare,
2021,Chronic Kidney Disease - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",WI,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Chronic Kidney Disease - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",WV,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Chronic Kidney Disease - Other Race,Percentage of adults,"Percentage of the adult other race, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",WY,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",AK,2.5,1.9,3.1,NA,8500,"CDC, Behavioral Risk Factor Surveillance System",NA,62.5,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",AL,3.7,2.9,4.6,NA,97200,"CDC, Behavioral Risk Factor Surveillance System",NA,61.5,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",ALL,3.3,3.1,3.4,NA,4803300,"CDC, Behavioral Risk Factor Surveillance System",NA,63.6,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",AR,3.7,3,4.3,NA,61800,"CDC, Behavioral Risk Factor Surveillance System",NA,73.2,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",AZ,4.6,4,5.2,NA,142600,"CDC, Behavioral Risk Factor Surveillance System",NA,63.9,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",CA,2.9,2.1,3.6,NA,334300,"CDC, Behavioral Risk Factor Surveillance System",NA,44.3,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",CO,2.7,2.3,3.1,NA,84500,"CDC, Behavioral Risk Factor Surveillance System",NA,71.7,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",CT,2.6,2,3.1,NA,47900,"CDC, Behavioral Risk Factor Surveillance System",NA,70.5,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",DC,0.8,0.4,1.2,NA,1800,"CDC, Behavioral Risk Factor Surveillance System",NA,14.9,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",DE,3.8,3,4.7,NA,19000,"CDC, Behavioral Risk Factor Surveillance System",NA,61.3,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",FL,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",GA,4.5,3.7,5.3,NA,196700,"CDC, Behavioral Risk Factor Surveillance System",NA,56,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",HI,2.6,1.8,3.3,NA,6800,"CDC, Behavioral Risk Factor Surveillance System",NA,21.4,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",IA,2.8,2.4,3.2,NA,58200,"CDC, Behavioral Risk Factor Surveillance System",NA,92.8,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",ID,3,2.6,3.5,NA,34600,"CDC, Behavioral Risk Factor Surveillance System",NA,80.3,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",IL,3,2.2,3.8,NA,180200,"CDC, Behavioral Risk Factor Surveillance System",NA,74.6,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",IN,3.6,3.1,4,NA,146300,"CDC, Behavioral Risk Factor Surveillance System",NA,76.8,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",KS,2.8,2.5,3,NA,47400,"CDC, Behavioral Risk Factor Surveillance System",NA,77.2,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",KY,3.7,3.1,4.4,NA,108500,"CDC, Behavioral Risk Factor Surveillance System",NA,83.6,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",LA,3.4,2.7,4.1,NA,71300,"CDC, Behavioral Risk Factor Surveillance System",NA,56.4,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",MA,2.9,2.3,3.6,NA,115100,"CDC, Behavioral Risk Factor Surveillance System",NA,69.1,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",MD,3.1,2.7,3.5,NA,74300,"CDC, Behavioral Risk Factor Surveillance System",NA,51.8,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",ME,3.3,2.9,3.8,NA,34000,"CDC, Behavioral Risk Factor Surveillance System",NA,85.2,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",MI,3.4,2.9,3.9,NA,201600,"CDC, Behavioral Risk Factor Surveillance System",NA,74.4,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",MN,3,2.6,3.3,NA,105400,"CDC, Behavioral Risk Factor Surveillance System",NA,83.1,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",MO,2.9,2.5,3.4,NA,111100,"CDC, Behavioral Risk Factor Surveillance System",NA,79.2,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",MS,2.8,2.1,3.6,NA,37000,"CDC, Behavioral Risk Factor Surveillance System",NA,61.8,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",MT,2.5,2.1,3,NA,18800,"CDC, Behavioral Risk Factor Surveillance System",NA,84.7,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",NC,3,2.2,3.9,NA,157500,"CDC, Behavioral Risk Factor Surveillance System",NA,54.5,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",ND,2.9,2.4,3.5,NA,14800,"CDC, Behavioral Risk Factor Surveillance System",NA,85.5,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",NE,2.5,2.2,2.8,NA,29700,"CDC, Behavioral Risk Factor Surveillance System",NA,77.1,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",NH,2.9,2.4,3.4,NA,28600,"CDC, Behavioral Risk Factor Surveillance System",NA,91.1,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",NJ,2.9,2.3,3.6,NA,113900,"CDC, Behavioral Risk Factor Surveillance System",NA,58.1,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",NM,4.5,3.5,5.6,NA,27700,"CDC, Behavioral Risk Factor Surveillance System",NA,43.6,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",NV,4.8,3.5,6.2,NA,57000,"CDC, Behavioral Risk Factor Surveillance System",NA,61,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",NY,2.7,2.4,3,NA,234900,"CDC, Behavioral Risk Factor Surveillance System",NA,52.6,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",OH,3.5,3.1,3.9,NA,251200,"CDC, Behavioral Risk Factor Surveillance System",NA,76.4,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",OK,3.5,2.8,4.1,NA,69500,"CDC, Behavioral Risk Factor Surveillance System",NA,73,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",OR,3,2.3,3.7,NA,76500,"CDC, Behavioral Risk Factor Surveillance System",NA,70.4,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",PA,3.1,2.4,3.7,NA,238700,"CDC, Behavioral Risk Factor Surveillance System",NA,72.5,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",RI,3,2.3,3.6,NA,18300,"CDC, Behavioral Risk Factor Surveillance System",NA,74.1,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",SC,3.2,2.7,3.7,NA,83300,"CDC, Behavioral Risk Factor Surveillance System",NA,62.9,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",SD,2.5,1.8,3.2,NA,13800,"CDC, Behavioral Risk Factor Surveillance System",NA,81.2,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",TN,4,3.3,4.7,NA,161300,"CDC, Behavioral Risk Factor Surveillance System",NA,72.8,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",TX,3.8,3.1,4.6,NA,355400,"CDC, Behavioral Risk Factor Surveillance System",NA,53.6,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",UT,2.7,2.3,3.1,NA,49900,"CDC, Behavioral Risk Factor Surveillance System",NA,83.3,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",VA,3,2.5,3.5,NA,124700,"CDC, Behavioral Risk Factor Surveillance System",NA,63.7,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",VT,2,1.6,2.4,NA,9400,"CDC, Behavioral Risk Factor Surveillance System",NA,88.7,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",WA,3.4,3,3.8,NA,140100,"CDC, Behavioral Risk Factor Surveillance System",NA,75.4,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",WI,3.4,2.8,4,NA,131000,"CDC, Behavioral Risk Factor Surveillance System",NA,84.5,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",WV,4.6,4,5.2,NA,59700,"CDC, Behavioral Risk Factor Surveillance System",NA,91.8,,
2021,Chronic Kidney Disease - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported being told by a health professional that they have kidney disease (excluding kidney stones, bladder infection or incontinence) ",WY,2.5,1.9,3.1,NA,9200,"CDC, Behavioral Risk Factor Surveillance System",NA,86.8,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",AK,5.7,4.9,6.5,16,31400,"CDC, Behavioral Risk Factor Surveillance System",NA,0.2,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",AL,9.4,8.3,10.5,45,369400,"CDC, Behavioral Risk Factor Surveillance System",NA,2.3,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",ALL,6.2,NA,NA,NA,15724100,"CDC, Behavioral Risk Factor Surveillance System",NA,100,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",AR,9.6,8.6,10.6,46,223200,"CDC, Behavioral Risk Factor Surveillance System",NA,1.4,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",AZ,5.7,5.1,6.3,16,318500,"CDC, Behavioral Risk Factor Surveillance System",NA,2,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",CA,4.6,4,5.2,3,1413800,"CDC, Behavioral Risk Factor Surveillance System",NA,9,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",CO,5.1,4.6,5.6,7,233900,"CDC, Behavioral Risk Factor Surveillance System",NA,1.5,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",CT,5.3,4.6,6,9,152500,"CDC, Behavioral Risk Factor Surveillance System",NA,1,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",DC,4.6,3.7,5.5,NA,25700,"CDC, Behavioral Risk Factor Surveillance System",NA,0.2,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",DE,6.2,5.3,7.2,25,49700,"CDC, Behavioral Risk Factor Surveillance System",NA,0.3,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",FL,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",GA,6.6,5.9,7.4,29,552100,"CDC, Behavioral Risk Factor Surveillance System",NA,3.5,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",HI,3.5,3,4,1,40200,"CDC, Behavioral Risk Factor Surveillance System",NA,0.3,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",IA,6.6,5.9,7.2,29,161600,"CDC, Behavioral Risk Factor Surveillance System",NA,1,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",ID,5.7,5.1,6.4,16,81200,"CDC, Behavioral Risk Factor Surveillance System",NA,0.5,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",IL,5.5,4.6,6.5,10,547900,"CDC, Behavioral Risk Factor Surveillance System",NA,3.5,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",IN,8.5,7.9,9.1,39,444400,"CDC, Behavioral Risk Factor Surveillance System",NA,2.8,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",KS,6.4,6,6.9,26,143700,"CDC, Behavioral Risk Factor Surveillance System",NA,0.9,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",KY,10.9,9.8,12,48,381700,"CDC, Behavioral Risk Factor Surveillance System",NA,2.4,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",LA,8.7,7.7,9.7,42,308200,"CDC, Behavioral Risk Factor Surveillance System",NA,2,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",MA,5.9,5.1,6.6,20,332500,"CDC, Behavioral Risk Factor Surveillance System",NA,2.1,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",MD,4.8,4.4,5.3,5,234000,"CDC, Behavioral Risk Factor Surveillance System",NA,1.5,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",ME,9,8.2,9.7,43,99900,"CDC, Behavioral Risk Factor Surveillance System",NA,0.6,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",MI,7.7,7.1,8.4,37,610200,"CDC, Behavioral Risk Factor Surveillance System",NA,3.9,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",MN,4.7,4.3,5.1,4,207400,"CDC, Behavioral Risk Factor Surveillance System",NA,1.3,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",MO,8.5,7.8,9.3,39,409000,"CDC, Behavioral Risk Factor Surveillance System",NA,2.6,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",MS,9.1,8,10.1,44,204900,"CDC, Behavioral Risk Factor Surveillance System",NA,1.3,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",MT,5.9,5.2,6.6,20,51200,"CDC, Behavioral Risk Factor Surveillance System",NA,0.3,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",NC,7.6,6.6,8.6,36,627500,"CDC, Behavioral Risk Factor Surveillance System",NA,4,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",ND,4.8,4.2,5.5,5,29100,"CDC, Behavioral Risk Factor Surveillance System",NA,0.2,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",NE,5.6,5.1,6.1,13,83900,"CDC, Behavioral Risk Factor Surveillance System",NA,0.5,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",NH,7.2,6.4,8,34,81400,"CDC, Behavioral Risk Factor Surveillance System",NA,0.5,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",NJ,5.5,4.9,6.2,10,400100,"CDC, Behavioral Risk Factor Surveillance System",NA,2.5,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",NM,5.6,4.9,6.3,13,91900,"CDC, Behavioral Risk Factor Surveillance System",NA,0.6,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",NV,6.8,5.7,8,32,167800,"CDC, Behavioral Risk Factor Surveillance System",NA,1.1,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",NY,5.5,5.1,5.9,10,869900,"CDC, Behavioral Risk Factor Surveillance System",NA,5.5,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",OH,8.6,8,9.2,41,793200,"CDC, Behavioral Risk Factor Surveillance System",NA,5,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",OK,7.8,6.9,8.6,38,235300,"CDC, Behavioral Risk Factor Surveillance System",NA,1.5,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",OR,6.1,5.3,6.8,24,205500,"CDC, Behavioral Risk Factor Surveillance System",NA,1.3,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",PA,6.8,6,7.7,32,705300,"CDC, Behavioral Risk Factor Surveillance System",NA,4.5,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",RI,5.7,4.9,6.5,16,50600,"CDC, Behavioral Risk Factor Surveillance System",NA,0.3,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",SC,7.5,6.8,8.2,35,307800,"CDC, Behavioral Risk Factor Surveillance System",NA,2,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",SD,6,4.6,7.3,22,40100,"CDC, Behavioral Risk Factor Surveillance System",NA,0.3,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",TN,10.4,9.3,11.5,47,565700,"CDC, Behavioral Risk Factor Surveillance System",NA,3.6,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",TX,6,5.3,6.8,22,1342000,"CDC, Behavioral Risk Factor Surveillance System",NA,8.5,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",UT,4.3,3.8,4.8,2,102800,"CDC, Behavioral Risk Factor Surveillance System",NA,0.7,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",VA,6.4,5.8,7,26,434100,"CDC, Behavioral Risk Factor Surveillance System",NA,2.8,,
