Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Percent,Population
"Linkage to HIV medical care","2022","Idaho","16","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Idaho","16","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Idaho","16","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Idaho","16","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Illinois","17","65+","All races/ethnicities","Both sexes","21","84.0","25"
"Linkage to HIV medical care","2022","Illinois","17","55-64","All races/ethnicities","Both sexes","80","80.8","99"
"Linkage to HIV medical care","2022","Illinois","17","45-54","All races/ethnicities","Both sexes","113","83.7","135"
"Linkage to HIV medical care","2022","Illinois","17","35-44","All races/ethnicities","Both sexes","251","84.5","297"
"Linkage to HIV medical care","2022","Illinois","17","25-34","All races/ethnicities","Both sexes","446","83.7","533"
"Linkage to HIV medical care","2022","Illinois","17","13-24","All races/ethnicities","Both sexes","176","81.1","217"
"Linkage to HIV medical care","2022","Indiana","18","65+","All races/ethnicities","Both sexes","7","77.8","9"
"Linkage to HIV medical care","2022","Indiana","18","55-64","All races/ethnicities","Both sexes","34","79.1","43"
"Linkage to HIV medical care","2022","Indiana","18","45-54","All races/ethnicities","Both sexes","66","81.5","81"
"Linkage to HIV medical care","2022","Indiana","18","35-44","All races/ethnicities","Both sexes","105","76.1","138"
"Linkage to HIV medical care","2022","Indiana","18","25-34","All races/ethnicities","Both sexes","165","77.5","213"
"Linkage to HIV medical care","2022","Indiana","18","13-24","All races/ethnicities","Both sexes","95","74.2","128"
"Linkage to HIV medical care","2022","Iowa","19","65+","All races/ethnicities","Both sexes","4","100.0","4"
"Linkage to HIV medical care","2022","Iowa","19","55-64","All races/ethnicities","Both sexes","6","100.0","6"
"Linkage to HIV medical care","2022","Iowa","19","45-54","All races/ethnicities","Both sexes","20","90.9","22"
"Linkage to HIV medical care","2022","Iowa","19","35-44","All races/ethnicities","Both sexes","19","86.4","22"
"Linkage to HIV medical care","2022","Iowa","19","25-34","All races/ethnicities","Both sexes","37","90.2","41"
"Linkage to HIV medical care","2022","Iowa","19","13-24","All races/ethnicities","Both sexes","27","96.4","28"
"Linkage to HIV medical care","2022","Kansas","20","65+","All races/ethnicities","Both sexes","0","0.0","0"
"Linkage to HIV medical care","2022","Kansas","20","55-64","All races/ethnicities","Both sexes","7","70.0","10"
"Linkage to HIV medical care","2022","Kansas","20","45-54","All races/ethnicities","Both sexes","12","85.7","14"
"Linkage to HIV medical care","2022","Kansas","20","35-44","All races/ethnicities","Both sexes","27","96.4","28"
"Linkage to HIV medical care","2022","Kansas","20","25-34","All races/ethnicities","Both sexes","43","87.8","49"
"Linkage to HIV medical care","2022","Kansas","20","13-24","All races/ethnicities","Both sexes","30","93.8","32"
"Linkage to HIV medical care","2022","Kentucky","21","65+","All races/ethnicities","Both sexes","5","71.4","7"
"Linkage to HIV medical care","2022","Kentucky","21","55-64","All races/ethnicities","Both sexes","35","74.5","47"
"Linkage to HIV medical care","2022","Kentucky","21","45-54","All races/ethnicities","Both sexes","35","74.5","47"
"Linkage to HIV medical care","2022","Kentucky","21","35-44","All races/ethnicities","Both sexes","65","80.2","81"
"Linkage to HIV medical care","2022","Kentucky","21","25-34","All races/ethnicities","Both sexes","113","76.4","148"
"Linkage to HIV medical care","2022","Kentucky","21","13-24","All races/ethnicities","Both sexes","66","88.0","75"
"Linkage to HIV medical care","2022","Louisiana","22","65+","All races/ethnicities","Both sexes","10","71.4","14"
"Linkage to HIV medical care","2022","Louisiana","22","55-64","All races/ethnicities","Both sexes","46","73.0","63"
"Linkage to HIV medical care","2022","Louisiana","22","45-54","All races/ethnicities","Both sexes","66","66.7","99"
"Linkage to HIV medical care","2022","Louisiana","22","35-44","All races/ethnicities","Both sexes","152","81.3","187"
"Linkage to HIV medical care","2022","Louisiana","22","25-34","All races/ethnicities","Both sexes","241","80.9","298"
"Linkage to HIV medical care","2022","Louisiana","22","13-24","All races/ethnicities","Both sexes","161","82.6","195"
"Linkage to HIV medical care","2022","Maine","23","65+","All races/ethnicities","Both sexes","2","100.0","2"
"Linkage to HIV medical care","2022","Maine","23","55-64","All races/ethnicities","Both sexes","2","100.0","2"
"Linkage to HIV medical care","2022","Maine","23","45-54","All races/ethnicities","Both sexes","5","100.0","5"
"Linkage to HIV medical care","2022","Maine","23","35-44","All races/ethnicities","Both sexes","15","100.0","15"
"Linkage to HIV medical care","2022","Maine","23","25-34","All races/ethnicities","Both sexes","8","72.7","11"
"Linkage to HIV medical care","2022","Maine","23","13-24","All races/ethnicities","Both sexes","6","100.0","6"
"Linkage to HIV medical care","2022","Maryland","24","65+","All races/ethnicities","Both sexes","11","78.6","14"
"Linkage to HIV medical care","2022","Maryland","24","55-64","All races/ethnicities","Both sexes","37","88.1","42"
"Linkage to HIV medical care","2022","Maryland","24","45-54","All races/ethnicities","Both sexes","95","85.6","111"
"Linkage to HIV medical care","2022","Maryland","24","35-44","All races/ethnicities","Both sexes","153","89.0","172"
"Linkage to HIV medical care","2022","Maryland","24","25-34","All races/ethnicities","Both sexes","227","84.1","270"
"Linkage to HIV medical care","2022","Maryland","24","13-24","All races/ethnicities","Both sexes","115","82.7","139"
"Linkage to HIV medical care","2022","Massachusetts","25","65+","All races/ethnicities","Both sexes","17","100.0","17"
"Linkage to HIV medical care","2022","Massachusetts","25","55-64","All races/ethnicities","Both sexes","37","94.9","39"
"Linkage to HIV medical care","2022","Massachusetts","25","45-54","All races/ethnicities","Both sexes","58","85.3","68"
"Linkage to HIV medical care","2022","Massachusetts","25","35-44","All races/ethnicities","Both sexes","91","84.3","108"
"Linkage to HIV medical care","2022","Massachusetts","25","25-34","All races/ethnicities","Both sexes","139","88.5","157"
"Linkage to HIV medical care","2022","Massachusetts","25","13-24","All races/ethnicities","Both sexes","45","91.8","49"
"Linkage to HIV medical care","2022","Michigan","26","65+","All races/ethnicities","Both sexes","14","100.0","14"
"Linkage to HIV medical care","2022","Michigan","26","55-64","All races/ethnicities","Both sexes","35","85.4","41"
"Linkage to HIV medical care","2022","Michigan","26","45-54","All races/ethnicities","Both sexes","59","81.9","72"
"Linkage to HIV medical care","2022","Michigan","26","35-44","All races/ethnicities","Both sexes","102","87.2","117"
"Linkage to HIV medical care","2022","Michigan","26","25-34","All races/ethnicities","Both sexes","221","89.8","246"
"Linkage to HIV medical care","2022","Michigan","26","13-24","All races/ethnicities","Both sexes","110","79.1","139"
"Linkage to HIV medical care","2022","Minnesota","27","65+","All races/ethnicities","Both sexes","7","100.0","7"
"Linkage to HIV medical care","2022","Minnesota","27","55-64","All races/ethnicities","Both sexes","16","88.9","18"
"Linkage to HIV medical care","2022","Minnesota","27","45-54","All races/ethnicities","Both sexes","31","81.6","38"
"Linkage to HIV medical care","2022","Minnesota","27","35-44","All races/ethnicities","Both sexes","55","85.9","64"
"Linkage to HIV medical care","2022","Minnesota","27","25-34","All races/ethnicities","Both sexes","57","87.7","65"
"Linkage to HIV medical care","2022","Minnesota","27","13-24","All races/ethnicities","Both sexes","58","84.1","69"
"Linkage to HIV medical care","2022","Mississippi","28","65+","All races/ethnicities","Both sexes","5","55.6","9"
"Linkage to HIV medical care","2022","Mississippi","28","55-64","All races/ethnicities","Both sexes","22","88.0","25"
"Linkage to HIV medical care","2022","Mississippi","28","45-54","All races/ethnicities","Both sexes","25","58.1","43"
"Linkage to HIV medical care","2022","Mississippi","28","35-44","All races/ethnicities","Both sexes","43","55.1","78"
"Linkage to HIV medical care","2022","Mississippi","28","25-34","All races/ethnicities","Both sexes","90","53.6","168"
"Linkage to HIV medical care","2022","Mississippi","28","13-24","All races/ethnicities","Both sexes","50","40.0","125"
"Linkage to HIV medical care","2022","Missouri","29","65+","All races/ethnicities","Both sexes","11","100.0","11"
"Linkage to HIV medical care","2022","Missouri","29","55-64","All races/ethnicities","Both sexes","29","69.0","42"
"Linkage to HIV medical care","2022","Missouri","29","45-54","All races/ethnicities","Both sexes","55","82.1","67"
"Linkage to HIV medical care","2022","Missouri","29","35-44","All races/ethnicities","Both sexes","87","81.3","107"
"Linkage to HIV medical care","2022","Missouri","29","25-34","All races/ethnicities","Both sexes","134","79.8","168"
"Linkage to HIV medical care","2022","Missouri","29","13-24","All races/ethnicities","Both sexes","99","84.6","117"
"Linkage to HIV medical care","2022","Montana","30","65+","All races/ethnicities","Both sexes","0","0.0","0"
"Linkage to HIV medical care","2022","Montana","30","55-64","All races/ethnicities","Both sexes","0","0.0","0"
"Linkage to HIV medical care","2022","Montana","30","45-54","All races/ethnicities","Both sexes","3","100.0","3"
"Linkage to HIV medical care","2022","Montana","30","35-44","All races/ethnicities","Both sexes","3","60.0","5"
"Linkage to HIV medical care","2022","Montana","30","25-34","All races/ethnicities","Both sexes","1","50.0","2"
"Linkage to HIV medical care","2022","Montana","30","13-24","All races/ethnicities","Both sexes","1","100.0","1"
"Linkage to HIV medical care","2022","Nebraska","31","65+","All races/ethnicities","Both sexes","0","0.0","0"
"Linkage to HIV medical care","2022","Nebraska","31","55-64","All races/ethnicities","Both sexes","8","80.0","10"
"Linkage to HIV medical care","2022","Nebraska","31","45-54","All races/ethnicities","Both sexes","14","93.3","15"
"Linkage to HIV medical care","2022","Nebraska","31","35-44","All races/ethnicities","Both sexes","16","72.7","22"
"Linkage to HIV medical care","2022","Nebraska","31","25-34","All races/ethnicities","Both sexes","29","87.9","33"
"Linkage to HIV medical care","2022","Nebraska","31","13-24","All races/ethnicities","Both sexes","11","100.0","11"
"Linkage to HIV medical care","2022","Nevada","32","65+","All races/ethnicities","Both sexes","9","90.0","10"
"Linkage to HIV medical care","2022","Nevada","32","55-64","All races/ethnicities","Both sexes","28","84.8","33"
"Linkage to HIV medical care","2022","Nevada","32","45-54","All races/ethnicities","Both sexes","54","91.5","59"
"Linkage to HIV medical care","2022","Nevada","32","35-44","All races/ethnicities","Both sexes","121","85.2","142"
"Linkage to HIV medical care","2022","Nevada","32","25-34","All races/ethnicities","Both sexes","177","89.4","198"
"Linkage to HIV medical care","2022","Nevada","32","13-24","All races/ethnicities","Both sexes","78","90.7","86"
"Linkage to HIV medical care","2022","New Hampshire","33","65+","All races/ethnicities","Both sexes","2","66.7","3"
"Linkage to HIV medical care","2022","New Hampshire","33","55-64","All races/ethnicities","Both sexes","0","0.0","0"
"Linkage to HIV medical care","2022","New Hampshire","33","45-54","All races/ethnicities","Both sexes","1","100.0","1"
"Linkage to HIV medical care","2022","New Hampshire","33","35-44","All races/ethnicities","Both sexes","4","80.0","5"
"Linkage to HIV medical care","2022","New Hampshire","33","25-34","All races/ethnicities","Both sexes","9","60.0","15"
"Linkage to HIV medical care","2022","New Hampshire","33","13-24","All races/ethnicities","Both sexes","4","100.0","4"
"Linkage to HIV medical care","2022","New Jersey","34","65+","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","New Jersey","34","55-64","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","New Jersey","34","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","New Jersey","34","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","New Jersey","34","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","New Jersey","34","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","New Mexico","35","65+","All races/ethnicities","Both sexes","2","50.0","4"
"Linkage to HIV medical care","2022","New Mexico","35","55-64","All races/ethnicities","Both sexes","7","77.8","9"
"Linkage to HIV medical care","2022","New Mexico","35","45-54","All races/ethnicities","Both sexes","13","92.9","14"
"Linkage to HIV medical care","2022","New Mexico","35","35-44","All races/ethnicities","Both sexes","21","87.5","24"
"Linkage to HIV medical care","2022","New Mexico","35","25-34","All races/ethnicities","Both sexes","26","89.7","29"
"Linkage to HIV medical care","2022","New Mexico","35","13-24","All races/ethnicities","Both sexes","14","100.0","14"
"Linkage to HIV medical care","2022","New York","36","65+","All races/ethnicities","Both sexes","57","81.4","70"
"Linkage to HIV medical care","2022","New York","36","55-64","All races/ethnicities","Both sexes","145","82.9","175"
"Linkage to HIV medical care","2022","New York","36","45-54","All races/ethnicities","Both sexes","218","86.5","252"
"Linkage to HIV medical care","2022","New York","36","35-44","All races/ethnicities","Both sexes","430","87.8","490"
"Linkage to HIV medical care","2022","New York","36","25-34","All races/ethnicities","Both sexes","728","86.5","842"
"Linkage to HIV medical care","2022","New York","36","13-24","All races/ethnicities","Both sexes","345","86.9","397"
"Linkage to HIV medical care","2022","North Carolina","37","65+","All races/ethnicities","Both sexes","20","87.0","23"
"Linkage to HIV medical care","2022","North Carolina","37","55-64","All races/ethnicities","Both sexes","65","84.4","77"
"Linkage to HIV medical care","2022","North Carolina","37","45-54","All races/ethnicities","Both sexes","108","80.0","135"
"Linkage to HIV medical care","2022","North Carolina","37","35-44","All races/ethnicities","Both sexes","202","83.8","241"
"Linkage to HIV medical care","2022","North Carolina","37","25-34","All races/ethnicities","Both sexes","446","78.1","571"
"Linkage to HIV medical care","2022","North Carolina","37","13-24","All races/ethnicities","Both sexes","243","79.4","306"
"Linkage to HIV medical care","2022","North Dakota","38","65+","All races/ethnicities","Both sexes","0","0.0","0"
"Linkage to HIV medical care","2022","North Dakota","38","55-64","All races/ethnicities","Both sexes","4","100.0","4"
"Linkage to HIV medical care","2022","North Dakota","38","45-54","All races/ethnicities","Both sexes","6","100.0","6"
"Linkage to HIV medical care","2022","North Dakota","38","35-44","All races/ethnicities","Both sexes","9","100.0","9"
"Linkage to HIV medical care","2022","North Dakota","38","25-34","All races/ethnicities","Both sexes","14","82.4","17"
"Linkage to HIV medical care","2022","North Dakota","38","13-24","All races/ethnicities","Both sexes","1","50.0","2"
"Linkage to HIV medical care","2022","Northern Mariana Islands","69","65+","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Northern Mariana Islands","69","55-64","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Northern Mariana Islands","69","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Northern Mariana Islands","69","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Northern Mariana Islands","69","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Northern Mariana Islands","69","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Ohio","39","65+","All races/ethnicities","Both sexes","10","76.9","13"
"Linkage to HIV medical care","2022","Ohio","39","55-64","All races/ethnicities","Both sexes","48","88.9","54"
"Linkage to HIV medical care","2022","Ohio","39","45-54","All races/ethnicities","Both sexes","88","82.2","107"
"Linkage to HIV medical care","2022","Ohio","39","35-44","All races/ethnicities","Both sexes","168","81.2","207"
"Linkage to HIV medical care","2022","Ohio","39","25-34","All races/ethnicities","Both sexes","242","79.9","303"
"Linkage to HIV medical care","2022","Ohio","39","13-24","All races/ethnicities","Both sexes","143","83.6","171"
"Linkage to HIV medical care","2022","Oklahoma","40","65+","All races/ethnicities","Both sexes","4","80.0","5"
"Linkage to HIV medical care","2022","Oklahoma","40","55-64","All races/ethnicities","Both sexes","18","81.8","22"
"Linkage to HIV medical care","2022","Oklahoma","40","45-54","All races/ethnicities","Both sexes","39","73.6","53"
"Linkage to HIV medical care","2022","Oklahoma","40","35-44","All races/ethnicities","Both sexes","67","74.4","90"
"Linkage to HIV medical care","2022","Oklahoma","40","25-34","All races/ethnicities","Both sexes","131","84.0","156"
"Linkage to HIV medical care","2022","Oklahoma","40","13-24","All races/ethnicities","Both sexes","59","86.8","68"
"Linkage to HIV medical care","2022","Oregon","41","65+","All races/ethnicities","Both sexes","6","100.0","6"
"Linkage to HIV medical care","2022","Oregon","41","55-64","All races/ethnicities","Both sexes","17","85.0","20"
"Linkage to HIV medical care","2022","Oregon","41","45-54","All races/ethnicities","Both sexes","36","81.8","44"
"Linkage to HIV medical care","2022","Oregon","41","35-44","All races/ethnicities","Both sexes","54","87.1","62"
"Linkage to HIV medical care","2022","Oregon","41","25-34","All races/ethnicities","Both sexes","67","78.8","85"
"Linkage to HIV medical care","2022","Oregon","41","13-24","All races/ethnicities","Both sexes","26","78.8","33"
"Linkage to HIV medical care","2022","Palau","70","65+","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Palau","70","55-64","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Palau","70","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Palau","70","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Palau","70","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Palau","70","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Pennsylvania","42","65+","All races/ethnicities","Both sexes","18","85.7","21"
"Linkage to HIV medical care","2022","Pennsylvania","42","55-64","All races/ethnicities","Both sexes","60","85.7","70"
"Linkage to HIV medical care","2022","Pennsylvania","42","45-54","All races/ethnicities","Both sexes","100","87.7","114"
"Linkage to HIV medical care","2022","Pennsylvania","42","35-44","All races/ethnicities","Both sexes","177","78.7","225"
"Linkage to HIV medical care","2022","Pennsylvania","42","25-34","All races/ethnicities","Both sexes","297","81.6","364"
"Linkage to HIV medical care","2022","Pennsylvania","42","13-24","All races/ethnicities","Both sexes","136","85.0","160"
"Linkage to HIV medical care","2022","Puerto Rico","72","65+","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Puerto Rico","72","55-64","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Puerto Rico","72","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Puerto Rico","72","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Puerto Rico","72","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Puerto Rico","72","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Rhode Island","44","65+","All races/ethnicities","Both sexes","4","100.0","4"
"Linkage to HIV medical care","2022","Rhode Island","44","55-64","All races/ethnicities","Both sexes","9","90.0","10"
"Linkage to HIV medical care","2022","Rhode Island","44","45-54","All races/ethnicities","Both sexes","9","90.0","10"
"Linkage to HIV medical care","2022","Rhode Island","44","35-44","All races/ethnicities","Both sexes","14","93.3","15"
"Linkage to HIV medical care","2022","Rhode Island","44","25-34","All races/ethnicities","Both sexes","19","95.0","20"
"Linkage to HIV medical care","2022","Rhode Island","44","13-24","All races/ethnicities","Both sexes","7","77.8","9"
"Linkage to HIV medical care","2022","South Carolina","45","65+","All races/ethnicities","Both sexes","10","100.0","10"
"Linkage to HIV medical care","2022","South Carolina","45","55-64","All races/ethnicities","Both sexes","42","76.4","55"
"Linkage to HIV medical care","2022","South Carolina","45","45-54","All races/ethnicities","Both sexes","70","78.7","89"
"Linkage to HIV medical care","2022","South Carolina","45","35-44","All races/ethnicities","Both sexes","104","77.0","135"
"Linkage to HIV medical care","2022","South Carolina","45","25-34","All races/ethnicities","Both sexes","199","79.0","252"
"Linkage to HIV medical care","2022","South Carolina","45","13-24","All races/ethnicities","Both sexes","135","76.7","176"
"Linkage to HIV medical care","2022","South Dakota","46","65+","All races/ethnicities","Both sexes","0","0.0","0"
"Linkage to HIV medical care","2022","South Dakota","46","55-64","All races/ethnicities","Both sexes","1","33.3","3"
"Linkage to HIV medical care","2022","South Dakota","46","45-54","All races/ethnicities","Both sexes","7","100.0","7"
"Linkage to HIV medical care","2022","South Dakota","46","35-44","All races/ethnicities","Both sexes","8","72.7","11"
"Linkage to HIV medical care","2022","South Dakota","46","25-34","All races/ethnicities","Both sexes","8","66.7","12"
"Linkage to HIV medical care","2022","South Dakota","46","13-24","All races/ethnicities","Both sexes","4","57.1","7"
"Linkage to HIV medical care","2022","Tennessee","47","65+","All races/ethnicities","Both sexes","13","72.2","18"
"Linkage to HIV medical care","2022","Tennessee","47","55-64","All races/ethnicities","Both sexes","48","81.4","59"
"Linkage to HIV medical care","2022","Tennessee","47","45-54","All races/ethnicities","Both sexes","81","72.3","112"
"Linkage to HIV medical care","2022","Tennessee","47","35-44","All races/ethnicities","Both sexes","96","66.2","145"
"Linkage to HIV medical care","2022","Tennessee","47","25-34","All races/ethnicities","Both sexes","216","68.8","314"
"Linkage to HIV medical care","2022","Tennessee","47","13-24","All races/ethnicities","Both sexes","147","69.3","212"
"Linkage to HIV medical care","2022","Texas","48","65+","All races/ethnicities","Both sexes","76","78.4","97"
"Linkage to HIV medical care","2022","Texas","48","55-64","All races/ethnicities","Both sexes","268","84.5","317"
"Linkage to HIV medical care","2022","Texas","48","45-54","All races/ethnicities","Both sexes","455","83.5","545"
"Linkage to HIV medical care","2022","Texas","48","35-44","All races/ethnicities","Both sexes","812","79.6","1,020"
"Linkage to HIV medical care","2022","Texas","48","25-34","All races/ethnicities","Both sexes","1,522","79.5","1,915"
"Linkage to HIV medical care","2022","Texas","48","13-24","All races/ethnicities","Both sexes","780","77.8","1,002"
"Linkage to HIV medical care","2022","U.S. Virgin Islands","78","65+","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","U.S. Virgin Islands","78","55-64","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","U.S. Virgin Islands","78","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","U.S. Virgin Islands","78","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","U.S. Virgin Islands","78","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","U.S. Virgin Islands","78","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Linkage to HIV medical care","2022","Utah","49","65+","All races/ethnicities","Both sexes","2","100.0","2"
"Linkage to HIV medical care","2022","Utah","49","55-64","All races/ethnicities","Both sexes","10","90.9","11"
"Linkage to HIV medical care","2022","Utah","49","45-54","All races/ethnicities","Both sexes","18","78.3","23"
"Linkage to HIV medical care","2022","Utah","49","35-44","All races/ethnicities","Both sexes","24","82.8","29"
"Linkage to HIV medical care","2022","Utah","49","25-34","All races/ethnicities","Both sexes","49","83.1","59"
"Linkage to HIV medical care","2022","Utah","49","13-24","All races/ethnicities","Both sexes","22","71.0","31"
"Linkage to HIV medical care","2022","Vermont","50","65+","All races/ethnicities","Both sexes","0","0.0","0"
"Linkage to HIV medical care","2022","Vermont","50","55-64","All races/ethnicities","Both sexes","2","100.0","2"
"Linkage to HIV medical care","2022","Vermont","50","45-54","All races/ethnicities","Both sexes","0","0.0","0"
"Linkage to HIV medical care","2022","Vermont","50","35-44","All races/ethnicities","Both sexes","0","0.0","0"
"Linkage to HIV medical care","2022","Vermont","50","25-34","All races/ethnicities","Both sexes","2","100.0","2"
"Linkage to HIV medical care","2022","Vermont","50","13-24","All races/ethnicities","Both sexes","0","0.0","0"
"Linkage to HIV medical care","2022","Virginia","51","65+","All races/ethnicities","Both sexes","18","100.0","18"
"Linkage to HIV medical care","2022","Virginia","51","55-64","All races/ethnicities","Both sexes","53","88.3","60"
"Linkage to HIV medical care","2022","Virginia","51","45-54","All races/ethnicities","Both sexes","86","85.1","101"
"Linkage to HIV medical care","2022","Virginia","51","35-44","All races/ethnicities","Both sexes","143","81.7","175"
"Linkage to HIV medical care","2022","Virginia","51","25-34","All races/ethnicities","Both sexes","266","80.9","329"
"Linkage to HIV medical care","2022","Virginia","51","13-24","All races/ethnicities","Both sexes","118","78.1","151"
"Linkage to HIV medical care","2022","Washington","53","65+","All races/ethnicities","Both sexes","9","81.8","11"
"Linkage to HIV medical care","2022","Washington","53","55-64","All races/ethnicities","Both sexes","32","88.9","36"
"Linkage to HIV medical care","2022","Washington","53","45-54","All races/ethnicities","Both sexes","66","86.8","76"
"Linkage to HIV medical care","2022","Washington","53","35-44","All races/ethnicities","Both sexes","119","89.5","133"
"Linkage to HIV medical care","2022","Washington","53","25-34","All races/ethnicities","Both sexes","147","88.0","167"
"Linkage to HIV medical care","2022","Washington","53","13-24","All races/ethnicities","Both sexes","60","88.2","68"
"Linkage to HIV medical care","2022","West Virginia","54","65+","All races/ethnicities","Both sexes","6","100.0","6"
"Linkage to HIV medical care","2022","West Virginia","54","55-64","All races/ethnicities","Both sexes","6","100.0","6"
"Linkage to HIV medical care","2022","West Virginia","54","45-54","All races/ethnicities","Both sexes","11","57.9","19"
"Linkage to HIV medical care","2022","West Virginia","54","35-44","All races/ethnicities","Both sexes","19","54.3","35"
"Linkage to HIV medical care","2022","West Virginia","54","25-34","All races/ethnicities","Both sexes","38","63.3","60"
"Linkage to HIV medical care","2022","West Virginia","54","13-24","All races/ethnicities","Both sexes","5","50.0","10"
"Linkage to HIV medical care","2022","Wisconsin","55","65+","All races/ethnicities","Both sexes","11","100.0","11"
"Linkage to HIV medical care","2022","Wisconsin","55","55-64","All races/ethnicities","Both sexes","10","90.9","11"
"Linkage to HIV medical care","2022","Wisconsin","55","45-54","All races/ethnicities","Both sexes","35","87.5","40"
"Linkage to HIV medical care","2022","Wisconsin","55","35-44","All races/ethnicities","Both sexes","55","93.2","59"
"Linkage to HIV medical care","2022","Wisconsin","55","25-34","All races/ethnicities","Both sexes","91","91.9","99"
"Linkage to HIV medical care","2022","Wisconsin","55","13-24","All races/ethnicities","Both sexes","61","85.9","71"
"Linkage to HIV medical care","2022","Wyoming","56","65+","All races/ethnicities","Both sexes","0","0.0","0"
"Linkage to HIV medical care","2022","Wyoming","56","55-64","All races/ethnicities","Both sexes","2","100.0","2"
"Linkage to HIV medical care","2022","Wyoming","56","45-54","All races/ethnicities","Both sexes","2","100.0","2"
"Linkage to HIV medical care","2022","Wyoming","56","35-44","All races/ethnicities","Both sexes","3","100.0","3"
"Linkage to HIV medical care","2022","Wyoming","56","25-34","All races/ethnicities","Both sexes","5","83.3","6"
"Linkage to HIV medical care","2022","Wyoming","56","13-24","All races/ethnicities","Both sexes","0","0.0","0"
"Linkage to HIV medical care","2021","Alabama","01","65+","All races/ethnicities","Both sexes","10","76.9","13"
"Linkage to HIV medical care","2021","Alabama","01","55-64","All races/ethnicities","Both sexes","39","88.6","44"
"Linkage to HIV medical care","2021","Alabama","01","45-54","All races/ethnicities","Both sexes","57","85.1","67"
"Linkage to HIV medical care","2021","Alabama","01","35-44","All races/ethnicities","Both sexes","101","79.5","127"
"Linkage to HIV medical care","2021","Alabama","01","25-34","All races/ethnicities","Both sexes","185","82.6","224"
"Linkage to HIV medical care","2021","Alabama","01","13-24","All races/ethnicities","Both sexes","110","73.3","150"
"Linkage to HIV medical care","2021","Alaska","02","65+","All races/ethnicities","Both sexes","0","0.0","0"
"Linkage to HIV medical care","2021","Alaska","02","55-64","All races/ethnicities","Both sexes","3","100.0","3"
"Linkage to HIV medical care","2021","Alaska","02","45-54","All races/ethnicities","Both sexes","3","60.0","5"
"Linkage to HIV medical care","2021","Alaska","02","35-44","All races/ethnicities","Both sexes","6","100.0","6"
