Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Percent,Population
"Linkage to HIV medical care","2021","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2021","Ohio","39","Ages 13 years and older","All races/ethnicities","Female","165","81.3","203"
"Linkage to HIV medical care","2021","Ohio","39","Ages 13 years and older","All races/ethnicities","Male","592","83.9","706"
"Linkage to HIV medical care","2021","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Female","54","78.3","69"
"Linkage to HIV medical care","2021","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Male","249","78.3","318"
"Linkage to HIV medical care","2021","Oregon","41","Ages 13 years and older","All races/ethnicities","Female","21","72.4","29"
"Linkage to HIV medical care","2021","Oregon","41","Ages 13 years and older","All races/ethnicities","Male","138","79.8","173"
"Linkage to HIV medical care","2021","Palau","70","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2021","Palau","70","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2021","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2021","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2021","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2021","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2021","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Female","8","72.7","11"
"Linkage to HIV medical care","2021","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Male","50","87.7","57"
"Linkage to HIV medical care","2021","South Carolina","45","Ages 13 years and older","All races/ethnicities","Female","122","85.9","142"
"Linkage to HIV medical care","2021","South Carolina","45","Ages 13 years and older","All races/ethnicities","Male","435","85.3","510"
"Linkage to HIV medical care","2021","South Dakota","46","Ages 13 years and older","All races/ethnicities","Female","5","83.3","6"
"Linkage to HIV medical care","2021","South Dakota","46","Ages 13 years and older","All races/ethnicities","Male","20","80.0","25"
"Linkage to HIV medical care","2021","Tennessee","47","Ages 13 years and older","All races/ethnicities","Female","117","72.7","161"
"Linkage to HIV medical care","2021","Tennessee","47","Ages 13 years and older","All races/ethnicities","Male","466","69.6","670"
"Linkage to HIV medical care","2021","Texas","48","Ages 13 years and older","All races/ethnicities","Female","613","81.7","750"
"Linkage to HIV medical care","2021","Texas","48","Ages 13 years and older","All races/ethnicities","Male","2,818","78.0","3,613"
"Linkage to HIV medical care","2021","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2021","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2021","Utah","49","Ages 13 years and older","All races/ethnicities","Female","9","90.0","10"
"Linkage to HIV medical care","2021","Utah","49","Ages 13 years and older","All races/ethnicities","Male","102","82.9","123"
"Linkage to HIV medical care","2021","Vermont","50","Ages 13 years and older","All races/ethnicities","Female","1","100.0","1"
"Linkage to HIV medical care","2021","Vermont","50","Ages 13 years and older","All races/ethnicities","Male","11","100.0","11"
"Linkage to HIV medical care","2021","Virginia","51","Ages 13 years and older","All races/ethnicities","Female","127","80.9","157"
"Linkage to HIV medical care","2021","Virginia","51","Ages 13 years and older","All races/ethnicities","Male","506","79.7","635"
"Linkage to HIV medical care","2021","Washington","53","Ages 13 years and older","All races/ethnicities","Female","75","89.3","84"
"Linkage to HIV medical care","2021","Washington","53","Ages 13 years and older","All races/ethnicities","Male","332","88.1","377"
"Linkage to HIV medical care","2021","West Virginia","54","Ages 13 years and older","All races/ethnicities","Female","35","68.6","51"
"Linkage to HIV medical care","2021","West Virginia","54","Ages 13 years and older","All races/ethnicities","Male","72","73.5","98"
"Linkage to HIV medical care","2021","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Female","32","76.2","42"
"Linkage to HIV medical care","2021","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Male","194","91.9","211"
"Linkage to HIV medical care","2021","Wyoming","56","Ages 13 years and older","All races/ethnicities","Female","1","100.0","1"
"Linkage to HIV medical care","2021","Wyoming","56","Ages 13 years and older","All races/ethnicities","Male","5","83.3","6"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","109","79.6","137"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","357","79.7","448"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","3","75.0","4"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","25","100.0","25"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","American Samoa","60","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","American Samoa","60","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","76","86.4","88"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","485","84.5","574"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","37","82.2","45"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","156","79.2","197"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","California","06","Ages 13 years and older","All races/ethnicities","Female","397","80.7","492"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","California","06","Ages 13 years and older","All races/ethnicities","Male","2,872","83.7","3,432"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","39","92.9","42"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","245","86.9","282"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","37","80.4","46"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","106","84.8","125"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","15","93.8","16"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","60","77.9","77"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","31","86.1","36"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","141","87.6","161"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Florida","12","Ages 13 years and older","All races/ethnicities","Female","564","83.6","675"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Florida","12","Ages 13 years and older","All races/ethnicities","Male","2,299","84.1","2,733"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Georgia","13","Ages 13 years and older","All races/ethnicities","Female","323","80.3","402"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Georgia","13","Ages 13 years and older","All races/ethnicities","Male","1,282","81.4","1,575"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Guam","66","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Guam","66","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Hawaii","15","Ages 13 years and older","All races/ethnicities","Female","5","83.3","6"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Hawaii","15","Ages 13 years and older","All races/ethnicities","Male","39","86.7","45"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Idaho","16","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Idaho","16","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Illinois","17","Ages 13 years and older","All races/ethnicities","Female","156","88.1","177"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Illinois","17","Ages 13 years and older","All races/ethnicities","Male","765","83.2","919"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Indiana","18","Ages 13 years and older","All races/ethnicities","Female","57","67.1","85"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Indiana","18","Ages 13 years and older","All races/ethnicities","Male","266","76.4","348"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Iowa","19","Ages 13 years and older","All races/ethnicities","Female","21","100.0","21"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Iowa","19","Ages 13 years and older","All races/ethnicities","Male","69","87.3","79"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Kansas","20","Ages 13 years and older","All races/ethnicities","Female","19","90.5","21"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Kansas","20","Ages 13 years and older","All races/ethnicities","Male","99","84.6","117"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Kentucky","21","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Kentucky","21","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Louisiana","22","Ages 13 years and older","All races/ethnicities","Female","128","75.3","170"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Louisiana","22","Ages 13 years and older","All races/ethnicities","Male","421","76.3","552"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Maine","23","Ages 13 years and older","All races/ethnicities","Female","4","80.0","5"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Maine","23","Ages 13 years and older","All races/ethnicities","Male","11","100.0","11"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Maryland","24","Ages 13 years and older","All races/ethnicities","Female","164","90.1","182"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Maryland","24","Ages 13 years and older","All races/ethnicities","Male","453","86.5","524"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Female","105","88.2","119"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Male","277","87.9","315"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Michigan","26","Ages 13 years and older","All races/ethnicities","Female","74","86.0","86"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Michigan","26","Ages 13 years and older","All races/ethnicities","Male","364","84.1","433"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Minnesota","27","Ages 13 years and older","All races/ethnicities","Female","33","91.7","36"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Minnesota","27","Ages 13 years and older","All races/ethnicities","Male","173","89.6","193"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Mississippi","28","Ages 13 years and older","All races/ethnicities","Female","62","83.8","74"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Mississippi","28","Ages 13 years and older","All races/ethnicities","Male","232","70.7","328"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Missouri","29","Ages 13 years and older","All races/ethnicities","Female","59","79.7","74"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Missouri","29","Ages 13 years and older","All races/ethnicities","Male","226","79.3","285"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Montana","30","Ages 13 years and older","All races/ethnicities","Female","2","100.0","2"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Montana","30","Ages 13 years and older","All races/ethnicities","Male","11","91.7","12"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Nebraska","31","Ages 13 years and older","All races/ethnicities","Female","14","87.5","16"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Nebraska","31","Ages 13 years and older","All races/ethnicities","Male","51","89.5","57"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Nevada","32","Ages 13 years and older","All races/ethnicities","Female","48","88.9","54"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Nevada","32","Ages 13 years and older","All races/ethnicities","Male","290","85.8","338"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Female","3","100.0","3"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Male","23","76.7","30"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","New Jersey","34","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","New Jersey","34","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","New Mexico","35","Ages 13 years and older","All races/ethnicities","Female","10","76.9","13"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","New Mexico","35","Ages 13 years and older","All races/ethnicities","Male","101","85.6","118"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","New York","36","Ages 13 years and older","All races/ethnicities","Female","308","80.4","383"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","New York","36","Ages 13 years and older","All races/ethnicities","Male","1,377","87.2","1,580"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","North Carolina","37","Ages 13 years and older","All races/ethnicities","Female","157","84.4","186"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","North Carolina","37","Ages 13 years and older","All races/ethnicities","Male","730","81.7","893"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","North Dakota","38","Ages 13 years and older","All races/ethnicities","Female","9","81.8","11"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","North Dakota","38","Ages 13 years and older","All races/ethnicities","Male","22","88.0","25"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Ohio","39","Ages 13 years and older","All races/ethnicities","Female","133","84.2","158"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Ohio","39","Ages 13 years and older","All races/ethnicities","Male","628","86.0","730"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Female","36","78.3","46"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Male","217","75.6","287"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Oregon","41","Ages 13 years and older","All races/ethnicities","Female","20","95.2","21"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Oregon","41","Ages 13 years and older","All races/ethnicities","Male","130","81.8","159"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Palau","70","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Palau","70","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Female","12","100.0","12"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Male","36","87.8","41"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","South Carolina","45","Ages 13 years and older","All races/ethnicities","Female","122","90.4","135"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","South Carolina","45","Ages 13 years and older","All races/ethnicities","Male","454","87.3","520"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","South Dakota","46","Ages 13 years and older","All races/ethnicities","Female","7","87.5","8"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","South Dakota","46","Ages 13 years and older","All races/ethnicities","Male","22","84.6","26"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Tennessee","47","Ages 13 years and older","All races/ethnicities","Female","78","75.0","104"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Tennessee","47","Ages 13 years and older","All races/ethnicities","Male","403","74.2","543"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Texas","48","Ages 13 years and older","All races/ethnicities","Female","456","77.0","592"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Texas","48","Ages 13 years and older","All races/ethnicities","Male","2,275","77.0","2,956"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Utah","49","Ages 13 years and older","All races/ethnicities","Female","12","92.3","13"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Utah","49","Ages 13 years and older","All races/ethnicities","Male","99","83.9","118"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Vermont","50","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Vermont","50","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Virginia","51","Ages 13 years and older","All races/ethnicities","Female","99","85.3","116"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Virginia","51","Ages 13 years and older","All races/ethnicities","Male","413","80.7","512"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Washington","53","Ages 13 years and older","All races/ethnicities","Female","64","88.9","72"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Washington","53","Ages 13 years and older","All races/ethnicities","Male","309","88.5","349"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","West Virginia","54","Ages 13 years and older","All races/ethnicities","Female","37","72.5","51"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","West Virginia","54","Ages 13 years and older","All races/ethnicities","Male","62","70.5","88"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Female","35","81.4","43"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Male","150","88.2","170"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Wyoming","56","Ages 13 years and older","All races/ethnicities","Female","1","50.0","2"
"Linkage to HIV medical care","2020 (COVID-19 Pandemic)","Wyoming","56","Ages 13 years and older","All races/ethnicities","Male","12","100.0","12"
"Linkage to HIV medical care","2019","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","111","80.4","138"
"Linkage to HIV medical care","2019","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","394","78.8","500"
"Linkage to HIV medical care","2019","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","5","71.4","7"
"Linkage to HIV medical care","2019","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","18","90.0","20"
"Linkage to HIV medical care","2019","American Samoa","60","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2019","American Samoa","60","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2019","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","92","80.0","115"
"Linkage to HIV medical care","2019","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","538","83.3","646"
"Linkage to HIV medical care","2019","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","54","81.8","66"
"Linkage to HIV medical care","2019","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","175","79.2","221"
"Linkage to HIV medical care","2019","California","06","Ages 13 years and older","All races/ethnicities","Female","419","78.8","532"
"Linkage to HIV medical care","2019","California","06","Ages 13 years and older","All races/ethnicities","Male","3,182","83.3","3,822"
"Linkage to HIV medical care","2019","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","66","80.5","82"
"Linkage to HIV medical care","2019","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","319","84.2","379"
"Linkage to HIV medical care","2019","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","40","80.0","50"
"Linkage to HIV medical care","2019","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","146","89.6","163"
"Linkage to HIV medical care","2019","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","19","76.0","25"
"Linkage to HIV medical care","2019","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","52","76.5","68"
"Linkage to HIV medical care","2019","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","46","79.3","58"
"Linkage to HIV medical care","2019","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","164","83.2","197"
"Linkage to HIV medical care","2019","Florida","12","Ages 13 years and older","All races/ethnicities","Female","740","80.1","924"
"Linkage to HIV medical care","2019","Florida","12","Ages 13 years and older","All races/ethnicities","Male","2,922","84.6","3,454"
"Linkage to HIV medical care","2019","Georgia","13","Ages 13 years and older","All races/ethnicities","Female","367","78.4","468"
"Linkage to HIV medical care","2019","Georgia","13","Ages 13 years and older","All races/ethnicities","Male","1,594","80.9","1,971"
"Linkage to HIV medical care","2019","Guam","66","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2019","Guam","66","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2019","Hawaii","15","Ages 13 years and older","All races/ethnicities","Female","4","57.1","7"
"Linkage to HIV medical care","2019","Hawaii","15","Ages 13 years and older","All races/ethnicities","Male","51","87.9","58"
"Linkage to HIV medical care","2019","Idaho","16","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2019","Idaho","16","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2019","Illinois","17","Ages 13 years and older","All races/ethnicities","Female","185","77.7","238"
"Linkage to HIV medical care","2019","Illinois","17","Ages 13 years and older","All races/ethnicities","Male","857","84.5","1,014"
"Linkage to HIV medical care","2019","Indiana","18","Ages 13 years and older","All races/ethnicities","Female","63","68.5","92"
"Linkage to HIV medical care","2019","Indiana","18","Ages 13 years and older","All races/ethnicities","Male","244","61.9","394"
"Linkage to HIV medical care","2019","Iowa","19","Ages 13 years and older","All races/ethnicities","Female","25","89.3","28"
"Linkage to HIV medical care","2019","Iowa","19","Ages 13 years and older","All races/ethnicities","Male","66","91.7","72"
"Linkage to HIV medical care","2019","Kansas","20","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2019","Kansas","20","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2019","Kentucky","21","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2019","Kentucky","21","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2019","Louisiana","22","Ages 13 years and older","All races/ethnicities","Female","156","81.3","192"
"Linkage to HIV medical care","2019","Louisiana","22","Ages 13 years and older","All races/ethnicities","Male","566","82.1","689"
"Linkage to HIV medical care","2019","Maine","23","Ages 13 years and older","All races/ethnicities","Female","9","100.0","9"
"Linkage to HIV medical care","2019","Maine","23","Ages 13 years and older","All races/ethnicities","Male","19","90.5","21"
"Linkage to HIV medical care","2019","Maryland","24","Ages 13 years and older","All races/ethnicities","Female","219","83.3","263"
"Linkage to HIV medical care","2019","Maryland","24","Ages 13 years and older","All races/ethnicities","Male","579","88.4","655"
"Linkage to HIV medical care","2019","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Female","128","91.4","140"
"Linkage to HIV medical care","2019","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Male","358","90.6","395"
"Linkage to HIV medical care","2019","Michigan","26","Ages 13 years and older","All races/ethnicities","Female","96","86.5","111"
"Linkage to HIV medical care","2019","Michigan","26","Ages 13 years and older","All races/ethnicities","Male","469","83.3","563"
"Linkage to HIV medical care","2019","Minnesota","27","Ages 13 years and older","All races/ethnicities","Female","71","94.7","75"
"Linkage to HIV medical care","2019","Minnesota","27","Ages 13 years and older","All races/ethnicities","Male","179","89.9","199"
"Linkage to HIV medical care","2019","Mississippi","28","Ages 13 years and older","All races/ethnicities","Female","72","73.5","98"
"Linkage to HIV medical care","2019","Mississippi","28","Ages 13 years and older","All races/ethnicities","Male","267","70.4","379"
"Linkage to HIV medical care","2019","Missouri","29","Ages 13 years and older","All races/ethnicities","Female","85","75.9","112"
"Linkage to HIV medical care","2019","Missouri","29","Ages 13 years and older","All races/ethnicities","Male","291","77.4","376"
"Linkage to HIV medical care","2019","Montana","30","Ages 13 years and older","All races/ethnicities","Female","4","100.0","4"
"Linkage to HIV medical care","2019","Montana","30","Ages 13 years and older","All races/ethnicities","Male","18","85.7","21"
"Linkage to HIV medical care","2019","Nebraska","31","Ages 13 years and older","All races/ethnicities","Female","13","81.3","16"
"Linkage to HIV medical care","2019","Nebraska","31","Ages 13 years and older","All races/ethnicities","Male","52","80.0","65"
"Linkage to HIV medical care","2019","Nevada","32","Ages 13 years and older","All races/ethnicities","Female","62","86.1","72"
"Linkage to HIV medical care","2019","Nevada","32","Ages 13 years and older","All races/ethnicities","Male","363","82.5","440"
"Linkage to HIV medical care","2019","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Female","4","100.0","4"
"Linkage to HIV medical care","2019","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Male","23","85.2","27"
"Linkage to HIV medical care","2019","New Jersey","34","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"Linkage to HIV medical care","2019","New Jersey","34","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"Linkage to HIV medical care","2019","New Mexico","35","Ages 13 years and older","All races/ethnicities","Female","19","90.5","21"
"Linkage to HIV medical care","2019","New Mexico","35","Ages 13 years and older","All races/ethnicities","Male","119","88.1","135"
