Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,Age Groups,Age Groups Code,Count,Population,Crude Rate
,2019,2019,Colon and Rectum,21041-21052,40-44 years,40-44,4248,20189086,21
,2019,2019,Colon and Rectum,21041-21052,45-49 years,45-49,7595,20691439,36.7
,2019,2019,Colon and Rectum,21041-21052,50-54 years,50-54,13479,20763954,64.9
,2019,2019,Colon and Rectum,21041-21052,55-59 years,55-59,15252,22146262,68.9
,2019,2019,Colon and Rectum,21041-21052,60-64 years ,60-64,18028,20632493,87.4
,2019,2019,Colon and Rectum,21041-21052,65-69 years,65-69,19963,17434115,114.5
,2019,2019,Colon and Rectum,21041-21052,70-74 years,70-74,18839,13838690,136.1
,2019,2019,Colon and Rectum,21041-21052,75-79 years,75-79,15967,9382330,170.2
,2019,2019,Colon and Rectum,21041-21052,80-84 years,80-84,13307,6160228,216
,2019,2019,Colon and Rectum,21041-21052,85+ years,85+,14981,6436358,232.8
,2020,2020,Colon and Rectum,21041-21052,5-9 years,9-May,18,19660173,0.1
,2020,2020,Colon and Rectum,21041-21052,10-14 years,14-Oct,133,20968065,0.6
,2020,2020,Colon and Rectum,21041-21052,15-19 years,15-19,271,21461752,1.3
,2020,2020,Colon and Rectum,21041-21052,20-24 years,20-24,434,21603608,2
,2020,2020,Colon and Rectum,21041-21052,25-29 years,25-29,750,22312298,3.4
,2020,2020,Colon and Rectum,21041-21052,30-34 years,30-34,1493,22355788,6.7
,2020,2020,Colon and Rectum,21041-21052,35-39 years,35-39,2547,21702164,11.7
,2020,2020,Colon and Rectum,21041-21052,40-44 years,40-44,4038,20190061,20
,2020,2020,Colon and Rectum,21041-21052,45-49 years,45-49,7024,19865323,35.4
,2020,2020,Colon and Rectum,21041-21052,50-54 years,50-54,11713,20302666,57.7
,2020,2020,Colon and Rectum,21041-21052,55-59 years,55-59,12911,21461732,60.2
,2020,2020,Colon and Rectum,21041-21052,60-64 years ,60-64,15916,20455056,77.8
,2020,2020,Colon and Rectum,21041-21052,65-69 years,65-69,17296,17502209,98.8
,2020,2020,Colon and Rectum,21041-21052,70-74 years,70-74,16535,14213135,116.3
,2020,2020,Colon and Rectum,21041-21052,75-79 years,75-79,13879,9491894,146.2
,2020,2020,Colon and Rectum,21041-21052,80-84 years,80-84,11474,6163223,186.2
,2020,2020,Colon and Rectum,21041-21052,85+ years,85+,13386,6354317,210.7
,2021,2021,Colon and Rectum,21041-21052,5-9 years,9-May,32,19622750,0.2
,2021,2021,Colon and Rectum,21041-21052,10-14 years,14-Oct,149,20740307,0.7
,2021,2021,Colon and Rectum,21041-21052,15-19 years,15-19,287,21106448,1.4
,2021,2021,Colon and Rectum,21041-21052,20-24 years,20-24,401,21997754,1.8
,2021,2021,Colon and Rectum,21041-21052,25-29 years,25-29,771,21944401,3.5
,2021,2021,Colon and Rectum,21041-21052,30-34 years,30-34,1418,22593238,6.3
,2021,2021,Colon and Rectum,21041-21052,35-39 years,35-39,2701,21775872,12.4
,2021,2021,Colon and Rectum,21041-21052,40-44 years,40-44,4565,20614140,22.1
,2021,2021,Colon and Rectum,21041-21052,45-49 years,45-49,7711,19348538,39.9
,2021,2021,Colon and Rectum,21041-21052,50-54 years,50-54,13694,20428817,67
,2021,2021,Colon and Rectum,21041-21052,55-59 years,55-59,13875,21024471,66
,2021,2021,Colon and Rectum,21041-21052,60-64 years ,60-64,17126,20648511,82.9
,2021,2021,Colon and Rectum,21041-21052,65-69 years,65-69,19019,17864003,106.5
,2021,2021,Colon and Rectum,21041-21052,70-74 years,70-74,18451,14879863,124
,2021,2021,Colon and Rectum,21041-21052,75-79 years,75-79,15293,9723768,157.3
,2021,2021,Colon and Rectum,21041-21052,80-84 years,80-84,12400,6294891,197
,2021,2021,Colon and Rectum,21041-21052,85+ years,85+,14005,6339614,220.9
---,,,,,,,,,
"Dataset: United States and Puerto Rico Cancer Statistics, 1999-2021 Incidence",,,,,,,,,
Query Parameters:,,,,,,,,,
Leading Cancer Sites: Colon and Rectum,,,,,,,,,
Group By: Year; Leading Cancer Sites; Age Groups,,,,,,,,,
Show Totals: Disabled,,,,,,,,,
Show Zero Values: False,,,,,,,,,
Show Suppressed: False,,,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,,,
Standard Population: 2000 U.S. Std. Million,,,,,,,,,
---,,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/cancer-v2021.html for more information.,,,,,,,,,
---,,,,,,,,,
"Query Date: Aug 20, 2024 10:50:44 AM",,,,,,,,,
---,,,,,,,,,
"Suggested Citation: United States Cancer Statistics - Incidence: 1999 - 2021, WONDER Online Database. United States Department",,,,,,,,,
"of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute; 2023 submission; 2024",,,,,,,,,
"release. Accessed at http://wonder.cdc.gov/cancer-v2021.html on Aug 20, 2024 10:50:44 AM",,,,,,,,,
---,,,,,,,,,
Messages:,,,,,,,,,
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,,,,,
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,,,,,
2. Rows with zero Count are hidden. Use Quick Options above to show zero rows.,,,,,,,,,
3. Rows with suppressed Count are hidden. Use Quick Options above to show suppressed rows.,,,,,,,,,
---,,,,,,,,,
Caveats:,,,,,,,,,
"1. Statistics are suppressed to protect personal privacy, for the following conditions: <ol><li> Data are suppressed if the",,,,,,,,,
figures represent fewer than 16 cases for the specific category in the table cell. </li><li> Counts and rates are suppressed for,,,,,,,,,
"cells at the Metropolitan Statistical Area (MSA) level for the race categories ""American Indian or Alaska Native"" or ""Asian",,,,,,,,,
"or Pacific Islander"" when the specific category's population for rate calculations is less than 50,000 persons. </li><li> Data",,,,,,,,,
are suppressed at the state and MSA level for certain race and ethnicity groups: <ul><li> American Indian or Alaska Native data,,,,,,,,,
"are suppressed at the state and MSA level for residents of Illinois, Kansas, New Jersey, and New York; </li><li> Hispanic Asian",,,,,,,,,
or Pacific Islander and Hispanic Black or African American data are suppressed at the state and MSA level for residents of,,,,,,,,,
Kansas; </li><li> Race by ethnicity data are suppressed for state specific statistics for residents of North Dakota and,,,,,,,,,
Wisconsin. Ethnicity data are also suppressed for residents of North Dakota and Wisconsin. </li></ul> </li></ol> States decide,,,,,,,,,
whether to suppress data for specific race and ethnicity categories. The suppression criteria may vary in previous releases of,,,,,,,,,
these data More information: http://wonder.cdc.gov/wonder/help/cancer-v2021.html#Confidentiality.,,,,,,,,,
"2. The ""Show Totals"" checkbox is disabled when data are grouped by Cancer Sites or by Childhood Cancer, because aggregate",,,,,,,,,
values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be,,,,,,,,,
misleading.,,,,,,,,,
3. Age-adjusted rates are not available when results are grouped by age.,,,,,,,,,
4. Data are from selected statewide and metropolitan area cancer registries that meet data quality criteria. Incidence data,,,,,,,,,
shown for the United States are diagnoses and populations from included registries only.,,,,,,,,,
"5. Information on primary site, behavior, and histology was coded according to the International Classification of Diseases for",,,,,,,,,
"Oncology, Third Edition (ICD-O-3) and categorized according to the revised SEER recodes dated March 1, 2018, which define",,,,,,,,,
standard groupings of primary cancer sites.,,,,,,,,,
"6. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and",,,,,,,,,
Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for,,,,,,,,,
"these states, nor are these counts included in the summary populations for the affected division, regions or national",,,,,,,,,
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005.",,,,,,,,,
