"Date Printed: Wednesday, January 25, 2023 12:49:48 PM",,,,,,,,,,
Title: HIV diagnoses | 2019 | 55+ | All races/ethnicities | Both sexes | All transmission categories | US Map-County Level,,,,,,,,,,
,,,,,,,,,,
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,,
HIV diagnoses,"Lamar County, Georgia",13171,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,701"
HIV diagnoses,"Lanier County, Georgia",13173,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,928"
HIV diagnoses,"Laurens County, Georgia",13175,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"14,621"
HIV diagnoses,"Lee County, Georgia",13177,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,456"
HIV diagnoses,"Liberty County, Georgia",13179,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,796"
HIV diagnoses,"Lincoln County, Georgia",13181,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,335"
HIV diagnoses,"Long County, Georgia",13183,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,172"
HIV diagnoses,"Lowndes County, Georgia",13185,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"26,860"
HIV diagnoses,"Lumpkin County, Georgia",13187,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,567"
HIV diagnoses,"Mcduffie County, Georgia",13189,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,823"
HIV diagnoses,"Mcintosh County, Georgia",13191,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,371"
HIV diagnoses,"Macon County, Georgia",13193,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,178"
HIV diagnoses,"Madison County, Georgia",13195,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,469"
HIV diagnoses,"Marion County, Georgia",13197,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,171"
HIV diagnoses,"Meriwether County, Georgia",13199,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,570"
HIV diagnoses,"Miller County, Georgia",13201,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,021"
HIV diagnoses,"Mitchell County, Georgia",13205,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,599"
HIV diagnoses,"Monroe County, Georgia",13207,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,464"
HIV diagnoses,"Montgomery County, Georgia",13209,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,784"
HIV diagnoses,"Morgan County, Georgia",13211,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,651"
HIV diagnoses,"Murray County, Georgia",13213,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"11,219"
HIV diagnoses,"Muscogee County, Georgia",13215,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"49,772"
HIV diagnoses,"Newton County, Georgia",13217,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"28,191"
HIV diagnoses,"Oconee County, Georgia",13219,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,505"
HIV diagnoses,"Oglethorpe County, Georgia",13221,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,202"
HIV diagnoses,"Paulding County, Georgia",13223,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"38,261"
HIV diagnoses,"Peach County, Georgia",13225,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"8,447"
HIV diagnoses,"Pickens County, Georgia",13227,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,405"
HIV diagnoses,"Pierce County, Georgia",13229,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,835"
HIV diagnoses,"Pike County, Georgia",13231,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,600"
HIV diagnoses,"Polk County, Georgia",13233,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,153"
HIV diagnoses,"Pulaski County, Georgia",13235,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,104"
HIV diagnoses,"Putnam County, Georgia",13237,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,901"
HIV diagnoses,"Quitman County, Georgia",13239,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,089"
HIV diagnoses,"Rabun County, Georgia",13241,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"7,505"
HIV diagnoses,"Randolph County, Georgia",13243,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,773"
HIV diagnoses,"Richmond County, Georgia",13245,2019,55+,All races/ethnicities,Both sexes,All transmission categories,10,18.3,"54,650"
HIV diagnoses,"Rockdale County, Georgia",13247,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"26,133"
HIV diagnoses,"Schley County, Georgia",13249,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,587"
HIV diagnoses,"Screven County, Georgia",13251,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,850"
HIV diagnoses,"Seminole County, Georgia",13253,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,144"
HIV diagnoses,"Spalding County, Georgia",13255,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"20,802"
HIV diagnoses,"Stephens County, Georgia",13257,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,726"
HIV diagnoses,"Stewart County, Georgia",13259,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,625"
HIV diagnoses,"Sumter County, Georgia",13261,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,637"
HIV diagnoses,"Talbot County, Georgia",13263,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,743"
HIV diagnoses,"Taliaferro County, Georgia",13265,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,698
HIV diagnoses,"Tattnall County, Georgia",13267,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,864"
HIV diagnoses,"Taylor County, Georgia",13269,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,938"
HIV diagnoses,"Telfair County, Georgia",13271,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,060"
HIV diagnoses,"Terrell County, Georgia",13273,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,946"
HIV diagnoses,"Thomas County, Georgia",13275,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"14,422"
HIV diagnoses,"Tift County, Georgia",13277,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,065"
HIV diagnoses,"Toombs County, Georgia",13279,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,884"
HIV diagnoses,"Towns County, Georgia",13281,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,959"
HIV diagnoses,"Treutlen County, Georgia",13283,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,168"
HIV diagnoses,"Troup County, Georgia",13285,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"19,524"
HIV diagnoses,"Turner County, Georgia",13287,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,461"
HIV diagnoses,"Twiggs County, Georgia",13289,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,303"
HIV diagnoses,"Union County, Georgia",13291,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,585"
HIV diagnoses,"Upson County, Georgia",13293,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,714"
HIV diagnoses,"Walker County, Georgia",13295,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"22,907"
HIV diagnoses,"Walton County, Georgia",13297,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"26,989"
HIV diagnoses,"Ware County, Georgia",13299,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"10,747"
HIV diagnoses,"Warren County, Georgia",13301,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,026"
HIV diagnoses,"Washington County, Georgia",13303,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,530"
HIV diagnoses,"Wayne County, Georgia",13305,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,578"
HIV diagnoses,"Webster County, Georgia",13307,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,008"
HIV diagnoses,"Wheeler County, Georgia",13309,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,074"
HIV diagnoses,"White County, Georgia",13311,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,505"
HIV diagnoses,"Whitfield County, Georgia",13313,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"26,992"
HIV diagnoses,"Wilcox County, Georgia",13315,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,603"
HIV diagnoses,"Wilkes County, Georgia",13317,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,806"
HIV diagnoses,"Wilkinson County, Georgia",13319,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,196"
HIV diagnoses,"Worth County, Georgia",13321,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,910"
HIV diagnoses,"Hawaii County, Hawaii",15001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"73,557"
HIV diagnoses,"Honolulu County, Hawaii",15003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,6,2,"294,063"
HIV diagnoses,"Kalawao County, Hawaii",15005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,60
HIV diagnoses,"Kauai County, Hawaii",15007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"25,105"
HIV diagnoses,"Maui County, Hawaii",15009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"55,501"
HIV diagnoses,"Ada County, Idaho",16001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"130,348"
HIV diagnoses,"Adams County, Idaho",16003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,154"
HIV diagnoses,"Bannock County, Idaho",16005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"22,769"
HIV diagnoses,"Bear Lake County, Idaho",16007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,106"
HIV diagnoses,"Benewah County, Idaho",16009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,662"
HIV diagnoses,"Bingham County, Idaho",16011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,186"
HIV diagnoses,"Blaine County, Idaho",16013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,244"
HIV diagnoses,"Boise County, Idaho",16015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,754"
HIV diagnoses,"Bonner County, Idaho",16017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"19,311"
HIV diagnoses,"Bonneville County, Idaho",16019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"28,756"
HIV diagnoses,"Boundary County, Idaho",16021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,705"
HIV diagnoses,"Butte County, Idaho",16023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,059"
HIV diagnoses,"Camas County, Idaho",16025,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,444
HIV diagnoses,"Canyon County, Idaho",16027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"57,213"
HIV diagnoses,"Caribou County, Idaho",16029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,114"
HIV diagnoses,"Cassia County, Idaho",16031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,068"
HIV diagnoses,"Clark County, Idaho",16033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,264
HIV diagnoses,"Clearwater County, Idaho",16035,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,943"
HIV diagnoses,"Custer County, Idaho",16037,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,033"
HIV diagnoses,"Elmore County, Idaho",16039,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,905"
HIV diagnoses,"Franklin County, Idaho",16041,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,555"
HIV diagnoses,"Fremont County, Idaho",16043,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,029"
HIV diagnoses,"Gem County, Idaho",16045,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,797"
HIV diagnoses,"Gooding County, Idaho",16047,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,654"
HIV diagnoses,"Idaho County, Idaho",16049,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,468"
HIV diagnoses,"Jefferson County, Idaho",16051,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,659"
HIV diagnoses,"Jerome County, Idaho",16053,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,966"
HIV diagnoses,"Kootenai County, Idaho",16055,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"54,561"
HIV diagnoses,"Latah County, Idaho",16057,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,890"
HIV diagnoses,"Lemhi County, Idaho",16059,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,830"
HIV diagnoses,"Lewis County, Idaho",16061,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,685"
HIV diagnoses,"Lincoln County, Idaho",16063,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,413"
HIV diagnoses,"Madison County, Idaho",16065,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,331"
HIV diagnoses,"Minidoka County, Idaho",16067,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,872"
HIV diagnoses,"Nez Perce County, Idaho",16069,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,783"
HIV diagnoses,"Oneida County, Idaho",16071,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,519"
HIV diagnoses,"Owyhee County, Idaho",16073,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,755"
HIV diagnoses,"Payette County, Idaho",16075,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,562"
HIV diagnoses,"Power County, Idaho",16077,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,161"
HIV diagnoses,"Shoshone County, Idaho",16079,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,098"
HIV diagnoses,"Teton County, Idaho",16081,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,053"
HIV diagnoses,"Twin Falls County, Idaho",16083,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"23,725"
HIV diagnoses,"Valley County, Idaho",16085,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,862"
HIV diagnoses,"Washington County, Idaho",16087,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,092"
HIV diagnoses,"Adams County, Illinois",17001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"22,690"
HIV diagnoses,"Alexander County, Illinois",17003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,318"
HIV diagnoses,"Bond County, Illinois",17005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,637"
HIV diagnoses,"Boone County, Illinois",17007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"15,533"
HIV diagnoses,"Brown County, Illinois",17009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,716"
HIV diagnoses,"Bureau County, Illinois",17011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,160"
HIV diagnoses,"Calhoun County, Illinois",17013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,920"
HIV diagnoses,"Carroll County, Illinois",17015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,936"
HIV diagnoses,"Cass County, Illinois",17017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,826"
HIV diagnoses,"Champaign County, Illinois",17019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"49,693"
HIV diagnoses,"Christian County, Illinois",17021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,391"
HIV diagnoses,"Clark County, Illinois",17023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,378"
HIV diagnoses,"Clay County, Illinois",17025,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,665"
HIV diagnoses,"Clinton County, Illinois",17027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,154"
HIV diagnoses,"Coles County, Illinois",17029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"15,536"
HIV diagnoses,"Cook County, Illinois",17031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,64,4.5,"1,409,687"
HIV diagnoses,"Crawford County, Illinois",17033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,360"
HIV diagnoses,"Cumberland County, Illinois",17035,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,809"
HIV diagnoses,"Dekalb County, Illinois",17037,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"25,336"
HIV diagnoses,"De Witt County, Illinois",17039,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,521"
HIV diagnoses,"Douglas County, Illinois",17041,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,199"
HIV diagnoses,"Dupage County, Illinois",17043,2019,55+,All races/ethnicities,Both sexes,All transmission categories,4,1.4,"278,400"
HIV diagnoses,"Edgar County, Illinois",17045,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,538"
HIV diagnoses,"Edwards County, Illinois",17047,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,301"
HIV diagnoses,"Effingham County, Illinois",17049,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,086"
HIV diagnoses,"Fayette County, Illinois",17051,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,069"
HIV diagnoses,"Ford County, Illinois",17053,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,498"
HIV diagnoses,"Franklin County, Illinois",17055,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,423"
HIV diagnoses,"Fulton County, Illinois",17057,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,016"
HIV diagnoses,"Gallatin County, Illinois",17059,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,876"
HIV diagnoses,"Greene County, Illinois",17061,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,551"
HIV diagnoses,"Grundy County, Illinois",17063,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,941"
HIV diagnoses,"Hamilton County, Illinois",17065,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,012"
HIV diagnoses,"Hancock County, Illinois",17067,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,939"
HIV diagnoses,"Hardin County, Illinois",17069,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,660"
HIV diagnoses,"Henderson County, Illinois",17071,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,915"
HIV diagnoses,"Henry County, Illinois",17073,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"17,351"
HIV diagnoses,"Iroquois County, Illinois",17075,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,133"
HIV diagnoses,"Jackson County, Illinois",17077,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"15,713"
HIV diagnoses,"Jasper County, Illinois",17079,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,423"
HIV diagnoses,"Jefferson County, Illinois",17081,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,382"
HIV diagnoses,"Jersey County, Illinois",17083,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,685"
HIV diagnoses,"Jo Daviess County, Illinois",17085,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,560"
HIV diagnoses,"Johnson County, Illinois",17087,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,448"
HIV diagnoses,"Kane County, Illinois",17089,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"143,758"
HIV diagnoses,"Kankakee County, Illinois",17091,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"33,308"
HIV diagnoses,"Kendall County, Illinois",17093,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"26,787"
HIV diagnoses,"Knox County, Illinois",17095,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"17,747"
HIV diagnoses,"Lake County, Illinois",17097,2019,55+,All races/ethnicities,Both sexes,All transmission categories,4,2,"199,057"
HIV diagnoses,"Lasalle County, Illinois",17099,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"37,301"
HIV diagnoses,"Lawrence County, Illinois",17101,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,849"
HIV diagnoses,"Lee County, Illinois",17103,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,994"
HIV diagnoses,"Livingston County, Illinois",17105,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,105"
HIV diagnoses,"Logan County, Illinois",17107,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,108"
HIV diagnoses,"Mcdonough County, Illinois",17109,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,964"
HIV diagnoses,"Mchenry County, Illinois",17111,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"91,984"
HIV diagnoses,"Mclean County, Illinois",17113,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"43,438"
HIV diagnoses,"Macon County, Illinois",17115,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"35,722"
HIV diagnoses,"Macoupin County, Illinois",17117,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"16,250"
HIV diagnoses,"Madison County, Illinois",17119,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"84,484"
HIV diagnoses,"Marion County, Illinois",17121,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,805"
HIV diagnoses,"Marshall County, Illinois",17123,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,482"
HIV diagnoses,"Mason County, Illinois",17125,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,039"
HIV diagnoses,"Massac County, Illinois",17127,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,054"
HIV diagnoses,"Menard County, Illinois",17129,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,340"
HIV diagnoses,"Mercer County, Illinois",17131,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,739"
HIV diagnoses,"Monroe County, Illinois",17133,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,827"
HIV diagnoses,"Montgomery County, Illinois",17135,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,014"
HIV diagnoses,"Morgan County, Illinois",17137,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,674"
HIV diagnoses,"Moultrie County, Illinois",17139,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,704"
