Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Percent,Population
"PrEP coverage and number of persons prescribed","2021","Missouri","29","35-44","All races/ethnicities","Both sexes","921","24.6","3,740"
"PrEP coverage and number of persons prescribed","2021","Montana","30","25-34","All races/ethnicities","Both sexes","151","15.1","1,000"
"PrEP coverage and number of persons prescribed","2021","Montana","30","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","300"
"PrEP coverage and number of persons prescribed","2021","Montana","30","45-54","All races/ethnicities","Both sexes","45","Data suppressed","NA"
"PrEP coverage and number of persons prescribed","2021","Montana","30","35-44","All races/ethnicities","Both sexes","108","15.4","700"
"PrEP coverage and number of persons prescribed","2021","Nebraska","31","25-34","All races/ethnicities","Both sexes","387","48.4","800"
"PrEP coverage and number of persons prescribed","2021","Nebraska","31","13-24","All races/ethnicities","Both sexes","162","34.5","470"
"PrEP coverage and number of persons prescribed","2021","Nebraska","31","45-54","All races/ethnicities","Both sexes","114","31.7","360"
"PrEP coverage and number of persons prescribed","2021","Nebraska","31","35-44","All races/ethnicities","Both sexes","229","58.7","390"
"PrEP coverage and number of persons prescribed","2021","Nevada","32","25-34","All races/ethnicities","Both sexes","1,514","35.4","4,280"
"PrEP coverage and number of persons prescribed","2021","Nevada","32","13-24","All races/ethnicities","Both sexes","413","18.8","2,200"
"PrEP coverage and number of persons prescribed","2021","Nevada","32","45-54","All races/ethnicities","Both sexes","893","55.5","1,610"
"PrEP coverage and number of persons prescribed","2021","Nevada","32","35-44","All races/ethnicities","Both sexes","1,248","52.4","2,380"
"PrEP coverage and number of persons prescribed","2021","New Hampshire","33","25-34","All races/ethnicities","Both sexes","292","26.3","1,110"
"PrEP coverage and number of persons prescribed","2021","New Hampshire","33","13-24","All races/ethnicities","Both sexes","115","47.9","240"
"PrEP coverage and number of persons prescribed","2021","New Hampshire","33","45-54","All races/ethnicities","Both sexes","86","10.9","790"
"PrEP coverage and number of persons prescribed","2021","New Hampshire","33","35-44","All races/ethnicities","Both sexes","198","27.5","720"
"PrEP coverage and number of persons prescribed","2021","New Jersey","34","25-34","All races/ethnicities","Both sexes","3,022","37.1","8,140"
"PrEP coverage and number of persons prescribed","2021","New Jersey","34","13-24","All races/ethnicities","Both sexes","1,054","23.1","4,560"
"PrEP coverage and number of persons prescribed","2021","New Jersey","34","45-54","All races/ethnicities","Both sexes","829","19.3","4,290"
"PrEP coverage and number of persons prescribed","2021","New Jersey","34","35-44","All races/ethnicities","Both sexes","1,749","35.5","4,930"
"PrEP coverage and number of persons prescribed","2021","New Mexico","35","25-34","All races/ethnicities","Both sexes","562","22.4","2,510"
"PrEP coverage and number of persons prescribed","2021","New Mexico","35","13-24","All races/ethnicities","Both sexes","256","23.1","1,110"
"PrEP coverage and number of persons prescribed","2021","New Mexico","35","45-54","All races/ethnicities","Both sexes","206","17.6","1,170"
"PrEP coverage and number of persons prescribed","2021","New Mexico","35","35-44","All races/ethnicities","Both sexes","375","29.3","1,280"
"PrEP coverage and number of persons prescribed","2021","New York","36","25-34","All races/ethnicities","Both sexes","17,906","69.8","25,670"
"PrEP coverage and number of persons prescribed","2021","New York","36","13-24","All races/ethnicities","Both sexes","4,153","32.1","12,920"
"PrEP coverage and number of persons prescribed","2021","New York","36","45-54","All races/ethnicities","Both sexes","4,159","38.5","10,800"
"PrEP coverage and number of persons prescribed","2021","New York","36","35-44","All races/ethnicities","Both sexes","10,208","73.8","13,840"
"PrEP coverage and number of persons prescribed","2021","North Carolina","37","25-34","All races/ethnicities","Both sexes","3,149","29.9","10,540"
"PrEP coverage and number of persons prescribed","2021","North Carolina","37","13-24","All races/ethnicities","Both sexes","1,313","15.6","8,430"
"PrEP coverage and number of persons prescribed","2021","North Carolina","37","45-54","All races/ethnicities","Both sexes","953","20.5","4,650"
"PrEP coverage and number of persons prescribed","2021","North Carolina","37","35-44","All races/ethnicities","Both sexes","1,721","32.2","5,340"
"PrEP coverage and number of persons prescribed","2021","North Dakota","38","25-34","All races/ethnicities","Both sexes","107","16.0","670"
"PrEP coverage and number of persons prescribed","2021","North Dakota","38","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","170"
"PrEP coverage and number of persons prescribed","2021","North Dakota","38","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","170"
"PrEP coverage and number of persons prescribed","2021","North Dakota","38","35-44","All races/ethnicities","Both sexes","61","14.5","420"
"PrEP coverage and number of persons prescribed","2021","Northern Mariana Islands","69","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","Northern Mariana Islands","69","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","Northern Mariana Islands","69","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","Northern Mariana Islands","69","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","Ohio","39","25-34","All races/ethnicities","Both sexes","3,465","23.9","14,480"
"PrEP coverage and number of persons prescribed","2021","Ohio","39","13-24","All races/ethnicities","Both sexes","1,363","14.6","9,330"
"PrEP coverage and number of persons prescribed","2021","Ohio","39","45-54","All races/ethnicities","Both sexes","1,038","18.8","5,530"
"PrEP coverage and number of persons prescribed","2021","Ohio","39","35-44","All races/ethnicities","Both sexes","1,851","23.6","7,840"
"PrEP coverage and number of persons prescribed","2021","Oklahoma","40","25-34","All races/ethnicities","Both sexes","921","23.9","3,860"
"PrEP coverage and number of persons prescribed","2021","Oklahoma","40","13-24","All races/ethnicities","Both sexes","391","16.6","2,360"
"PrEP coverage and number of persons prescribed","2021","Oklahoma","40","45-54","All races/ethnicities","Both sexes","291","21.1","1,380"
"PrEP coverage and number of persons prescribed","2021","Oklahoma","40","35-44","All races/ethnicities","Both sexes","547","19.8","2,760"
"PrEP coverage and number of persons prescribed","2021","Oregon","41","25-34","All races/ethnicities","Both sexes","1,886","25.4","7,420"
"PrEP coverage and number of persons prescribed","2021","Oregon","41","13-24","All races/ethnicities","Both sexes","564","19.2","2,930"
"PrEP coverage and number of persons prescribed","2021","Oregon","41","45-54","All races/ethnicities","Both sexes","602","21.1","2,850"
"PrEP coverage and number of persons prescribed","2021","Oregon","41","35-44","All races/ethnicities","Both sexes","1,241","27.2","4,570"
"PrEP coverage and number of persons prescribed","2021","Palau","70","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","Palau","70","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","Palau","70","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","Palau","70","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","Pennsylvania","42","25-34","All races/ethnicities","Both sexes","5,540","43.5","12,730"
"PrEP coverage and number of persons prescribed","2021","Pennsylvania","42","13-24","All races/ethnicities","Both sexes","2,130","26.2","8,130"
"PrEP coverage and number of persons prescribed","2021","Pennsylvania","42","45-54","All races/ethnicities","Both sexes","1,406","27.0","5,210"
"PrEP coverage and number of persons prescribed","2021","Pennsylvania","42","35-44","All races/ethnicities","Both sexes","2,820","45.4","6,210"
"PrEP coverage and number of persons prescribed","2021","Puerto Rico","72","25-34","All races/ethnicities","Both sexes","233","8.2","2,850"
"PrEP coverage and number of persons prescribed","2021","Puerto Rico","72","13-24","All races/ethnicities","Both sexes","48","2.9","1,650"
"PrEP coverage and number of persons prescribed","2021","Puerto Rico","72","45-54","All races/ethnicities","Both sexes","129","6.4","2,020"
"PrEP coverage and number of persons prescribed","2021","Puerto Rico","72","35-44","All races/ethnicities","Both sexes","145","8.5","1,710"
"PrEP coverage and number of persons prescribed","2021","Rhode Island","44","25-34","All races/ethnicities","Both sexes","593","57.0","1,040"
"PrEP coverage and number of persons prescribed","2021","Rhode Island","44","13-24","All races/ethnicities","Both sexes","228","29.2","780"
"PrEP coverage and number of persons prescribed","2021","Rhode Island","44","45-54","All races/ethnicities","Both sexes","187","18.0","1,040"
"PrEP coverage and number of persons prescribed","2021","Rhode Island","44","35-44","All races/ethnicities","Both sexes","340","50.7","670"
"PrEP coverage and number of persons prescribed","2021","South Carolina","45","25-34","All races/ethnicities","Both sexes","1,167","32.2","3,620"
"PrEP coverage and number of persons prescribed","2021","South Carolina","45","13-24","All races/ethnicities","Both sexes","442","18.8","2,350"
"PrEP coverage and number of persons prescribed","2021","South Carolina","45","45-54","All races/ethnicities","Both sexes","361","24.4","1,480"
"PrEP coverage and number of persons prescribed","2021","South Carolina","45","35-44","All races/ethnicities","Both sexes","633","33.5","1,890"
"PrEP coverage and number of persons prescribed","2021","South Dakota","46","25-34","All races/ethnicities","Both sexes","77","30.8","250"
"PrEP coverage and number of persons prescribed","2021","South Dakota","46","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","90"
"PrEP coverage and number of persons prescribed","2021","South Dakota","46","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","130"
"PrEP coverage and number of persons prescribed","2021","South Dakota","46","35-44","All races/ethnicities","Both sexes","51","26.8","190"
"PrEP coverage and number of persons prescribed","2021","Tennessee","47","25-34","All races/ethnicities","Both sexes","2,930","33.8","8,660"
"PrEP coverage and number of persons prescribed","2021","Tennessee","47","13-24","All races/ethnicities","Both sexes","1,321","26.2","5,040"
"PrEP coverage and number of persons prescribed","2021","Tennessee","47","45-54","All races/ethnicities","Both sexes","852","32.2","2,650"
"PrEP coverage and number of persons prescribed","2021","Tennessee","47","35-44","All races/ethnicities","Both sexes","1,523","38.3","3,980"
"PrEP coverage and number of persons prescribed","2021","Texas","48","25-34","All races/ethnicities","Both sexes","14,505","31.5","46,070"
"PrEP coverage and number of persons prescribed","2021","Texas","48","13-24","All races/ethnicities","Both sexes","5,043","18.0","28,070"
"PrEP coverage and number of persons prescribed","2021","Texas","48","45-54","All races/ethnicities","Both sexes","4,033","24.5","16,450"
"PrEP coverage and number of persons prescribed","2021","Texas","48","35-44","All races/ethnicities","Both sexes","8,387","35.5","23,640"
"PrEP coverage and number of persons prescribed","2021","U.S. Virgin Islands","78","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","U.S. Virgin Islands","78","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","U.S. Virgin Islands","78","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","U.S. Virgin Islands","78","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2021","Utah","49","25-34","All races/ethnicities","Both sexes","1,451","55.0","2,640"
"PrEP coverage and number of persons prescribed","2021","Utah","49","13-24","All races/ethnicities","Both sexes","455","28.3","1,610"
"PrEP coverage and number of persons prescribed","2021","Utah","49","45-54","All races/ethnicities","Both sexes","371","40.3","920"
"PrEP coverage and number of persons prescribed","2021","Utah","49","35-44","All races/ethnicities","Both sexes","763","66.3","1,150"
"PrEP coverage and number of persons prescribed","2021","Vermont","50","25-34","All races/ethnicities","Both sexes","152","63.3","240"
"PrEP coverage and number of persons prescribed","2021","Vermont","50","13-24","All races/ethnicities","Both sexes","100","55.6","180"
"PrEP coverage and number of persons prescribed","2021","Vermont","50","45-54","All races/ethnicities","Both sexes","64","35.6","180"
"PrEP coverage and number of persons prescribed","2021","Vermont","50","35-44","All races/ethnicities","Both sexes","83","28.6","290"
"PrEP coverage and number of persons prescribed","2021","Virginia","51","25-34","All races/ethnicities","Both sexes","2,611","23.2","11,250"
"PrEP coverage and number of persons prescribed","2021","Virginia","51","13-24","All races/ethnicities","Both sexes","905","12.5","7,220"
"PrEP coverage and number of persons prescribed","2021","Virginia","51","45-54","All races/ethnicities","Both sexes","699","18.7","3,740"
"PrEP coverage and number of persons prescribed","2021","Virginia","51","35-44","All races/ethnicities","Both sexes","1,474","24.7","5,970"
"PrEP coverage and number of persons prescribed","2021","Washington","53","25-34","All races/ethnicities","Both sexes","4,797","37.3","12,870"
"PrEP coverage and number of persons prescribed","2021","Washington","53","13-24","All races/ethnicities","Both sexes","1,216","24.3","5,010"
"PrEP coverage and number of persons prescribed","2021","Washington","53","45-54","All races/ethnicities","Both sexes","1,406","20.8","6,750"
"PrEP coverage and number of persons prescribed","2021","Washington","53","35-44","All races/ethnicities","Both sexes","2,996","29.9","10,010"
"PrEP coverage and number of persons prescribed","2021","West Virginia","54","25-34","All races/ethnicities","Both sexes","239","11.8","2,020"
"PrEP coverage and number of persons prescribed","2021","West Virginia","54","13-24","All races/ethnicities","Both sexes","103","12.0","860"
"PrEP coverage and number of persons prescribed","2021","West Virginia","54","45-54","All races/ethnicities","Both sexes","88","9.6","920"
"PrEP coverage and number of persons prescribed","2021","West Virginia","54","35-44","All races/ethnicities","Both sexes","191","14.9","1,280"
"PrEP coverage and number of persons prescribed","2021","Wisconsin","55","25-34","All races/ethnicities","Both sexes","1,110","23.2","4,790"
"PrEP coverage and number of persons prescribed","2021","Wisconsin","55","13-24","All races/ethnicities","Both sexes","508","18.3","2,770"
"PrEP coverage and number of persons prescribed","2021","Wisconsin","55","45-54","All races/ethnicities","Both sexes","338","17.3","1,950"
"PrEP coverage and number of persons prescribed","2021","Wisconsin","55","35-44","All races/ethnicities","Both sexes","595","28.6","2,080"
"PrEP coverage and number of persons prescribed","2021","Wyoming","56","25-34","All races/ethnicities","Both sexes","42","6.3","670"
"PrEP coverage and number of persons prescribed","2021","Wyoming","56","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","NA"
"PrEP coverage and number of persons prescribed","2021","Wyoming","56","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","70"
"PrEP coverage and number of persons prescribed","2021","Wyoming","56","35-44","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","150"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Alabama","01","45-54","All races/ethnicities","Both sexes","303","21.6","1,400"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Alabama","01","35-44","All races/ethnicities","Both sexes","386","23.1","1,670"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Alabama","01","25-34","All races/ethnicities","Both sexes","732","19.6","3,740"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Alabama","01","13-24","All races/ethnicities","Both sexes","314","9.3","3,380"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Alaska","02","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","310"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Alaska","02","35-44","All races/ethnicities","Both sexes","67","29.1","230"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Alaska","02","25-34","All races/ethnicities","Both sexes","94","13.4","700"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Alaska","02","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","390"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","American Samoa","60","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","American Samoa","60","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","American Samoa","60","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","American Samoa","60","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Arizona","04","45-54","All races/ethnicities","Both sexes","761","22.9","3,330"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Arizona","04","35-44","All races/ethnicities","Both sexes","1,266","24.3","5,200"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Arizona","04","25-34","All races/ethnicities","Both sexes","1,836","19.0","9,680"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Arizona","04","13-24","All races/ethnicities","Both sexes","612","11.9","5,160"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Arkansas","05","45-54","All races/ethnicities","Both sexes","134","20.9","640"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Arkansas","05","35-44","All races/ethnicities","Both sexes","225","25.6","880"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Arkansas","05","25-34","All races/ethnicities","Both sexes","311","16.9","1,840"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Arkansas","05","13-24","All races/ethnicities","Both sexes","127","8.9","1,420"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","California","06","45-54","All races/ethnicities","Both sexes","5,813","25.1","23,190"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","California","06","35-44","All races/ethnicities","Both sexes","10,806","32.8","32,990"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","California","06","25-34","All races/ethnicities","Both sexes","16,800","27.5","61,120"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","California","06","13-24","All races/ethnicities","Both sexes","4,494","14.1","31,980"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Colorado","08","45-54","All races/ethnicities","Both sexes","591","26.0","2,270"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Colorado","08","35-44","All races/ethnicities","Both sexes","1,179","22.8","5,160"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Colorado","08","25-34","All races/ethnicities","Both sexes","2,052","19.6","10,450"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Colorado","08","13-24","All races/ethnicities","Both sexes","647","12.7","5,100"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Connecticut","09","45-54","All races/ethnicities","Both sexes","283","15.3","1,850"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Connecticut","09","35-44","All races/ethnicities","Both sexes","541","30.4","1,780"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Connecticut","09","25-34","All races/ethnicities","Both sexes","926","32.8","2,820"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Connecticut","09","13-24","All races/ethnicities","Both sexes","456","26.2","1,740"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Delaware","10","45-54","All races/ethnicities","Both sexes","91","11.8","770"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Delaware","10","35-44","All races/ethnicities","Both sexes","114","15.8","720"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Delaware","10","25-34","All races/ethnicities","Both sexes","129","9.6","1,340"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Delaware","10","13-24","All races/ethnicities","Both sexes","57","8.5","670"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","District of Columbia","11","45-54","All races/ethnicities","Both sexes","680","39.1","1,740"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","District of Columbia","11","35-44","All races/ethnicities","Both sexes","1,771","75.4","2,350"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","District of Columbia","11","25-34","All races/ethnicities","Both sexes","2,648","57.4","4,610"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","District of Columbia","11","13-24","All races/ethnicities","Both sexes","468","17.1","2,730"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Florida","12","45-54","All races/ethnicities","Both sexes","6,177","30.1","20,500"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Florida","12","35-44","All races/ethnicities","Both sexes","7,868","32.1","24,530"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Florida","12","25-34","All races/ethnicities","Both sexes","10,490","24.5","42,840"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Florida","12","13-24","All races/ethnicities","Both sexes","3,917","18.0","21,710"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Georgia","13","45-54","All races/ethnicities","Both sexes","1,525","32.0","4,760"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Georgia","13","35-44","All races/ethnicities","Both sexes","2,285","34.5","6,620"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Georgia","13","25-34","All races/ethnicities","Both sexes","3,745","25.9","14,450"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Georgia","13","13-24","All races/ethnicities","Both sexes","1,300","13.7","9,500"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Guam","66","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Guam","66","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Guam","66","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Guam","66","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Hawaii","15","45-54","All races/ethnicities","Both sexes","145","33.0","440"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Hawaii","15","35-44","All races/ethnicities","Both sexes","235","18.8","1,250"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Hawaii","15","25-34","All races/ethnicities","Both sexes","308","19.0","1,620"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Hawaii","15","13-24","All races/ethnicities","Both sexes","93","16.6","560"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Idaho","16","45-54","All races/ethnicities","Both sexes","80","10.3","780"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Idaho","16","35-44","All races/ethnicities","Both sexes","169","18.6","910"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Idaho","16","25-34","All races/ethnicities","Both sexes","235","18.1","1,300"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Idaho","16","13-24","All races/ethnicities","Both sexes","137","15.1","910"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Illinois","17","45-54","All races/ethnicities","Both sexes","1,950","23.9","8,170"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Illinois","17","35-44","All races/ethnicities","Both sexes","3,943","38.3","10,300"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Illinois","17","25-34","All races/ethnicities","Both sexes","6,931","36.0","19,250"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Illinois","17","13-24","All races/ethnicities","Both sexes","1,977","14.6","13,580"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Indiana","18","45-54","All races/ethnicities","Both sexes","447","19.9","2,250"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Indiana","18","35-44","All races/ethnicities","Both sexes","722","17.0","4,240"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Indiana","18","25-34","All races/ethnicities","Both sexes","1,268","15.2","8,360"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Indiana","18","13-24","All races/ethnicities","Both sexes","480","8.9","5,370"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Iowa","19","45-54","All races/ethnicities","Both sexes","183","39.8","460"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Iowa","19","35-44","All races/ethnicities","Both sexes","350","56.5","620"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Iowa","19","25-34","All races/ethnicities","Both sexes","597","58.0","1,030"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Iowa","19","13-24","All races/ethnicities","Both sexes","256","13.8","1,860"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Kansas","20","45-54","All races/ethnicities","Both sexes","126","21.4","590"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Kansas","20","35-44","All races/ethnicities","Both sexes","206","19.8","1,040"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Kansas","20","25-34","All races/ethnicities","Both sexes","366","20.8","1,760"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Kansas","20","13-24","All races/ethnicities","Both sexes","152","11.3","1,340"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Kentucky","21","45-54","All races/ethnicities","Both sexes","274","17.5","1,570"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Kentucky","21","35-44","All races/ethnicities","Both sexes","388","14.4","2,690"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Kentucky","21","25-34","All races/ethnicities","Both sexes","632","12.9","4,890"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Kentucky","21","13-24","All races/ethnicities","Both sexes","224","8.1","2,760"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Louisiana","22","45-54","All races/ethnicities","Both sexes","476","22.0","2,160"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Louisiana","22","35-44","All races/ethnicities","Both sexes","842","26.9","3,130"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Louisiana","22","25-34","All races/ethnicities","Both sexes","1,357","23.7","5,730"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Louisiana","22","13-24","All races/ethnicities","Both sexes","537","14.5","3,700"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Maine","23","45-54","All races/ethnicities","Both sexes","120","30.0","400"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Maine","23","35-44","All races/ethnicities","Both sexes","136","14.8","920"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Maine","23","25-34","All races/ethnicities","Both sexes","224","14.2","1,580"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Maine","23","13-24","All races/ethnicities","Both sexes","92","23.0","400"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Maryland","24","45-54","All races/ethnicities","Both sexes","599","14.2","4,220"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Maryland","24","35-44","All races/ethnicities","Both sexes","1,111","21.7","5,130"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Maryland","24","25-34","All races/ethnicities","Both sexes","1,998","20.6","9,680"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Maryland","24","13-24","All races/ethnicities","Both sexes","687","13.0","5,290"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Massachusetts","25","45-54","All races/ethnicities","Both sexes","1,193","28.3","4,210"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Massachusetts","25","35-44","All races/ethnicities","Both sexes","2,084","32.4","6,440"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Massachusetts","25","25-34","All races/ethnicities","Both sexes","3,869","49.7","7,780"
