Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Percent,Population
"PrEP coverage and number of persons prescribed","2021","Virginia","51","Ages 13 years and older","All races/ethnicities","Male","5,848","23.3","25,100"
"PrEP coverage and number of persons prescribed","2021","Washington","53","Ages 13 years and older","All races/ethnicities","Female","679","6.4","10,650"
"PrEP coverage and number of persons prescribed","2021","Washington","53","Ages 13 years and older","All races/ethnicities","Male","10,706","36.4","29,400"
"PrEP coverage and number of persons prescribed","2021","West Virginia","54","Ages 13 years and older","All races/ethnicities","Female","61","4.4","1,400"
"PrEP coverage and number of persons prescribed","2021","West Virginia","54","Ages 13 years and older","All races/ethnicities","Male","645","16.8","3,850"
"PrEP coverage and number of persons prescribed","2021","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Female","151","9.2","1,640"
"PrEP coverage and number of persons prescribed","2021","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Male","2,667","23.5","11,340"
"PrEP coverage and number of persons prescribed","2021","Wyoming","56","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","70"
"PrEP coverage and number of persons prescribed","2021","Wyoming","56","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","810"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","139","6.4","2,160"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","1,771","20.0","8,860"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","230"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","1,550"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","American Samoa","60","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","American Samoa","60","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","269","8.3","3,230"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","4,798","21.3","22,550"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","75","7.7","970"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","792","19.0","4,160"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","California","06","Ages 13 years and older","All races/ethnicities","Female","2,054","10.4","19,750"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","California","06","Ages 13 years and older","All races/ethnicities","Male","40,209","27.7","145,280"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","220","8.9","2,460"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","4,595","20.3","22,660"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","233","10.5","2,220"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","2,239","30.5","7,340"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","1,100"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","3,300"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","303","10.4","2,920"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","5,724","57.1","10,030"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Florida","12","Ages 13 years and older","All races/ethnicities","Female","5,923","23.0","25,740"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Florida","12","Ages 13 years and older","All races/ethnicities","Male","28,759","28.9","99,600"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Georgia","13","Ages 13 years and older","All races/ethnicities","Female","775","9.2","8,380"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Georgia","13","Ages 13 years and older","All races/ethnicities","Male","9,000","29.4","30,650"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Guam","66","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Guam","66","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Hawaii","15","Ages 13 years and older","All races/ethnicities","Female","40","10.8","370"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Hawaii","15","Ages 13 years and older","All races/ethnicities","Male","864","21.7","3,990"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Idaho","16","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","910"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Idaho","16","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","3,890"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Illinois","17","Ages 13 years and older","All races/ethnicities","Female","859","9.0","9,520"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Illinois","17","Ages 13 years and older","All races/ethnicities","Male","15,119","32.6","46,340"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Indiana","18","Ages 13 years and older","All races/ethnicities","Female","236","4.9","4,850"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Indiana","18","Ages 13 years and older","All races/ethnicities","Male","2,957","17.1","17,320"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Iowa","19","Ages 13 years and older","All races/ethnicities","Female","102","8.0","1,280"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Iowa","19","Ages 13 years and older","All races/ethnicities","Male","1,440","41.5","3,470"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Kansas","20","Ages 13 years and older","All races/ethnicities","Female","72","8.8","820"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Kansas","20","Ages 13 years and older","All races/ethnicities","Male","872","20.6","4,240"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Kentucky","21","Ages 13 years and older","All races/ethnicities","Female","117","4.9","2,380"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Kentucky","21","Ages 13 years and older","All races/ethnicities","Male","1,546","14.6","10,620"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Louisiana","22","Ages 13 years and older","All races/ethnicities","Female","532","12.9","4,110"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Louisiana","22","Ages 13 years and older","All races/ethnicities","Male","3,035","25.7","11,810"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Maine","23","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","920"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Maine","23","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","3,030"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Maryland","24","Ages 13 years and older","All races/ethnicities","Female","509","6.9","7,430"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Maryland","24","Ages 13 years and older","All races/ethnicities","Male","4,298","21.6","19,870"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Female","545","7.7","7,090"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Male","8,852","49.7","17,820"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Michigan","26","Ages 13 years and older","All races/ethnicities","Female","375","6.2","6,070"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Michigan","26","Ages 13 years and older","All races/ethnicities","Male","4,243","18.1","23,500"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Minnesota","27","Ages 13 years and older","All races/ethnicities","Female","197","3.8","5,200"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Minnesota","27","Ages 13 years and older","All races/ethnicities","Male","4,004","24.2","16,520"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Mississippi","28","Ages 13 years and older","All races/ethnicities","Female","173","17.1","1,010"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Mississippi","28","Ages 13 years and older","All races/ethnicities","Male","918","26.1","3,520"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Missouri","29","Ages 13 years and older","All races/ethnicities","Female","219","6.7","3,250"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Missouri","29","Ages 13 years and older","All races/ethnicities","Male","3,345","22.1","15,120"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Montana","30","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","300"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Montana","30","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","1,990"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Nebraska","31","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","190"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Nebraska","31","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","1,990"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Nevada","32","Ages 13 years and older","All races/ethnicities","Female","176","12.6","1,400"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Nevada","32","Ages 13 years and older","All races/ethnicities","Male","2,337","23.4","9,990"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","640"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","2,380"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Jersey","34","Ages 13 years and older","All races/ethnicities","Female","357","6.3","5,650"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Jersey","34","Ages 13 years and older","All races/ethnicities","Male","5,576","28.4","19,630"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Mexico","35","Ages 13 years and older","All races/ethnicities","Female","61","5.8","1,060"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Mexico","35","Ages 13 years and older","All races/ethnicities","Male","1,174","20.5","5,740"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New York","36","Ages 13 years and older","All races/ethnicities","Female","2,519","17.1","14,700"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New York","36","Ages 13 years and older","All races/ethnicities","Male","31,910","55.1","57,940"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","North Carolina","37","Ages 13 years and older","All races/ethnicities","Female","484","7.5","6,430"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","North Carolina","37","Ages 13 years and older","All races/ethnicities","Male","5,670","21.8","26,060"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","North Dakota","38","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","550"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","North Dakota","38","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","970"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Northern Mariana Islands","69","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Ohio","39","Ages 13 years and older","All races/ethnicities","Female","569","8.1","7,020"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Ohio","39","Ages 13 years and older","All races/ethnicities","Male","6,227","18.7","33,300"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Female","107","5.3","2,010"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Male","1,425","15.8","9,020"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Oregon","41","Ages 13 years and older","All races/ethnicities","Female","284","10.0","2,850"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Oregon","41","Ages 13 years and older","All races/ethnicities","Male","3,533","20.9","16,900"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Palau","70","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Palau","70","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Female","976","11.9","8,170"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Pennsylvania","42","Ages 13 years and older","All races/ethnicities","Male","9,602","33.9","28,320"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","1,760"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Puerto Rico","72","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","7,940"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Female","71","10.6","670"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Rhode Island","44","Ages 13 years and older","All races/ethnicities","Male","1,096","34.1","3,210"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","South Carolina","45","Ages 13 years and older","All races/ethnicities","Female","217","9.0","2,410"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","South Carolina","45","Ages 13 years and older","All races/ethnicities","Male","1,878","23.5","7,980"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","South Dakota","46","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","130"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","South Dakota","46","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","790"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Tennessee","47","Ages 13 years and older","All races/ethnicities","Female","366","8.7","4,190"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Tennessee","47","Ages 13 years and older","All races/ethnicities","Male","4,794","26.2","18,270"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Texas","48","Ages 13 years and older","All races/ethnicities","Female","1,834","8.5","21,690"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Texas","48","Ages 13 years and older","All races/ethnicities","Male","25,726","25.2","102,090"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","U.S. Virgin Islands","78","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Utah","49","Ages 13 years and older","All races/ethnicities","Female","101","17.7","570"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Utah","49","Ages 13 years and older","All races/ethnicities","Male","2,259","36.1","6,260"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Vermont","50","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","180"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Vermont","50","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","880"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Virginia","51","Ages 13 years and older","All races/ethnicities","Female","357","5.6","6,340"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Virginia","51","Ages 13 years and older","All races/ethnicities","Male","4,748","18.9","25,100"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Washington","53","Ages 13 years and older","All races/ethnicities","Female","600","5.6","10,650"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Washington","53","Ages 13 years and older","All races/ethnicities","Male","9,504","32.3","29,400"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","West Virginia","54","Ages 13 years and older","All races/ethnicities","Female","45","3.2","1,400"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","West Virginia","54","Ages 13 years and older","All races/ethnicities","Male","478","12.4","3,850"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Female","128","7.8","1,640"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Wisconsin","55","Ages 13 years and older","All races/ethnicities","Male","2,403","21.2","11,340"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Wyoming","56","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","70"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Wyoming","56","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","810"
"PrEP coverage and number of persons prescribed","2019","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","153","7.1","2,160"
"PrEP coverage and number of persons prescribed","2019","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","1,682","19.0","8,860"
"PrEP coverage and number of persons prescribed","2019","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","230"
"PrEP coverage and number of persons prescribed","2019","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","1,550"
"PrEP coverage and number of persons prescribed","2019","American Samoa","60","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","American Samoa","60","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","252","7.8","3,230"
"PrEP coverage and number of persons prescribed","2019","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","4,331","19.2","22,550"
"PrEP coverage and number of persons prescribed","2019","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","80","8.2","970"
"PrEP coverage and number of persons prescribed","2019","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","650","15.6","4,160"
"PrEP coverage and number of persons prescribed","2019","California","06","Ages 13 years and older","All races/ethnicities","Female","2,165","11.0","19,750"
"PrEP coverage and number of persons prescribed","2019","California","06","Ages 13 years and older","All races/ethnicities","Male","39,493","27.2","145,280"
"PrEP coverage and number of persons prescribed","2019","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","244","9.9","2,460"
"PrEP coverage and number of persons prescribed","2019","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","4,159","18.4","22,660"
"PrEP coverage and number of persons prescribed","2019","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","328","14.8","2,220"
"PrEP coverage and number of persons prescribed","2019","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","2,344","31.9","7,340"
"PrEP coverage and number of persons prescribed","2019","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","1,100"
"PrEP coverage and number of persons prescribed","2019","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","3,300"
"PrEP coverage and number of persons prescribed","2019","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","332","11.4","2,920"
"PrEP coverage and number of persons prescribed","2019","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","5,600","55.8","10,030"
"PrEP coverage and number of persons prescribed","2019","Florida","12","Ages 13 years and older","All races/ethnicities","Female","2,524","9.8","25,740"
"PrEP coverage and number of persons prescribed","2019","Florida","12","Ages 13 years and older","All races/ethnicities","Male","19,373","19.5","99,600"
"PrEP coverage and number of persons prescribed","2019","Georgia","13","Ages 13 years and older","All races/ethnicities","Female","738","8.8","8,380"
"PrEP coverage and number of persons prescribed","2019","Georgia","13","Ages 13 years and older","All races/ethnicities","Male","7,945","25.9","30,650"
"PrEP coverage and number of persons prescribed","2019","Guam","66","Ages 13 years and older","All races/ethnicities","Female","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Guam","66","Ages 13 years and older","All races/ethnicities","Male","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2019","Hawaii","15","Ages 13 years and older","All races/ethnicities","Female","46","12.4","370"
"PrEP coverage and number of persons prescribed","2019","Hawaii","15","Ages 13 years and older","All races/ethnicities","Male","773","19.4","3,990"
"PrEP coverage and number of persons prescribed","2019","Idaho","16","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","910"
"PrEP coverage and number of persons prescribed","2019","Idaho","16","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","3,890"
"PrEP coverage and number of persons prescribed","2019","Illinois","17","Ages 13 years and older","All races/ethnicities","Female","1,051","11.0","9,520"
"PrEP coverage and number of persons prescribed","2019","Illinois","17","Ages 13 years and older","All races/ethnicities","Male","15,606","33.7","46,340"
"PrEP coverage and number of persons prescribed","2019","Indiana","18","Ages 13 years and older","All races/ethnicities","Female","251","5.2","4,850"
"PrEP coverage and number of persons prescribed","2019","Indiana","18","Ages 13 years and older","All races/ethnicities","Male","2,732","15.8","17,320"
"PrEP coverage and number of persons prescribed","2019","Iowa","19","Ages 13 years and older","All races/ethnicities","Female","98","7.7","1,280"
"PrEP coverage and number of persons prescribed","2019","Iowa","19","Ages 13 years and older","All races/ethnicities","Male","1,306","37.6","3,470"
"PrEP coverage and number of persons prescribed","2019","Kansas","20","Ages 13 years and older","All races/ethnicities","Female","62","7.6","820"
"PrEP coverage and number of persons prescribed","2019","Kansas","20","Ages 13 years and older","All races/ethnicities","Male","838","19.8","4,240"
"PrEP coverage and number of persons prescribed","2019","Kentucky","21","Ages 13 years and older","All races/ethnicities","Female","143","6.0","2,380"
"PrEP coverage and number of persons prescribed","2019","Kentucky","21","Ages 13 years and older","All races/ethnicities","Male","1,465","13.8","10,620"
"PrEP coverage and number of persons prescribed","2019","Louisiana","22","Ages 13 years and older","All races/ethnicities","Female","710","17.3","4,110"
"PrEP coverage and number of persons prescribed","2019","Louisiana","22","Ages 13 years and older","All races/ethnicities","Male","3,201","27.1","11,810"
"PrEP coverage and number of persons prescribed","2019","Maine","23","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","920"
"PrEP coverage and number of persons prescribed","2019","Maine","23","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","3,030"
"PrEP coverage and number of persons prescribed","2019","Maryland","24","Ages 13 years and older","All races/ethnicities","Female","615","8.3","7,430"
"PrEP coverage and number of persons prescribed","2019","Maryland","24","Ages 13 years and older","All races/ethnicities","Male","4,320","21.7","19,870"
"PrEP coverage and number of persons prescribed","2019","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Female","586","8.3","7,090"
"PrEP coverage and number of persons prescribed","2019","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Male","8,737","49.0","17,820"
"PrEP coverage and number of persons prescribed","2019","Michigan","26","Ages 13 years and older","All races/ethnicities","Female","362","6.0","6,070"
"PrEP coverage and number of persons prescribed","2019","Michigan","26","Ages 13 years and older","All races/ethnicities","Male","3,954","16.8","23,500"
"PrEP coverage and number of persons prescribed","2019","Minnesota","27","Ages 13 years and older","All races/ethnicities","Female","236","4.5","5,200"
"PrEP coverage and number of persons prescribed","2019","Minnesota","27","Ages 13 years and older","All races/ethnicities","Male","3,908","23.7","16,520"
"PrEP coverage and number of persons prescribed","2019","Mississippi","28","Ages 13 years and older","All races/ethnicities","Female","156","15.4","1,010"
"PrEP coverage and number of persons prescribed","2019","Mississippi","28","Ages 13 years and older","All races/ethnicities","Male","787","22.4","3,520"
"PrEP coverage and number of persons prescribed","2019","Missouri","29","Ages 13 years and older","All races/ethnicities","Female","232","7.1","3,250"
"PrEP coverage and number of persons prescribed","2019","Missouri","29","Ages 13 years and older","All races/ethnicities","Male","3,237","21.4","15,120"
"PrEP coverage and number of persons prescribed","2019","Montana","30","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","300"
"PrEP coverage and number of persons prescribed","2019","Montana","30","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","1,990"
"PrEP coverage and number of persons prescribed","2019","Nebraska","31","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","190"
"PrEP coverage and number of persons prescribed","2019","Nebraska","31","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","1,990"
"PrEP coverage and number of persons prescribed","2019","Nevada","32","Ages 13 years and older","All races/ethnicities","Female","179","12.8","1,400"
"PrEP coverage and number of persons prescribed","2019","Nevada","32","Ages 13 years and older","All races/ethnicities","Male","2,020","20.2","9,990"
"PrEP coverage and number of persons prescribed","2019","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","640"
"PrEP coverage and number of persons prescribed","2019","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","2,380"
"PrEP coverage and number of persons prescribed","2019","New Jersey","34","Ages 13 years and older","All races/ethnicities","Female","427","7.6","5,650"
"PrEP coverage and number of persons prescribed","2019","New Jersey","34","Ages 13 years and older","All races/ethnicities","Male","5,289","26.9","19,630"
"PrEP coverage and number of persons prescribed","2019","New Mexico","35","Ages 13 years and older","All races/ethnicities","Female","66","6.2","1,060"
"PrEP coverage and number of persons prescribed","2019","New Mexico","35","Ages 13 years and older","All races/ethnicities","Male","1,011","17.6","5,740"
"PrEP coverage and number of persons prescribed","2019","New York","36","Ages 13 years and older","All races/ethnicities","Female","2,728","18.6","14,700"
"PrEP coverage and number of persons prescribed","2019","New York","36","Ages 13 years and older","All races/ethnicities","Male","32,876","56.7","57,940"
