Period,ST_NAME,NAME,Intent,Count,Rate,TTM_Date_Range,GEOID
TTM,Minnesota,Winona County,FA_Homicide,0,0,"January, 2024 to December, 2024",27169
TTM,Minnesota,Wright County,FA_Homicide,0,0,"January, 2024 to December, 2024",27171
TTM,Minnesota,Yellow Medicine County,FA_Homicide,0,0,"January, 2024 to December, 2024",27173
TTM,Mississippi,Adams County,FA_Homicide,1-9,19.4,"January, 2024 to December, 2024",28001
TTM,Mississippi,Alcorn County,FA_Homicide,1-9,6.2,"January, 2024 to December, 2024",28003
TTM,Mississippi,Amite County,FA_Homicide,1-9,13.9,"January, 2024 to December, 2024",28005
TTM,Mississippi,Attala County,FA_Homicide,1-9,23.8,"January, 2024 to December, 2024",28007
TTM,Mississippi,Benton County,FA_Homicide,0,0,"January, 2024 to December, 2024",28009
TTM,Mississippi,Bolivar County,FA_Homicide,1-9,16.9,"January, 2024 to December, 2024",28011
TTM,Mississippi,Calhoun County,FA_Homicide,0,0,"January, 2024 to December, 2024",28013
TTM,Mississippi,Carroll County,FA_Homicide,1-9,19.2,"January, 2024 to December, 2024",28015
TTM,Mississippi,Chickasaw County,FA_Homicide,1-9,8.800000000000001,"January, 2024 to December, 2024",28017
TTM,Mississippi,Choctaw County,FA_Homicide,0,0,"January, 2024 to December, 2024",28019
TTM,Mississippi,Claiborne County,FA_Homicide,1-9,17.7,"January, 2024 to December, 2024",28021
TTM,Mississippi,Clarke County,FA_Homicide,1-9,9,"January, 2024 to December, 2024",28023
TTM,Mississippi,Clay County,FA_Homicide,1-9,11,"January, 2024 to December, 2024",28025
TTM,Mississippi,Coahoma County,FA_Homicide,17,84.7,"January, 2024 to December, 2024",28027
TTM,Mississippi,Copiah County,FA_Homicide,1-9,22.3,"January, 2024 to December, 2024",28029
TTM,Mississippi,Covington County,FA_Homicide,1-9,8.4,"January, 2024 to December, 2024",28031
TTM,Mississippi,DeSoto County,FA_Homicide,17,8.800000000000001,"January, 2024 to December, 2024",28033
TTM,Mississippi,Forrest County,FA_Homicide,1-9,8.199999999999999,"January, 2024 to December, 2024",28035
TTM,Mississippi,Franklin County,FA_Homicide,1-9,14.1,"January, 2024 to December, 2024",28037
TTM,Mississippi,George County,FA_Homicide,1-9,7.7,"January, 2024 to December, 2024",28039
TTM,Mississippi,Greene County,FA_Homicide,1-9,11.1,"January, 2024 to December, 2024",28041
TTM,Mississippi,Grenada County,FA_Homicide,1-9,16,"January, 2024 to December, 2024",28043
TTM,Mississippi,Hancock County,FA_Homicide,1-9,6.6,"January, 2024 to December, 2024",28045
TTM,Mississippi,Harrison County,FA_Homicide,19,9,"January, 2024 to December, 2024",28047
TTM,Mississippi,Hinds County,FA_Homicide,87,40.5,"January, 2024 to December, 2024",28049
TTM,Mississippi,Holmes County,FA_Homicide,10-50,67.3,"January, 2024 to December, 2024",28051
TTM,Mississippi,Humphreys County,FA_Homicide,1-9,24.6,"January, 2024 to December, 2024",28053
TTM,Mississippi,Issaquena County,FA_Homicide,0,0,"January, 2024 to December, 2024",28055
TTM,Mississippi,Itawamba County,FA_Homicide,0,0,"January, 2024 to December, 2024",28057
TTM,Mississippi,Jackson County,FA_Homicide,1-9,4.4,"January, 2024 to December, 2024",28059
TTM,Mississippi,Jasper County,FA_Homicide,1-9,8.800000000000001,"January, 2024 to December, 2024",28061
TTM,Mississippi,Jefferson County,FA_Homicide,1-9,14.5,"January, 2024 to December, 2024",28063
TTM,Mississippi,Jefferson Davis County,FA_Homicide,1-9,17.3,"January, 2024 to December, 2024",28065
TTM,Mississippi,Jones County,FA_Homicide,1-9,11.6,"January, 2024 to December, 2024",28067
TTM,Mississippi,Kemper County,FA_Homicide,1-9,10.9,"January, 2024 to December, 2024",28069
TTM,Mississippi,Lafayette County,FA_Homicide,1-9,-999,"January, 2024 to December, 2024",28071
TTM,Mississippi,Lamar County,FA_Homicide,1-9,10.6,"January, 2024 to December, 2024",28073
TTM,Mississippi,Lauderdale County,FA_Homicide,15,21.3,"January, 2024 to December, 2024",28075
TTM,Mississippi,Lawrence County,FA_Homicide,1-9,14.4,"January, 2024 to December, 2024",28077
TTM,Mississippi,Leake County,FA_Homicide,1-9,17.3,"January, 2024 to December, 2024",28079
TTM,Mississippi,Lee County,FA_Homicide,1-9,7.8,"January, 2024 to December, 2024",28081
TTM,Mississippi,Leflore County,FA_Homicide,20,75.8,"January, 2024 to December, 2024",28083
TTM,Mississippi,Lincoln County,FA_Homicide,1-9,13.3,"January, 2024 to December, 2024",28085
TTM,Mississippi,Lowndes County,FA_Homicide,1-9,7.8,"January, 2024 to December, 2024",28087
TTM,Mississippi,Madison County,FA_Homicide,15,13.3,"January, 2024 to December, 2024",28089
TTM,Mississippi,Marion County,FA_Homicide,1-9,9.300000000000001,"January, 2024 to December, 2024",28091
TTM,Mississippi,Marshall County,FA_Homicide,1-9,9.4,"January, 2024 to December, 2024",28093
TTM,Mississippi,Monroe County,FA_Homicide,1-9,8.699999999999999,"January, 2024 to December, 2024",28095
TTM,Mississippi,Montgomery County,FA_Homicide,1-9,11.9,"January, 2024 to December, 2024",28097
TTM,Mississippi,Neshoba County,FA_Homicide,1-9,-999,"January, 2024 to December, 2024",28099
TTM,Mississippi,Newton County,FA_Homicide,1-9,11.8,"January, 2024 to December, 2024",28101
TTM,Mississippi,Noxubee County,FA_Homicide,1-9,12.2,"January, 2024 to December, 2024",28103
TTM,Mississippi,Oktibbeha County,FA_Homicide,1-9,5.7,"January, 2024 to December, 2024",28105
TTM,Mississippi,Panola County,FA_Homicide,1-9,12,"January, 2024 to December, 2024",28107
TTM,Mississippi,Pearl River County,FA_Homicide,1-9,6.2,"January, 2024 to December, 2024",28109
TTM,Mississippi,Perry County,FA_Homicide,0,0,"January, 2024 to December, 2024",28111
TTM,Mississippi,Pike County,FA_Homicide,10,25.4,"January, 2024 to December, 2024",28113
TTM,Mississippi,Pontotoc County,FA_Homicide,1-9,6.3,"January, 2024 to December, 2024",28115
TTM,Mississippi,Prentiss County,FA_Homicide,0,0,"January, 2024 to December, 2024",28117
TTM,Mississippi,Quitman County,FA_Homicide,1-9,32.3,"January, 2024 to December, 2024",28119
TTM,Mississippi,Rankin County,FA_Homicide,16,10,"January, 2024 to December, 2024",28121
TTM,Mississippi,Scott County,FA_Homicide,1-9,-999,"January, 2024 to December, 2024",28123
TTM,Mississippi,Sharkey County,FA_Homicide,0,0,"January, 2024 to December, 2024",28125
TTM,Mississippi,Simpson County,FA_Homicide,1-9,20.3,"January, 2024 to December, 2024",28127
TTM,Mississippi,Smith County,FA_Homicide,0,0,"January, 2024 to December, 2024",28129
TTM,Mississippi,Stone County,FA_Homicide,1-9,8.5,"January, 2024 to December, 2024",28131
TTM,Mississippi,Sunflower County,FA_Homicide,11,45,"January, 2024 to December, 2024",28133
TTM,Mississippi,Tallahatchie County,FA_Homicide,1-9,25.8,"January, 2024 to December, 2024",28135
TTM,Mississippi,Tate County,FA_Homicide,1-9,8.300000000000001,"January, 2024 to December, 2024",28137
TTM,Mississippi,Tippah County,FA_Homicide,0,0,"January, 2024 to December, 2024",28139
TTM,Mississippi,Tishomingo County,FA_Homicide,0,0,"January, 2024 to December, 2024",28141
TTM,Mississippi,Tunica County,FA_Homicide,1-9,26,"January, 2024 to December, 2024",28143
TTM,Mississippi,Union County,FA_Homicide,1-9,4.9,"January, 2024 to December, 2024",28145
TTM,Mississippi,Walthall County,FA_Homicide,1-9,12.9,"January, 2024 to December, 2024",28147
TTM,Mississippi,Warren County,FA_Homicide,1-9,11.9,"January, 2024 to December, 2024",28149
TTM,Mississippi,Washington County,FA_Homicide,25,59.6,"January, 2024 to December, 2024",28151
TTM,Mississippi,Wayne County,FA_Homicide,1-9,28.2,"January, 2024 to December, 2024",28153
TTM,Mississippi,Webster County,FA_Homicide,0,0,"January, 2024 to December, 2024",28155
TTM,Mississippi,Wilkinson County,FA_Homicide,1-9,37.4,"January, 2024 to December, 2024",28157
TTM,Mississippi,Winston County,FA_Homicide,1-9,13.1,"January, 2024 to December, 2024",28159
TTM,Mississippi,Yalobusha County,FA_Homicide,1-9,13.1,"January, 2024 to December, 2024",28161
TTM,Mississippi,Yazoo County,FA_Homicide,1-9,15.5,"January, 2024 to December, 2024",28163
TTM,Missouri,Adair County,FA_Homicide,0,0,"January, 2024 to December, 2024",29001
TTM,Missouri,Andrew County,FA_Homicide,0,0,"January, 2024 to December, 2024",29003
TTM,Missouri,Atchison County,FA_Homicide,0,0,"January, 2024 to December, 2024",29005
TTM,Missouri,Audrain County,FA_Homicide,1-9,2.5,"January, 2024 to December, 2024",29007
TTM,Missouri,Barry County,FA_Homicide,0,0,"January, 2024 to December, 2024",29009
TTM,Missouri,Barton County,FA_Homicide,0,0,"January, 2024 to December, 2024",29011
TTM,Missouri,Bates County,FA_Homicide,1-9,4.4,"January, 2024 to December, 2024",29013
TTM,Missouri,Benton County,FA_Homicide,1-9,2.6,"January, 2024 to December, 2024",29015
TTM,Missouri,Bollinger County,FA_Homicide,0,0,"January, 2024 to December, 2024",29017
TTM,Missouri,Boone County,FA_Homicide,1-9,2.2,"January, 2024 to December, 2024",29019
TTM,Missouri,Buchanan County,FA_Homicide,1-9,2.2,"January, 2024 to December, 2024",29021
TTM,Missouri,Butler County,FA_Homicide,1-9,5.4,"January, 2024 to December, 2024",29023
TTM,Missouri,Caldwell County,FA_Homicide,0,0,"January, 2024 to December, 2024",29025
TTM,Missouri,Callaway County,FA_Homicide,1-9,2.6,"January, 2024 to December, 2024",29027
TTM,Missouri,Camden County,FA_Homicide,0,0,"January, 2024 to December, 2024",29029
TTM,Missouri,Cape Girardeau County,FA_Homicide,1-9,2.5,"January, 2024 to December, 2024",29031
TTM,Missouri,Carroll County,FA_Homicide,1-9,-999,"January, 2024 to December, 2024",29033
TTM,Missouri,Carter County,FA_Homicide,0,0,"January, 2024 to December, 2024",29035
TTM,Missouri,Cass County,FA_Homicide,1-9,3.6,"January, 2024 to December, 2024",29037
TTM,Missouri,Cedar County,FA_Homicide,0,0,"January, 2024 to December, 2024",29039
TTM,Missouri,Chariton County,FA_Homicide,0,0,"January, 2024 to December, 2024",29041
TTM,Missouri,Christian County,FA_Homicide,1-9,2.2,"January, 2024 to December, 2024",29043
TTM,Missouri,Clark County,FA_Homicide,0,0,"January, 2024 to December, 2024",29045
TTM,Missouri,Clay County,FA_Homicide,1-9,2.7,"January, 2024 to December, 2024",29047
TTM,Missouri,Clinton County,FA_Homicide,0,0,"January, 2024 to December, 2024",29049
TTM,Missouri,Cole County,FA_Homicide,0,0,"January, 2024 to December, 2024",29051
TTM,Missouri,Cooper County,FA_Homicide,0,0,"January, 2024 to December, 2024",29053
TTM,Missouri,Crawford County,FA_Homicide,0,0,"January, 2024 to December, 2024",29055
TTM,Missouri,Dade County,FA_Homicide,1-9,-999,"January, 2024 to December, 2024",29057
TTM,Missouri,Dallas County,FA_Homicide,0,0,"January, 2024 to December, 2024",29059
TTM,Missouri,Daviess County,FA_Homicide,0,0,"January, 2024 to December, 2024",29061
TTM,Missouri,DeKalb County,FA_Homicide,0,0,"January, 2024 to December, 2024",29063
TTM,Missouri,Dent County,FA_Homicide,1-9,3.4,"January, 2024 to December, 2024",29065
TTM,Missouri,Douglas County,FA_Homicide,0,0,"January, 2024 to December, 2024",29067
TTM,Missouri,Dunklin County,FA_Homicide,1-9,7.3,"January, 2024 to December, 2024",29069
TTM,Missouri,Franklin County,FA_Homicide,1-9,2.6,"January, 2024 to December, 2024",29071
TTM,Missouri,Gasconade County,FA_Homicide,0,0,"January, 2024 to December, 2024",29073
TTM,Missouri,Gentry County,FA_Homicide,0,0,"January, 2024 to December, 2024",29075
TTM,Missouri,Greene County,FA_Homicide,10,3.3,"January, 2024 to December, 2024",29077
TTM,Missouri,Grundy County,FA_Homicide,0,0,"January, 2024 to December, 2024",29079
TTM,Missouri,Harrison County,FA_Homicide,0,0,"January, 2024 to December, 2024",29081
TTM,Missouri,Henry County,FA_Homicide,0,0,"January, 2024 to December, 2024",29083
TTM,Missouri,Hickory County,FA_Homicide,0,0,"January, 2024 to December, 2024",29085
TTM,Missouri,Holt County,FA_Homicide,0,0,"January, 2024 to December, 2024",29087
TTM,Missouri,Howard County,FA_Homicide,0,0,"January, 2024 to December, 2024",29089
TTM,Missouri,Howell County,FA_Homicide,1-9,4.4,"January, 2024 to December, 2024",29091
TTM,Missouri,Iron County,FA_Homicide,1-9,3.8,"January, 2024 to December, 2024",29093
TTM,Missouri,Jackson County,FA_Homicide,121,16.8,"January, 2024 to December, 2024",29095
TTM,Missouri,Jasper County,FA_Homicide,1-9,2.7,"January, 2024 to December, 2024",29097
TTM,Missouri,Jefferson County,FA_Homicide,1-9,2.5,"January, 2024 to December, 2024",29099
TTM,Missouri,Johnson County,FA_Homicide,1-9,2.4,"January, 2024 to December, 2024",29101
TTM,Missouri,Knox County,FA_Homicide,0,0,"January, 2024 to December, 2024",29103
TTM,Missouri,Laclede County,FA_Homicide,0,0,"January, 2024 to December, 2024",29105
TTM,Missouri,Lafayette County,FA_Homicide,0,0,"January, 2024 to December, 2024",29107
TTM,Missouri,Lawrence County,FA_Homicide,1-9,2.4,"January, 2024 to December, 2024",29109
TTM,Missouri,Lewis County,FA_Homicide,0,0,"January, 2024 to December, 2024",29111
TTM,Missouri,Lincoln County,FA_Homicide,1-9,2.5,"January, 2024 to December, 2024",29113
TTM,Missouri,Linn County,FA_Homicide,0,0,"January, 2024 to December, 2024",29115
TTM,Missouri,Livingston County,FA_Homicide,0,0,"January, 2024 to December, 2024",29117
TTM,Missouri,McDonald County,FA_Homicide,0,0,"January, 2024 to December, 2024",29119
TTM,Missouri,Macon County,FA_Homicide,0,0,"January, 2024 to December, 2024",29121
TTM,Missouri,Madison County,FA_Homicide,0,0,"January, 2024 to December, 2024",29123
TTM,Missouri,Maries County,FA_Homicide,0,0,"January, 2024 to December, 2024",29125
TTM,Missouri,Marion County,FA_Homicide,0,0,"January, 2024 to December, 2024",29127
TTM,Missouri,Mercer County,FA_Homicide,0,0,"January, 2024 to December, 2024",29129
TTM,Missouri,Miller County,FA_Homicide,0,0,"January, 2024 to December, 2024",29131
TTM,Missouri,Mississippi County,FA_Homicide,1-9,4.5,"January, 2024 to December, 2024",29133
TTM,Missouri,Moniteau County,FA_Homicide,0,0,"January, 2024 to December, 2024",29135
TTM,Missouri,Monroe County,FA_Homicide,0,0,"January, 2024 to December, 2024",29137
TTM,Missouri,Montgomery County,FA_Homicide,0,0,"January, 2024 to December, 2024",29139
TTM,Missouri,Morgan County,FA_Homicide,0,0,"January, 2024 to December, 2024",29141
TTM,Missouri,New Madrid County,FA_Homicide,1-9,6.9,"January, 2024 to December, 2024",29143
TTM,Missouri,Newton County,FA_Homicide,1-9,2,"January, 2024 to December, 2024",29145
TTM,Missouri,Nodaway County,FA_Homicide,0,0,"January, 2024 to December, 2024",29147
TTM,Missouri,Oregon County,FA_Homicide,1-9,4.7,"January, 2024 to December, 2024",29149
TTM,Missouri,Osage County,FA_Homicide,0,0,"January, 2024 to December, 2024",29151
TTM,Missouri,Ozark County,FA_Homicide,0,0,"January, 2024 to December, 2024",29153
TTM,Missouri,Pemiscot County,FA_Homicide,1-9,8.800000000000001,"January, 2024 to December, 2024",29155
TTM,Missouri,Perry County,FA_Homicide,0,0,"January, 2024 to December, 2024",29157
TTM,Missouri,Pettis County,FA_Homicide,1-9,2.9,"January, 2024 to December, 2024",29159
TTM,Missouri,Phelps County,FA_Homicide,1-9,2.2,"January, 2024 to December, 2024",29161
TTM,Missouri,Pike County,FA_Homicide,1-9,2.8,"January, 2024 to December, 2024",29163
TTM,Missouri,Platte County,FA_Homicide,1-9,5.2,"January, 2024 to December, 2024",29165
TTM,Missouri,Polk County,FA_Homicide,1-9,2.4,"January, 2024 to December, 2024",29167
TTM,Missouri,Pulaski County,FA_Homicide,1-9,1.9,"January, 2024 to December, 2024",29169
TTM,Missouri,Putnam County,FA_Homicide,0,0,"January, 2024 to December, 2024",29171
TTM,Missouri,Ralls County,FA_Homicide,1-9,-999,"January, 2024 to December, 2024",29173
TTM,Missouri,Randolph County,FA_Homicide,1-9,3.2,"January, 2024 to December, 2024",29175
TTM,Missouri,Ray County,FA_Homicide,1-9,4.2,"January, 2024 to December, 2024",29177
TTM,Missouri,Reynolds County,FA_Homicide,1-9,4.6,"January, 2024 to December, 2024",29179
TTM,Missouri,Ripley County,FA_Homicide,1-9,7.3,"January, 2024 to December, 2024",29181
TTM,Missouri,St. Charles County,FA_Homicide,1-9,2.1,"January, 2024 to December, 2024",29183
TTM,Missouri,St. Clair County,FA_Homicide,0,0,"January, 2024 to December, 2024",29185
TTM,Missouri,Ste. Genevieve County,FA_Homicide,0,0,"January, 2024 to December, 2024",29186
TTM,Missouri,St. Francois County,FA_Homicide,1-9,2.1,"January, 2024 to December, 2024",29187
TTM,Missouri,St. Louis County,FA_Homicide,115,11.7,"January, 2024 to December, 2024",29189
TTM,Missouri,Saline County,FA_Homicide,0,0,"January, 2024 to December, 2024",29195
TTM,Missouri,Schuyler County,FA_Homicide,0,0,"January, 2024 to December, 2024",29197
TTM,Missouri,Scotland County,FA_Homicide,0,0,"January, 2024 to December, 2024",29199
TTM,Missouri,Scott County,FA_Homicide,1-9,3.2,"January, 2024 to December, 2024",29201
TTM,Missouri,Shannon County,FA_Homicide,0,0,"January, 2024 to December, 2024",29203
TTM,Missouri,Shelby County,FA_Homicide,0,0,"January, 2024 to December, 2024",29205
TTM,Missouri,Stoddard County,FA_Homicide,1-9,3.7,"January, 2024 to December, 2024",29207
TTM,Missouri,Stone County,FA_Homicide,1-9,4.4,"January, 2024 to December, 2024",29209
TTM,Missouri,Sullivan County,FA_Homicide,0,0,"January, 2024 to December, 2024",29211
TTM,Missouri,Taney County,FA_Homicide,1-9,2.2,"January, 2024 to December, 2024",29213
TTM,Missouri,Texas County,FA_Homicide,0,0,"January, 2024 to December, 2024",29215
TTM,Missouri,Vernon County,FA_Homicide,0,0,"January, 2024 to December, 2024",29217
TTM,Missouri,Warren County,FA_Homicide,0,0,"January, 2024 to December, 2024",29219
TTM,Missouri,Washington County,FA_Homicide,1-9,3,"January, 2024 to December, 2024",29221
TTM,Missouri,Wayne County,FA_Homicide,1-9,4.3,"January, 2024 to December, 2024",29223
TTM,Missouri,Webster County,FA_Homicide,1-9,2.9,"January, 2024 to December, 2024",29225
TTM,Missouri,Worth County,FA_Homicide,0,0,"January, 2024 to December, 2024",29227
TTM,Missouri,Wright County,FA_Homicide,0,0,"January, 2024 to December, 2024",29229
TTM,Missouri,St. Louis city,FA_Homicide,105,37.3,"January, 2024 to December, 2024",29510
TTM,Montana,Beaverhead County,FA_Homicide,0,0,"January, 2024 to December, 2024",30001
TTM,Montana,Big Horn County,FA_Homicide,1-9,7.4,"January, 2024 to December, 2024",30003
TTM,Montana,Blaine County,FA_Homicide,0,0,"January, 2024 to December, 2024",30005
TTM,Montana,Broadwater County,FA_Homicide,0,0,"January, 2024 to December, 2024",30007
TTM,Montana,Carbon County,FA_Homicide,1-9,2.8,"January, 2024 to December, 2024",30009
TTM,Montana,Carter County,FA_Homicide,0,0,"January, 2024 to December, 2024",30011
TTM,Montana,Cascade County,FA_Homicide,0,0,"January, 2024 to December, 2024",30013
TTM,Montana,Chouteau County,FA_Homicide,0,0,"January, 2024 to December, 2024",30015
TTM,Montana,Custer County,FA_Homicide,0,0,"January, 2024 to December, 2024",30017
TTM,Montana,Daniels County,FA_Homicide,0,0,"January, 2024 to December, 2024",30019
TTM,Montana,Dawson County,FA_Homicide,0,0,"January, 2024 to December, 2024",30021
TTM,Montana,Deer Lodge County,FA_Homicide,0,0,"January, 2024 to December, 2024",30023
TTM,Montana,Fallon County,FA_Homicide,0,0,"January, 2024 to December, 2024",30025
TTM,Montana,Fergus County,FA_Homicide,0,0,"January, 2024 to December, 2024",30027
TTM,Montana,Flathead County,FA_Homicide,1-9,1.3,"January, 2024 to December, 2024",30029
TTM,Montana,Gallatin County,FA_Homicide,1-9,1.1,"January, 2024 to December, 2024",30031
TTM,Montana,Garfield County,FA_Homicide,0,0,"January, 2024 to December, 2024",30033
TTM,Montana,Glacier County,FA_Homicide,1-9,4.1,"January, 2024 to December, 2024",30035
TTM,Montana,Golden Valley County,FA_Homicide,0,0,"January, 2024 to December, 2024",30037
TTM,Montana,Granite County,FA_Homicide,0,0,"January, 2024 to December, 2024",30039
TTM,Montana,Hill County,FA_Homicide,1-9,6.2,"January, 2024 to December, 2024",30041
TTM,Montana,Jefferson County,FA_Homicide,0,0,"January, 2024 to December, 2024",30043
TTM,Montana,Judith Basin County,FA_Homicide,0,0,"January, 2024 to December, 2024",30045
TTM,Montana,Lake County,FA_Homicide,1-9,2.5,"January, 2024 to December, 2024",30047
TTM,Montana,Lewis and Clark County,FA_Homicide,1-9,1.8,"January, 2024 to December, 2024",30049
TTM,Montana,Liberty County,FA_Homicide,0,0,"January, 2024 to December, 2024",30051
TTM,Montana,Lincoln County,FA_Homicide,0,0,"January, 2024 to December, 2024",30053
TTM,Montana,McCone County,FA_Homicide,0,0,"January, 2024 to December, 2024",30055
TTM,Montana,Madison County,FA_Homicide,0,0,"January, 2024 to December, 2024",30057
TTM,Montana,Meagher County,FA_Homicide,0,0,"January, 2024 to December, 2024",30059
TTM,Montana,Mineral County,FA_Homicide,0,0,"January, 2024 to December, 2024",30061
TTM,Montana,Missoula County,FA_Homicide,1-9,1.2,"January, 2024 to December, 2024",30063
TTM,Montana,Musselshell County,FA_Homicide,0,0,"January, 2024 to December, 2024",30065
TTM,Montana,Park County,FA_Homicide,0,0,"January, 2024 to December, 2024",30067
TTM,Montana,Petroleum County,FA_Homicide,0,0,"January, 2024 to December, 2024",30069
TTM,Montana,Phillips County,FA_Homicide,0,0,"January, 2024 to December, 2024",30071
TTM,Montana,Pondera County,FA_Homicide,0,0,"January, 2024 to December, 2024",30073
TTM,Montana,Powder River County,FA_Homicide,0,0,"January, 2024 to December, 2024",30075
TTM,Montana,Powell County,FA_Homicide,0,0,"January, 2024 to December, 2024",30077
TTM,Montana,Prairie County,FA_Homicide,0,0,"January, 2024 to December, 2024",30079
TTM,Montana,Ravalli County,FA_Homicide,0,0,"January, 2024 to December, 2024",30081
TTM,Montana,Richland County,FA_Homicide,0,0,"January, 2024 to December, 2024",30083
TTM,Montana,Roosevelt County,FA_Homicide,0,0,"January, 2024 to December, 2024",30085
TTM,Montana,Rosebud County,FA_Homicide,1-9,-999,"January, 2024 to December, 2024",30087
TTM,Montana,Sanders County,FA_Homicide,0,0,"January, 2024 to December, 2024",30089
TTM,Montana,Sheridan County,FA_Homicide,0,0,"January, 2024 to December, 2024",30091
TTM,Montana,Silver Bow County,FA_Homicide,0,0,"January, 2024 to December, 2024",30093
TTM,Montana,Stillwater County,FA_Homicide,0,0,"January, 2024 to December, 2024",30095
TTM,Montana,Sweet Grass County,FA_Homicide,1-9,-999,"January, 2024 to December, 2024",30097
TTM,Montana,Teton County,FA_Homicide,0,0,"January, 2024 to December, 2024",30099
TTM,Montana,Toole County,FA_Homicide,0,0,"January, 2024 to December, 2024",30101
TTM,Montana,Treasure County,FA_Homicide,0,0,"January, 2024 to December, 2024",30103
TTM,Montana,Valley County,FA_Homicide,0,0,"January, 2024 to December, 2024",30105
TTM,Montana,Wheatland County,FA_Homicide,0,0,"January, 2024 to December, 2024",30107
TTM,Montana,Wibaux County,FA_Homicide,0,0,"January, 2024 to December, 2024",30109
TTM,Montana,Yellowstone County,FA_Homicide,1-9,2.6,"January, 2024 to December, 2024",30111
TTM,Nebraska,Adams County,FA_Homicide,0,0,"January, 2024 to December, 2024",31001
TTM,Nebraska,Antelope County,FA_Homicide,0,0,"January, 2024 to December, 2024",31003
TTM,Nebraska,Arthur County,FA_Homicide,0,0,"January, 2024 to December, 2024",31005
TTM,Nebraska,Banner County,FA_Homicide,0,0,"January, 2024 to December, 2024",31007
TTM,Nebraska,Blaine County,FA_Homicide,0,0,"January, 2024 to December, 2024",31009
TTM,Nebraska,Boone County,FA_Homicide,0,0,"January, 2024 to December, 2024",31011
TTM,Nebraska,Box Butte County,FA_Homicide,1-9,-999,"January, 2024 to December, 2024",31013
TTM,Nebraska,Boyd County,FA_Homicide,0,0,"January, 2024 to December, 2024",31015
TTM,Nebraska,Brown County,FA_Homicide,0,0,"January, 2024 to December, 2024",31017
TTM,Nebraska,Buffalo County,FA_Homicide,1-9,1.4,"January, 2024 to December, 2024",31019
TTM,Nebraska,Burt County,FA_Homicide,0,0,"January, 2024 to December, 2024",31021
TTM,Nebraska,Butler County,FA_Homicide,0,0,"January, 2024 to December, 2024",31023
TTM,Nebraska,Cass County,FA_Homicide,0,0,"January, 2024 to December, 2024",31025
TTM,Nebraska,Cedar County,FA_Homicide,0,0,"January, 2024 to December, 2024",31027
TTM,Nebraska,Chase County,FA_Homicide,0,0,"January, 2024 to December, 2024",31029
TTM,Nebraska,Cherry County,FA_Homicide,0,0,"January, 2024 to December, 2024",31031
TTM,Nebraska,Cheyenne County,FA_Homicide,1-9,-999,"January, 2024 to December, 2024",31033
TTM,Nebraska,Clay County,FA_Homicide,0,0,"January, 2024 to December, 2024",31035
TTM,Nebraska,Colfax County,FA_Homicide,0,0,"January, 2024 to December, 2024",31037
TTM,Nebraska,Cuming County,FA_Homicide,0,0,"January, 2024 to December, 2024",31039
TTM,Nebraska,Custer County,FA_Homicide,0,0,"January, 2024 to December, 2024",31041
TTM,Nebraska,Dakota County,FA_Homicide,0,0,"January, 2024 to December, 2024",31043
TTM,Nebraska,Dawes County,FA_Homicide,0,0,"January, 2024 to December, 2024",31045
TTM,Nebraska,Dawson County,FA_Homicide,0,0,"January, 2024 to December, 2024",31047
TTM,Nebraska,Deuel County,FA_Homicide,0,0,"January, 2024 to December, 2024",31049
TTM,Nebraska,Dixon County,FA_Homicide,0,0,"January, 2024 to December, 2024",31051
TTM,Nebraska,Dodge County,FA_Homicide,0,0,"January, 2024 to December, 2024",31053
TTM,Nebraska,Douglas County,FA_Homicide,25,4.2,"January, 2024 to December, 2024",31055
TTM,Nebraska,Dundy County,FA_Homicide,0,0,"January, 2024 to December, 2024",31057
TTM,Nebraska,Fillmore County,FA_Homicide,0,0,"January, 2024 to December, 2024",31059
TTM,Nebraska,Franklin County,FA_Homicide,0,0,"January, 2024 to December, 2024",31061
TTM,Nebraska,Frontier County,FA_Homicide,0,0,"January, 2024 to December, 2024",31063
TTM,Nebraska,Furnas County,FA_Homicide,0,0,"January, 2024 to December, 2024",31065
TTM,Nebraska,Gage County,FA_Homicide,0,0,"January, 2024 to December, 2024",31067
TTM,Nebraska,Garden County,FA_Homicide,0,0,"January, 2024 to December, 2024",31069
TTM,Nebraska,Garfield County,FA_Homicide,0,0,"January, 2024 to December, 2024",31071
TTM,Nebraska,Gosper County,FA_Homicide,0,0,"January, 2024 to December, 2024",31073
TTM,Nebraska,Grant County,FA_Homicide,0,0,"January, 2024 to December, 2024",31075
TTM,Nebraska,Greeley County,FA_Homicide,0,0,"January, 2024 to December, 2024",31077
TTM,Nebraska,Hall County,FA_Homicide,0,0,"January, 2024 to December, 2024",31079
TTM,Nebraska,Hamilton County,FA_Homicide,0,0,"January, 2024 to December, 2024",31081
TTM,Nebraska,Harlan County,FA_Homicide,0,0,"January, 2024 to December, 2024",31083
TTM,Nebraska,Hayes County,FA_Homicide,0,0,"January, 2024 to December, 2024",31085
TTM,Nebraska,Hitchcock County,FA_Homicide,0,0,"January, 2024 to December, 2024",31087
TTM,Nebraska,Holt County,FA_Homicide,0,0,"January, 2024 to December, 2024",31089
TTM,Nebraska,Hooker County,FA_Homicide,0,0,"January, 2024 to December, 2024",31091
TTM,Nebraska,Howard County,FA_Homicide,0,0,"January, 2024 to December, 2024",31093
