time_period,state_name,state_fips,sex,hiv_diagnoses,hiv_diagnoses_per_100k,population
2019,Hawaii,15,Female,6,1.0,598608.0
2020 (COVID-19 Pandemic),Hawaii,15,Female,6,1.0,596146.0
2021,Hawaii,15,Female,11,Data not available,
2022,Hawaii,15,Female,Data not available,Data not available,
2008,Hawaii,15,Male,71,13.1,541575.0
2009,Hawaii,15,Male,70,12.9,544335.0
2010,Hawaii,15,Male,88,15.4,570179.0
2011,Hawaii,15,Male,69,12.0,576080.0
2012,Hawaii,15,Male,71,12.2,583259.0
2013,Hawaii,15,Male,89,15.1,589914.0
2014,Hawaii,15,Male,88,14.8,593577.0
2015,Hawaii,15,Male,108,18.1,597233.0
2016,Hawaii,15,Male,68,11.3,600661.0
2017,Hawaii,15,Male,70,11.7,598725.0
2018,Hawaii,15,Male,66,11.0,597302.0
2019,Hawaii,15,Male,58,9.8,594602.0
2020 (COVID-19 Pandemic),Hawaii,15,Male,45,7.6,591470.0
2021,Hawaii,15,Male,53,Data not available,
2022,Hawaii,15,Male,Data not available,Data not available,
2008,Idaho,16,Both sexes,49,4.0,1223541.0
2009,Idaho,16,Both sexes,48,3.9,1238079.0
2010,Idaho,16,Both sexes,45,3.6,1256920.0
2011,Idaho,16,Both sexes,35,2.8,1271028.0
2012,Idaho,16,Both sexes,36,2.8,1284310.0
2013,Idaho,16,Both sexes,25,1.9,1301401.0
2014,Idaho,16,Both sexes,21,1.6,1321438.0
2015,Idaho,16,Both sexes,40,3.0,1340738.0
2016,Idaho,16,Both sexes,46,3.4,1370088.0
2017,Idaho,16,Both sexes,45,3.2,1403036.0
2018,Idaho,16,Both sexes,37,2.6,1435098.0
2019,Idaho,16,Both sexes,33,2.2,1471081.0
2020 (COVID-19 Pandemic),Idaho,16,Both sexes,32,2.1,1509161.0
2021,Idaho,16,Both sexes,55,Data not available,
2022,Idaho,16,Both sexes,22,Data not available,
2008,Idaho,16,Female,8,1.3,611644.0
2009,Idaho,16,Female,4,0.6,619542.0
2010,Idaho,16,Female,10,1.6,630867.0
2011,Idaho,16,Female,6,0.9,637900.0
2012,Idaho,16,Female,5,0.8,644479.0
2013,Idaho,16,Female,2,0.3,652654.0
2014,Idaho,16,Female,0,0.0,662465.0
2015,Idaho,16,Female,5,0.7,672035.0
2016,Idaho,16,Female,8,1.2,686491.0
2017,Idaho,16,Female,4,0.6,702891.0
2018,Idaho,16,Female,7,1.0,718686.0
2019,Idaho,16,Female,5,0.7,736633.0
2020 (COVID-19 Pandemic),Idaho,16,Female,3,0.4,755587.0
2021,Idaho,16,Female,8,Data not available,
2022,Idaho,16,Female,Data not available,Data not available,
2008,Idaho,16,Male,41,6.7,611897.0
2009,Idaho,16,Male,44,7.1,618537.0
2010,Idaho,16,Male,35,5.6,626053.0
2011,Idaho,16,Male,29,4.6,633128.0
2012,Idaho,16,Male,31,4.8,639831.0
2013,Idaho,16,Male,23,3.5,648747.0
2014,Idaho,16,Male,21,3.2,658973.0
2015,Idaho,16,Male,35,5.2,668703.0
2016,Idaho,16,Male,38,5.6,683597.0
2017,Idaho,16,Male,41,5.9,700145.0
2018,Idaho,16,Male,30,4.2,716412.0
2019,Idaho,16,Male,28,3.8,734448.0
2020 (COVID-19 Pandemic),Idaho,16,Male,29,3.8,753574.0
2021,Idaho,16,Male,47,Data not available,
2022,Idaho,16,Male,Data not available,Data not available,
2008,Illinois,17,Both sexes,1781,16.9,10563388.0
2009,Illinois,17,Both sexes,1712,16.1,10626004.0
2010,Illinois,17,Both sexes,1644,15.5,10623649.0
2011,Illinois,17,Both sexes,1605,15.0,10668364.0
2012,Illinois,17,Both sexes,1643,15.4,10703066.0
2013,Illinois,17,Both sexes,1583,14.7,10741235.0
2014,Illinois,17,Both sexes,1531,14.2,10755539.0
2015,Illinois,17,Both sexes,1545,14.4,10751114.0
2016,Illinois,17,Both sexes,1476,13.7,10737028.0
2017,Illinois,17,Both sexes,1372,12.8,10723912.0
2018,Illinois,17,Both sexes,1369,12.8,10697686.0
2019,Illinois,17,Both sexes,1257,11.8,10671639.0
2020 (COVID-19 Pandemic),Illinois,17,Both sexes,1096,10.3,10625876.0
2021,Illinois,17,Both sexes,1083,Data not available,
2022,Illinois,17,Both sexes,651,Data not available,
2008,Illinois,17,Female,433,8.0,5403269.0
2009,Illinois,17,Female,369,6.8,5432584.0
2010,Illinois,17,Female,302,5.5,5457549.0
2011,Illinois,17,Female,315,5.7,5478388.0
2012,Illinois,17,Female,288,5.2,5494441.0
2013,Illinois,17,Female,281,5.1,5511052.0
2014,Illinois,17,Female,245,4.4,5517695.0
2015,Illinois,17,Female,241,4.4,5513476.0
2016,Illinois,17,Female,238,4.3,5503719.0
2017,Illinois,17,Female,224,4.1,5494919.0
2018,Illinois,17,Female,238,4.3,5480146.0
2019,Illinois,17,Female,243,4.4,5466291.0
2020 (COVID-19 Pandemic),Illinois,17,Female,177,3.3,5442319.0
2021,Illinois,17,Female,166,Data not available,
2022,Illinois,17,Female,Data not available,Data not available,
2008,Illinois,17,Male,"1,348",26.1,5160119.0
2009,Illinois,17,Male,"1,343",25.9,5193420.0
2010,Illinois,17,Male,"1,342",26.0,5166100.0
2011,Illinois,17,Male,"1,290",24.9,5189976.0
2012,Illinois,17,Male,"1,355",26.0,5208625.0
2013,Illinois,17,Male,"1,302",24.9,5230183.0
2014,Illinois,17,Male,"1,286",24.6,5237844.0
2015,Illinois,17,Male,"1,304",24.9,5237638.0
2016,Illinois,17,Male,"1,238",23.7,5233309.0
2017,Illinois,17,Male,"1,148",22.0,5228993.0
2018,Illinois,17,Male,"1,131",21.7,5217540.0
2019,Illinois,17,Male,"1,014",19.5,5205348.0
2020 (COVID-19 Pandemic),Illinois,17,Male,919,17.7,5183557.0
2021,Illinois,17,Male,917,Data not available,
2022,Illinois,17,Male,Data not available,Data not available,
2008,Indiana,18,Both sexes,462,8.8,5246323.0
2009,Indiana,18,Both sexes,460,8.7,5279967.0
2010,Indiana,18,Both sexes,483,9.0,5340793.0
2011,Indiana,18,Both sexes,469,8.7,5372495.0
2012,Indiana,18,Both sexes,486,9.0,5401100.0
2013,Indiana,18,Both sexes,474,8.7,5438238.0
2014,Indiana,18,Both sexes,465,8.5,5468566.0
2015,Indiana,18,Both sexes,633,11.5,5486236.0
2016,Indiana,18,Both sexes,486,8.8,5514230.0
2017,Indiana,18,Both sexes,515,9.3,5540761.0
2018,Indiana,18,Both sexes,511,9.2,5576805.0
2019,Indiana,18,Both sexes,486,8.7,5611676.0
2020 (COVID-19 Pandemic),Indiana,18,Both sexes,433,7.7,5640306.0
2021,Indiana,18,Both sexes,528,Data not available,
2022,Indiana,18,Both sexes,406,Data not available,
2008,Indiana,18,Female,97,3.6,2682519.0
2009,Indiana,18,Female,101,3.7,2698713.0
2010,Indiana,18,Female,98,3.6,2735495.0
2011,Indiana,18,Female,77,2.8,2750766.0
2012,Indiana,18,Female,91,3.3,2763571.0
2013,Indiana,18,Female,87,3.1,2781234.0
2014,Indiana,18,Female,87,3.1,2795942.0
2015,Indiana,18,Female,151,5.4,2803685.0
2016,Indiana,18,Female,102,3.6,2817728.0
2017,Indiana,18,Female,107,3.8,2830805.0
2018,Indiana,18,Female,112,3.9,2847926.0
2019,Indiana,18,Female,92,3.2,2864985.0
2020 (COVID-19 Pandemic),Indiana,18,Female,85,3.0,2878808.0
2021,Indiana,18,Female,107,Data not available,
2022,Indiana,18,Female,Data not available,Data not available,
2008,Indiana,18,Male,365,14.2,2563804.0
2009,Indiana,18,Male,359,13.9,2581254.0
2010,Indiana,18,Male,385,14.8,2605298.0
2011,Indiana,18,Male,392,15.0,2621729.0
2012,Indiana,18,Male,395,15.0,2637529.0
2013,Indiana,18,Male,387,14.6,2657004.0
2014,Indiana,18,Male,378,14.1,2672624.0
2015,Indiana,18,Male,482,18.0,2682551.0
2016,Indiana,18,Male,384,14.2,2696502.0
2017,Indiana,18,Male,408,15.1,2709956.0
2018,Indiana,18,Male,399,14.6,2728879.0
2019,Indiana,18,Male,394,14.3,2746691.0
2020 (COVID-19 Pandemic),Indiana,18,Male,348,12.6,2761498.0
2021,Indiana,18,Male,421,Data not available,
2022,Indiana,18,Male,Data not available,Data not available,
2008,Iowa,19,Both sexes,97,3.9,2486127.0
2009,Iowa,19,Both sexes,123,4.9,2496048.0
2010,Iowa,19,Both sexes,113,4.5,2526720.0
2011,Iowa,19,Both sexes,113,4.4,2543696.0
2012,Iowa,19,Both sexes,117,4.6,2554279.0
2013,Iowa,19,Both sexes,119,4.6,2570965.0
2014,Iowa,19,Both sexes,94,3.6,2586135.0
2015,Iowa,19,Both sexes,123,4.7,2596719.0
2016,Iowa,19,Both sexes,132,5.1,2606531.0
2017,Iowa,19,Both sexes,125,4.8,2617108.0
2018,Iowa,19,Both sexes,114,4.3,2624935.0
2019,Iowa,19,Both sexes,100,3.8,2637942.0
2020 (COVID-19 Pandemic),Iowa,19,Both sexes,100,3.8,2646459.0
2021,Iowa,19,Both sexes,124,Data not available,
2022,Iowa,19,Both sexes,74,Data not available,
2008,Iowa,19,Female,17,1.3,1268041.0
2009,Iowa,19,Female,22,1.7,1272079.0
2010,Iowa,19,Female,19,1.5,1283920.0
2011,Iowa,19,Female,20,1.5,1291050.0
2012,Iowa,19,Female,20,1.5,1295591.0
2013,Iowa,19,Female,31,2.4,1302939.0
2014,Iowa,19,Female,17,1.3,1309479.0
2015,Iowa,19,Female,26,2.0,1313642.0
2016,Iowa,19,Female,28,2.1,1318076.0
2017,Iowa,19,Female,24,1.8,1322495.0
2018,Iowa,19,Female,32,2.4,1325921.0
2019,Iowa,19,Female,28,2.1,1331638.0
2020 (COVID-19 Pandemic),Iowa,19,Female,21,1.6,1335073.0
2021,Iowa,19,Female,26,Data not available,
2022,Iowa,19,Female,Data not available,Data not available,
2008,Iowa,19,Male,80,6.6,1218086.0
2009,Iowa,19,Male,101,8.3,1223969.0
2010,Iowa,19,Male,94,7.6,1242800.0
2011,Iowa,19,Male,93,7.4,1252646.0
2012,Iowa,19,Male,97,7.7,1258688.0
2013,Iowa,19,Male,88,6.9,1268026.0
2014,Iowa,19,Male,77,6.0,1276656.0
2015,Iowa,19,Male,97,7.6,1283077.0
2016,Iowa,19,Male,104,8.1,1288455.0
2017,Iowa,19,Male,101,7.8,1294613.0
2018,Iowa,19,Male,82,6.3,1299014.0
2019,Iowa,19,Male,72,5.5,1306304.0
2020 (COVID-19 Pandemic),Iowa,19,Male,79,6.0,1311386.0
2021,Iowa,19,Male,98,Data not available,
2022,Iowa,19,Male,Data not available,Data not available,
2008,Kansas,20,Both sexes,138,6.0,2290014.0
2009,Kansas,20,Both sexes,152,6.6,2305964.0
2010,Kansas,20,Both sexes,136,5.8,2329162.0
2011,Kansas,20,Both sexes,136,5.8,2340636.0
2012,Kansas,20,Both sexes,151,6.4,2357115.0
2013,Kansas,20,Both sexes,146,6.2,2368190.0
2014,Kansas,20,Both sexes,130,5.5,2378348.0
2015,Kansas,20,Both sexes,154,6.4,2388965.0
2016,Kansas,20,Both sexes,149,6.2,2395027.0
2017,Kansas,20,Both sexes,120,5.0,2397862.0
2018,Kansas,20,Both sexes,157,6.5,2404598.0
2019,Kansas,20,Both sexes,132,5.5,2409745.0
2020 (COVID-19 Pandemic),Kansas,20,Both sexes,138,5.7,2416768.0
2021,Kansas,20,Both sexes,154,Data not available,
2022,Kansas,20,Both sexes,93,Data not available,
2008,Kansas,20,Female,24,2.1,1160183.0
2009,Kansas,20,Female,41,3.5,1168058.0
2010,Kansas,20,Female,20,1.7,1181714.0
2011,Kansas,20,Female,21,1.8,1187183.0
2012,Kansas,20,Female,27,2.3,1193486.0
2013,Kansas,20,Female,22,1.8,1197429.0
2014,Kansas,20,Female,28,2.3,1201174.0
2015,Kansas,20,Female,26,2.2,1205478.0
2016,Kansas,20,Female,27,2.2,1208257.0
2017,Kansas,20,Female,27,2.2,1209659.0
2018,Kansas,20,Female,27,2.2,1213215.0
2019,Kansas,20,Female,28,2.3,1216490.0
2020 (COVID-19 Pandemic),Kansas,20,Female,21,1.7,1219398.0
2021,Kansas,20,Female,24,Data not available,
2022,Kansas,20,Female,Data not available,Data not available,
2008,Kansas,20,Male,114,10.1,1129831.0
2009,Kansas,20,Male,111,9.8,1137906.0
2010,Kansas,20,Male,116,10.1,1147448.0
2011,Kansas,20,Male,115,10.0,1153453.0
2012,Kansas,20,Male,124,10.7,1163629.0
2013,Kansas,20,Male,124,10.6,1170761.0
2014,Kansas,20,Male,102,8.7,1177174.0
2015,Kansas,20,Male,128,10.8,1183487.0
2016,Kansas,20,Male,122,10.3,1186770.0
2017,Kansas,20,Male,93,7.8,1188203.0
2018,Kansas,20,Male,130,10.9,1191383.0
2019,Kansas,20,Male,104,8.7,1193255.0
2020 (COVID-19 Pandemic),Kansas,20,Male,117,9.8,1197370.0
2021,Kansas,20,Male,130,Data not available,
2022,Kansas,20,Male,Data not available,Data not available,
2008,Kentucky,21,Both sexes,347,9.7,3559663.0
2009,Kentucky,21,Both sexes,343,9.6,3583570.0
2010,Kentucky,21,Both sexes,326,9.0,3611085.0
2011,Kentucky,21,Both sexes,306,8.4,3633951.0
2012,Kentucky,21,Both sexes,361,9.9,3653860.0
2013,Kentucky,21,Both sexes,354,9.6,3675622.0
2014,Kentucky,21,Both sexes,341,9.2,3688751.0
2015,Kentucky,21,Both sexes,341,9.2,3702337.0
2016,Kentucky,21,Both sexes,338,9.1,3713666.0
2017,Kentucky,21,Both sexes,367,9.8,3730572.0
2018,Kentucky,21,Both sexes,378,10.1,3740612.0
2019,Kentucky,21,Both sexes,328,8.7,3752213.0
2020 (COVID-19 Pandemic),Kentucky,21,Both sexes,300,8.0,3761484.0
2021,Kentucky,21,Both sexes,392,Data not available,
2022,Kentucky,21,Both sexes,271,Data not available,
2008,Kentucky,21,Female,49,2.7,1830798.0
2009,Kentucky,21,Female,64,3.5,1839428.0
2010,Kentucky,21,Female,72,3.9,1848586.0
2011,Kentucky,21,Female,45,2.4,1860808.0
2012,Kentucky,21,Female,59,3.2,1868975.0
2013,Kentucky,21,Female,61,3.2,1878972.0
2014,Kentucky,21,Female,58,3.1,1886155.0
2015,Kentucky,21,Female,55,2.9,1892503.0
2016,Kentucky,21,Female,51,2.7,1898530.0
2017,Kentucky,21,Female,69,3.6,1906723.0
2018,Kentucky,21,Female,69,3.6,1912655.0
2019,Kentucky,21,Female,58,3.0,1918293.0
2020 (COVID-19 Pandemic),Kentucky,21,Female,44,2.3,1923201.0
2021,Kentucky,21,Female,73,Data not available,
2022,Kentucky,21,Female,Data not available,Data not available,
2008,Kentucky,21,Male,298,17.2,1728865.0
2009,Kentucky,21,Male,279,16.0,1744142.0
2010,Kentucky,21,Male,254,14.4,1762499.0
2011,Kentucky,21,Male,261,14.7,1773143.0
2012,Kentucky,21,Male,302,16.9,1784885.0
2013,Kentucky,21,Male,293,16.3,1796650.0
2014,Kentucky,21,Male,283,15.7,1802596.0
2015,Kentucky,21,Male,286,15.8,1809834.0
2016,Kentucky,21,Male,287,15.8,1815136.0
2017,Kentucky,21,Male,298,16.3,1823849.0
2018,Kentucky,21,Male,309,16.9,1827957.0
2019,Kentucky,21,Male,270,14.7,1833920.0
2020 (COVID-19 Pandemic),Kentucky,21,Male,256,13.9,1838283.0
2021,Kentucky,21,Male,319,Data not available,
2022,Kentucky,21,Male,Data not available,Data not available,
2008,Louisiana,22,Both sexes,1062,29.1,3648291.0
2009,Louisiana,22,Both sexes,1173,31.9,3680921.0
2010,Louisiana,22,Both sexes,1106,29.6,3737525.0
2011,Louisiana,22,Both sexes,1186,31.5,3767590.0
2012,Louisiana,22,Both sexes,1018,26.8,3794180.0
2013,Louisiana,22,Both sexes,1119,29.3,3820804.0
2014,Louisiana,22,Both sexes,1191,31.0,3840680.0
2015,Louisiana,22,Both sexes,1090,28.2,3859774.0
2016,Louisiana,22,Both sexes,1106,28.6,3873295.0
2017,Louisiana,22,Both sexes,989,25.6,3870275.0
2018,Louisiana,22,Both sexes,957,24.7,3867088.0
2019,Louisiana,22,Both sexes,880,22.7,3868185.0
2020 (COVID-19 Pandemic),Louisiana,22,Both sexes,722,18.7,3865865.0
2021,Louisiana,22,Both sexes,932,Data not available,
2022,Louisiana,22,Both sexes,682,Data not available,
2008,Louisiana,22,Female,362,19.1,1895642.0
2009,Louisiana,22,Female,389,20.4,1910482.0
2010,Louisiana,22,Female,318,16.5,1924726.0
2011,Louisiana,22,Female,354,18.2,1940565.0
2012,Louisiana,22,Female,301,15.4,1954455.0
2013,Louisiana,22,Female,278,14.1,1967686.0
2014,Louisiana,22,Female,311,15.7,1977718.0
2015,Louisiana,22,Female,267,13.4,1987578.0
2016,Louisiana,22,Female,295,14.8,1995676.0
2017,Louisiana,22,Female,236,11.8,1996444.0
2018,Louisiana,22,Female,249,12.5,1996498.0
2019,Louisiana,22,Female,192,9.6,1998077.0
2020 (COVID-19 Pandemic),Louisiana,22,Female,170,8.5,1998729.0
2021,Louisiana,22,Female,214,Data not available,
2022,Louisiana,22,Female,Data not available,Data not available,
2008,Louisiana,22,Male,700,39.9,1752649.0
2009,Louisiana,22,Male,784,44.3,1770439.0
2010,Louisiana,22,Male,788,43.5,1812799.0
2011,Louisiana,22,Male,832,45.5,1827025.0
2012,Louisiana,22,Male,717,39.0,1839725.0
2013,Louisiana,22,Male,841,45.4,1853118.0
2014,Louisiana,22,Male,880,47.2,1862962.0
2015,Louisiana,22,Male,823,44.0,1872196.0
2016,Louisiana,22,Male,811,43.2,1877619.0
2017,Louisiana,22,Male,753,40.2,1873831.0
2018,Louisiana,22,Male,708,37.8,1870590.0
2019,Louisiana,22,Male,688,36.8,1870108.0
2020 (COVID-19 Pandemic),Louisiana,22,Male,552,29.6,1867136.0
2021,Louisiana,22,Male,718,Data not available,
2022,Louisiana,22,Male,Data not available,Data not available,
2008,Maine,23,Both sexes,45,4.0,1129848.0
2009,Maine,23,Both sexes,56,5.0,1130458.0
2010,Maine,23,Both sexes,55,4.8,1137681.0
2011,Maine,23,Both sexes,49,4.3,1141114.0
2012,Maine,23,Both sexes,49,4.3,1143317.0
2013,Maine,23,Both sexes,35,3.1,1145976.0
2014,Maine,23,Both sexes,60,5.2,1150378.0
2015,Maine,23,Both sexes,47,4.1,1150046.0
2016,Maine,23,Both sexes,53,4.6,1154179.0
2017,Maine,23,Both sexes,29,2.5,1158744.0
2018,Maine,23,Both sexes,31,2.7,1164901.0
2019,Maine,23,Both sexes,30,2.6,1171155.0
2020 (COVID-19 Pandemic),Maine,23,Both sexes,16,1.4,1177039.0
2021,Maine,23,Both sexes,30,Data not available,
2022,Maine,23,Both sexes,26,Data not available,
2008,Maine,23,Female,8,1.4,582603.0
2009,Maine,23,Female,14,2.4,582926.0
2010,Maine,23,Female,8,1.4,585591.0
2011,Maine,23,Female,11,1.9,586891.0
2012,Maine,23,Female,14,2.4,587974.0
2013,Maine,23,Female,10,1.7,588958.0
2014,Maine,23,Female,17,2.9,591418.0
2015,Maine,23,Female,9,1.5,591205.0
2016,Maine,23,Female,21,3.5,593272.0
2017,Maine,23,Female,4,0.7,595438.0
2018,Maine,23,Female,8,1.3,598467.0
2019,Maine,23,Female,9,1.5,601402.0
2020 (COVID-19 Pandemic),Maine,23,Female,5,0.8,604476.0
2021,Maine,23,Female,3,Data not available,
2022,Maine,23,Female,Data not available,Data not available,
2008,Maine,23,Male,37,6.8,547245.0
2009,Maine,23,Male,42,7.7,547532.0
2010,Maine,23,Male,47,8.5,552090.0
2011,Maine,23,Male,38,6.9,554223.0
2012,Maine,23,Male,35,6.3,555343.0
2013,Maine,23,Male,25,4.5,557018.0
2014,Maine,23,Male,43,7.7,558960.0
2015,Maine,23,Male,38,6.8,558841.0
2016,Maine,23,Male,32,5.7,560907.0
2017,Maine,23,Male,25,4.4,563306.0
2018,Maine,23,Male,23,4.1,566434.0
2019,Maine,23,Male,21,3.7,569753.0
2020 (COVID-19 Pandemic),Maine,23,Male,11,1.9,572563.0
2021,Maine,23,Male,27,Data not available,
2022,Maine,23,Male,Data not available,Data not available,
2008,Maryland,24,Both sexes,1999,42.6,4697010.0
2009,Maryland,24,Both sexes,1669,35.3,4733633.0
2010,Maryland,24,Both sexes,1722,35.7,4830249.0
2011,Maryland,24,Both sexes,1409,28.9,4878765.0
2012,Maryland,24,Both sexes,1307,26.5,4925579.0
2013,Maryland,24,Both sexes,1291,26.0,4963745.0
2014,Maryland,24,Both sexes,1231,24.6,4995853.0
2015,Maryland,24,Both sexes,1171,23.3,5022839.0
2016,Maryland,24,Both sexes,1093,21.7,5040205.0
2017,Maryland,24,Both sexes,1020,20.1,5062295.0
2018,Maryland,24,Both sexes,990,19.5,5077794.0
2019,Maryland,24,Both sexes,915,18.0,5092825.0
2020 (COVID-19 Pandemic),Maryland,24,Both sexes,706,13.8,5099914.0
2021,Maryland,24,Both sexes,760,Data not available,
2022,Maryland,24,Both sexes,516,Data not available,
2008,Maryland,24,Female,689,28.2,2444459.0
2009,Maryland,24,Female,563,22.9,2462796.0
2010,Maryland,24,Female,557,22.1,2518859.0
2011,Maryland,24,Female,403,15.9,2542132.0
2012,Maryland,24,Female,361,14.1,2564284.0
2013,Maryland,24,Female,367,14.2,2583235.0
2014,Maryland,24,Female,365,14.0,2599859.0
2015,Maryland,24,Female,318,12.2,2613193.0
2016,Maryland,24,Female,307,11.7,2621823.0
2017,Maryland,24,Female,286,10.9,2633665.0
2018,Maryland,24,Female,271,10.3,2643084.0
2019,Maryland,24,Female,259,9.8,2651417.0
2020 (COVID-19 Pandemic),Maryland,24,Female,182,6.9,2655056.0
2021,Maryland,24,Female,185,Data not available,
2022,Maryland,24,Female,Data not available,Data not available,
2008,Maryland,24,Male,"1,310",58.2,2252551.0
2009,Maryland,24,Male,"1,106",48.7,2270837.0
2010,Maryland,24,Male,"1,165",50.4,2311390.0
2011,Maryland,24,Male,"1,006",43.1,2336633.0
2012,Maryland,24,Male,946,40.1,2361295.0
2013,Maryland,24,Male,924,38.8,2380510.0
2014,Maryland,24,Male,866,36.1,2395994.0
2015,Maryland,24,Male,853,35.4,2409646.0
2016,Maryland,24,Male,786,32.5,2418382.0
2017,Maryland,24,Male,734,30.2,2428630.0
2018,Maryland,24,Male,719,29.5,2434710.0
2019,Maryland,24,Male,656,26.9,2441408.0
2020 (COVID-19 Pandemic),Maryland,24,Male,524,21.4,2444858.0
2021,Maryland,24,Male,575,Data not available,
2022,Maryland,24,Male,Data not available,Data not available,
2008,Massachusetts,25,Both sexes,741,13.4,5531920.0
2009,Massachusetts,25,Both sexes,679,12.2,5580663.0
2010,Massachusetts,25,Both sexes,700,12.6,5573251.0
2011,Massachusetts,25,Both sexes,672,11.9,5623940.0
2012,Massachusetts,25,Both sexes,704,12.4,5677104.0
2013,Massachusetts,25,Both sexes,668,11.7,5731786.0
2014,Massachusetts,25,Both sexes,649,11.2,5786020.0
2015,Massachusetts,25,Both sexes,599,10.3,5822889.0
2016,Massachusetts,25,Both sexes,640,10.9,5858253.0
2017,Massachusetts,25,Both sexes,602,10.2,5897908.0
2018,Massachusetts,25,Both sexes,648,10.9,5924329.0
2019,Massachusetts,25,Both sexes,538,9.1,5941888.0
2020 (COVID-19 Pandemic),Massachusetts,25,Both sexes,434,7.3,5949396.0
2021,Massachusetts,25,Both sexes,436,Data not available,
2022,Massachusetts,25,Both sexes,185,Data not available,
2008,Massachusetts,25,Female,206,7.2,2870251.0
2009,Massachusetts,25,Female,162,5.6,2892492.0
2010,Massachusetts,25,Female,201,6.9,2903978.0
2011,Massachusetts,25,Female,190,6.5,2928133.0
2012,Massachusetts,25,Female,186,6.3,2952132.0
2013,Massachusetts,25,Female,173,5.8,2979316.0
2014,Massachusetts,25,Female,166,5.5,3005438.0
2015,Massachusetts,25,Female,157,5.2,3024062.0
2016,Massachusetts,25,Female,169,5.6,3040695.0
2017,Massachusetts,25,Female,153,5.0,3059911.0
2018,Massachusetts,25,Female,183,6.0,3074093.0
2019,Massachusetts,25,Female,141,4.6,3082543.0
2020 (COVID-19 Pandemic),Massachusetts,25,Female,119,3.9,3085238.0
2021,Massachusetts,25,Female,133,Data not available,
2022,Massachusetts,25,Female,Data not available,Data not available,
2008,Massachusetts,25,Male,535,20.1,2661669.0
2009,Massachusetts,25,Male,517,19.2,2688171.0
2010,Massachusetts,25,Male,499,18.7,2669273.0
2011,Massachusetts,25,Male,482,17.9,2695807.0
2012,Massachusetts,25,Male,518,19.0,2724972.0
2013,Massachusetts,25,Male,495,18.0,2752470.0
2014,Massachusetts,25,Male,483,17.4,2780582.0
2015,Massachusetts,25,Male,442,15.8,2798827.0
2016,Massachusetts,25,Male,471,16.7,2817558.0
2017,Massachusetts,25,Male,449,15.8,2837997.0
2018,Massachusetts,25,Male,465,16.3,2850236.0
2019,Massachusetts,25,Male,397,13.9,2859345.0
2020 (COVID-19 Pandemic),Massachusetts,25,Male,315,11.0,2864158.0
2021,Massachusetts,25,Male,303,Data not available,
2022,Massachusetts,25,Male,Data not available,Data not available,
2008,Michigan,26,Both sexes,771,9.2,8335602.0
2009,Michigan,26,Both sexes,802,9.6,8324039.0
2010,Michigan,26,Both sexes,761,9.2,8247464.0
2011,Michigan,26,Both sexes,775,9.4,8272746.0
2012,Michigan,26,Both sexes,782,9.4,8306150.0
2013,Michigan,26,Both sexes,750,9.0,8339138.0
2014,Michigan,26,Both sexes,779,9.3,8370768.0
2015,Michigan,26,Both sexes,724,8.6,8385305.0
2016,Michigan,26,Both sexes,745,8.9,8411707.0
2017,Michigan,26,Both sexes,773,9.2,8442146.0
2018,Michigan,26,Both sexes,719,8.5,8461117.0
2019,Michigan,26,Both sexes,674,8.0,8469397.0
2020 (COVID-19 Pandemic),Michigan,26,Both sexes,519,6.1,8464436.0
2021,Michigan,26,Both sexes,634,Data not available,
2022,Michigan,26,Both sexes,446,Data not available,
2008,Michigan,26,Female,169,4.0,4268434.0
2009,Michigan,26,Female,157,3.7,4262717.0
2010,Michigan,26,Female,150,3.5,4235443.0
2011,Michigan,26,Female,157,3.7,4247837.0
2012,Michigan,26,Female,147,3.4,4261286.0
2013,Michigan,26,Female,125,2.9,4275357.0
2014,Michigan,26,Female,142,3.3,4288355.0
2015,Michigan,26,Female,130,3.0,4292048.0
2016,Michigan,26,Female,117,2.7,4302491.0
2017,Michigan,26,Female,142,3.3,4315539.0
2018,Michigan,26,Female,146,3.4,4323657.0
2019,Michigan,26,Female,111,2.6,4327051.0
2020 (COVID-19 Pandemic),Michigan,26,Female,86,2.0,4325413.0
2021,Michigan,26,Female,98,Data not available,
2022,Michigan,26,Female,Data not available,Data not available,
2008,Michigan,26,Male,602,14.8,4067168.0
2009,Michigan,26,Male,645,15.9,4061322.0
2010,Michigan,26,Male,611,15.2,4012021.0
2011,Michigan,26,Male,618,15.4,4024909.0
2012,Michigan,26,Male,635,15.7,4044864.0
2013,Michigan,26,Male,625,15.4,4063781.0
2014,Michigan,26,Male,637,15.6,4082413.0
2015,Michigan,26,Male,594,14.5,4093257.0
2016,Michigan,26,Male,628,15.3,4109216.0
2017,Michigan,26,Male,631,15.3,4126607.0
2018,Michigan,26,Male,573,13.8,4137460.0
2019,Michigan,26,Male,563,13.6,4142346.0
2020 (COVID-19 Pandemic),Michigan,26,Male,433,10.5,4139023.0
2021,Michigan,26,Male,536,Data not available,
2022,Michigan,26,Male,Data not available,Data not available,
2008,Minnesota,27,Both sexes,331,7.6,4327416.0
2009,Minnesota,27,Both sexes,383,8.8,4358038.0
2010,Minnesota,27,Both sexes,334,7.6,4388632.0
2011,Minnesota,27,Both sexes,293,6.6,4423171.0
2012,Minnesota,27,Both sexes,315,7.1,4454360.0
2013,Minnesota,27,Both sexes,305,6.8,4490553.0
