Indicator,time_period,state_name,state_fips,age,race_category_id,sex,Transmission Category,hiv_diagnoses,hiv_diagnoses_per_100k,population
HIV diagnoses,2016,Idaho,16,13-24,ALL,All,All transmission categories,9,3.2,282449.0
HIV diagnoses,2015,Idaho,16,55+,ALL,All,All transmission categories,5,1.1,444166.0
HIV diagnoses,2015,Idaho,16,45-54,ALL,All,All transmission categories,8,4.0,198330.0
HIV diagnoses,2015,Idaho,16,35-44,ALL,All,All transmission categories,3,1.5,202761.0
HIV diagnoses,2015,Idaho,16,25-34,ALL,All,All transmission categories,15,6.9,216826.0
HIV diagnoses,2015,Idaho,16,13-24,ALL,All,All transmission categories,9,3.2,278655.0
HIV diagnoses,2014,Idaho,16,55+,ALL,All,All transmission categories,2,0.5,430346.0
HIV diagnoses,2014,Idaho,16,45-54,ALL,All,All transmission categories,3,1.5,198944.0
HIV diagnoses,2014,Idaho,16,35-44,ALL,All,All transmission categories,7,3.5,199663.0
HIV diagnoses,2014,Idaho,16,25-34,ALL,All,All transmission categories,7,3.3,214456.0
HIV diagnoses,2014,Idaho,16,13-24,ALL,All,All transmission categories,2,0.7,278029.0
HIV diagnoses,2013,Idaho,16,55+,ALL,All,All transmission categories,1,0.2,417013.0
HIV diagnoses,2013,Idaho,16,45-54,ALL,All,All transmission categories,7,3.5,200139.0
HIV diagnoses,2013,Idaho,16,35-44,ALL,All,All transmission categories,6,3.0,196755.0
HIV diagnoses,2013,Idaho,16,25-34,ALL,All,All transmission categories,8,3.8,212186.0
HIV diagnoses,2013,Idaho,16,13-24,ALL,All,All transmission categories,3,1.1,275308.0
HIV diagnoses,2012,Idaho,16,55+,ALL,All,All transmission categories,7,1.7,403772.0
HIV diagnoses,2012,Idaho,16,45-54,ALL,All,All transmission categories,7,3.5,202682.0
HIV diagnoses,2012,Idaho,16,35-44,ALL,All,All transmission categories,7,3.6,194238.0
HIV diagnoses,2012,Idaho,16,25-34,ALL,All,All transmission categories,8,3.8,210943.0
HIV diagnoses,2012,Idaho,16,13-24,ALL,All,All transmission categories,7,2.6,272675.0
HIV diagnoses,2011,Idaho,16,55+,ALL,All,All transmission categories,2,0.5,390509.0
HIV diagnoses,2011,Idaho,16,45-54,ALL,All,All transmission categories,3,1.5,206070.0
HIV diagnoses,2011,Idaho,16,35-44,ALL,All,All transmission categories,12,6.2,192596.0
HIV diagnoses,2011,Idaho,16,25-34,ALL,All,All transmission categories,12,5.7,210792.0
HIV diagnoses,2011,Idaho,16,13-24,ALL,All,All transmission categories,6,2.2,271061.0
HIV diagnoses,2010,Idaho,16,55+,ALL,All,All transmission categories,1,0.3,378045.0
HIV diagnoses,2010,Idaho,16,45-54,ALL,All,All transmission categories,12,5.8,208223.0
HIV diagnoses,2010,Idaho,16,35-44,ALL,All,All transmission categories,15,7.8,191686.0
HIV diagnoses,2010,Idaho,16,25-34,ALL,All,All transmission categories,11,5.3,209292.0
HIV diagnoses,2010,Idaho,16,13-24,ALL,All,All transmission categories,6,2.2,269674.0
HIV diagnoses,2009,Idaho,16,55+,ALL,All,All transmission categories,3,0.8,359334.0
HIV diagnoses,2009,Idaho,16,45-54,ALL,All,All transmission categories,9,4.4,205561.0
HIV diagnoses,2009,Idaho,16,35-44,ALL,All,All transmission categories,14,7.4,190452.0
HIV diagnoses,2009,Idaho,16,25-34,ALL,All,All transmission categories,15,7.1,209877.0
HIV diagnoses,2009,Idaho,16,13-24,ALL,All,All transmission categories,7,2.6,272855.0
HIV diagnoses,2008,Idaho,16,55+,ALL,All,All transmission categories,4,1.2,347451.0
HIV diagnoses,2008,Idaho,16,45-54,ALL,All,All transmission categories,7,3.4,205513.0
HIV diagnoses,2008,Idaho,16,35-44,ALL,All,All transmission categories,10,5.2,191410.0
HIV diagnoses,2008,Idaho,16,25-34,ALL,All,All transmission categories,15,7.3,206234.0
HIV diagnoses,2008,Idaho,16,13-24,ALL,All,All transmission categories,13,4.8,272933.0
HIV diagnoses,2019,Illinois,17,55+,ALL,All,All transmission categories,100,2.7,3699086.0
HIV diagnoses,2019,Illinois,17,45-54,ALL,All,All transmission categories,149,9.3,1597657.0
HIV diagnoses,2019,Illinois,17,35-44,ALL,All,All transmission categories,220,13.4,1636483.0
HIV diagnoses,2019,Illinois,17,25-34,ALL,All,All transmission categories,480,27.3,1759132.0
HIV diagnoses,2019,Illinois,17,13-24,ALL,All,All transmission categories,308,15.6,1979281.0
HIV diagnoses,2018,Illinois,17,55+,ALL,All,All transmission categories,113,3.1,3652562.0
HIV diagnoses,2018,Illinois,17,45-54,ALL,All,All transmission categories,197,12.0,1636547.0
HIV diagnoses,2018,Illinois,17,35-44,ALL,All,All transmission categories,255,15.6,1636785.0
HIV diagnoses,2018,Illinois,17,25-34,ALL,All,All transmission categories,470,26.6,1767758.0
HIV diagnoses,2018,Illinois,17,13-24,ALL,All,All transmission categories,334,16.7,2004034.0
HIV diagnoses,2017,Illinois,17,55+,ALL,All,All transmission categories,114,3.2,3602979.0
HIV diagnoses,2017,Illinois,17,45-54,ALL,All,All transmission categories,190,11.3,1676721.0
HIV diagnoses,2017,Illinois,17,35-44,ALL,All,All transmission categories,253,15.5,1635877.0
HIV diagnoses,2017,Illinois,17,25-34,ALL,All,All transmission categories,464,26.1,1777326.0
HIV diagnoses,2017,Illinois,17,13-24,ALL,All,All transmission categories,351,17.3,2031009.0
HIV diagnoses,2016,Illinois,17,55+,ALL,All,All transmission categories,133,3.7,3547146.0
HIV diagnoses,2016,Illinois,17,45-54,ALL,All,All transmission categories,186,10.9,1708657.0
HIV diagnoses,2016,Illinois,17,35-44,ALL,All,All transmission categories,262,16.0,1642071.0
HIV diagnoses,2016,Illinois,17,25-34,ALL,All,All transmission categories,512,28.7,1781598.0
HIV diagnoses,2016,Illinois,17,13-24,ALL,All,All transmission categories,383,18.6,2057556.0
HIV diagnoses,2015,Illinois,17,55+,ALL,All,All transmission categories,124,3.6,3482998.0
HIV diagnoses,2015,Illinois,17,45-54,ALL,All,All transmission categories,186,10.7,1735780.0
HIV diagnoses,2015,Illinois,17,35-44,ALL,All,All transmission categories,269,16.2,1659202.0
HIV diagnoses,2015,Illinois,17,25-34,ALL,All,All transmission categories,528,29.6,1784627.0
HIV diagnoses,2015,Illinois,17,13-24,ALL,All,All transmission categories,438,21.0,2088507.0
HIV diagnoses,2014,Illinois,17,55+,ALL,All,All transmission categories,117,3.4,3414047.0
HIV diagnoses,2014,Illinois,17,45-54,ALL,All,All transmission categories,208,11.8,1763213.0
HIV diagnoses,2014,Illinois,17,35-44,ALL,All,All transmission categories,277,16.6,1670814.0
HIV diagnoses,2014,Illinois,17,25-34,ALL,All,All transmission categories,502,28.0,1793277.0
HIV diagnoses,2014,Illinois,17,13-24,ALL,All,All transmission categories,427,20.2,2114188.0
HIV diagnoses,2013,Illinois,17,55+,ALL,All,All transmission categories,148,4.4,3340331.0
HIV diagnoses,2013,Illinois,17,45-54,ALL,All,All transmission categories,230,12.8,1793584.0
HIV diagnoses,2013,Illinois,17,35-44,ALL,All,All transmission categories,275,16.3,1682575.0
HIV diagnoses,2013,Illinois,17,25-34,ALL,All,All transmission categories,481,26.8,1795161.0
HIV diagnoses,2013,Illinois,17,13-24,ALL,All,All transmission categories,449,21.1,2129584.0
HIV diagnoses,2012,Illinois,17,55+,ALL,All,All transmission categories,154,4.7,3262290.0
HIV diagnoses,2012,Illinois,17,45-54,ALL,All,All transmission categories,235,12.9,1823319.0
HIV diagnoses,2012,Illinois,17,35-44,ALL,All,All transmission categories,330,19.5,1691590.0
HIV diagnoses,2012,Illinois,17,25-34,ALL,All,All transmission categories,519,29.0,1789470.0
HIV diagnoses,2012,Illinois,17,13-24,ALL,All,All transmission categories,405,19.0,2136397.0
HIV diagnoses,2011,Illinois,17,55+,ALL,All,All transmission categories,131,4.1,3181025.0
HIV diagnoses,2011,Illinois,17,45-54,ALL,All,All transmission categories,289,15.6,1851060.0
HIV diagnoses,2011,Illinois,17,35-44,ALL,All,All transmission categories,339,19.9,1703417.0
HIV diagnoses,2011,Illinois,17,25-34,ALL,All,All transmission categories,451,25.2,1788039.0
HIV diagnoses,2011,Illinois,17,13-24,ALL,All,All transmission categories,395,18.4,2144823.0
HIV diagnoses,2010,Illinois,17,55+,ALL,All,All transmission categories,126,4.1,3101661.0
HIV diagnoses,2010,Illinois,17,45-54,ALL,All,All transmission categories,254,13.6,1868427.0
HIV diagnoses,2010,Illinois,17,35-44,ALL,All,All transmission categories,378,22.0,1721335.0
HIV diagnoses,2010,Illinois,17,25-34,ALL,All,All transmission categories,493,27.7,1778669.0
HIV diagnoses,2010,Illinois,17,13-24,ALL,All,All transmission categories,393,18.2,2153557.0
HIV diagnoses,2009,Illinois,17,55+,ALL,All,All transmission categories,116,3.9,3010995.0
HIV diagnoses,2009,Illinois,17,45-54,ALL,All,All transmission categories,304,16.2,1878298.0
HIV diagnoses,2009,Illinois,17,35-44,ALL,All,All transmission categories,419,23.8,1761893.0
HIV diagnoses,2009,Illinois,17,25-34,ALL,All,All transmission categories,457,25.6,1783102.0
HIV diagnoses,2009,Illinois,17,13-24,ALL,All,All transmission categories,416,19.0,2191716.0
HIV diagnoses,2008,Illinois,17,55+,ALL,All,All transmission categories,140,4.8,2941917.0
HIV diagnoses,2008,Illinois,17,45-54,ALL,All,All transmission categories,323,17.3,1867132.0
HIV diagnoses,2008,Illinois,17,35-44,ALL,All,All transmission categories,421,23.5,1792652.0
HIV diagnoses,2008,Illinois,17,25-34,ALL,All,All transmission categories,503,28.4,1768109.0
HIV diagnoses,2008,Illinois,17,13-24,ALL,All,All transmission categories,394,18.0,2193578.0
HIV diagnoses,2019,Indiana,18,55+,ALL,All,All transmission categories,44,2.2,1958411.0
HIV diagnoses,2019,Indiana,18,45-54,ALL,All,All transmission categories,54,6.6,823737.0
HIV diagnoses,2019,Indiana,18,35-44,ALL,All,All transmission categories,113,13.6,828967.0
HIV diagnoses,2019,Indiana,18,25-34,ALL,All,All transmission categories,176,19.7,891650.0
HIV diagnoses,2019,Indiana,18,13-24,ALL,All,All transmission categories,99,8.9,1108911.0
HIV diagnoses,2018,Indiana,18,55+,ALL,All,All transmission categories,45,2.3,1924586.0
HIV diagnoses,2018,Indiana,18,45-54,ALL,All,All transmission categories,51,6.1,839452.0
HIV diagnoses,2018,Indiana,18,35-44,ALL,All,All transmission categories,98,11.9,822372.0
HIV diagnoses,2018,Indiana,18,25-34,ALL,All,All transmission categories,194,22.0,880378.0
HIV diagnoses,2018,Indiana,18,13-24,ALL,All,All transmission categories,123,11.1,1110017.0
HIV diagnoses,2017,Indiana,18,55+,ALL,All,All transmission categories,49,2.6,1891983.0
HIV diagnoses,2017,Indiana,18,45-54,ALL,All,All transmission categories,75,8.8,853352.0
HIV diagnoses,2017,Indiana,18,35-44,ALL,All,All transmission categories,94,11.5,815930.0
HIV diagnoses,2017,Indiana,18,25-34,ALL,All,All transmission categories,174,20.0,869173.0
HIV diagnoses,2017,Indiana,18,13-24,ALL,All,All transmission categories,123,11.1,1110323.0
HIV diagnoses,2016,Indiana,18,55+,ALL,All,All transmission categories,45,2.4,1858326.0
HIV diagnoses,2016,Indiana,18,45-54,ALL,All,All transmission categories,69,8.0,865550.0
HIV diagnoses,2016,Indiana,18,35-44,ALL,All,All transmission categories,82,10.1,814952.0
HIV diagnoses,2016,Indiana,18,25-34,ALL,All,All transmission categories,170,19.8,856934.0
HIV diagnoses,2016,Indiana,18,13-24,ALL,All,All transmission categories,120,10.7,1118468.0
HIV diagnoses,2015,Indiana,18,55+,ALL,All,All transmission categories,38,2.1,1820082.0
HIV diagnoses,2015,Indiana,18,45-54,ALL,All,All transmission categories,99,11.3,875736.0
HIV diagnoses,2015,Indiana,18,35-44,ALL,All,All transmission categories,136,16.6,820069.0
HIV diagnoses,2015,Indiana,18,25-34,ALL,All,All transmission categories,240,28.3,847753.0
HIV diagnoses,2015,Indiana,18,13-24,ALL,All,All transmission categories,120,10.7,1122596.0
HIV diagnoses,2014,Indiana,18,55+,ALL,All,All transmission categories,37,2.1,1782858.0
HIV diagnoses,2014,Indiana,18,45-54,ALL,All,All transmission categories,66,7.4,888500.0
HIV diagnoses,2014,Indiana,18,35-44,ALL,All,All transmission categories,81,9.8,822816.0
HIV diagnoses,2014,Indiana,18,25-34,ALL,All,All transmission categories,152,18.0,845306.0
HIV diagnoses,2014,Indiana,18,13-24,ALL,All,All transmission categories,129,11.4,1129086.0
HIV diagnoses,2013,Indiana,18,55+,ALL,All,All transmission categories,35,2.0,1742953.0
HIV diagnoses,2013,Indiana,18,45-54,ALL,All,All transmission categories,68,7.5,903096.0
HIV diagnoses,2013,Indiana,18,35-44,ALL,All,All transmission categories,76,9.2,824479.0
HIV diagnoses,2013,Indiana,18,25-34,ALL,All,All transmission categories,142,16.9,840814.0
HIV diagnoses,2013,Indiana,18,13-24,ALL,All,All transmission categories,153,13.6,1126896.0
HIV diagnoses,2012,Indiana,18,55+,ALL,All,All transmission categories,34,2.0,1701854.0
HIV diagnoses,2012,Indiana,18,45-54,ALL,All,All transmission categories,67,7.3,919659.0
HIV diagnoses,2012,Indiana,18,35-44,ALL,All,All transmission categories,94,11.4,825706.0
HIV diagnoses,2012,Indiana,18,25-34,ALL,All,All transmission categories,139,16.6,834886.0
HIV diagnoses,2012,Indiana,18,13-24,ALL,All,All transmission categories,152,13.6,1118995.0
HIV diagnoses,2011,Indiana,18,55+,ALL,All,All transmission categories,32,1.9,1660103.0
HIV diagnoses,2011,Indiana,18,45-54,ALL,All,All transmission categories,62,6.6,934943.0
HIV diagnoses,2011,Indiana,18,35-44,ALL,All,All transmission categories,107,12.9,831257.0
HIV diagnoses,2011,Indiana,18,25-34,ALL,All,All transmission categories,143,17.2,833358.0
HIV diagnoses,2011,Indiana,18,13-24,ALL,All,All transmission categories,125,11.2,1112834.0
HIV diagnoses,2010,Indiana,18,55+,ALL,All,All transmission categories,30,1.9,1619886.0
HIV diagnoses,2010,Indiana,18,45-54,ALL,All,All transmission categories,77,8.1,945183.0
HIV diagnoses,2010,Indiana,18,35-44,ALL,All,All transmission categories,122,14.5,838823.0
HIV diagnoses,2010,Indiana,18,25-34,ALL,All,All transmission categories,135,16.3,828960.0
HIV diagnoses,2010,Indiana,18,13-24,ALL,All,All transmission categories,119,10.7,1107941.0
HIV diagnoses,2009,Indiana,18,55+,ALL,All,All transmission categories,38,2.4,1561607.0
HIV diagnoses,2009,Indiana,18,45-54,ALL,All,All transmission categories,70,7.5,939171.0
HIV diagnoses,2009,Indiana,18,35-44,ALL,All,All transmission categories,111,13.1,850162.0
HIV diagnoses,2009,Indiana,18,25-34,ALL,All,All transmission categories,129,15.4,838888.0
HIV diagnoses,2009,Indiana,18,13-24,ALL,All,All transmission categories,112,10.3,1090139.0
HIV diagnoses,2008,Indiana,18,55+,ALL,All,All transmission categories,38,2.5,1521589.0
HIV diagnoses,2008,Indiana,18,45-54,ALL,All,All transmission categories,79,8.4,935173.0
HIV diagnoses,2008,Indiana,18,35-44,ALL,All,All transmission categories,131,15.1,868060.0
HIV diagnoses,2008,Indiana,18,25-34,ALL,All,All transmission categories,125,15.0,833188.0
HIV diagnoses,2008,Indiana,18,13-24,ALL,All,All transmission categories,89,8.2,1088313.0
HIV diagnoses,2019,Iowa,19,55+,ALL,All,All transmission categories,17,1.8,967928.0
HIV diagnoses,2019,Iowa,19,45-54,ALL,All,All transmission categories,8,2.2,362561.0
HIV diagnoses,2019,Iowa,19,35-44,ALL,All,All transmission categories,28,7.3,386124.0
HIV diagnoses,2019,Iowa,19,25-34,ALL,All,All transmission categories,24,6.0,399804.0
HIV diagnoses,2019,Iowa,19,13-24,ALL,All,All transmission categories,23,4.4,521525.0
HIV diagnoses,2018,Iowa,19,55+,ALL,All,All transmission categories,11,1.2,955375.0
HIV diagnoses,2018,Iowa,19,45-54,ALL,All,All transmission categories,15,4.0,370814.0
HIV diagnoses,2018,Iowa,19,35-44,ALL,All,All transmission categories,25,6.6,379686.0
HIV diagnoses,2018,Iowa,19,25-34,ALL,All,All transmission categories,44,11.1,397612.0
HIV diagnoses,2018,Iowa,19,13-24,ALL,All,All transmission categories,19,3.6,521448.0
HIV diagnoses,2017,Iowa,19,55+,ALL,All,All transmission categories,16,1.7,942306.0
HIV diagnoses,2017,Iowa,19,45-54,ALL,All,All transmission categories,22,5.8,380357.0
HIV diagnoses,2017,Iowa,19,35-44,ALL,All,All transmission categories,14,3.8,372967.0
HIV diagnoses,2017,Iowa,19,25-34,ALL,All,All transmission categories,38,9.6,396847.0
HIV diagnoses,2017,Iowa,19,13-24,ALL,All,All transmission categories,35,6.7,524631.0
HIV diagnoses,2016,Iowa,19,55+,ALL,All,All transmission categories,14,1.5,928463.0
HIV diagnoses,2016,Iowa,19,45-54,ALL,All,All transmission categories,21,5.4,388965.0
HIV diagnoses,2016,Iowa,19,35-44,ALL,All,All transmission categories,28,7.6,367505.0
HIV diagnoses,2016,Iowa,19,25-34,ALL,All,All transmission categories,41,10.4,394371.0
HIV diagnoses,2016,Iowa,19,13-24,ALL,All,All transmission categories,28,5.3,527227.0
HIV diagnoses,2015,Iowa,19,55+,ALL,All,All transmission categories,15,1.6,912466.0
HIV diagnoses,2015,Iowa,19,45-54,ALL,All,All transmission categories,23,5.8,397006.0
HIV diagnoses,2015,Iowa,19,35-44,ALL,All,All transmission categories,25,6.8,365550.0
HIV diagnoses,2015,Iowa,19,25-34,ALL,All,All transmission categories,28,7.1,392330.0
HIV diagnoses,2015,Iowa,19,13-24,ALL,All,All transmission categories,32,6.0,529367.0
HIV diagnoses,2014,Iowa,19,55+,ALL,All,All transmission categories,16,1.8,895957.0
HIV diagnoses,2014,Iowa,19,45-54,ALL,All,All transmission categories,16,3.9,405156.0
HIV diagnoses,2014,Iowa,19,35-44,ALL,All,All transmission categories,18,5.0,362992.0
HIV diagnoses,2014,Iowa,19,25-34,ALL,All,All transmission categories,27,6.9,392031.0
HIV diagnoses,2014,Iowa,19,13-24,ALL,All,All transmission categories,17,3.2,529999.0
HIV diagnoses,2013,Iowa,19,55+,ALL,All,All transmission categories,21,2.4,879947.0
HIV diagnoses,2013,Iowa,19,45-54,ALL,All,All transmission categories,27,6.5,413263.0
HIV diagnoses,2013,Iowa,19,35-44,ALL,All,All transmission categories,25,6.9,361415.0
HIV diagnoses,2013,Iowa,19,25-34,ALL,All,All transmission categories,29,7.4,390301.0
HIV diagnoses,2013,Iowa,19,13-24,ALL,All,All transmission categories,17,3.2,526039.0
HIV diagnoses,2012,Iowa,19,55+,ALL,All,All transmission categories,11,1.3,863395.0
HIV diagnoses,2012,Iowa,19,45-54,ALL,All,All transmission categories,25,5.9,422458.0
HIV diagnoses,2012,Iowa,19,35-44,ALL,All,All transmission categories,27,7.5,359780.0
HIV diagnoses,2012,Iowa,19,25-34,ALL,All,All transmission categories,33,8.5,389214.0
HIV diagnoses,2012,Iowa,19,13-24,ALL,All,All transmission categories,21,4.0,519432.0
HIV diagnoses,2011,Iowa,19,55+,ALL,All,All transmission categories,8,0.9,846222.0
HIV diagnoses,2011,Iowa,19,45-54,ALL,All,All transmission categories,21,4.9,431549.0
HIV diagnoses,2011,Iowa,19,35-44,ALL,All,All transmission categories,24,6.7,360877.0
HIV diagnoses,2011,Iowa,19,25-34,ALL,All,All transmission categories,33,8.5,388908.0
HIV diagnoses,2011,Iowa,19,13-24,ALL,All,All transmission categories,27,5.2,516140.0
HIV diagnoses,2010,Iowa,19,55+,ALL,All,All transmission categories,6,0.7,829597.0
HIV diagnoses,2010,Iowa,19,45-54,ALL,All,All transmission categories,28,6.4,438439.0
HIV diagnoses,2010,Iowa,19,35-44,ALL,All,All transmission categories,28,7.7,363791.0
HIV diagnoses,2010,Iowa,19,25-34,ALL,All,All transmission categories,30,7.8,384018.0
HIV diagnoses,2010,Iowa,19,13-24,ALL,All,All transmission categories,21,4.1,510875.0
HIV diagnoses,2009,Iowa,19,55+,ALL,All,All transmission categories,13,1.6,798966.0
HIV diagnoses,2009,Iowa,19,45-54,ALL,All,All transmission categories,14,3.2,439758.0
HIV diagnoses,2009,Iowa,19,35-44,ALL,All,All transmission categories,35,9.5,367525.0
HIV diagnoses,2009,Iowa,19,25-34,ALL,All,All transmission categories,39,10.6,367097.0
HIV diagnoses,2009,Iowa,19,13-24,ALL,All,All transmission categories,22,4.2,522702.0
HIV diagnoses,2008,Iowa,19,55+,ALL,All,All transmission categories,10,1.3,783894.0
HIV diagnoses,2008,Iowa,19,45-54,ALL,All,All transmission categories,22,5.0,440490.0
HIV diagnoses,2008,Iowa,19,35-44,ALL,All,All transmission categories,22,5.8,376648.0
HIV diagnoses,2008,Iowa,19,25-34,ALL,All,All transmission categories,28,7.8,359923.0
HIV diagnoses,2008,Iowa,19,13-24,ALL,All,All transmission categories,15,2.9,525172.0
HIV diagnoses,2019,Kansas,20,55+,ALL,All,All transmission categories,12,1.4,846107.0
HIV diagnoses,2019,Kansas,20,45-54,ALL,All,All transmission categories,19,5.8,327857.0
HIV diagnoses,2019,Kansas,20,35-44,ALL,All,All transmission categories,27,7.5,361101.0
HIV diagnoses,2019,Kansas,20,25-34,ALL,All,All transmission categories,42,11.0,382882.0
HIV diagnoses,2019,Kansas,20,13-24,ALL,All,All transmission categories,32,6.5,491798.0
HIV diagnoses,2018,Kansas,20,55+,ALL,All,All transmission categories,11,1.3,833336.0
HIV diagnoses,2018,Kansas,20,45-54,ALL,All,All transmission categories,18,5.4,335601.0
HIV diagnoses,2018,Kansas,20,35-44,ALL,All,All transmission categories,32,9.0,356700.0
HIV diagnoses,2018,Kansas,20,25-34,ALL,All,All transmission categories,55,14.3,384571.0
HIV diagnoses,2018,Kansas,20,13-24,ALL,All,All transmission categories,41,8.3,494390.0
HIV diagnoses,2017,Kansas,20,55+,ALL,All,All transmission categories,7,0.9,821031.0
HIV diagnoses,2017,Kansas,20,45-54,ALL,All,All transmission categories,14,4.1,344832.0
HIV diagnoses,2017,Kansas,20,35-44,ALL,All,All transmission categories,16,4.6,351532.0
HIV diagnoses,2017,Kansas,20,25-34,ALL,All,All transmission categories,38,9.9,385004.0
HIV diagnoses,2017,Kansas,20,13-24,ALL,All,All transmission categories,45,9.1,495463.0
HIV diagnoses,2016,Kansas,20,55+,ALL,All,All transmission categories,15,1.9,807833.0
HIV diagnoses,2016,Kansas,20,45-54,ALL,All,All transmission categories,21,5.9,353127.0
HIV diagnoses,2016,Kansas,20,35-44,ALL,All,All transmission categories,31,8.9,348164.0
HIV diagnoses,2016,Kansas,20,25-34,ALL,All,All transmission categories,54,14.0,386284.0
HIV diagnoses,2016,Kansas,20,13-24,ALL,All,All transmission categories,28,5.6,499619.0
HIV diagnoses,2015,Kansas,20,55+,ALL,All,All transmission categories,13,1.6,792588.0
HIV diagnoses,2015,Kansas,20,45-54,ALL,All,All transmission categories,20,5.5,361203.0
HIV diagnoses,2015,Kansas,20,35-44,ALL,All,All transmission categories,34,9.8,346584.0
HIV diagnoses,2015,Kansas,20,25-34,ALL,All,All transmission categories,47,12.2,386796.0
HIV diagnoses,2015,Kansas,20,13-24,ALL,All,All transmission categories,40,8.0,501794.0
HIV diagnoses,2014,Kansas,20,55+,ALL,All,All transmission categories,12,1.5,777246.0
HIV diagnoses,2014,Kansas,20,45-54,ALL,All,All transmission categories,24,6.5,368768.0
HIV diagnoses,2014,Kansas,20,35-44,ALL,All,All transmission categories,22,6.4,344994.0
HIV diagnoses,2014,Kansas,20,25-34,ALL,All,All transmission categories,41,10.6,386324.0
HIV diagnoses,2014,Kansas,20,13-24,ALL,All,All transmission categories,31,6.2,501016.0
HIV diagnoses,2013,Kansas,20,55+,ALL,All,All transmission categories,16,2.1,761638.0
HIV diagnoses,2013,Kansas,20,45-54,ALL,All,All transmission categories,22,5.8,377554.0
HIV diagnoses,2013,Kansas,20,35-44,ALL,All,All transmission categories,41,11.9,344626.0
HIV diagnoses,2013,Kansas,20,25-34,ALL,All,All transmission categories,35,9.1,385703.0
HIV diagnoses,2013,Kansas,20,13-24,ALL,All,All transmission categories,32,6.4,498669.0
HIV diagnoses,2012,Kansas,20,55+,ALL,All,All transmission categories,16,2.1,745347.0
HIV diagnoses,2012,Kansas,20,45-54,ALL,All,All transmission categories,26,6.7,387774.0
HIV diagnoses,2012,Kansas,20,35-44,ALL,All,All transmission categories,29,8.4,343822.0
HIV diagnoses,2012,Kansas,20,25-34,ALL,All,All transmission categories,47,12.2,385319.0
HIV diagnoses,2012,Kansas,20,13-24,ALL,All,All transmission categories,33,6.7,494853.0
HIV diagnoses,2011,Kansas,20,55+,ALL,All,All transmission categories,9,1.2,727769.0
HIV diagnoses,2011,Kansas,20,45-54,ALL,All,All transmission categories,26,6.5,397793.0
HIV diagnoses,2011,Kansas,20,35-44,ALL,All,All transmission categories,33,9.6,343694.0
HIV diagnoses,2011,Kansas,20,25-34,ALL,All,All transmission categories,35,9.2,382510.0
HIV diagnoses,2011,Kansas,20,13-24,ALL,All,All transmission categories,33,6.8,488870.0
HIV diagnoses,2010,Kansas,20,55+,ALL,All,All transmission categories,4,0.6,711271.0
HIV diagnoses,2010,Kansas,20,45-54,ALL,All,All transmission categories,25,6.2,404976.0
HIV diagnoses,2010,Kansas,20,35-44,ALL,All,All transmission categories,32,9.2,346204.0
HIV diagnoses,2010,Kansas,20,25-34,ALL,All,All transmission categories,48,12.7,379410.0
HIV diagnoses,2010,Kansas,20,13-24,ALL,All,All transmission categories,27,5.5,487301.0
HIV diagnoses,2009,Kansas,20,55+,ALL,All,All transmission categories,13,1.9,684378.0
HIV diagnoses,2009,Kansas,20,45-54,ALL,All,All transmission categories,26,6.4,404489.0
HIV diagnoses,2009,Kansas,20,35-44,ALL,All,All transmission categories,36,10.3,348666.0
HIV diagnoses,2009,Kansas,20,25-34,ALL,All,All transmission categories,47,12.7,368979.0
HIV diagnoses,2009,Kansas,20,13-24,ALL,All,All transmission categories,30,6.0,499452.0
HIV diagnoses,2008,Kansas,20,55+,ALL,All,All transmission categories,9,1.3,669404.0
HIV diagnoses,2008,Kansas,20,45-54,ALL,All,All transmission categories,30,7.4,404622.0
HIV diagnoses,2008,Kansas,20,35-44,ALL,All,All transmission categories,36,10.1,355588.0
HIV diagnoses,2008,Kansas,20,25-34,ALL,All,All transmission categories,39,10.9,359083.0
HIV diagnoses,2008,Kansas,20,13-24,ALL,All,All transmission categories,24,4.8,501317.0
HIV diagnoses,2019,Kentucky,21,55+,ALL,All,All transmission categories,25,1.9,1348356.0
HIV diagnoses,2019,Kentucky,21,45-54,ALL,All,All transmission categories,43,7.6,563807.0
HIV diagnoses,2019,Kentucky,21,35-44,ALL,All,All transmission categories,74,13.4,551580.0
HIV diagnoses,2019,Kentucky,21,25-34,ALL,All,All transmission categories,120,20.4,588906.0
HIV diagnoses,2019,Kentucky,21,13-24,ALL,All,All transmission categories,66,9.4,699564.0
HIV diagnoses,2018,Kentucky,21,55+,ALL,All,All transmission categories,30,2.3,1326078.0
HIV diagnoses,2018,Kentucky,21,45-54,ALL,All,All transmission categories,46,8.0,576687.0
HIV diagnoses,2018,Kentucky,21,35-44,ALL,All,All transmission categories,79,14.3,551577.0
HIV diagnoses,2018,Kentucky,21,25-34,ALL,All,All transmission categories,143,24.4,584887.0
HIV diagnoses,2018,Kentucky,21,13-24,ALL,All,All transmission categories,80,11.4,701383.0
HIV diagnoses,2017,Kentucky,21,55+,ALL,All,All transmission categories,32,2.5,1304251.0
HIV diagnoses,2017,Kentucky,21,45-54,ALL,All,All transmission categories,64,10.9,587938.0
HIV diagnoses,2017,Kentucky,21,35-44,ALL,All,All transmission categories,67,12.2,551022.0
HIV diagnoses,2017,Kentucky,21,25-34,ALL,All,All transmission categories,134,23.0,582688.0
