education_group,state_name,state_fips,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
"Graduated High School",Kentucky,21,428,215,643,66.0606454173803,60.9510349614408,71.1702558733198,59.8054798587681,49.9620630503889,69.6488966671472
"Attended College or Technical School",Kentucky,21,431,176,607,69.6982898309703,64.371820946953,75.0247587149875,60.4143346513697,50.9887974436497,69.8398718590897
"Graduated from College or Technical
School",Kentucky,21,466,164,630,71.1522284149994,66.2292639359836,76.0751928940151,65.7857041185385,55.634321463477,75.9370867736001
"Don’t know/Not sure/Missing",Kentucky,21,1,1,2,.,.,.,.,.,.
"Did not graduate High School",Louisiana,22,128,71,199,62.1742584013984,54.2680414703561,70.0804753324406,53.9722594305951,38.1115497148004,69.8329691463899
"Graduated High School",Louisiana,22,544,264,808,67.0539510135107,63.190105099765,70.9177969272565,54.8419969004993,46.9453732529049,62.7386205480936
"Attended College or Technical School",Louisiana,22,547,220,767,69.9814749885918,66.0693002306719,73.8936497465117,60.3637282848802,53.1272339519066,67.6002226178538
"Graduated from College or Technical
School",Louisiana,22,792,247,1039,76.1189524242749,73.0171348238084,79.2207700247414,65.4189421786469,58.5327091345356,72.3051752227582
"Don’t know/Not sure/Missing",Louisiana,22,.,.,.,.,.,.,.,.,.
"Did not graduate High School",Maine,23,91,63,154,56.1736672925313,45.0091909452619,67.3381436398007,49.5525240743645,39.2621423157225,59.8429058330065
"Graduated High School",Maine,23,1017,448,1465,69.2364861702519,65.8412234915763,72.6317488489274,53.9922696117848,47.8684235010043,60.1161157225654
"Attended College or Technical School",Maine,23,1308,380,1688,74.6070421246309,71.7517133600382,77.4623708892236,62.6503443445254,55.8095160915182,69.4911725975327
"Graduated from College or Technical
School",Maine,23,2103,626,2729,75.5415229960545,73.4110569504586,77.6719890416503,64.7116732768695,59.667575553489,69.75577100025
"Don’t know/Not sure/Missing",Maine,23,6,5,11,.,.,.,.,.,.
"Did not graduate High School",Maryland,24,196,180,376,56.3223305255348,49.19089761197,63.4537634390996,43.2008029868295,31.6858089748256,54.7157969988333
"Graduated High School",Maryland,24,1288,586,1874,66.6761680489815,63.2172967394974,70.1350393584656,58.8335894102185,50.4848687713619,67.182310049075
"Attended College or Technical School",Maryland,24,1375,502,1877,75.068826684429,72.2010699369753,77.9365834318828,66.4049234556806,58.8770699945536,73.9327769168076
"Graduated from College or Technical
School",Maryland,24,3191,921,4112,74.8111789717379,72.6596288186288,76.962729124847,67.1459850417008,62.5974493610034,71.6945207223982
"Don’t know/Not sure/Missing",Maryland,24,7,4,11,.,.,.,.,.,.
"Did not graduate High School",Massachusetts,25,112,145,257,46.7783437230679,39.5068256254414,54.0498618206944,38.0293141867254,27.4996823528914,48.5589460205595
"Graduated High School",Massachusetts,25,616,291,907,66.3017040799285,61.8789269248908,70.7244812349662,55.4845240424979,46.4532321481562,64.5158159368395
"Attended College or Technical School",Massachusetts,25,829,296,1125,74.6168924043903,71.3550479785617,77.8787368302189,65.2122232789323,57.6177663828505,72.8066801750142
"Graduated from College or Technical
School",Massachusetts,25,2213,680,2893,75.2653915401793,73.0073401314552,77.5234429489033,66.3396687869581,61.2381353991458,71.4412021747704
"Don’t know/Not sure/Missing",Massachusetts,25,10,6,16,71.9419991328549,50.6851009730342,93.1988972926757,70.6186453309658,30.9108249981521,100
"Did not graduate High School",Michigan,26,89,82,171,51.0221732266258,42.2731461600619,59.7712002931897,48.1119026910219,28.5313959662829,67.6924094157608
"Graduated High School",Michigan,26,851,337,1188,69.5257976171338,66.52696613392,72.5246291003475,56.780684396858,49.723922053339,63.8374467403769
"Attended College or Technical School",Michigan,26,1133,377,1510,72.3385502138863,69.6761489114529,75.0009515163197,58.0715205358353,52.3561539202922,63.7868871513784
"Graduated from College or Technical
School",Michigan,26,1788,493,2281,76.5009816232876,74.4434193247297,78.5585439218455,66.5564531258029,62.1419305848818,70.9709756667241
"Don’t know/Not sure/Missing",Michigan,26,4,3,7,65.0715978876171,0,100,.,.,.
"Did not graduate High School",Minnesota,27,111,95,206,55.8826888606593,47.0479478857041,64.7174298356146,49.4056214827147,33.2899544539742,65.5212885114553
"Graduated High School",Minnesota,27,977,503,1480,62.7409850565262,59.4303032506526,66.0516668623997,50.6226424354568,44.6953375805717,56.5499472903419
"Attended College or Technical School",Minnesota,27,1922,686,2608,71.6707265968968,69.402421608037,73.9390315857565,58.9404372859453,54.3447169931967,63.5361575786938
"Graduated from College or Technical
School",Minnesota,27,3206,1022,4228,73.8966982122581,72.1919392171514,75.6014572073649,65.2298517263447,61.5713829840285,68.8883204686609
"Don’t know/Not sure/Missing",Minnesota,27,9,8,17,.,.,.,.,.,.
"Did not graduate High School",Mississippi,28,125,104,229,53.7561577117071,45.2412562294352,62.271059193979,39.6083285461811,28.0751450321273,51.141512060235
"Graduated High School",Mississippi,28,306,182,488,62.7769852841473,57.6870372737151,67.8669332945794,53.933940851081,45.8462945500265,62.0215871521355
"Attended College or Technical School",Mississippi,28,397,203,600,65.4581002676866,60.8522774151672,70.0639231202059,58.8323548839173,48.7245948691607,68.9401148986739
"Graduated from College or Technical
School",Mississippi,28,492,261,753,64.7064481420111,60.5632409826301,68.849655301392,59.1464697363127,52.4903007854132,65.8026386872123
"Don’t know/Not sure/Missing",Mississippi,28,2,2,4,.,.,.,.,.,.
"Did not graduate High School",Missouri,29,129,90,219,58.7527267197383,50.843020453314,66.6624329861626,50.1407467763963,35.4744834753267,64.8070100774658
"Graduated High School",Missouri,29,644,356,1000,64.6349245567496,60.6032633669256,68.6665857465736,54.6076548558518,44.4644441560083,64.7508655556954
"Attended College or Technical School",Missouri,29,705,318,1023,67.391410575983,63.4489618013748,71.3338593505911,56.6622532943161,49.3579547005149,63.9665518881174
"Graduated from College or Technical
School",Missouri,29,954,404,1358,67.8437597468521,64.4757768234946,71.2117426702096,60.0711041473582,52.9776569172659,67.1645513774506
"Don’t know/Not sure/Missing",Missouri,29,1,4,5,.,.,.,.,.,.
"Did not graduate High School",Montana,30,65,62,127,49.3582304850399,38.1726529944162,60.5438079756635,42.9311539593985,29.2041615829517,56.6581463358454
"Graduated High School",Montana,30,545,330,875,60.8175465845142,56.8687431855365,64.766349983492,47.4031135886468,39.3775374298963,55.4286897473973
"Attended College or Technical School",Montana,30,793,362,1155,67.6153529204471,64.274216668355,70.9564891725393,56.9379898249829,48.9071598714968,64.968819778469
"Graduated from College or Technical
School",Montana,30,1152,441,1593,70.0372046355399,67.2936237274367,72.7807855436431,58.7820243213239,52.981740410236,64.5823082324117
"Don’t know/Not sure/Missing",Montana,30,4,3,7,.,.,.,.,.,.
"Did not graduate High School",Nebraska,31,77,118,195,34.016020102845,25.4427088800801,42.5893313256099,33.6736238264834,21.5327384645518,45.8145091884151
"Graduated High School",Nebraska,31,659,374,1033,62.0763959783113,58.1854120144107,65.9673799422119,49.6922567726196,41.4378691118915,57.9466444333478
"Attended College or Technical School",Nebraska,31,853,394,1247,67.022444379569,63.6036434217142,70.4412453374239,57.1877091061719,49.9452120547467,64.4302061575972
"Graduated from College or Technical
School",Nebraska,31,960,370,1330,68.5382071577992,65.2691313979876,71.8072829176107,60.8318357521439,53.7510591648633,67.9126123394244
"Don’t know/Not sure/Missing",Nebraska,31,2,3,5,.,.,.,.,.,.
"Did not graduate High School",Nevada,32,47,64,111,47.1614244427521,35.5400689637065,58.7827799217978,42.6070479794607,23.7930917148683,61.4210042440531
