"Column Name","Label"
"DP1_0150CA","Annotation of Number!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone"
"DP1_0151C","Number!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Male"
"DP1_0151CA","Annotation of Number!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Male"
"DP1_0152C","Number!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Male!!65 years and over"
"DP1_0152CA","Annotation of Number!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Male!!65 years and over"
"DP1_0153C","Number!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Female"
"DP1_0153CA","Annotation of Number!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Female"
"DP1_0154C","Number!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Female!!65 years and over"
"DP1_0154CA","Annotation of Number!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households [8]!!Householder not living alone!!Female!!65 years and over"
"DP1_0155C","Number!!HOUSEHOLDS BY TYPE!!Total households!!Households with individuals under 18 years"
"DP1_0155CA","Annotation of Number!!HOUSEHOLDS BY TYPE!!Total households!!Households with individuals under 18 years"
"DP1_0156C","Number!!HOUSEHOLDS BY TYPE!!Total households!!Households with individuals 65 years and over"
"DP1_0156CA","Annotation of Number!!HOUSEHOLDS BY TYPE!!Total households!!Households with individuals 65 years and over"
"DP1_0157C","Number!!HOUSEHOLDS BY TYPE!!Total households!!Average household size"
"DP1_0157CA","Annotation of Number!!HOUSEHOLDS BY TYPE!!Total households!!Average household size"
"DP1_0158C","Number!!HOUSEHOLDS BY TYPE!!Total households!!Average family size [8]"
"DP1_0158CA","Annotation of Number!!HOUSEHOLDS BY TYPE!!Total households!!Average family size [8]"
"DP1_0001P","Percent!!SEX AND AGE!!Total population"
"DP1_0001PA","Annotation of Percent!!SEX AND AGE!!Total population"
"DP1_0002P","Percent!!SEX AND AGE!!Total population!!Under 5 years"
"DP1_0002PA","Annotation of Percent!!SEX AND AGE!!Total population!!Under 5 years"
"DP1_0003P","Percent!!SEX AND AGE!!Total population!!5 to 9 years"
"DP1_0003PA","Annotation of Percent!!SEX AND AGE!!Total population!!5 to 9 years"
"DP1_0004P","Percent!!SEX AND AGE!!Total population!!10 to 14 years"
"DP1_0004PA","Annotation of Percent!!SEX AND AGE!!Total population!!10 to 14 years"
"DP1_0005P","Percent!!SEX AND AGE!!Total population!!15 to 19 years"
"DP1_0005PA","Annotation of Percent!!SEX AND AGE!!Total population!!15 to 19 years"
"DP1_0006P","Percent!!SEX AND AGE!!Total population!!20 to 24 years"
"DP1_0006PA","Annotation of Percent!!SEX AND AGE!!Total population!!20 to 24 years"
"DP1_0007P","Percent!!SEX AND AGE!!Total population!!25 to 29 years"
"DP1_0007PA","Annotation of Percent!!SEX AND AGE!!Total population!!25 to 29 years"
"DP1_0008P","Percent!!SEX AND AGE!!Total population!!30 to 34 years"
"DP1_0008PA","Annotation of Percent!!SEX AND AGE!!Total population!!30 to 34 years"
"DP1_0009P","Percent!!SEX AND AGE!!Total population!!35 to 39 years"
"DP1_0009PA","Annotation of Percent!!SEX AND AGE!!Total population!!35 to 39 years"
"DP1_0010P","Percent!!SEX AND AGE!!Total population!!40 to 44 years"
"DP1_0010PA","Annotation of Percent!!SEX AND AGE!!Total population!!40 to 44 years"
"DP1_0011P","Percent!!SEX AND AGE!!Total population!!45 to 49 years"
"DP1_0011PA","Annotation of Percent!!SEX AND AGE!!Total population!!45 to 49 years"
"DP1_0012P","Percent!!SEX AND AGE!!Total population!!50 to 54 years"
"DP1_0012PA","Annotation of Percent!!SEX AND AGE!!Total population!!50 to 54 years"
"DP1_0013P","Percent!!SEX AND AGE!!Total population!!55 to 59 years"
"DP1_0013PA","Annotation of Percent!!SEX AND AGE!!Total population!!55 to 59 years"
"DP1_0014P","Percent!!SEX AND AGE!!Total population!!60 to 64 years"
"DP1_0014PA","Annotation of Percent!!SEX AND AGE!!Total population!!60 to 64 years"
"DP1_0015P","Percent!!SEX AND AGE!!Total population!!65 to 69 years"
"DP1_0015PA","Annotation of Percent!!SEX AND AGE!!Total population!!65 to 69 years"
"DP1_0016P","Percent!!SEX AND AGE!!Total population!!70 to 74 years"
"DP1_0016PA","Annotation of Percent!!SEX AND AGE!!Total population!!70 to 74 years"
"DP1_0017P","Percent!!SEX AND AGE!!Total population!!75 to 79 years"
"DP1_0017PA","Annotation of Percent!!SEX AND AGE!!Total population!!75 to 79 years"
"DP1_0018P","Percent!!SEX AND AGE!!Total population!!80 to 84 years"
"DP1_0018PA","Annotation of Percent!!SEX AND AGE!!Total population!!80 to 84 years"
"DP1_0019P","Percent!!SEX AND AGE!!Total population!!85 years and over"
"DP1_0019PA","Annotation of Percent!!SEX AND AGE!!Total population!!85 years and over"
"DP1_0020P","Percent!!SEX AND AGE!!Total population!!Selected Age Categories!!16 years and over"
"DP1_0020PA","Annotation of Percent!!SEX AND AGE!!Total population!!Selected Age Categories!!16 years and over"
"DP1_0021P","Percent!!SEX AND AGE!!Total population!!Selected Age Categories!!18 years and over"
"DP1_0021PA","Annotation of Percent!!SEX AND AGE!!Total population!!Selected Age Categories!!18 years and over"
"DP1_0022P","Percent!!SEX AND AGE!!Total population!!Selected Age Categories!!21 years and over"
"DP1_0022PA","Annotation of Percent!!SEX AND AGE!!Total population!!Selected Age Categories!!21 years and over"
"DP1_0023P","Percent!!SEX AND AGE!!Total population!!Selected Age Categories!!62 years and over"
"DP1_0023PA","Annotation of Percent!!SEX AND AGE!!Total population!!Selected Age Categories!!62 years and over"
"DP1_0024P","Percent!!SEX AND AGE!!Total population!!Selected Age Categories!!65 years and over"
"DP1_0024PA","Annotation of Percent!!SEX AND AGE!!Total population!!Selected Age Categories!!65 years and over"
"DP1_0025P","Percent!!SEX AND AGE!!Male population"
"DP1_0025PA","Annotation of Percent!!SEX AND AGE!!Male population"
"DP1_0026P","Percent!!SEX AND AGE!!Male population!!Under 5 years"
"DP1_0026PA","Annotation of Percent!!SEX AND AGE!!Male population!!Under 5 years"
"DP1_0027P","Percent!!SEX AND AGE!!Male population!!5 to 9 years"
"DP1_0027PA","Annotation of Percent!!SEX AND AGE!!Male population!!5 to 9 years"
"DP1_0028P","Percent!!SEX AND AGE!!Male population!!10 to 14 years"
"DP1_0028PA","Annotation of Percent!!SEX AND AGE!!Male population!!10 to 14 years"
"DP1_0029P","Percent!!SEX AND AGE!!Male population!!15 to 19 years"
"DP1_0029PA","Annotation of Percent!!SEX AND AGE!!Male population!!15 to 19 years"
"DP1_0030P","Percent!!SEX AND AGE!!Male population!!20 to 24 years"
"DP1_0030PA","Annotation of Percent!!SEX AND AGE!!Male population!!20 to 24 years"
"DP1_0031P","Percent!!SEX AND AGE!!Male population!!25 to 29 years"
"DP1_0031PA","Annotation of Percent!!SEX AND AGE!!Male population!!25 to 29 years"
"DP1_0032P","Percent!!SEX AND AGE!!Male population!!30 to 34 years"
"DP1_0032PA","Annotation of Percent!!SEX AND AGE!!Male population!!30 to 34 years"
"DP1_0033P","Percent!!SEX AND AGE!!Male population!!35 to 39 years"
"DP1_0033PA","Annotation of Percent!!SEX AND AGE!!Male population!!35 to 39 years"
"DP1_0034P","Percent!!SEX AND AGE!!Male population!!40 to 44 years"
"DP1_0034PA","Annotation of Percent!!SEX AND AGE!!Male population!!40 to 44 years"
"DP1_0035P","Percent!!SEX AND AGE!!Male population!!45 to 49 years"
"DP1_0035PA","Annotation of Percent!!SEX AND AGE!!Male population!!45 to 49 years"
"DP1_0036P","Percent!!SEX AND AGE!!Male population!!50 to 54 years"
"DP1_0036PA","Annotation of Percent!!SEX AND AGE!!Male population!!50 to 54 years"
"DP1_0037P","Percent!!SEX AND AGE!!Male population!!55 to 59 years"
"DP1_0037PA","Annotation of Percent!!SEX AND AGE!!Male population!!55 to 59 years"
"DP1_0038P","Percent!!SEX AND AGE!!Male population!!60 to 64 years"
"DP1_0038PA","Annotation of Percent!!SEX AND AGE!!Male population!!60 to 64 years"
"DP1_0039P","Percent!!SEX AND AGE!!Male population!!65 to 69 years"
"DP1_0039PA","Annotation of Percent!!SEX AND AGE!!Male population!!65 to 69 years"
"DP1_0040P","Percent!!SEX AND AGE!!Male population!!70 to 74 years"
"DP1_0040PA","Annotation of Percent!!SEX AND AGE!!Male population!!70 to 74 years"
"DP1_0041P","Percent!!SEX AND AGE!!Male population!!75 to 79 years"
"DP1_0041PA","Annotation of Percent!!SEX AND AGE!!Male population!!75 to 79 years"
"DP1_0042P","Percent!!SEX AND AGE!!Male population!!80 to 84 years"
"DP1_0042PA","Annotation of Percent!!SEX AND AGE!!Male population!!80 to 84 years"
"DP1_0043P","Percent!!SEX AND AGE!!Male population!!85 years and over"
"DP1_0043PA","Annotation of Percent!!SEX AND AGE!!Male population!!85 years and over"
"DP1_0044P","Percent!!SEX AND AGE!!Male population!!Selected Age Categories!!16 years and over"
"DP1_0044PA","Annotation of Percent!!SEX AND AGE!!Male population!!Selected Age Categories!!16 years and over"
"DP1_0045P","Percent!!SEX AND AGE!!Male population!!Selected Age Categories!!18 years and over"
"DP1_0045PA","Annotation of Percent!!SEX AND AGE!!Male population!!Selected Age Categories!!18 years and over"
"DP1_0046P","Percent!!SEX AND AGE!!Male population!!Selected Age Categories!!21 years and over"
"DP1_0046PA","Annotation of Percent!!SEX AND AGE!!Male population!!Selected Age Categories!!21 years and over"
"DP1_0047P","Percent!!SEX AND AGE!!Male population!!Selected Age Categories!!62 years and over"
"DP1_0047PA","Annotation of Percent!!SEX AND AGE!!Male population!!Selected Age Categories!!62 years and over"
"DP1_0048P","Percent!!SEX AND AGE!!Male population!!Selected Age Categories!!65 years and over"
"DP1_0048PA","Annotation of Percent!!SEX AND AGE!!Male population!!Selected Age Categories!!65 years and over"
"DP1_0049P","Percent!!SEX AND AGE!!Female population"
"DP1_0049PA","Annotation of Percent!!SEX AND AGE!!Female population"
"DP1_0050P","Percent!!SEX AND AGE!!Female population!!Under 5 years"
"DP1_0050PA","Annotation of Percent!!SEX AND AGE!!Female population!!Under 5 years"
"DP1_0051P","Percent!!SEX AND AGE!!Female population!!5 to 9 years"
"DP1_0051PA","Annotation of Percent!!SEX AND AGE!!Female population!!5 to 9 years"
"DP1_0052P","Percent!!SEX AND AGE!!Female population!!10 to 14 years"
"DP1_0052PA","Annotation of Percent!!SEX AND AGE!!Female population!!10 to 14 years"
"DP1_0053P","Percent!!SEX AND AGE!!Female population!!15 to 19 years"
"DP1_0053PA","Annotation of Percent!!SEX AND AGE!!Female population!!15 to 19 years"
"DP1_0054P","Percent!!SEX AND AGE!!Female population!!20 to 24 years"
"DP1_0054PA","Annotation of Percent!!SEX AND AGE!!Female population!!20 to 24 years"
"DP1_0055P","Percent!!SEX AND AGE!!Female population!!25 to 29 years"
"DP1_0055PA","Annotation of Percent!!SEX AND AGE!!Female population!!25 to 29 years"
"DP1_0056P","Percent!!SEX AND AGE!!Female population!!30 to 34 years"
"DP1_0056PA","Annotation of Percent!!SEX AND AGE!!Female population!!30 to 34 years"
"DP1_0057P","Percent!!SEX AND AGE!!Female population!!35 to 39 years"
"DP1_0057PA","Annotation of Percent!!SEX AND AGE!!Female population!!35 to 39 years"
"DP1_0058P","Percent!!SEX AND AGE!!Female population!!40 to 44 years"
"DP1_0058PA","Annotation of Percent!!SEX AND AGE!!Female population!!40 to 44 years"
"DP1_0059P","Percent!!SEX AND AGE!!Female population!!45 to 49 years"
"DP1_0059PA","Annotation of Percent!!SEX AND AGE!!Female population!!45 to 49 years"
"DP1_0060P","Percent!!SEX AND AGE!!Female population!!50 to 54 years"
"DP1_0060PA","Annotation of Percent!!SEX AND AGE!!Female population!!50 to 54 years"
"DP1_0061P","Percent!!SEX AND AGE!!Female population!!55 to 59 years"
"DP1_0061PA","Annotation of Percent!!SEX AND AGE!!Female population!!55 to 59 years"
"DP1_0062P","Percent!!SEX AND AGE!!Female population!!60 to 64 years"
"DP1_0062PA","Annotation of Percent!!SEX AND AGE!!Female population!!60 to 64 years"
"DP1_0063P","Percent!!SEX AND AGE!!Female population!!65 to 69 years"
"DP1_0063PA","Annotation of Percent!!SEX AND AGE!!Female population!!65 to 69 years"
"DP1_0064P","Percent!!SEX AND AGE!!Female population!!70 to 74 years"
"DP1_0064PA","Annotation of Percent!!SEX AND AGE!!Female population!!70 to 74 years"
"DP1_0065P","Percent!!SEX AND AGE!!Female population!!75 to 79 years"
"DP1_0065PA","Annotation of Percent!!SEX AND AGE!!Female population!!75 to 79 years"
"DP1_0066P","Percent!!SEX AND AGE!!Female population!!80 to 84 years"
"DP1_0066PA","Annotation of Percent!!SEX AND AGE!!Female population!!80 to 84 years"
"DP1_0067P","Percent!!SEX AND AGE!!Female population!!85 years and over"
"DP1_0067PA","Annotation of Percent!!SEX AND AGE!!Female population!!85 years and over"
"DP1_0068P","Percent!!SEX AND AGE!!Female population!!Selected Age Categories!!16 years and over"
"DP1_0068PA","Annotation of Percent!!SEX AND AGE!!Female population!!Selected Age Categories!!16 years and over"
"DP1_0069P","Percent!!SEX AND AGE!!Female population!!Selected Age Categories!!18 years and over"
"DP1_0069PA","Annotation of Percent!!SEX AND AGE!!Female population!!Selected Age Categories!!18 years and over"
"DP1_0070P","Percent!!SEX AND AGE!!Female population!!Selected Age Categories!!21 years and over"
"DP1_0070PA","Annotation of Percent!!SEX AND AGE!!Female population!!Selected Age Categories!!21 years and over"
"DP1_0071P","Percent!!SEX AND AGE!!Female population!!Selected Age Categories!!62 years and over"
"DP1_0071PA","Annotation of Percent!!SEX AND AGE!!Female population!!Selected Age Categories!!62 years and over"
"DP1_0072P","Percent!!SEX AND AGE!!Female population!!Selected Age Categories!!65 years and over"
"DP1_0072PA","Annotation of Percent!!SEX AND AGE!!Female population!!Selected Age Categories!!65 years and over"
"DP1_0073P","Percent!!MEDIAN AGE BY SEX!!Both sexes"
"DP1_0073PA","Annotation of Percent!!MEDIAN AGE BY SEX!!Both sexes"
"DP1_0074P","Percent!!MEDIAN AGE BY SEX!!Male"
"DP1_0074PA","Annotation of Percent!!MEDIAN AGE BY SEX!!Male"
"DP1_0075P","Percent!!MEDIAN AGE BY SEX!!Female"
"DP1_0075PA","Annotation of Percent!!MEDIAN AGE BY SEX!!Female"
"DP1_0076P","Percent!!RACE!!Total population"
"DP1_0076PA","Annotation of Percent!!RACE!!Total population"
"DP1_0077P","Percent!!RACE!!Total population!!One Race"
"DP1_0077PA","Annotation of Percent!!RACE!!Total population!!One Race"
"DP1_0078P","Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander"
"DP1_0078PA","Annotation of Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander"
"DP1_0079P","Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Carolinian"
"DP1_0079PA","Annotation of Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Carolinian"
"DP1_0080P","Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Chamorro"
"DP1_0080PA","Annotation of Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Chamorro"
"DP1_0081P","Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Chuukese"
"DP1_0081PA","Annotation of Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Chuukese"
"DP1_0082P","Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Guamanian"
"DP1_0082PA","Annotation of Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Guamanian"
"DP1_0083P","Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Kosraean"
"DP1_0083PA","Annotation of Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Kosraean"
"DP1_0084P","Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Marshallese"
"DP1_0084PA","Annotation of Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Marshallese"
"DP1_0085P","Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian"
"DP1_0085PA","Annotation of Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian"
"DP1_0086P","Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Palauan"
"DP1_0086PA","Annotation of Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Palauan"
"DP1_0087P","Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Pohnpeian"
"DP1_0087PA","Annotation of Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Pohnpeian"
"DP1_0088P","Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Yapese"
"DP1_0088PA","Annotation of Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Yapese"
"DP1_0089P","Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Other Native Hawaiian and Other Pacific Islander"
"DP1_0089PA","Annotation of Percent!!RACE!!Total population!!One Race!!Native Hawaiian and Other Pacific Islander!!Other Native Hawaiian and Other Pacific Islander"
"DP1_0090P","Percent!!RACE!!Total population!!One Race!!Asian"
"DP1_0090PA","Annotation of Percent!!RACE!!Total population!!One Race!!Asian"
"DP1_0091P","Percent!!RACE!!Total population!!One Race!!Asian!!Chinese (except Taiwanese)"
"DP1_0091PA","Annotation of Percent!!RACE!!Total population!!One Race!!Asian!!Chinese (except Taiwanese)"
"DP1_0092P","Percent!!RACE!!Total population!!One Race!!Asian!!Filipino"
"DP1_0092PA","Annotation of Percent!!RACE!!Total population!!One Race!!Asian!!Filipino"
"DP1_0093P","Percent!!RACE!!Total population!!One Race!!Asian!!Japanese"
"DP1_0093PA","Annotation of Percent!!RACE!!Total population!!One Race!!Asian!!Japanese"
"DP1_0094P","Percent!!RACE!!Total population!!One Race!!Asian!!Korean"
"DP1_0094PA","Annotation of Percent!!RACE!!Total population!!One Race!!Asian!!Korean"
"DP1_0095P","Percent!!RACE!!Total population!!One Race!!Asian!!Taiwanese"
"DP1_0095PA","Annotation of Percent!!RACE!!Total population!!One Race!!Asian!!Taiwanese"
"DP1_0096P","Percent!!RACE!!Total population!!One Race!!Asian!!Thai"
"DP1_0096PA","Annotation of Percent!!RACE!!Total population!!One Race!!Asian!!Thai"
"DP1_0097P","Percent!!RACE!!Total population!!One Race!!Asian!!Vietnamese"
"DP1_0097PA","Annotation of Percent!!RACE!!Total population!!One Race!!Asian!!Vietnamese"
"DP1_0098P","Percent!!RACE!!Total population!!One Race!!Asian!!Other Asian"
"DP1_0098PA","Annotation of Percent!!RACE!!Total population!!One Race!!Asian!!Other Asian"
"DP1_0099P","Percent!!RACE!!Total population!!One Race!!White"
"DP1_0099PA","Annotation of Percent!!RACE!!Total population!!One Race!!White"
"DP1_0100P","Percent!!RACE!!Total population!!One Race!!Black or African American"
"DP1_0100PA","Annotation of Percent!!RACE!!Total population!!One Race!!Black or African American"
"DP1_0101P","Percent!!RACE!!Total population!!One Race!!American Indian and Alaska Native"
"DP1_0101PA","Annotation of Percent!!RACE!!Total population!!One Race!!American Indian and Alaska Native"
"DP1_0102P","Percent!!RACE!!Total population!!One Race!!Some Other Race"
"DP1_0102PA","Annotation of Percent!!RACE!!Total population!!One Race!!Some Other Race"
"DP1_0103P","Percent!!RACE!!Total population!!Two or More Races"
"DP1_0103PA","Annotation of Percent!!RACE!!Total population!!Two or More Races"
"DP1_0104P","Percent!!RACE!!Race alone or in combination with one or more other races [1]!!Native Hawaiian and Other Pacific Islander alone or in combination [2]"
"DP1_0104PA","Annotation of Percent!!RACE!!Race alone or in combination with one or more other races [1]!!Native Hawaiian and Other Pacific Islander alone or in combination [2]"
"DP1_0105P","Percent!!RACE!!Race alone or in combination with one or more other races [1]!!Native Hawaiian and Other Pacific Islander alone or in combination [2]!!Chamorro alone or in any combination"
"DP1_0105PA","Annotation of Percent!!RACE!!Race alone or in combination with one or more other races [1]!!Native Hawaiian and Other Pacific Islander alone or in combination [2]!!Chamorro alone or in any combination"
"DP1_0106P","Percent!!RACE!!Race alone or in combination with one or more other races [1]!!Asian alone or in combination [3]"
"DP1_0106PA","Annotation of Percent!!RACE!!Race alone or in combination with one or more other races [1]!!Asian alone or in combination [3]"
"DP1_0107P","Percent!!RACE!!Race alone or in combination with one or more other races [1]!!Asian alone or in combination [3]!!Filipino alone or in any combination"
"DP1_0107PA","Annotation of Percent!!RACE!!Race alone or in combination with one or more other races [1]!!Asian alone or in combination [3]!!Filipino alone or in any combination"
"DP1_0108P","Percent!!RACE!!Race alone or in combination with one or more other races [1]!!Other races alone or in combination [4]"
"DP1_0108PA","Annotation of Percent!!RACE!!Race alone or in combination with one or more other races [1]!!Other races alone or in combination [4]"
"DP1_0109P","Percent!!HISPANIC OR LATINO ORIGIN!!Total population"
"DP1_0109PA","Annotation of Percent!!HISPANIC OR LATINO ORIGIN!!Total population"
"DP1_0110P","Percent!!HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino (of any race)"
"DP1_0110PA","Annotation of Percent!!HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino (of any race)"
"DP1_0111P","Percent!!HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino (of any race)!!Mexican [5]"
"DP1_0111PA","Annotation of Percent!!HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino (of any race)!!Mexican [5]"
"DP1_0112P","Percent!!HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino (of any race)!!All Other Hispanic or Latino [6]"
"DP1_0112PA","Annotation of Percent!!HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino (of any race)!!All Other Hispanic or Latino [6]"
"DP1_0113P","Percent!!HISPANIC OR LATINO ORIGIN!!Total population!!Not Hispanic or Latino"
"DP1_0113PA","Annotation of Percent!!HISPANIC OR LATINO ORIGIN!!Total population!!Not Hispanic or Latino"
"DP1_0114P","Percent!!RELATIONSHIP!!Total population"
"DP1_0114PA","Annotation of Percent!!RELATIONSHIP!!Total population"
"DP1_0115P","Percent!!RELATIONSHIP!!Total population!!In households"
"DP1_0115PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In households"
"DP1_0116P","Percent!!RELATIONSHIP!!Total population!!In households!!Householder"
"DP1_0116PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In households!!Householder"
"DP1_0117P","Percent!!RELATIONSHIP!!Total population!!In households!!Spouse [7]"
"DP1_0117PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In households!!Spouse [7]"
"DP1_0118P","Percent!!RELATIONSHIP!!Total population!!In households!!Unmarried partner"
"DP1_0118PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In households!!Unmarried partner"
"DP1_0119P","Percent!!RELATIONSHIP!!Total population!!In households!!Child"
"DP1_0119PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In households!!Child"
"DP1_0120P","Percent!!RELATIONSHIP!!Total population!!In households!!Child!!Under 18 years"
"DP1_0120PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In households!!Child!!Under 18 years"
"DP1_0121P","Percent!!RELATIONSHIP!!Total population!!In households!!Child!!18 to 26 years"
"DP1_0121PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In households!!Child!!18 to 26 years"
"DP1_0122P","Percent!!RELATIONSHIP!!Total population!!In households!!Other relatives"
"DP1_0122PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In households!!Other relatives"
"DP1_0123P","Percent!!RELATIONSHIP!!Total population!!In households!!Other relatives!!Under 18 years"
"DP1_0123PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In households!!Other relatives!!Under 18 years"
"DP1_0124P","Percent!!RELATIONSHIP!!Total population!!In households!!Other relatives!!65 years and over"
"DP1_0124PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In households!!Other relatives!!65 years and over"
"DP1_0125P","Percent!!RELATIONSHIP!!Total population!!In households!!Nonrelatives"
"DP1_0125PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In households!!Nonrelatives"
"DP1_0126P","Percent!!RELATIONSHIP!!Total population!!In households!!Nonrelatives!!Under 18 years"
"DP1_0126PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In households!!Nonrelatives!!Under 18 years"
"DP1_0127P","Percent!!RELATIONSHIP!!Total population!!In households!!Nonrelatives!!65 years and over"
"DP1_0127PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In households!!Nonrelatives!!65 years and over"
"DP1_0128P","Percent!!RELATIONSHIP!!Total population!!In group quarters"
"DP1_0128PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In group quarters"
"DP1_0129P","Percent!!RELATIONSHIP!!Total population!!In group quarters!!Institutionalized population"
"DP1_0129PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In group quarters!!Institutionalized population"
"DP1_0130P","Percent!!RELATIONSHIP!!Total population!!In group quarters!!Institutionalized population!!Male"
"DP1_0130PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In group quarters!!Institutionalized population!!Male"
"DP1_0131P","Percent!!RELATIONSHIP!!Total population!!In group quarters!!Institutionalized population!!Female"
"DP1_0131PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In group quarters!!Institutionalized population!!Female"
"DP1_0132P","Percent!!RELATIONSHIP!!Total population!!In group quarters!!Noninstitutionalized population"
"DP1_0132PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In group quarters!!Noninstitutionalized population"
"DP1_0133P","Percent!!RELATIONSHIP!!Total population!!In group quarters!!Noninstitutionalized population!!Male"
"DP1_0133PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In group quarters!!Noninstitutionalized population!!Male"
"DP1_0134P","Percent!!RELATIONSHIP!!Total population!!In group quarters!!Noninstitutionalized population!!Female"
"DP1_0134PA","Annotation of Percent!!RELATIONSHIP!!Total population!!In group quarters!!Noninstitutionalized population!!Female"
"DP1_0135P","Percent!!HOUSEHOLDS BY TYPE!!Total households"
"DP1_0135PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households"
"DP1_0136P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]"
"DP1_0136PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]"
"DP1_0137P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]!!With own children under 18 years"
"DP1_0137PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]!!With own children under 18 years"
"DP1_0138P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]!!Married couple family"
"DP1_0138PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]!!Married couple family"
"DP1_0139P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]!!Married couple family!!With own children under 18 years"
"DP1_0139PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]!!Married couple family!!With own children under 18 years"
"DP1_0140P","Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]!!Male householder, no spouse present"
"DP1_0140PA","Annotation of Percent!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families) [8]!!Male householder, no spouse present"
