Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,State,State Code,Race,Race Code,Ethnicity,Ethnicity Code,Deaths,Population,Crude Rate
,2004,2004,Breast,26000,Kentucky,21,White,2106-3,Non-Hispanic,2186-5,540,3684793,14.7
,2004,2004,Breast,26000,Louisiana,22,Black or African American,2054-5,Non-Hispanic,2186-5,273,1495571,18.3
,2004,2004,Breast,26000,Louisiana,22,White,2106-3,Non-Hispanic,2186-5,408,2820650,14.5
,2004,2004,Breast,26000,Maine,23,White,2106-3,Non-Hispanic,2186-5,187,1266081,14.8
,2004,2004,Breast,26000,Maryland,24,Black or African American,2054-5,Non-Hispanic,2186-5,253,1614833,15.7
,2004,2004,Breast,26000,Maryland,24,White,2106-3,Non-Hispanic,2186-5,589,3315609,17.8
,2004,2004,Breast,26000,Massachusetts,25,Black or African American,2054-5,Non-Hispanic,2186-5,35,395065,8.9
,2004,2004,Breast,26000,Massachusetts,25,White,2106-3,Non-Hispanic,2186-5,937,5190250,18.1
,2004,2004,Breast,26000,Michigan,26,Black or African American,2054-5,Non-Hispanic,2186-5,224,1467546,15.3
,2004,2004,Breast,26000,Michigan,26,White,2106-3,Non-Hispanic,2186-5,1167,7906061,14.8
,2004,2004,Breast,26000,Minnesota,27,Black or African American,2054-5,Non-Hispanic,2186-5,21,234694,8.9
,2004,2004,Breast,26000,Minnesota,27,White,2106-3,Non-Hispanic,2186-5,628,4418461,14.2
,2004,2004,Breast,26000,Mississippi,28,Black or African American,2054-5,Non-Hispanic,2186-5,171,1055071,16.2
,2004,2004,Breast,26000,Mississippi,28,White,2106-3,Non-Hispanic,2186-5,276,1741276,15.9
,2004,2004,Breast,26000,Missouri,29,Black or African American,2054-5,Non-Hispanic,2186-5,96,676920,14.2
,2004,2004,Breast,26000,Missouri,29,White,2106-3,Non-Hispanic,2186-5,797,4796887,16.6
,2004,2004,Breast,26000,Montana,30,White,2106-3,Non-Hispanic,2186-5,132,835384,15.8
,2004,2004,Breast,26000,Nebraska,31,White,2106-3,Non-Hispanic,2186-5,233,1500697,15.5
,2004,2004,Breast,26000,Nevada,32,Black or African American,2054-5,Non-Hispanic,2186-5,17,179429,9.5
,2004,2004,Breast,26000,Nevada,32,White,2106-3,Non-Hispanic,2186-5,255,1453627,17.5
,2004,2004,Breast,26000,New Hampshire,33,White,2106-3,Non-Hispanic,2186-5,177,1219916,14.5
,2004,2004,Breast,26000,New Jersey,34,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,26,621321,4.2
,2004,2004,Breast,26000,New Jersey,34,Black or African American,2054-5,Non-Hispanic,2186-5,194,1162766,16.7
,2004,2004,Breast,26000,New Jersey,34,White,2106-3,Hispanic,2135-2,50,1140958,4.4
,2004,2004,Breast,26000,New Jersey,34,White,2106-3,Non-Hispanic,2186-5,1121,5529745,20.3
,2004,2004,Breast,26000,New Mexico,35,White,2106-3,Hispanic,2135-2,72,793415,9.1
,2004,2004,Breast,26000,New Mexico,35,White,2106-3,Non-Hispanic,2186-5,168,832095,20.2
,2004,2004,Breast,26000,New York,36,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,69,1286668,5.4
,2004,2004,Breast,26000,New York,36,Black or African American,2054-5,Hispanic,2135-2,17,522661,3.3
,2004,2004,Breast,26000,New York,36,Black or African American,2054-5,Non-Hispanic,2186-5,459,2941585,15.6
,2004,2004,Breast,26000,New York,36,White,2106-3,Hispanic,2135-2,185,2441544,7.6
,2004,2004,Breast,26000,New York,36,White,2106-3,Non-Hispanic,2186-5,2168,11781247,18.4
,2004,2004,Breast,26000,North Carolina,37,Black or African American,2054-5,Non-Hispanic,2186-5,303,1862849,16.3
,2004,2004,Breast,26000,North Carolina,37,White,2106-3,Non-Hispanic,2186-5,912,5887613,15.5
,2004,2004,Breast,26000,North Dakota,38,White,2106-3,Non-Hispanic,2186-5,87,588159,14.8
,2004,2004,Breast,26000,Ohio,39,Black or African American,2054-5,Non-Hispanic,2186-5,247,1401325,17.6
,2004,2004,Breast,26000,Ohio,39,White,2106-3,Non-Hispanic,2186-5,1632,9574318,17
,2004,2004,Breast,26000,Oklahoma,40,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,31,319202,9.7
,2004,2004,Breast,26000,Oklahoma,40,Black or African American,2054-5,Non-Hispanic,2186-5,39,281733,13.8
,2004,2004,Breast,26000,Oklahoma,40,White,2106-3,Non-Hispanic,2186-5,388,2627009,14.8
,2004,2004,Breast,26000,Oregon,41,White,2106-3,Non-Hispanic,2186-5,493,2965831,16.6
,2004,2004,Breast,26000,Pennsylvania,42,Black or African American,2054-5,Non-Hispanic,2186-5,210,1302524,16.1
,2004,2004,Breast,26000,Pennsylvania,42,White,2106-3,Hispanic,2135-2,21,419829,5
,2004,2004,Breast,26000,Pennsylvania,42,White,2106-3,Non-Hispanic,2186-5,2088,10288625,20.3
,2004,2004,Breast,26000,Rhode Island,44,White,2106-3,Non-Hispanic,2186-5,142,868903,16.3
,2004,2004,Breast,26000,South Carolina,45,Black or African American,2054-5,Non-Hispanic,2186-5,188,1229954,15.3
,2004,2004,Breast,26000,South Carolina,45,White,2106-3,Non-Hispanic,2186-5,371,2771154,13.4
,2004,2004,Breast,26000,South Dakota,46,White,2106-3,Non-Hispanic,2186-5,100,672491,14.9
,2004,2004,Breast,26000,Tennessee,47,Black or African American,2054-5,Non-Hispanic,2186-5,163,997875,16.3
,2004,2004,Breast,26000,Tennessee,47,White,2106-3,Non-Hispanic,2186-5,716,4634337,15.4
,2004,2004,Breast,26000,Texas,48,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,25,760148,3.3
,2004,2004,Breast,26000,Texas,48,Black or African American,2054-5,Non-Hispanic,2186-5,389,2584340,15.1
,2004,2004,Breast,26000,Texas,48,White,2106-3,Hispanic,2135-2,402,7490442,5.4
,2004,2004,Breast,26000,Texas,48,White,2106-3,Non-Hispanic,2186-5,1677,11215412,15
,2004,2004,Breast,26000,Utah,49,White,2106-3,Non-Hispanic,2186-5,207,2026307,10.2
,2004,2004,Breast,26000,Vermont,50,White,2106-3,Non-Hispanic,2186-5,98,597293,16.4
,2004,2004,Breast,26000,Virginia,51,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,21,364172,5.8
,2004,2004,Breast,26000,Virginia,51,Black or African American,2054-5,Non-Hispanic,2186-5,243,1482757,16.4
,2004,2004,Breast,26000,Virginia,51,White,2106-3,Hispanic,2135-2,19,392869,4.8
,2004,2004,Breast,26000,Virginia,51,White,2106-3,Non-Hispanic,2186-5,770,5157136,14.9
,2004,2004,Breast,26000,Washington,53,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,20,448099,4.5
,2004,2004,Breast,26000,Washington,53,Black or African American,2054-5,Non-Hispanic,2186-5,18,240112,7.5
,2004,2004,Breast,26000,Washington,53,White,2106-3,Non-Hispanic,2186-5,729,4835719,15.1
,2004,2004,Breast,26000,West Virginia,54,White,2106-3,Non-Hispanic,2186-5,297,1721854,17.2
,2004,2004,Breast,26000,Wisconsin,55,Black or African American,2054-5,Non-Hispanic,2186-5,25,341016,7.3
,2004,2004,Breast,26000,Wisconsin,55,White,2106-3,Non-Hispanic,2186-5,741,4757716,15.6
,2004,2004,Breast,26000,Wyoming,56,White,2106-3,Non-Hispanic,2186-5,66,451741,14.6
,2005,2005,Breast,26000,Alabama,01,Black or African American,2054-5,Non-Hispanic,2186-5,210,1199574,17.5
,2005,2005,Breast,26000,Alabama,01,White,2106-3,Non-Hispanic,2186-5,537,3168675,16.9
,2005,2005,Breast,26000,Alaska,02,White,2106-3,Non-Hispanic,2186-5,37,456747,8.1
,2005,2005,Breast,26000,Arizona,04,Black or African American,2054-5,Non-Hispanic,2186-5,20,211439,9.5
,2005,2005,Breast,26000,Arizona,04,White,2106-3,Hispanic,2135-2,76,1511717,5
,2005,2005,Breast,26000,Arizona,04,White,2106-3,Non-Hispanic,2186-5,574,3600275,15.9
,2005,2005,Breast,26000,Arkansas,05,Black or African American,2054-5,Non-Hispanic,2186-5,66,437543,15.1
,2005,2005,Breast,26000,Arkansas,05,White,2106-3,Non-Hispanic,2186-5,341,2152444,15.8
,2005,2005,Breast,26000,California,06,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,337,4652525,7.2
,2005,2005,Breast,26000,California,06,Black or African American,2054-5,Non-Hispanic,2186-5,385,2351018,16.4
,2005,2005,Breast,26000,California,06,White,2106-3,Hispanic,2135-2,515,11758870,4.4
,2005,2005,Breast,26000,California,06,White,2106-3,Non-Hispanic,2186-5,2930,15987525,18.3
,2005,2005,Breast,26000,Colorado,08,Black or African American,2054-5,Non-Hispanic,2186-5,20,190230,10.5
,2005,2005,Breast,26000,Colorado,08,White,2106-3,Hispanic,2135-2,35,824963,4.2
,2005,2005,Breast,26000,Colorado,08,White,2106-3,Non-Hispanic,2186-5,464,3381585,13.7
,2005,2005,Breast,26000,Connecticut,09,Black or African American,2054-5,Non-Hispanic,2186-5,39,338134,11.5
,2005,2005,Breast,26000,Connecticut,09,White,2106-3,Non-Hispanic,2186-5,477,2643624,18
,2005,2005,Breast,26000,Delaware,10,White,2106-3,Non-Hispanic,2186-5,103,587309,17.5
,2005,2005,Breast,26000,District of Columbia,11,Black or African American,2054-5,Non-Hispanic,2186-5,70,320385,21.8
,2005,2005,Breast,26000,District of Columbia,11,White,2106-3,Non-Hispanic,2186-5,22,178286,12.3
,2005,2005,Breast,26000,Florida,12,Black or African American,2054-5,Non-Hispanic,2186-5,371,2713885,13.7
,2005,2005,Breast,26000,Florida,12,White,2106-3,Hispanic,2135-2,279,3301005,8.5
,2005,2005,Breast,26000,Florida,12,White,2106-3,Non-Hispanic,2186-5,2041,11127642,18.3
,2005,2005,Breast,26000,Georgia,13,Black or African American,2054-5,Non-Hispanic,2186-5,367,2652289,13.8
,2005,2005,Breast,26000,Georgia,13,White,2106-3,Non-Hispanic,2186-5,683,5340448,12.8
,2005,2005,Breast,26000,Hawaii,15,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,96,876763,10.9
,2005,2005,Breast,26000,Hawaii,15,White,2106-3,Non-Hispanic,2186-5,47,281847,16.7
,2005,2005,Breast,26000,Idaho,16,White,2106-3,Non-Hispanic,2186-5,140,1245151,11.2
,2005,2005,Breast,26000,Illinois,17,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,31,538369,5.8
,2005,2005,Breast,26000,Illinois,17,Black or African American,2054-5,Non-Hispanic,2186-5,338,1890889,17.9
,2005,2005,Breast,26000,Illinois,17,White,2106-3,Hispanic,2135-2,45,1682372,2.7
,2005,2005,Breast,26000,Illinois,17,White,2106-3,Non-Hispanic,2186-5,1461,8364005,17.5
,2005,2005,Breast,26000,Indiana,18,Black or African American,2054-5,Non-Hispanic,2186-5,92,572591,16.1
,2005,2005,Breast,26000,Indiana,18,White,2106-3,Non-Hispanic,2186-5,735,5295951,13.9
,2005,2005,Breast,26000,Iowa,19,White,2106-3,Non-Hispanic,2186-5,416,2708613,15.4
,2005,2005,Breast,26000,Kansas,20,Black or African American,2054-5,Non-Hispanic,2186-5,20,168521,11.9
,2005,2005,Breast,26000,Kansas,20,White,2106-3,Non-Hispanic,2186-5,352,2244435,15.7
,2005,2005,Breast,26000,Kentucky,21,Black or African American,2054-5,Non-Hispanic,2186-5,34,328194,10.4
,2005,2005,Breast,26000,Kentucky,21,White,2106-3,Non-Hispanic,2186-5,554,3705579,15
,2005,2005,Breast,26000,Louisiana,22,Black or African American,2054-5,Non-Hispanic,2186-5,275,1421618,19.3
,2005,2005,Breast,26000,Louisiana,22,White,2106-3,Non-Hispanic,2186-5,457,2751592,16.6
,2005,2005,Breast,26000,Maine,23,White,2106-3,Non-Hispanic,2186-5,193,1268377,15.2
,2005,2005,Breast,26000,Maryland,24,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,19,289027,6.6
,2005,2005,Breast,26000,Maryland,24,Black or African American,2054-5,Non-Hispanic,2186-5,232,1639145,14.2
,2005,2005,Breast,26000,Maryland,24,White,2106-3,Non-Hispanic,2186-5,569,3296721,17.3
,2005,2005,Breast,26000,Massachusetts,25,Black or African American,2054-5,Non-Hispanic,2186-5,51,401830,12.7
,2005,2005,Breast,26000,Massachusetts,25,White,2106-3,Hispanic,2135-2,18,421137,4.3
,2005,2005,Breast,26000,Massachusetts,25,White,2106-3,Non-Hispanic,2186-5,872,5148905,16.9
,2005,2005,Breast,26000,Michigan,26,Black or African American,2054-5,Non-Hispanic,2186-5,225,1467785,15.3
,2005,2005,Breast,26000,Michigan,26,White,2106-3,Non-Hispanic,2186-5,1179,7882337,15
,2005,2005,Breast,26000,Minnesota,27,Black or African American,2054-5,Non-Hispanic,2186-5,23,245011,9.4
,2005,2005,Breast,26000,Minnesota,27,White,2106-3,Non-Hispanic,2186-5,629,4421301,14.2
,2005,2005,Breast,26000,Mississippi,28,Black or African American,2054-5,Non-Hispanic,2186-5,180,1056189,17
,2005,2005,Breast,26000,Mississippi,28,White,2106-3,Non-Hispanic,2186-5,255,1722293,14.8
,2005,2005,Breast,26000,Missouri,29,Black or African American,2054-5,Non-Hispanic,2186-5,113,684892,16.5
,2005,2005,Breast,26000,Missouri,29,White,2106-3,Non-Hispanic,2186-5,860,4816819,17.9
,2005,2005,Breast,26000,Montana,30,White,2106-3,Non-Hispanic,2186-5,125,842913,14.8
,2005,2005,Breast,26000,Nebraska,31,White,2106-3,Non-Hispanic,2186-5,257,1503268,17.1
,2005,2005,Breast,26000,Nevada,32,Black or African American,2054-5,Non-Hispanic,2186-5,18,190602,9.4
,2005,2005,Breast,26000,Nevada,32,White,2106-3,Non-Hispanic,2186-5,242,1474517,16.4
,2005,2005,Breast,26000,New Hampshire,33,White,2106-3,Non-Hispanic,2186-5,183,1224266,14.9
,2005,2005,Breast,26000,New Jersey,34,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,37,645966,5.7
,2005,2005,Breast,26000,New Jersey,34,Black or African American,2054-5,Non-Hispanic,2186-5,189,1162594,16.3
,2005,2005,Breast,26000,New Jersey,34,White,2106-3,Hispanic,2135-2,61,1170063,5.2
,2005,2005,Breast,26000,New Jersey,34,White,2106-3,Non-Hispanic,2186-5,1172,5484022,21.4
,2005,2005,Breast,26000,New Mexico,35,White,2106-3,Hispanic,2135-2,72,809793,8.9
,2005,2005,Breast,26000,New Mexico,35,White,2106-3,Non-Hispanic,2186-5,156,838339,18.6
,2005,2005,Breast,26000,New York,36,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,73,1319157,5.5
,2005,2005,Breast,26000,New York,36,Black or African American,2054-5,Hispanic,2135-2,16,534267,3
,2005,2005,Breast,26000,New York,36,Black or African American,2054-5,Non-Hispanic,2186-5,506,2923414,17.3
,2005,2005,Breast,26000,New York,36,White,2106-3,Hispanic,2135-2,189,2451782,7.7
,2005,2005,Breast,26000,New York,36,White,2106-3,Non-Hispanic,2186-5,2085,11694941,17.8
,2005,2005,Breast,26000,North Carolina,37,Black or African American,2054-5,Non-Hispanic,2186-5,320,1894594,16.9
,2005,2005,Breast,26000,North Carolina,37,White,2106-3,Non-Hispanic,2186-5,923,5953708,15.5
,2005,2005,Breast,26000,North Dakota,38,White,2106-3,Non-Hispanic,2186-5,86,587677,14.6
,2005,2005,Breast,26000,Ohio,39,Black or African American,2054-5,Non-Hispanic,2186-5,234,1413529,16.6
,2005,2005,Breast,26000,Ohio,39,White,2106-3,Non-Hispanic,2186-5,1617,9551471,16.9
,2005,2005,Breast,26000,Oklahoma,40,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,30,323929,9.3
,2005,2005,Breast,26000,Oklahoma,40,Black or African American,2054-5,Non-Hispanic,2186-5,39,283741,13.7
,2005,2005,Breast,26000,Oklahoma,40,White,2106-3,Non-Hispanic,2186-5,451,2627208,17.2
,2005,2005,Breast,26000,Oregon,41,White,2106-3,Non-Hispanic,2186-5,458,2984036,15.3
,2005,2005,Breast,26000,Pennsylvania,42,Black or African American,2054-5,Non-Hispanic,2186-5,223,1318475,16.9
,2005,2005,Breast,26000,Pennsylvania,42,White,2106-3,Non-Hispanic,2186-5,1907,10262664,18.6
,2005,2005,Breast,26000,Rhode Island,44,White,2106-3,Non-Hispanic,2186-5,167,857644,19.5
,2005,2005,Breast,26000,South Carolina,45,Black or African American,2054-5,Non-Hispanic,2186-5,190,1238925,15.3
,2005,2005,Breast,26000,South Carolina,45,White,2106-3,Non-Hispanic,2186-5,465,2803830,16.6
,2005,2005,Breast,26000,South Dakota,46,White,2106-3,Non-Hispanic,2186-5,111,674694,16.5
,2005,2005,Breast,26000,Tennessee,47,Black or African American,2054-5,Non-Hispanic,2186-5,183,1012550,18.1
,2005,2005,Breast,26000,Tennessee,47,White,2106-3,Non-Hispanic,2186-5,749,4675141,16
,2005,2005,Breast,26000,Texas,48,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,25,798889,3.1
,2005,2005,Breast,26000,Texas,48,Black or African American,2054-5,Non-Hispanic,2186-5,394,2629206,15
,2005,2005,Breast,26000,Texas,48,White,2106-3,Hispanic,2135-2,418,7728682,5.4
,2005,2005,Breast,26000,Texas,48,White,2106-3,Non-Hispanic,2186-5,1711,11248923,15.2
,2005,2005,Breast,26000,Utah,49,White,2106-3,Non-Hispanic,2186-5,221,2063473,10.7
,2005,2005,Breast,26000,Vermont,50,White,2106-3,Non-Hispanic,2186-5,80,597473,13.4
,2005,2005,Breast,26000,Virginia,51,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,18,385623,4.7
,2005,2005,Breast,26000,Virginia,51,Black or African American,2054-5,Non-Hispanic,2186-5,261,1501249,17.4
,2005,2005,Breast,26000,Virginia,51,White,2106-3,Non-Hispanic,2186-5,812,5185055,15.7
,2005,2005,Breast,26000,Washington,53,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,29,466201,6.2
,2005,2005,Breast,26000,Washington,53,Black or African American,2054-5,Non-Hispanic,2186-5,22,245672,9
,2005,2005,Breast,26000,Washington,53,White,2106-3,Non-Hispanic,2186-5,721,4860118,14.8
,2005,2005,Breast,26000,West Virginia,54,White,2106-3,Non-Hispanic,2186-5,315,1723531,18.3
,2005,2005,Breast,26000,Wisconsin,55,Black or African American,2054-5,Non-Hispanic,2186-5,29,347084,8.4
,2005,2005,Breast,26000,Wisconsin,55,White,2106-3,Non-Hispanic,2186-5,736,4764478,15.4
,2005,2005,Breast,26000,Wyoming,56,White,2106-3,Non-Hispanic,2186-5,58,454866,12.8
,2006,2006,Breast,26000,Alabama,01,Black or African American,2054-5,Non-Hispanic,2186-5,203,1219303,16.6
,2006,2006,Breast,26000,Alabama,01,White,2106-3,Non-Hispanic,2186-5,451,3195774,14.1
,2006,2006,Breast,26000,Alaska,02,White,2106-3,Non-Hispanic,2186-5,57,461371,12.4
,2006,2006,Breast,26000,Arizona,04,Black or African American,2054-5,Non-Hispanic,2186-5,22,226891,9.7
,2006,2006,Breast,26000,Arizona,04,White,2106-3,Hispanic,2135-2,63,1583537,4
,2006,2006,Breast,26000,Arizona,04,White,2106-3,Non-Hispanic,2186-5,655,3671941,17.8
,2006,2006,Breast,26000,Arkansas,05,Black or African American,2054-5,Non-Hispanic,2186-5,73,444779,16.4
,2006,2006,Breast,26000,Arkansas,05,White,2106-3,Non-Hispanic,2186-5,332,2170572,15.3
,2006,2006,Breast,26000,California,06,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,18,214286,8.4
,2006,2006,Breast,26000,California,06,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,342,4763829,7.2
,2006,2006,Breast,26000,California,06,Black or African American,2054-5,Non-Hispanic,2186-5,360,2347553,15.3
,2006,2006,Breast,26000,California,06,White,2106-3,Hispanic,2135-2,566,11954154,4.7
,2006,2006,Breast,26000,California,06,White,2106-3,Non-Hispanic,2186-5,2916,15819429,18.4
,2006,2006,Breast,26000,Colorado,08,White,2106-3,Hispanic,2135-2,38,850779,4.5
,2006,2006,Breast,26000,Colorado,08,White,2106-3,Non-Hispanic,2186-5,436,3427685,12.7
,2006,2006,Breast,26000,Connecticut,09,Black or African American,2054-5,Non-Hispanic,2186-5,43,342097,12.6
,2006,2006,Breast,26000,Connecticut,09,White,2106-3,Non-Hispanic,2186-5,481,2628177,18.3
,2006,2006,Breast,26000,Delaware,10,Black or African American,2054-5,Non-Hispanic,2186-5,21,179979,11.7
,2006,2006,Breast,26000,Delaware,10,White,2106-3,Non-Hispanic,2186-5,88,590768,14.9
,2006,2006,Breast,26000,District of Columbia,11,Black or African American,2054-5,Non-Hispanic,2186-5,67,315872,21.2
,2006,2006,Breast,26000,District of Columbia,11,White,2106-3,Non-Hispanic,2186-5,25,184613,13.5
,2006,2006,Breast,26000,Florida,12,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,19,447582,4.2
,2006,2006,Breast,26000,Florida,12,Black or African American,2054-5,Non-Hispanic,2186-5,349,2784593,12.5
,2006,2006,Breast,26000,Florida,12,White,2106-3,Hispanic,2135-2,277,3468128,8
,2006,2006,Breast,26000,Florida,12,White,2106-3,Non-Hispanic,2186-5,2018,11166115,18.1
,2006,2006,Breast,26000,Georgia,13,Black or African American,2054-5,Non-Hispanic,2186-5,374,2750215,13.6
,2006,2006,Breast,26000,Georgia,13,White,2106-3,Non-Hispanic,2186-5,733,5399688,13.6
,2006,2006,Breast,26000,Hawaii,15,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,105,886038,11.9
,2006,2006,Breast,26000,Hawaii,15,White,2106-3,Non-Hispanic,2186-5,33,285884,11.5
,2006,2006,Breast,26000,Idaho,16,White,2106-3,Non-Hispanic,2186-5,157,1273279,12.3
,2006,2006,Breast,26000,Illinois,17,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,21,556025,3.8
,2006,2006,Breast,26000,Illinois,17,Black or African American,2054-5,Non-Hispanic,2186-5,318,1890330,16.8
,2006,2006,Breast,26000,Illinois,17,White,2106-3,Hispanic,2135-2,52,1721706,3
,2006,2006,Breast,26000,Illinois,17,White,2106-3,Non-Hispanic,2186-5,1388,8332730,16.7
,2006,2006,Breast,26000,Indiana,18,Black or African American,2054-5,Non-Hispanic,2186-5,92,584556,15.7
,2006,2006,Breast,26000,Indiana,18,White,2106-3,Non-Hispanic,2186-5,859,5311567,16.2
,2006,2006,Breast,26000,Iowa,19,White,2106-3,Non-Hispanic,2186-5,448,2713439,16.5
,2006,2006,Breast,26000,Kansas,20,Black or African American,2054-5,Non-Hispanic,2186-5,20,171521,11.7
,2006,2006,Breast,26000,Kansas,20,White,2106-3,Non-Hispanic,2186-5,364,2246477,16.2
,2006,2006,Breast,26000,Kentucky,21,Black or African American,2054-5,Non-Hispanic,2186-5,42,332902,12.6
,2006,2006,Breast,26000,Kentucky,21,White,2106-3,Non-Hispanic,2186-5,556,3728203,14.9
,2006,2006,Breast,26000,Louisiana,22,Black or African American,2054-5,Non-Hispanic,2186-5,224,1355126,16.5
,2006,2006,Breast,26000,Louisiana,22,White,2106-3,Non-Hispanic,2186-5,414,2709056,15.3
,2006,2006,Breast,26000,Maine,23,White,2106-3,Non-Hispanic,2186-5,192,1270709,15.1
,2006,2006,Breast,26000,Maryland,24,Black or African American,2054-5,Non-Hispanic,2186-5,254,1658933,15.3
,2006,2006,Breast,26000,Maryland,24,White,2106-3,Non-Hispanic,2186-5,547,3272143,16.7
,2006,2006,Breast,26000,Massachusetts,25,Black or African American,2054-5,Non-Hispanic,2186-5,61,409627,14.9
,2006,2006,Breast,26000,Massachusetts,25,White,2106-3,Hispanic,2135-2,17,435332,3.9
,2006,2006,Breast,26000,Massachusetts,25,White,2106-3,Non-Hispanic,2186-5,886,5118526,17.3
,2006,2006,Breast,26000,Michigan,26,Black or African American,2054-5,Non-Hispanic,2186-5,252,1467177,17.2
,2006,2006,Breast,26000,Michigan,26,White,2106-3,Hispanic,2135-2,16,357929,4.5
,2006,2006,Breast,26000,Michigan,26,White,2106-3,Non-Hispanic,2186-5,1223,7850577,15.6
,2006,2006,Breast,26000,Minnesota,27,White,2106-3,Non-Hispanic,2186-5,590,4432272,13.3
,2006,2006,Breast,26000,Mississippi,28,Black or African American,2054-5,Non-Hispanic,2186-5,169,1072247,15.8
,2006,2006,Breast,26000,Mississippi,28,White,2106-3,Non-Hispanic,2186-5,257,1729634,14.9
,2006,2006,Breast,26000,Missouri,29,Black or African American,2054-5,Non-Hispanic,2186-5,113,694249,16.3
,2006,2006,Breast,26000,Missouri,29,White,2106-3,Non-Hispanic,2186-5,794,4843754,16.4
,2006,2006,Breast,26000,Montana,30,White,2106-3,Non-Hispanic,2186-5,109,853186,12.8
,2006,2006,Breast,26000,Nebraska,31,White,2106-3,Non-Hispanic,2186-5,201,1504276,13.4
,2006,2006,Breast,26000,Nevada,32,Black or African American,2054-5,Non-Hispanic,2186-5,17,202670,8.4
,2006,2006,Breast,26000,Nevada,32,White,2106-3,Non-Hispanic,2186-5,212,1494045,14.2
,2006,2006,Breast,26000,New Hampshire,33,White,2106-3,Non-Hispanic,2186-5,163,1230230,13.2
,2006,2006,Breast,26000,New Jersey,34,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,37,667992,5.5
,2006,2006,Breast,26000,New Jersey,34,Black or African American,2054-5,Non-Hispanic,2186-5,204,1161856,17.6
,2006,2006,Breast,26000,New Jersey,34,White,2106-3,Hispanic,2135-2,74,1198322,6.2
,2006,2006,Breast,26000,New Jersey,34,White,2106-3,Non-Hispanic,2186-5,1144,5434654,21.1
,2006,2006,Breast,26000,New Mexico,35,White,2106-3,Hispanic,2135-2,69,827068,8.3
,2006,2006,Breast,26000,New Mexico,35,White,2106-3,Non-Hispanic,2186-5,145,844971,17.2
,2006,2006,Breast,26000,New York,36,Asian or Pacific Islander,A-PI,Non-Hispanic,2186-5,57,1352712,4.2
,2006,2006,Breast,26000,New York,36,Black or African American,2054-5,Hispanic,2135-2,18,547522,3.3
,2006,2006,Breast,26000,New York,36,Black or African American,2054-5,Non-Hispanic,2186-5,458,2906370,15.8
,2006,2006,Breast,26000,New York,36,White,2106-3,Hispanic,2135-2,187,2464176,7.6
,2006,2006,Breast,26000,New York,36,White,2106-3,Non-Hispanic,2186-5,2024,11613210,17.4
,2006,2006,Breast,26000,North Carolina,37,Black or African American,2054-5,Non-Hispanic,2186-5,322,1939738,16.6
,2006,2006,Breast,26000,North Carolina,37,White,2106-3,Non-Hispanic,2186-5,919,6058026,15.2
,2006,2006,Breast,26000,North Dakota,38,White,2106-3,Non-Hispanic,2186-5,77,589018,13.1
,2006,2006,Breast,26000,Ohio,39,Black or African American,2054-5,Non-Hispanic,2186-5,233,1427085,16.3
,2006,2006,Breast,26000,Ohio,39,White,2106-3,Non-Hispanic,2186-5,1652,9534970,17.3
,2006,2006,Breast,26000,Oklahoma,40,American Indian or Alaska Native,1002-5,Non-Hispanic,2186-5,23,329816,7
,2006,2006,Breast,26000,Oklahoma,40,Black or African American,2054-5,Non-Hispanic,2186-5,36,288671,12.5
,2006,2006,Breast,26000,Oklahoma,40,White,2106-3,Non-Hispanic,2186-5,477,2642622,18.1
,2006,2006,Breast,26000,Oregon,41,White,2106-3,Non-Hispanic,2186-5,491,3012570,16.3
,2006,2006,Breast,26000,Pennsylvania,42,Black or African American,2054-5,Non-Hispanic,2186-5,208,1337422,15.6
,2006,2006,Breast,26000,Pennsylvania,42,White,2106-3,Hispanic,2135-2,17,472836,3.6
,2006,2006,Breast,26000,Pennsylvania,42,White,2106-3,Non-Hispanic,2186-5,1898,10251323,18.5
,2006,2006,Breast,26000,Rhode Island,44,White,2106-3,Non-Hispanic,2186-5,146,848398,17.2
